"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3ed6052e-8507-4755-91ca-e9fe7a3b391d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 2 - THB 01"
"475912bc-dbb4-4554-a314-3d6862ed0430","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 01","Project Build QA"
"b07dee81-c6d4-46c8-8e7c-13157155593f","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01"
"b6052377-a8e2-49d3-a80a-046ecc727c50","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Timber Framing"
"55d606b9-c0ea-451d-83b0-6fd267003e48","","checklist-flat","pass","QA - Trusses (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Trusses"
"e27016f2-de9e-4a8a-8068-620e5ef8d6bd","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","External Envelope"
"eb600487-95b6-418a-b35b-90e14bfebc11","","checklist-flat","pass","QA - Windows & Sliders (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Windows & Sliders"
"22f2a5b0-7486-4818-8409-53454c8545cb","","checklist-flat","pass","QA -  Skirting and Architrave (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Skirting and Architrave"
"5444a78f-e3f4-4f1f-b809-5db8215f1b68","","checklist-flat","pass","QA - Hardware Installation - First fix preparation (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Hardware Installation - First fix preparation"
"157eeae9-cb48-4e4d-8a4c-b7c93fb4c52d","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Internal Doors"
"0d3040ab-3872-41af-8d5e-b80f7d12d947","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Handrails"
"cfc202d0-81e7-4f72-97db-359659f36e38","","checklist-flat","pass","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Bathroom Checks"
"2d2fea26-80c9-4e38-9c74-9e5bfa52af0c","","checklist-flat","pass","QA - Flat Roofs & Gutter (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Flat Roofs & Gutter"
"ab383eec-51b7-4a11-83ed-287479c9502d","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02"
"9a48c980-2f65-419a-b51a-90b0aa239f78","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Timber Framing"
"39c4812f-bdd3-4ceb-8375-f950d5971f72","","checklist-flat","pass","QA - Trusses (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Trusses"
"45777f73-5922-4ef0-a07c-f8573a58df74","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","External Envelope"
"734c9468-e815-41cd-a78c-84511e738b6a","","checklist-flat","pass","QA - Windows & Sliders (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Windows & Sliders"
"0a9936f8-487d-47f6-9196-7e391d4325b1","","checklist-flat","pass","QA -  Skirting and Architrave (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Skirting and Architrave"
"0cc56c94-51fc-474c-83bf-f94c11754bea","","checklist-flat","pass","QA - Hardware Installation - First fix preparation (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Hardware Installation - First fix preparation"
"3538ff47-d345-4988-96e7-6fae4493a2a8","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Internal Doors"
"80989fb4-6b5a-40e5-b365-42f9d9b80f58","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Handrails"
"f7cbd958-e9fa-40ed-b599-c27ad42c6272","","checklist-flat","pass","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Bathroom Checks"
"46f81ef9-8f5d-4c64-a3eb-8d628c2011cd","","checklist-flat","pass","QA - Flat Roofs & Gutter (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Flat Roofs & Gutter"
"81bae0f6-4105-4fac-8722-722ba91da547","","checklist-flat","not-started","Compliance Documentation (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Compliance Documentation"
"e2f616d2-4617-416c-8eeb-3a39f3557684","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12"
"10f644b3-a601-46f1-9977-ed217396d183","","checklist-sectioned","pass","9bf1b3c1259c1701f1818e8019030a4ba45d20eaf87e511f2ca9afb9ce13adc1","checklist","FALSE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12","Pre-Commencement Checks"
"f9407ebb-7f08-41aa-9779-e2cead9c9a9a","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12","Project Build QA"
"059aaef0-7bd0-4f40-b6f6-9989c0867717","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12","Project Build QA","THB 02"
"fcd9ac3b-bb94-48a8-b9de-7abd1ae50321","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12","Project Build QA","THB 02","TH 03"
"572d2f49-fa54-44b5-9636-30c11cd2a5bd","","checklist-flat","not-started","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 203","Bathroom Checks"
"c34b5def-0497-4219-a89a-661b48b30994","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 204"
"894bba23-4cf1-487d-ac18-acb8e68386c3","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 204","Internal Framing"
"9ca0b36a-ee23-462a-9549-859f829e5b41","","checklist-flat","not-applicable","QA - Trusses (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 204","Trusses"
"40e3bdf0-07c4-4689-8f58-dd5bd4e97343","","checklist-flat","pass","QA - Windows, Single & Slider Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 204","Windows, Single & Slider Doors"
"162e1661-47a3-47ef-8c10-1d67cd112b56","","checklist-flat","not-started","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 204","Internal Doors"
"8d63b77d-b9df-4be7-b4f1-f085b661fa69","","checklist-flat","not-started","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 204","Hardware Installation"
"ec4bca50-0980-4aa7-9cca-df7d68b57d4b","","checklist-flat","not-started","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 204","Fire Door Installation"
"a9840984-7fca-4ed8-ba1d-52a435135316","","checklist-flat","not-started","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 204","Skirting and Architrave"
"2951748b-6890-45f0-a23e-3bffe3904f42","","checklist-flat","not-started","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 204","Handrails"
"0a9e6865-279c-4457-b59e-bba7523bbdd7","","checklist-flat","not-started","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 204","Bathroom Checks"
"6452bd62-0493-4333-8380-4f99ec7986b8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 205"
"7d8f9ff4-679a-43af-8a16-69ffc2e60c8f","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 205","Internal Framing"
"df17c13b-e1be-4fdf-8b15-07b1baf5fd7e","","checklist-flat","not-applicable","QA - Trusses (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 205","Trusses"
"369036d7-4e89-4adc-849c-4081a97e4d8e","","checklist-flat","pass","QA - Windows, Single & Slider Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 205","Windows, Single & Slider Doors"
"6aa7a7b4-7925-4e09-87f6-4cbe0cbd5f8f","","checklist-flat","not-started","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 205","Internal Doors"
"8f3aa445-b57f-4895-ae70-d61553e9f746","","checklist-flat","not-started","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 205","Hardware Installation"
"34e7c18f-3950-47ec-b7c9-2938ad6751b4","","checklist-flat","not-started","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 205","Fire Door Installation"
"a31872fe-47b5-4697-82a2-be175ed9312b","","checklist-flat","not-started","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 205","Skirting and Architrave"
"0665d3f6-ad20-44cf-ac5d-095262ab4dfd","","checklist-flat","not-started","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 205","Handrails"
"d6cae58d-44c7-46bb-b259-41b1d96ded8c","","checklist-flat","not-started","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 205","Bathroom Checks"
"0cf43c71-b79c-4b48-85a2-5620461cb408","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 206"
"b2ee20c2-0d77-427f-9e58-1c0f41b8bee8","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 206","Internal Framing"
"531568c8-c32a-429c-bb25-afd383e96e2c","","checklist-flat","not-applicable","QA - Trusses (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 206","Trusses"
"b2282a83-c8c8-47f3-98fe-cb1aa791a3a3","","checklist-flat","pass","QA - Windows, Single & Slider Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 206","Windows, Single & Slider Doors"
"ab5ad79b-94b5-4217-be70-5d5c7b8af1ee","","checklist-flat","not-started","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 206","Internal Doors"
"6ffcf414-d633-43df-9270-f1a79b052dd9","","checklist-flat","not-started","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 206","Hardware Installation"
"a2faa600-f0c7-4f5a-946c-4068dcaed7de","","checklist-flat","not-started","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 206","Fire Door Installation"
"b37969aa-4e17-45c3-a71d-d6630e1e32e9","","checklist-flat","not-started","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 206","Skirting and Architrave"
"cd4297b2-b710-43ab-8117-d77a6c134808","","checklist-flat","not-started","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 206","Handrails"
"b43c253c-77cf-4648-b05f-1030cfe21d73","","checklist-flat","not-started","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 206","Bathroom Checks"
"35291c25-0fdc-4395-81f5-05ad619247c5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 207"
"27b6c7b7-6a9f-4cf7-b968-9ab7bcd7a788","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 207","Internal Framing"
"44bb0fd9-33f0-4d2a-a7f5-8fa65a232924","","checklist-flat","not-applicable","QA - Trusses (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 207","Trusses"
"8bf9f07f-0ba1-4438-93c2-a1e2c05d6899","","checklist-flat","pass","QA - Windows, Single & Slider Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 207","Windows, Single & Slider Doors"
"268f44fa-084c-4702-b1a6-1cbdd224dc4c","","checklist-flat","not-started","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 207","Internal Doors"
"3f76eca2-381a-4b55-a814-3a06399c191b","","checklist-flat","not-started","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 207","Hardware Installation"
"fe34a987-872a-4496-b15a-6813b8b11366","","checklist-flat","not-started","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 207","Fire Door Installation"
"26fa86ad-3470-4745-b767-33d79a87064d","","checklist-flat","not-started","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 207","Skirting and Architrave"
"c3478b99-d5f7-44fd-bc15-5c43288dc658","","checklist-flat","not-started","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 207","Handrails"
"3b25f9d2-6a36-493f-8e69-2ce7f14f872d","","checklist-flat","not-started","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 207","Bathroom Checks"
"bebd50a1-aeed-45b7-97d1-3457dd34d685","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 208"
"a7516048-77aa-42f2-a448-add66a605f9e","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 208","Internal Framing"
"03193444-74dd-4fdc-a99b-c30af47c7619","","checklist-flat","not-applicable","QA - Trusses (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 208","Trusses"
"79fd571c-7bbb-472e-81e4-30336b36af6b","","checklist-flat","pass","QA - Windows, Single & Slider Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 208","Windows, Single & Slider Doors"
"7d32dcdf-cbad-4429-b47e-0949f478c666","","checklist-flat","not-started","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 208","Internal Doors"
"36289fdd-ff41-4157-a10a-f6ba3fc446c7","","checklist-flat","not-started","QA - Hardware Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 208","Hardware Installation"
"ce2fdc09-7a16-4725-b066-c5d9be686248","","checklist-flat","not-started","QA - Fire door Installation (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 208","Fire Door Installation"
"7439e7d2-7141-4fad-9ecf-1f20f327d293","","checklist-flat","not-started","QA -  Skirting, Architrave and Other Fittings (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 208","Skirting and Architrave"
"2ab1ac6b-5191-47f2-90e9-d97318fd5cce","","checklist-flat","not-started","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 208","Handrails"
"f79a741a-2163-4898-b21c-713a2807457e","","checklist-flat","not-started","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Level 2 - Area B","IA 208","Bathroom Checks"
"1102b9f0-ed89-4f57-863b-5fc1bdf73415","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade"
"4eeb50fe-b838-45f6-8b8c-46bea4dbd6f8","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor"
"2a4d96e4-4664-4840-ab47-f11585dbaaa9","","folder-normal","not-applicable","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","North Elevation"
"811ef1c8-4e7a-4260-8a7f-d8d46e75e01c","","checklist-flat","not-applicable","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","North Elevation","External Timber Wall Framing"
"efdd66ac-b376-45c1-93e2-bf7a9cc3ef17","","checklist-flat","not-applicable","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","North Elevation","External Envelope"
"175f371f-2edd-4570-8987-579b20ec4581","","checklist-flat","not-applicable","QA - RAB Board (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","North Elevation","RAB Board"
"1e1bc5b7-464a-4383-a18f-3a7c485c401b","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","East Elevation"
"e6816c47-112e-44dc-b993-a293050b8944","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","East Elevation","External Timber Wall Framing"
"77e2324d-e888-4d55-99b3-30f1d4cf8974","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","East Elevation","External Envelope"
"b4f85a80-85e5-42dd-bca1-3bd9fa516d9c","","checklist-flat","pass","QA - RAB Board (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","East Elevation","RAB Board"
"8e6c70f8-6701-4be4-9f6a-6498c306c43a","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","South Elevation"
"1b57dbfb-6c31-48a3-a294-8aa61fc32639","","checklist-flat","not-applicable","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","South Elevation","External Timber Wall Framing"
"d0a3dca2-fd26-46a0-ab65-1769c9052e96","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","South Elevation","External Envelope"
"d96df3ef-82fc-4e5f-b93e-017bce936b67","","checklist-flat","not-applicable","QA - RAB Board (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","South Elevation","RAB Board"
"a7d9c745-53b7-457a-a50d-a7a61d590f41","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","West Elevation"
"4df814b1-8f15-41e9-bbe0-155ffec1a1e6","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","West Elevation","External Timber Wall Framing"
"c3b0607d-7114-4634-a563-7a1c4b40945a","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","West Elevation","External Envelope"
"2e3cabbc-6295-4910-9b2a-9a5af7ae55df","","checklist-flat","pass","QA - RAB Board (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Ground Floor","West Elevation","RAB Board"
"704a384d-40ca-4b60-89b1-b5849ff7d554","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1"
"9a63e4cc-dde2-4aec-b334-9ea4dd88298c","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","North Elevation"
"09529b13-856a-450f-a59f-813b242339b4","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","North Elevation","External Timber Wall Framing"
"4be33bec-83f3-42c1-8b12-e2ad018f23c8","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","North Elevation","External Envelope"
"ed9605b7-6cb7-4cb8-9571-a4aee477c7a1","","checklist-flat","pass","QA - RAB Board (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","North Elevation","RAB Board"
"2eb2b771-5891-47a6-9833-e0dbe696496e","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","East Elevation"
"71a6671f-74f6-466f-8219-2e60dfd41636","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","East Elevation","External Timber Wall Framing"
"36a89e81-8773-4729-bfad-0cd93ae246c3","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","East Elevation","External Envelope"
"2cb78920-a1d9-434b-a40a-4eabe582d7e5","","checklist-flat","pass","QA - RAB Board (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","East Elevation","RAB Board"
"e3d285db-72a3-4560-ba5c-ba9b33733bb8","","folder-normal","not-applicable","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","South Elevation"
"6e7faca8-61b2-4791-bc95-8d400e5705c1","","checklist-flat","not-applicable","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","South Elevation","External Timber Wall Framing"
"2b56be6c-aa0a-4a78-b308-7c1f9cff8410","","checklist-flat","not-applicable","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","South Elevation","External Envelope"
"af346267-ac91-4fc5-b742-3e8fade7fb03","","checklist-flat","not-applicable","QA - RAB Board (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","South Elevation","RAB Board"
"98409c71-acb6-4fc2-b9fe-863e2b956d40","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","West Elevation"
"14a24b49-3249-4dad-95e8-5aca12a931cd","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","West Elevation","External Timber Wall Framing"
"6e4c1be9-bbe6-4386-acbf-5ec0353ce62a","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","West Elevation","External Envelope"
"caaaee7e-f8fa-4763-97f2-ae49de130ab0","","checklist-flat","pass","QA - RAB Board (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 1","West Elevation","RAB Board"
"ec99513e-3e89-40ec-a552-86dded3c67bc","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 2"
"03d269fe-ecc0-48c5-a5ad-6d1e6b8e7e1a","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 2","North Elevation"
"975638d8-56b9-4bb6-a392-dd3e23eefdb7","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 2","North Elevation","External Timber Wall Framing"
"0df40903-1ceb-4279-8dbd-3db65cf8e7bd","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 2","North Elevation","External Envelope"
"7aae2268-daf1-4fea-a8d7-867611340a45","","checklist-flat","pass","QA - RAB Board (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 2","North Elevation","RAB Board"
"9011c732-53e9-40b0-b417-f928222b6e1e","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 2","East Elevation"
"ff0d5e1f-3db2-4ca0-9254-f9aa7546f301","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 2","East Elevation","External Timber Wall Framing"
"3712c166-212c-4b50-bc48-868144ecadec","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 2","East Elevation","External Envelope"
"2c662ad5-a4ec-4480-bc5e-3507591e647a","","checklist-flat","pass","QA - RAB Board (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 2","East Elevation","RAB Board"
"675a06c4-8713-4fab-ae05-2114c9cf75d8","","folder-normal","pass","","step","TRUE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 2","South Elevation"
"ada1d81a-73f9-4719-81dc-9bdadd0662a0","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 2","South Elevation","External Timber Wall Framing"
"fa82a530-48cc-40d8-a9a9-d111be6ccfd3","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 4 - B02","Project Build QA","B02 - Facade","Level 2","South Elevation","External Envelope"
