type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach completed Permit,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.4 - Excavation Permit & Penetration Permit,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• SMP,,,,,,,,,,,,,
label,• VR 602.03,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Were all identified underground services marked and potholed to confirm location and depth and no machine excavation within 1m of underground services.,"Yes,No,N/A",,,,,,,,,,,,
button,• Relevant permits have been signed and approved. ,"Yes,No,N/A",,,,,,,,,,,,
button,• Extents and levels correct to relevant drawings,"Yes,No,N/A",,,,,,,,,,,,
button,• 50mm Blinding to be placed as required to allow working surface and protect excavation.,"Yes,No,N/A",,,,,,,,,,,,
button,• Has the trench been excavated to allow 300mm between top of capping and top of subsoil pipe?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,2.0 Subsurface drainage materials and installation,,,,,,,,,,,,,
checkpoint,2.1 - Pipes,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR 702.04,,,,,,,,,,,,,
label,• VR 702.03,,,,,,,,,,,,,
label,• VR 702.09,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the Pipe Class and size been confirmed as per latest IFC drawings drawings and project Specs?,"Yes,No,N/A",,,,,,,,,,,,
button,• Has the slotted pipe been placed centrally in the trench?,"Yes,No,N/A",,,,,,,,,,,,
button,• Have plastic pipes been kept away from sunlight and undamaged during delivery and installation?,"Yes,No,N/A",,,,,,,,,,,,
button,• Is the subsurface drainage  pipe invert level not exceeding 25 mm from the specified level and not more than 50 mm from the specified line. With changes of grade not at a rate exceeding 10 mm in any 3 m length.,"Yes,No,N/A",,,,,,,,,,,,
button,• Is the pipe grade not flatter than 1m in 250m?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach Compliance Certificates.,,,,,,,,,,,,,
checkpoint,2.2 - Geotextiles,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR 702.06,,,,,,,,,,,,,
label,• Table 702.061,,,,,,,,,,,,,
label,• VR 702.09,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the outer covering of the subsurface drain been covered in a geotextile surround if specified?,"Yes,No,N/A",,,,,,,,,,,,
button,• Has the geotextile been placed without punctures or tears?,"Yes,No,N/A",,,,,,,,,,,,
button,• In expansive clays does the geotextile material extend to directly below the kerb line?,"Yes,No,N/A",,,,,,,,,,,,
button,• is the Geotextile material supplied and installed as per latest IFC drawings and project specifications?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
button,Manufactures Compliance Certificates,"Yes,No,N/A",,,,,,,,,,,,
checkpoint,2.3 - Filter material,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR 702.05,,,,,,,,,,,,,
label,• VR 702.13,,,,,,,,,,,,,
label,• Table 702.051,,,,,,,,,,,,,
label,• Table 702.131,,,,,,,,,,,,,
label,• VR 702.09,,,,,,,,,,,,,
label,• (g),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Has material been placed in <300mm layers and compacted with minimal disturbance to pipe, geotextile and trench walls?","Yes,No,N/A",,,,,,,,,,,,
button,• Has no fines concrete ratios and specifications applied as per Table 702.051 and VR702.05(e),"Yes,No,N/A",,,,,,,,,,,,
button,• Has crushed rock/concrete ratios and specifications applied as per Table 702.052 and VR702.05(d),"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint,2.4 - Access points,,,,,,,,,,,,,
label,Ref docs: VR 702.10,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have access points installed at intervals of between 100m and 150 m?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint,2.5 - Flushing,,,,,,,,,,,,,
label,Ref docs: VR 702.10,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the pipe been flushed with water to remove any debris or blockages in the pipe and it’s working correctly with a smooth flow?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-008 - Insitu Concrete Elements (Rev A),,,,,,SYM-ITP-008 - Insitu Concrete Elements (Rev A),,,,,,,
section,1.0 General Details,,,,,,,,,,,,,
checkpoint,1.1 - Material classification and source,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• 503.04,,,,,,,,,,,,,
label,• VR 610.07,,,,,,,,,,,,,
label,• AS 1379,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Is Mix design approved prior to placemen and material properties meet project specification, AS 3600, AS 1379.","Yes,No,N/A",,,,,,,,,,,,
textbox,Concrete Strength,,,MPA,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,1.2 - Set Out,,,,,,,,,,,,,
label,Ref docs: Civil drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the work area clearly pegged out for line and level?,"Yes,No,N/A",,,,,,,,,,,,
textbox,• Wall/Footing Reference,,,,,,,,,,,,,
textbox,• Zone,,,,,,,,,,,,,
textbox,• Stage,,,,,,,,,,,,,
textbox,• Element Description,,,,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach Drawings,,,,,,,,,,,,,
checkpoint,1.3 - Conformity with Drawings,,,,,,,,,,,,,
label,Ref docs: VR Clause 701.10,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Are the drawings, complete & current?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach Recent IFC Drawings,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.4 - Excavation Permit & Penetration Permit,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• SMP,,,,,,,,,,,,,
label,• VR 602.03,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Were all identified underground services marked and potholed to confirm location and depth and no machine excavation within 1m of underground services.,"Yes,No,N/A",,,,,,,,,,,,
button,• Relevant permits have been signed and approved. ,"Yes,No,N/A",,,,,,,,,,,,
button,• Extents and levels correct to relevant drawings,"Yes,No,N/A",,,,,,,,,,,,
button,• 50mm Blinding to be placed as required to allow working surface and protect excavation.,"Yes,No,N/A",,,,,,,,,,,,
textbox,Excavation to a total depth of,,,mm,,,,,,,,,,
label,Freq: Prior to start of works  ,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach completed Permit,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,2.0 Insitu concrete Element,,,,,,,,,,,,,
checkpoint,2.1 - Ground Preparation ,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,,,,
label,• VR 610,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the fill and base of the foundation compacted to achieve at least 98% and achieving Geotechnical strength as per the design requirements.,"Yes,No,N/A",,,,,,,,,,,,
button,• Has the surface shall be thoroughly moistened with water and excess surface water removed prior to placing concrete.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint,2.2 - Formwork,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• Civil drawings.,,,,,,,,,,,,,
label,• Project Specs,,,,,,,,,,,,,
label,• VR 614.04,,,,,,,,,,,,,
label,• VR 613.04,,,,,,,,,,,,,
label,• Table 614.041,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Formwork has been installed correctly and sufficiently braced.,"Yes,No,N/A",,,,,,,,,,,,
button,• Formwork set out has been done as per latest design drawings and specifications,"Yes,No,N/A",,,,,,,,,,,,
button,• Were Construction joints/Expansion Joints/Isolation Joints /or any type of joint as specified in the drawings Installed,"Yes,No,N/A",,,,,,,,,,,,
button,• Any Backfill/ Underlay Material as per drawings & specifications,"Yes,No,N/A",,,,,,,,,,,,
button,• Was Installations of Cast-Ins/ HD bolts/ Chemical Anchors/Block out Verified,"Yes,No,N/A",,,,,,,,,,,,
button,• Is the concrete member of height greater than 2m and a formwork design obtained with a certificate of compliance from a Proof Engineer forwarded to the Superintendent for approval?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach formwork design and approvals,,,,,,,,,,,,,
checkpoint,2.3 - Reinforcement,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• AS3600,,,,,,,,,,,,,
label,• VR611,,,,,,,,,,,,,
label,• VR610,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Tolerance - As per specifications and Australian Standard and minimum cover for steel reinforcement is 40mm.,"Yes,No,N/A",,,,,,,,,,,,
button,"• Steel is free of excess corrosion, loose millings, oil or other contaminants","Yes,No,N/A",,,,,,,,,,,,
button,• Required Connection details - U Bars/ Z Bars/Cogs Verified/Starter bars,"Yes,No,N/A",,,,,,,,,,,,
button,"• Correct concrete cover and chairs on sides, bottom and top Verified","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint,2.4 - Pre-pour Inspections,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• Civil drawings.,,,,,,,,,,,,,
label,• Project Specs,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Has steel reinforcement been placed correctly with adequate cover?,"Yes,No,N/A",,,,,,,,,,,,
button,• Have tie bars and expansion joints been installed at the correct intervals?,"Yes,No,N/A",,,,,,,,,,,,
button,"• Pour area is free of loose debris, oils, water","Yes,No,N/A",,,,,,,,,,,,
button,"• Have any services located within the slab been installed, surveyed and pinned down","Yes,No,N/A",,,,,,,,,,,,
button,• Concrete Testing Lab Representative will be available during concrete pour,"Yes,No,N/A",,,,,,,,,,,,
button,• CYP D&C JV informed of concrete pour date and start time,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of each Concrete Pour,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,2.5 - Concrete Placement,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR503.07,,,,,,,,,,,,,
label,• VR503.05,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Has concrete been transported, handled and placed to prevent segregation, loss or leakage of materials and air temp within 5 to 35 degrees C","Yes,No,N/A",,,,,,,,,,,,
button,"• Has Concrete been tamped/vibrated to increase density and prevent voids, honeycombing or surface defects.","Yes,No,N/A",,,,,,,,,,,,
button,• Has a minimum of one of vibrator used at all times while the concreting is in operation,"Yes,No,N/A",,,,,,,,,,,,
button,• Ensure monitoring forms/cast in items during the pour,"Yes,No,N/A",,,,,,,,,,,,
button,• Concrete Work(s) completed to specification/drawings & Area left clean/tidy,"Yes,No,N/A",,,,,,,,,,,,
button,"• Concrete Dockets Received, Attach last Docket","Yes,No,N/A",,,,,,,,,,,,
textbox,Pour date,,,,,,,,,,,,,
textbox,Total pour Concrete quantity,,,M3,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Delivery Doc,,,,,,,,,,,,,
label,• Conc pour record,,,,,,,,,,,,,
checkpoint,2.5 - Post Pour,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• Civil drawings.,,,,,,,,,,,,,
label,• Project Specs,,,,,,,,,,,,,
label,• VR 610,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Was Curing agent applies as per project specifications,"Yes,No,N/A",,,,,,,,,,,,
button,• Concrete reached design strength to strip formwork,"Yes,No,N/A",,,,,,,,,,,,
button,• Any identified defects after striping rectified,"Yes,No,N/A",,,,,,,,,,,,
button,• Attach Subcontractor’s QA,"Yes,No,N/A",,,,,,,,,,,,
button,"• Does Backfill material comply with Vicroad specs, Project specs and drawings?","Yes,No,N/A",,,,,,,,,,,,
button,• Were as Built completed? Attach report if applicable,"Yes,No,N/A",,,,,,,,,,,,
button,• Concrete reached design strength to strip formwork. (Attach test results),"Yes,No,N/A",,,,,,,,,,,,
button,• Were expansion joints placed at intervals less than 10m.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach concrete Test Report,,,,,,,,,,,,,
label,• Attach As built report,,,,,,,,,,,,,
checkpoint,2.6 - Backfilling,,,,,,,,,,,,,
label,Ref docs: VR703.29,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Were topsoil placed and compacted on layers not exceeding 150mm in thickness and not exceeding 300mm in width not earlier than 3 days after concrete pour?,"Yes,No,N/A",,,,,,,,,,,,
button,• Were the positions of any existing conduits passing under edgings marked by a chase in the edging immediately above the conduit together with a suitable identification mark.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
checkpoint-no-status,Table 610.161,,,,,,,,,,,,,
label,Volume Cast in One Continuous Operation (cubic metre) || Minimum Number of Samples,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,0 to 10 || 1,,,,,,,,,,,,,
label,10 to 25 || 2,,,,,,,,,,,,,
label,25 to 50 || 3,,,,,,,,,,,,,
label,50 to 100 || 4,,,,,,,,,,,,,
checkpoint-no-status,Table 610.241,,,,,,,,,,,,,
label,Exposure Classification || Maximum Acceptable Crack Widths (mm),,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,A || 0.20,,,,,,,,,,,,,
label,B1 || 0.20,,,,,,,,,,,,,
label,B2 || 0.15,,,,,,,,,,,,,
label,"C, U || 0.10",,,,,,,,,,,,,
checkpoint-no-status,Table 610.162,,,,,,,,,,,,,
label,"Specified slump, mm || Tolerance, mm",,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,< 60 || ± 10,,,,,,,,,,,,,
label,≥ 60 ≤ 80 || ± 15,,,,,,,,,,,,,
label,> 80 ≤ 110 || ± 20,,,,,,,,,,,,,
label,> 110 ≤ 150 || ± 30,,,,,,,,,,,,,
label,> 150 || ± 40,,,,,,,,,,,,,
checkpoint-no-status,Table 614.041,,,,,,,,,,,,,
label,Concrete members || Formwork documentation || Certification of formwork design || Proof Engineering of formwork design || Certification of erected formwork,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,"(a) Abutments, pilecaps, footings, solid piers, pier columns and walls, with heights less than or equal to 2.0 metres || N/A || N/A || N/A || Contractor’s Engineer (Attachment C, as per clause 614.08)",,,,,,,,,,,,,
label,"(b) Abutments, pilecaps, footings, solid piers, pier columns and walls, with heights greater than 2.0 metres || Design drawings and specifications || Design Engineer || Proof Engineer (Attachment A, as per this clause) || Contractor’s Engineer and Design Engineer (Attachment B, as per clause 614.08)",,,,,,,,,,,,,
label,"(c) All other concrete members || Design drawings and specifications || Design Engineer || Proof Engineer (Attachment A, as per this clause) || Contractor’s Engineer and Design Engineer (Attachment B, as per clause 614.08)",,,,,,,,,,,,,
label,"(d) Any member for which self-compacting concrete is proposed || Design drawings and specifications || Design Engineer || Proof Engineer (Attachment A, as per this clause) || Contractor’s Engineer and Design Engineer (Attachment B, as per clause 614.08)",,,,,,,,,,,,,
checkpoint-no-status,Table 610.472 Cast In Situ Concrete,,,,,,,,,,,,,
label,Item || Tolerance (mm unless shown otherwise),,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(i) Footings,,,,,,,,,,,,,
label,○ Plane dimensions ,,,,,,,,,,,,,
label,– Formed footings and pile caps || -15 to +50,,,,,,,,,,,,,
label,– Unformed footings (when approved by the Superintendent) || 0 to +150,,,,,,,,,,,,,
label,○ Thickness,,,,,,,,,,,,,
label,– < 300 mm || -5 to +25,,,,,,,,,,,,,
label,– > 300 mm || -10 to +50,,,,,,,,,,,,,
label,○ Top of footing or pile cap reduced level || -25 to +25,,,,,,,,,,,,,
label,○ Departure from the plan position in any direction || 50,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(ii) Cylinders,,,,,,,,,,,,,
label,○ Variation from the vertical || 25 mm in 3 m,,,,,,,,,,,,,
label,○ Departure from the plan position in any direction || 75,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,"(iii) Variation in Cross Section of Columns, Piers, Pier and Abutment Crossheads, Slabs, Walls, Beams and Similar Parts (excluding deck slabs and end posts)",,,,,,,,,,,,,
label,○ < 3 m || -5 to +15,,,,,,,,,,,,,
label,○ > 3 m || -10 to +25,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(iv) Variation of Cross Section of End Posts || -5 to +5,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(v) Deck,,,,,,,,,,,,,
label,○ Thickness of Deck Slabs (excluding allowance for correction of camber or hog) || 0 to +10,,,,,,,,,,,,,
label,○ Deck surface reduced level || -10 to +10,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(vi) Deck Joints,,,,,,,,,,,,,
label,○ Width of slot || -3 to +3,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,"(vii) Variation from Vertical or Specified Batter of Columns, Piers, Walls, Handrail Posts and Arrises",,,,,,,,,,,,,
label,○ Unexposed concrete || 10 mm in 2.5 m (1/250),,,,,,,,,,,,,
label,○ Exposed concrete || 5 mm in 2.5 m (1/500),,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,"(viii) Variation from Grades indicated on Drawings for Railings, Kerbs and Arrises || 2.5 mm in 2.5 m (1/1000)",,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(ix) Reduced Level of Tops of Pier and Abutment Crossheads and Piers,,,,,,,,,,,,,
label,○ With pedestals || -10 to +10,,,,,,,,,,,,,
label,○ Without pedestals || -5 to +5,,,,,,,,,,,,,
label,○ Difference in Level across width of crosshead || 5,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(x) Bearing Pedestals,,,,,,,,,,,,,
label,○ Reduced level || -2.5 to +2.5,,,,,,,,,,,,,
label,○ Variation from grade across the width of individual pedestals shall not exceed || 1 in 200,,,,,,,,,,,,,
label,○ Deviation from flat surface || +1.0 to -1.0,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(xi) Departure from Plan Position at any level,,,,,,,,,,,,,
label,"○ Columns, Piers, Walls, Pier and Abutment Crossheads, Beams, Slabs, Kerbs, Railing and other similar parts || 25",,,,,,,,,,,,,
label,○ Relative displacement of adjoining members shall not exceed || 10,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(xii) Departure from Alignment,,,,,,,,,,,,,
label,"○ Rows of columns, faces of piers or walls || 10",,,,,,,,,,,,,
label,"○ Handrails, Faces of hand rail posts, Kerbs || 5",,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(xiii) Maximum Allowance for Irregularities in Exposed Concrete Surfaces,,,,,,,,,,,,,
label,○ Sections less than 1 m in dimension when measured with a straightedge across the dimension of the section || 2.5,,,,,,,,,,,,,
label,"○ Sections greater than 1 m in dimension when measured with a straightedge across the dimension of the section, except that when sections are greater than 2.5 m in dimension, a 2.5 m straightedge shall be used || 5",,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(xiv) Irregularities in Railings || 2.5 mm in 2.5 m,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(xv) Slab Surface Finish || 5 mm in 2.5 m,,,,,,,,,,,,,
checkpoint-no-status,Table 610.473 Pre-tensioned Concrete,,,,,,,,,,,,,
label,Item || Tolerance (mm unless shown otherwise),,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(i) Cross Section,,,,,,,,,,,,,
label,○ Dimension,,,,,,,,,,,,,
label,– < 2 m || -3 to +3,,,,,,,,,,,,,
label,– > 2 m || -6 to +6,,,,,,,,,,,,,
label,○ Out of square,,,,,,,,,,,,,
label,"– > 2 m || 0.5 in 250, or Desirable 3, Maximum 5",,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(ii) Strand and Reinforcement,,,,,,,,,,,,,
label,○ Placing of reinforcement || 5,,,,,,,,,,,,,
label,○ Placing of prestressing strand || 3,,,,,,,,,,,,,
label,○ Concrete cover || 0 to +5,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(iii) Squareness of Ends,,,,,,,,,,,,,
label,○ Dimension,,,,,,,,,,,,,
label,"Deviation from a plane perpendicular to the longitudal axis of a member, or from the specified end plane:",,,,,,,,,,,,,
label,– < 500 mm || 3 mm,,,,,,,,,,,,,
label,– > 500 mm || 6 mm per metre (10 mm maximum),,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(iv) Length,,,,,,,,,,,,,
label,○ Diagonal length for precast unit || 5,,,,,,,,,,,,,
label,○ Overall length or length centre to centre of bearings (for beams and slabs) || 0.06% x specified length (max 20),,,,,,,,,,,,,
label,○ Centre to centre spacing of holes for transverse rods or both || 5,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,(v) Profile in a Vertical Plane (Hog),,,,,,,,,,,,,
label,The deviation in hog of any unit from the mean hog of all units shall not vary by more than 0.07% of the length of the units. The absolute value for hog for any unit shall not be less than zero. Hog measurements shall be made at transfer of prestress.,,,,,,,,,,,,,
