"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ec990272-67ab-4108-8b18-64fb89a20bb4","","folder-normal","","","step","TRUE","FALSE","Site QA"
"be61cda7-83c3-40a9-bfc6-0a810fb55fec","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A"
"aadc0d3e-d7a8-4418-a150-ba63c0eef067","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark"
"cd86483f-45b0-4c44-b99f-64e10341d6c8","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark","Common areas"
"7c74cd6d-4cda-4141-be2f-3823ada47e42","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark","Common areas","Lift / Lift Lobby"
"41b7d6f9-6b5b-4761-b58d-f7265a28a007","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","PERS","Displays"
"acc6d3f0-754a-4a93-abcf-b2fdf10af09e","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","PERS","Displays","Display 3 CIRC G.34 DF"
"28a343ca-aab2-48b9-8fb1-3b1639943477","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","PERS","Displays","Display 3 CIRC G.34 DF","LAN Testing"
"9235560a-bc70-4922-841f-4ac2440aa050","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","PERS","Displays","Display 3 CIRC G.34 DF","Fit Off"
"cd9306eb-52a6-48ba-acb3-5cbf8ee4d94e","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","GCS"
"a7405e89-cea7-436e-86bf-0a2c43e84f0b","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","GCS","WIFI"
"fbbd3adc-88f0-46d1-bf53-67b921c9255c","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","GCS","WIFI","CIRC G.34 - WIFI"
"9cb324f0-00ec-4163-be7d-c8abd1dd55bd","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","GCS","WIFI","CIRC G.34 - WIFI","LAN Testing"
"c97c20d4-5ad9-44a1-af1d-92bf6fee37d3","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","GCS","WIFI","CIRC G.34 - WIFI","Fit Off"
"29266e86-e2f4-41ef-a11c-750ff82508a6","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","GCS","WIFI","OUTSIDE G.31 - WIFI"
"5f972fae-9fd1-4b45-9fa2-ebd86b0c24a1","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","GCS","WIFI","OUTSIDE G.31 - WIFI","LAN Testing"
"41082a2d-9094-4131-9a11-22af97cefa81","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","GCS","WIFI","OUTSIDE G.31 - WIFI","Fit Off"
"8435cfa2-340a-43a7-91ab-56ac7796d079","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","GCS","WIFI","OUTSIDE G.32 - WIFI"
"52149387-c5ba-4e53-98fe-445329bddd29","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","GCS","WIFI","OUTSIDE G.32 - WIFI","LAN Testing"
"730432ac-ea88-4303-aabf-f5fab8573f1e","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 2","GCS","WIFI","OUTSIDE G.32 - WIFI","Fit Off"
"a653accc-646d-49c3-a6c9-8d9bfe1e4c6b","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3"
"31255c93-a9c6-4f88-ae43-87558b4bcd3b","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS"
"c393fba5-f859-41dd-bfbb-f61037da1f2e","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas"
"c5339191-8d4c-4276-97a6-767d02549375","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Lounge G.49.1 A"
"e58abf22-90a1-442b-bd5e-4d15652309b6","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Lounge G.49.1 A","LAN Testing"
"bfe4cf47-336b-4d3f-9bb3-903576116675","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Lounge G.49.1 A","Fit Off"
"eed74c76-c83b-487a-be2d-a530bf19b50e","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Lounge G.49.1 B"
"c326e980-2189-4367-8aac-0bce1f1abe30","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Lounge G.49.1 B","LAN Testing"
"015d6ae5-36c0-4072-a5d8-40bbcb48af69","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Lounge G.49.1 B","Fit Off"
"1dd0630c-bdb0-43a8-9918-652d270e4e8d","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Dining G.49 A"
"d293d87e-b7b8-4ffc-84cd-40dc96c0f792","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Dining G.49 A","LAN Testing"
"03652d4e-43a0-463e-ada4-bc6a3abfd25f","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Dining G.49 A","Fit Off"
"ddc51372-12c4-4b54-a496-ef2812458267","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Dining G.49 B"
"be50f5c1-73ae-4266-a558-b09dc60315dc","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Dining G.49 B","LAN Testing"
"18c275b9-5f74-4d27-96ff-68dea12f16a1","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Dining G.49 B","Fit Off"
"d119fb52-d503-4b4b-94f9-6f5b656f1429","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Strair G.55"
"e8add0c0-cc58-4ee2-b20c-2ba0b7440d1f","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Strair G.55","LAN Testing"
"b1b29ed6-6527-4a58-988b-ab928951c8d4","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Common areas","Strair G.55","Fit Off"
"6838ebfa-f5e2-4828-bd7a-b2291bfd62b4","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms"
"f769a426-8d61-41d5-b0c3-8e468d136b11","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.41"
"c1ee7cda-15b7-4f7f-b4e3-bf98d9a2e700","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.41","LAN Testing"
"db854a2d-05e1-4d09-99c8-8dcad4ea3096","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.41","Fit Off"
"a557b2cf-e52e-419e-a81d-ccd1a9e7e0e1","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.42"
"77da61ba-a306-42cd-9410-763031e8f2b7","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.42","LAN Testing"
"fbc2f93b-d451-4235-9184-314963d3e247","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.42","Fit Off"
"cc27cf0c-552b-40b2-b7c6-da58ff37fd03","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.43"
"2983b617-fa9e-455a-95a0-b21bd63e4806","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.43","LAN Testing"
"d5880915-2ebc-4868-8ad7-81c7b4de2c22","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.43","Fit Off"
"8daf9dcf-e953-4209-ad1e-db38b3bc7885","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.44"
"dc003c79-e743-4d97-9fec-16c6ff3c65a7","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.44","LAN Testing"
"89b33f7c-3266-4f15-aa13-335099c8b6ab","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.44","Fit Off"
"3ccffd1c-1a6b-4824-9527-239332620f05","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.45"
"3ba53162-f9c8-4515-93b5-beca741c598a","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.45","LAN Testing"
"7907a55e-f003-4d9c-adf3-027284db90da","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.45","Fit Off"
"ccbdc43b-3f30-4b69-a4c3-37f1213d61db","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.47"
"ba47e78a-7e47-4b10-ba54-638130e31c74","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.47","LAN Testing"
"3e24870f-63c1-4a84-b50e-3a72414091b1","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.47","Fit Off"
"3a47a5db-8a1a-4d00-aeaa-9d448fbf4fca","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.48"
"e9fa2955-6d81-41d0-b791-77f2382d2ee0","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.48","LAN Testing"
"c20b09d9-23f4-4659-972f-f700d5634dd6","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Rooms","Room G.48","Fit Off"
"a58b15b6-e63c-49cb-a96b-fd0ba9ba61b7","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Displays"
"93b65be2-0e4b-4af2-b021-e847e5f9959a","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Displays","Display 4 SF"
"93b062cb-845c-4cd3-8e3e-d424acaf42f3","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Displays","Display 4 SF","LAN Testing"
"54fe8cc4-3374-4009-8cf8-63432c51b069","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","PERS","Displays","Display 4 SF","Fit Off"
"7309d997-b2fb-43c6-9d34-cfa83ffabdc1","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS"
"68c6c0a4-84f1-4d58-b218-e3b5e0408d95","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","Common Area Data"
"b9d44b20-c4cc-4091-9053-0d38ef1641f6","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","Common Area Data","MSR G.38 - 2 Data"
"f5fa175e-478b-474f-bc13-42ff8242d8d7","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","Common Area Data","MSR G.38 - 2 Data","LAN Testing"
"14d9a5f1-9e5c-41c6-8b53-e586f18e6041","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","Common Area Data","MSR G.38 - 2 Data","Fit Off"
"ad76a1d3-407a-4118-8da8-94176b823cf3","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","Common Area Data","Lounge G.49.1 - 2 Data"
"9d09feab-ccc3-42ca-8a1e-0266a4878944","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","Common Area Data","Lounge G.49.1 - 2 Data","LAN Testing"
"9809bc6b-d31e-4cd5-a11c-5e5742a2ab6e","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","Common Area Data","Lounge G.49.1 - 2 Data","Fit Off"
"a6473628-2aa8-4315-ab34-cef74b87e986","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","Common Area Data","CM Kitchen G.51 - 6 Data"
"ece9ea26-8b15-4ba9-b340-0a55cee012dc","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","Common Area Data","CM Kitchen G.51 - 6 Data","LAN Testing"
"02fcd426-f79e-4ab2-a740-718178f57603","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","Common Area Data","CM Kitchen G.51 - 6 Data","Fit Off"
"7a1eaa5e-b949-4c78-a48f-e6e0c32491ee","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","WIFI"
"3c99fa74-546d-48f7-b203-b4d2d003dcc0","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","WIFI","Outside G.41 - WIFI"
"b57424eb-6706-4ac8-83db-7c034e69f469","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","WIFI","Outside G.41 - WIFI","LAN Testing"
"a8f9ace0-71b3-4042-91be-f1e9defbd671","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","WIFI","Outside G.41 - WIFI","Fit Off"
"5a3b3b32-d6f9-41c6-a377-808bfcfaa58b","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","WIFI","CIRC G.46 - WIFI"
"4aa0df3d-6d72-45e2-adb0-e541a1364c3e","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","WIFI","CIRC G.46 - WIFI","LAN Testing"
"72a606e6-b3df-4f67-a46a-d2a56bafc9cc","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","WIFI","CIRC G.46 - WIFI","Fit Off"
"572eb864-0832-4205-a4b6-ab4ccc3857c0","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","WIFI","CIRC G.50 - WIFI"
"8e9d2c31-c5e2-4c8e-a672-d23971d23149","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","WIFI","CIRC G.50 - WIFI","LAN Testing"
"a6eddb06-6c6a-4d2b-926c-7229195a3d2b","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","WIFI","CIRC G.50 - WIFI","Fit Off"
"75567253-0381-4ea9-9d63-d129799aba32","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","WIFI","CIRC G.57 - WIFI"
"091ab194-dac5-4d44-b7f6-f69d1ff0e2f9","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","WIFI","CIRC G.57 - WIFI","LAN Testing"
"9418c6ae-6041-4b25-85db-91b93e765ee9","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","GCS","WIFI","CIRC G.57 - WIFI","Fit Off"
"406e58a5-94bc-4761-9a5e-53fd2822a5f9","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS"
"2a6d6108-bebf-4e28-9048-69546e614f0e","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Doors"
"56a074ac-132d-4bfa-97d7-ce45f98cd87d","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Doors","MSR G.38 Single Door Mortise"
"9105fc98-00a6-4f14-a985-f1d3f6ddbcae","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Doors","MSR G.38 Single Door Mortise","Fit Off"
"e82dc803-a80a-41a6-8da2-054359df7b6d","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Doors","CM Kitchen G.51 Double Door"
"0cd40360-82a8-40da-9db6-27b6e0ac7b64","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Doors","CM Kitchen G.51 Double Door","Fit Off"
"23129dbe-90e3-4e2d-bc86-8b892760e9ac","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Doors","Stair G.55 Double Door with Door Reed"
"9ebb2f4c-bdb9-4500-8df0-1605a644cd63","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Doors","Stair G.55 Double Door with Door Reed","Fit Off"
"0d4fdcb0-af32-49e6-a1d6-0949e6c4252e","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Doors","Sluice G.58 Single Door"
"9daa997f-5f26-4ca3-94ce-080ab747887a","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Doors","Sluice G.58 Single Door","Fit Off"
"2595be25-4f9f-4021-a096-2526829c9fcd","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Cameras"
"bbd773c8-ad79-4448-88e5-1bbee02004a3","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Cameras","C-G05"
"21df88a0-2c84-482f-b136-0f111e14be99","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Cameras","C-G05","LAN Testing"
"be2b3826-beba-491c-8b7d-5fe86cd0227b","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Cameras","C-G05","Fit Off"
"8e0224ea-4c52-4568-9ea2-8f7a3f0a93fb","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Cameras","C-G06"
"77c9a361-ad67-4020-8ea6-040934022630","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Cameras","C-G06","LAN Testing"
"ab695eed-788f-48ee-9c68-908ba92bb8ff","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Cameras","C-G06","Fit Off"
"c5e35aa1-1a40-4bc4-840b-2a620b707fa4","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Cameras","C-G07"
"075f3714-8a1f-481b-8e8a-8ab5c3526e35","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Cameras","C-G07","LAN Testing"
"87257a8b-9e5d-4326-a1ca-fc17769409ff","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","ESS","Cameras","C-G07","Fit Off"
"2e4f5ae7-1b81-44cc-8fca-11e802256753","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","MATV"
"49d1d62f-98d8-4690-b0d1-c7c4b0fdeff3","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","MATV","Common Area"
"9c4f4828-5f7e-4830-9ad6-22a8ea523ecf","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","MATV","Common Area","Lounge G.49.1 - 1 TV"
"31040a96-d7a8-441c-8faa-45ddeb1b7626","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 3","MATV","Common Area","Lounge G.49.1 - 1 TV","Fit Off"
"67604882-4dec-414e-bd6f-294ad27d6574","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4"
"d78e344d-bb24-41ed-9754-c3e459578d80","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS"
"2502c30d-7f36-48a2-a457-530b8cb506aa","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Common areas"
"e862a1a4-344c-4759-81a6-ea9f81bfe15c","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Common areas","Memory Pod G.90 A"
"2035ad57-8048-4a4a-a017-0198550234db","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Common areas","Memory Pod G.90 A","LAN Testing"
"88b2deb0-b62a-46d9-af76-8fef58cf790a","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Common areas","Memory Pod G.90 A","Fit Off"
"8a97fb53-0662-4ebd-8d83-eb758cb8a569","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Common areas","Memory Pod G.90 B"
"14b1f649-5d64-45bb-8f5f-a134522d58a9","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Ground","Stage 4","PERS","Common areas","Memory Pod G.90 B","LAN Testing"
