"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e89f6a09-c360-4b0c-9098-e42655ea6633","","folder-normal","","","step","TRUE","FALSE","Site QA"
"7fdf9b96-6be4-43de-9d22-88c6bfe8ce60","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A"
"ee31a614-25c9-48ca-ae9a-5bd87add9b22","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","Basement 1"
"bb2bc9b4-adcd-4e43-8994-ccb30e09c076","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","Basement 1","Common door"
"bb9a7b97-da0a-4f67-82cc-7ada8ae02a1a","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. G02B","Robe Jamb"
"5172aeee-cb8a-465b-9fb4-57b106ed46ee","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G02B","Robe Jamb","BEDROOMS"
"151c6923-3b2a-4429-adab-19732b01a3ac","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. G03B"
"9121c8e1-28f8-408f-853f-939cd29dd80c","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. G03B","Door"
"2c3dd408-d511-441e-80cc-408fcc5fce5f","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G03B","Door","BEDROOM 2"
"75f40dca-0f72-4198-aec4-0a5ac132e87a","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G03B","Door","BEDROOM 3"
"34813fd5-ee94-43c1-8988-42932f924bf5","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G03B","Door","BATHROOM"
"d857df22-7e49-4bbe-85a9-940d71865517","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G03B","Door","ENSUITE"
"c35fb996-98b1-4748-bc47-030d64f7b504","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. G03B","Skirting"
"7c3db8b7-d28f-4ae2-b53c-3d6766e37263","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G03B","Skirting","STUDY"
"0a3522f4-bf69-4e4d-92e7-d534f277e9ee","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G03B","Skirting","BEDROOM 2"
"438e813b-c443-4bb1-9bba-5adf755532a7","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G03B","Skirting","BEDROOM 3"
"51a613a9-0d1f-4f6b-b54f-71dbb22af06e","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. G03B","Sanitary"
"324f62b7-d85a-4e9e-b005-a5aff8ce71db","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G03B","Sanitary","BATHROOM"
"b1265fa6-4897-4051-b1fd-8af39bb00261","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G03B","Sanitary","ENSUITE"
"787a68d5-064b-4277-b56c-b26416c48922","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. G03B","Robe Jamb"
"92049480-ecbe-4768-a7cb-ecd1d5bd583e","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G03B","Robe Jamb","BEDROOMS"
"ea9be628-c419-4a4a-bc8e-1740ec186c5b","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. G04B"
"76df8cc9-074d-459e-9695-2091ce334c0f","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. G04B","Door"
"621635b4-87b2-4072-b5e8-3effb00801e4","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G04B","Door","BEDROOM 2"
"8c013853-5fa5-4bad-bd13-7bf52171dee0","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G04B","Door","BEDROOM 3"
"374345b9-895d-44ac-aab7-a984d5fb57d1","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G04B","Door","BATHROOM"
"fcc93bdd-b4d6-46af-b93b-0193c473e3ff","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G04B","Door","ENSUITE"
"bffc1d82-6f8f-4691-aa6b-ecfc224c3065","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. G04B","Skirting"
"5b663ea7-9cd4-49b7-a746-a9f37571f94c","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G04B","Skirting","STUDY"
"46fb7aac-4aec-4dce-b185-98cf5701382c","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G04B","Skirting","BEDROOM 2"
"49b4debf-5dd2-47dd-9fa5-dcac136c54b5","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G04B","Skirting","BEDROOM 3"
"8bc70c37-eac6-41ed-bf12-c2a38aaa06b6","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. G04B","Sanitary"
"c80e1b9c-f31d-4858-a0bd-bc5deea298f2","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G04B","Sanitary","BATHROOM"
"f5529964-4f9a-4763-90c9-89b82f204c40","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G04B","Sanitary","ENSUITE"
"4ef31d89-6507-48c1-8e55-81a86f83de41","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. G04B","Robe Jamb"
"809f8329-b085-41cf-a47f-d4f12ba494eb","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. G04B","Robe Jamb","BEDROOMS"
"c4822c81-4b30-42bc-9556-ac2c19adffda","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 101B"
"d381b658-83ac-4eb1-a0cd-92bdc2db6006","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 101B","Door"
"b953f2d0-0854-4f02-b573-f741f7b09071","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 101B","Door","ENTRY"
"71232022-f1b3-4bd9-b168-4a426e73b4fc","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 101B","Door","BEDROOM 1"
"d87effc2-8a26-47f3-8880-0bf68970b4c0","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 101B","Door","BEDROOM 2"
"7f87c5e6-bb33-413b-8e6e-299f68edd177","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 101B","Door","BATHROOM"
"fa4d0009-7cbd-4464-b72e-ad8bd97c5c69","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 101B","Door","ENSUITE"
"46cf97a4-4c6e-4809-8de9-e35247af21ed","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 101B","Skirting"
"f2cf6baf-9f49-4af9-8dec-b5d2260f001c","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 101B","Skirting","LIVING ROOM"
"fc099768-8210-42c5-86a5-8408b76b7ec2","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 101B","Skirting","BEDROOM 1"
"90e1fad0-defb-4f88-a35f-4ab90042d3d4","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 101B","Skirting","BEDROOM 2"
"a37b761e-fc15-4910-9178-b07f9756f0ff","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 101B","Sanitary"
"1b8f0898-6efc-435f-9ad2-3863e353e5f7","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 101B","Sanitary","ENSUITE"
"02e60c3c-8238-4876-9cb1-964eaec84212","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 101B","Sanitary","BATHROOM"
"8e79358a-f517-4b2a-9a6a-3a4b5bbef35b","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 101B","Robe Jamb"
"02e300d4-2fa0-4aa3-8d17-4d1248a4130e","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 101B","Robe Jamb","BEDROOMS"
"cc5ea3e4-22a1-4b14-9fa8-47130830c8eb","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 102B"
"a7cb2e48-070f-4099-a145-7e8eada8458b","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 102B","Door"
"7475cd7d-c450-44f8-921a-be518a1591bc","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 102B","Door","ENTRY"
"1249f334-cef4-4bae-ae20-638b2c4aa381","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 102B","Door","BEDROOM 1"
"9ae30614-202e-4638-88d2-ff83cac6236c","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 102B","Door","BEDROOM 2"
"52e48617-8939-4428-92b3-8cdca19af410","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 102B","Door","BATHROOM"
"5d3173af-91f2-4412-9b5e-23a59364b656","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 102B","Door","ENSUITE"
"ab8d7a57-5e4f-45de-889f-955f910db90e","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 102B","Skirting"
"650f4345-8c7c-43a4-adec-b28cb26f7f2f","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 102B","Skirting","LIVING ROOM"
"129acdd0-099e-484f-963d-f241059a4b53","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 102B","Skirting","BEDROOM 1"
"27bae471-5225-4f47-88c0-76e47d1e45cf","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 102B","Skirting","BEDROOM 2"
"aa510d6f-55bb-4761-a1cb-23ca7ccd15d8","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 102B","Sanitary"
"4cec3e01-c3b8-440c-8c3e-baefc822a000","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 102B","Sanitary","ENSUITE"
"174f7978-0046-4ba2-9e56-901edd3e3f5c","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 102B","Sanitary","BATHROOM"
"7a6d32bd-0481-4675-bb14-529292009488","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 102B","Robe Jamb"
"fbe6a020-419c-44c4-8dda-6995623e4b5c","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 102B","Robe Jamb","BEDROOMS"
"7ef4f89b-0917-4549-9c9c-0308c3413a62","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 103B"
"61e452bf-048b-4f54-89fc-aab6bf7bc0d3","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 103B","Door"
"29e461c4-1a3b-4466-8391-cb56941ed4f3","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 103B","Door","ENTRY"
"d5a0bca1-c517-416f-9d29-72be71edb897","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 103B","Door","BEDROOM 1"
"aec2db42-dcb3-4ae4-8a59-e71eb7d122fd","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 103B","Door","BEDROOM 2"
"72193656-f268-40a4-8462-853c03ba11bd","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 103B","Door","BATHROOM"
"bd4dff69-1897-4baf-bc9a-c91aa1c39df5","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 103B","Door","ENSUITE"
"cf3aa6ea-4279-4f24-8cdb-775b3472644f","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 103B","Skirting"
"a3c52c1e-b09a-408c-97fb-f52eb458ec34","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 103B","Skirting","LIVING ROOM"
"0496b5a5-f3bc-4d42-a385-2af2905fba9e","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 103B","Skirting","BEDROOM 1"
"09ea1564-0d3c-46cc-b786-c526b017ca8f","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 103B","Skirting","BEDROOM 2"
"dd884c10-dd5d-4184-85ba-eae3539c08ce","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 103B","Sanitary"
"f2a714c9-9356-4eae-82f9-d7e01a31c2e4","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 103B","Sanitary","ENSUITE"
"33ba7239-2d27-4d57-a6d5-62b879d5eaac","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 103B","Sanitary","BATHROOM"
"8989a405-a84d-4308-9623-f5d9c37e6b3c","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 103B","Robe Jamb"
"d0377c9b-5388-4313-bfe2-1e29c4d658a3","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 103B","Robe Jamb","BEDROOMS"
"1760b689-2284-4cb1-9464-89ff218a9448","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 104B"
"97196fce-0e6d-42ed-a6b0-9fe718464fff","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 104B","Door"
"59e2f0e2-2f75-42d7-9354-8f7168f99956","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 104B","Door","ENTRY"
"985a0b71-a5f3-4663-bbd9-859b0a1d905c","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 104B","Door","BEDROOM 1"
"e0bdf55c-ca04-458c-acdf-593fcd3732a1","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 104B","Door","BEDROOM 2"
"76a3c352-23eb-46f7-9345-b57446fd7578","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 104B","Door","BATHROOM"
"e47550c7-4940-46e8-9af5-7faf3333b584","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 104B","Door","ENSUITE"
"71e760f4-b62c-4528-ab7d-2f9c91f05ab4","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 104B","Skirting"
"57e2cffb-a8ad-45ff-9d0e-affa634e3030","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 104B","Skirting","LIVING ROOM"
"d5d97764-4857-44c8-9eb2-07897ec25bf7","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 104B","Skirting","BEDROOM 1"
"1cdec914-34fd-47ca-8b42-5b4c553403d9","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 104B","Skirting","BEDROOM 2"
"d4eac5f8-0133-40e4-8ee5-c9859bc55a2b","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 104B","Sanitary"
"8e14cb41-6c81-46ec-8364-5fbb7473f8bd","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 104B","Sanitary","ENSUITE"
"1dd38d8d-238d-48ea-8513-b329eb25d8e6","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 104B","Sanitary","BATHROOM"
"6266dfce-0c3c-4ca0-8692-7c720660c03e","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 104B","Robe Jamb"
"291b52f5-1f3b-4624-b18c-427ac5d64dea","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 104B","Robe Jamb","BEDROOMS"
"aaa2b7a2-e052-49b7-b906-355c5ee52c05","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 105B"
"78e263a1-6660-4ee2-b6fc-148ce8bb1c7b","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 105B","Door"
"cea33151-9e11-42b7-a304-e7e37d837dbc","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 105B","Door","ENTRY"
"0d8f98aa-4e1b-4998-9c20-abe8abcf712a","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 105B","Door","BEDROOM 1"
"d250232d-c491-44e9-9232-310473c36ca1","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 105B","Door","BATHROOM"
"f441a915-490a-49de-8e52-d63d6553f687","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 105B","Skirting"
"78722929-6712-48b0-ab3a-8a130971392e","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 105B","Skirting","LIVING ROOM"
"4a88109c-f1ab-4711-a93a-e33263be62f9","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 105B","Skirting","BEDROOM 1"
"2f2cc236-5b2b-4771-bff2-9c3177dec7ee","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 105B","Sanitary"
"a3cbb729-b5aa-4618-a2b2-71eca10ecf0f","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 105B","Sanitary","BATHROOM"
"bd0c763f-8419-43f6-9d81-8438750b59bf","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 105B","Robe Jamb"
"cc576efe-8cf9-4f39-aabc-5239dfcb12cb","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 105B","Robe Jamb","BEDROOMS"
"e9994caf-73f5-40ea-833e-556a4ec3e412","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 106B"
"c29e5b5f-4c26-458b-93f6-19861b78e39a","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 106B","Door"
"da161838-48ad-4d59-b1f5-1efcffbecbb3","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 106B","Door","ENTRY"
"1bfb5790-0cdf-4a62-bea6-6591cce02856","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 106B","Door","BEDROOM 1"
"aedb5515-11cd-4a6a-99dc-81044acd102f","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 106B","Door","BATHROOM"
"cd446800-7df2-4e43-b65f-88dc479751ad","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 106B","Skirting"
"b4ede0d2-7601-4732-95dd-799486a6dac8","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 106B","Skirting","LIVING ROOM"
"91c60d1c-c1e9-4fa1-b2b9-2aa159c69a80","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 106B","Skirting","BEDROOM 1"
"b61fdb2e-a3c1-4fb7-b85e-95f5174e1cfa","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 106B","Sanitary"
"e1def199-cdd2-4ba2-b603-2db1cb6ea88b","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 106B","Sanitary","BATHROOM"
"dcfc8197-19de-4c93-9ab3-d5935c5082d1","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 106B","Robe Jamb"
"579ebb13-0af6-4f2d-8da1-4cb0ab47e67b","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 106B","Robe Jamb","BEDROOMS"
"09553b8a-78f7-47c5-8558-ea444b5f5943","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 107B"
"cef1bfb5-30e7-4eb8-a5c2-a03f30d07a46","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 107B","Door"
"f18d0d10-510c-4d90-9a54-b237786780a0","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 107B","Door","ENTRY"
"42879338-2cfa-4a48-bbe3-7fe4b5256f2e","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 107B","Door","BEDROOM 1"
"f52eb2e1-6c6b-49a9-aa6f-b84d5cef156b","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 107B","Door","BATHROOM"
"b4400788-16ba-4f0d-ac8e-a634c3328619","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 107B","Skirting"
"c97ae647-3c87-40cf-8279-1f37a5a104ce","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 107B","Skirting","LIVING ROOM"
"c82b0d01-c657-46b6-85a5-a1c76926d23a","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 107B","Skirting","BEDROOM 1"
"06a0769d-c446-4d15-a9b3-d73cb86f8397","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 107B","Sanitary"
"10b1f8ef-8666-46dc-a13c-d21954d14fd4","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 107B","Sanitary","BATHROOM"
"4c676271-9045-439a-9ee4-5717f94e7187","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 107B","Robe Jamb"
"008bea68-35d6-4d86-91c6-be2727f9c504","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 107B","Robe Jamb","BEDROOMS"
"329af56c-15c9-4e92-9c79-d2f797684243","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 108B"
"2b7380ee-895f-4394-b761-2741a8ba34ae","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 108B","Door"
"c3b59178-5947-4fd5-927f-3e613e5057f0","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 108B","Door","ENTRY"
"4ca786ab-f8e2-4fdd-b1ac-59091e4c4237","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 108B","Door","BEDROOM 1"
"52c3a3c5-103c-427f-a07b-0d0b94c56000","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 108B","Door","BATHROOM"
"4015735f-d0dc-48e1-822b-d5aefaf041b5","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 108B","Skirting"
"f1c74aa5-a12c-4a1c-94c9-1c152e98f8d9","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 108B","Skirting","LIVING ROOM"
"48092900-4da2-4465-a426-2492eba090ed","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 108B","Skirting","BEDROOM 1"
"002f323f-f8bd-4bf2-a5bd-ee3794f93d2d","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 108B","Sanitary"
"f82b4c40-fbbc-42f0-bdcf-78f4b7a151bf","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 108B","Sanitary","BATHROOM"
"d5c3eefc-1831-4501-87cb-c6f0a153f0d8","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 108B","Robe Jamb"
"c785b79e-377f-4805-9064-7848bfa3ea02","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 108B","Robe Jamb","BEDROOMS"
"001dde94-c94c-4beb-9ef3-ec7545e2fe1d","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 109B"
"76002a67-f530-45c5-b115-7c3ab8a154d6","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 109B","Door"
"9f2ecbc2-76d2-4ea3-9b02-7e37086c3306","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 109B","Door","ENTRY"
"7ac33041-a528-4949-8a07-9f5c97a60c8f","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 109B","Door","BEDROOM 1"
"1605478f-a393-4bbb-9cd6-486d218a36f0","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 109B","Door","BATHROOM"
"d33b4f82-d828-4cfc-9701-15ab47d90a39","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 109B","Skirting"
"b2bb4856-2c7e-4f7f-9dc0-cc3301fed6a8","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 109B","Skirting","LIVING ROOM"
"ac08f09b-ba31-4c6a-9f4b-6a33e6bafd31","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 109B","Skirting","BEDROOM 1"
"3d3e4e24-40ca-4084-949c-bff9abcb07f1","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 109B","Sanitary"
