"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"10a353ae-59c5-4eb5-a430-4f310e17c290","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil"
"09961241-9785-428d-af94-a905941a5ee2","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil","Site Drainage"
"dc2aec0e-58a5-4c78-b1fc-967eabb3fb7c","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater"
"4f49ebcd-04e8-47ca-84f0-26037017b032","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes"
"e4e80314-b341-42a2-a28f-d4995e38c6dd","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Manholes 1."
"65bab1fe-4261-4dd6-a4fe-5b39a2601833","","checklist-flat","not-started","FC - R - External Plaster - Nibs & Beams","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","Central East - A4-A6 & A9-A11 (Facing NE/SE Wings)","External Plaster - Nibs & Beams"
"1a5f5905-9998-4e42-8ef7-e4902419f82b","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","Central East - A4-A6 & A9-A11 (Facing NE/SE Wings)","Balconies"
"9919c2f1-27df-4d6c-8c57-d1f59824b613","","checklist-flat","not-started","FC - R - Water Test","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","Central East - A4-A6 & A9-A11 (Facing NE/SE Wings)","Water Test"
"ac8533fe-bfb7-4fc3-a87a-8889a50ac988","","checklist-flat","not-started","FC - R - Eyebrow - Canopy","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","Central East - A4-A6 & A9-A11 (Facing NE/SE Wings)","Air conditioning"
"3726b40a-1058-4d2f-8519-154eacfc7542","","checklist-flat","not-started","FC - R - Balustrades Installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","Central East - A4-A6 & A9-A11 (Facing NE/SE Wings)","Balustrades Installation"
"21705b51-5eff-4929-85e7-771d3c0afd71","","checklist-flat","not-started","FC - R - Balustrades Installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","Central East - A4-A6 & A9-A11 (Facing NE/SE Wings)","Louvres Installation"
"7b846a6b-281c-4c0a-9671-8e9e3b53d699","","checklist-flat","not-started","FC - R - Down Pipes","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","Central East - A4-A6 & A9-A11 (Facing NE/SE Wings)","Down Pipes"
"c2427cb7-25c6-4b4a-b13a-351ac1f1899d","","checklist-flat","not-started","FC - R - Envelope Penetrations","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","Central East - A4-A6 & A9-A11 (Facing NE/SE Wings)","Envelope Penetrations"
"649d2f63-1b18-4947-823b-73dd01592d3a","","checklist-flat","not-started","FC - R - Lintels","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","Central East - A4-A6 & A9-A11 (Facing NE/SE Wings)","Lintels"
"fad4f24c-e3c8-47f0-ac2f-255909d26f05","","folder-normal","not-started","","step","TRUE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)"
"e26cecf7-0ec9-43a2-9042-d90b6db794f4","","checklist-flat","not-started","FC - R - Exterior Timber Framing","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Exterior Timber Framing"
"fb48dafd-0d10-45d5-b5af-a19602fca6f5","","checklist-flat","not-started","FC - R - RAB Board","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","RAB Board"
"01f99dc4-474c-4c2a-8502-ab78133b6083","","checklist-flat","not-started","FC - R - Soffits","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Soffits"
"90d79b5a-e7e5-4291-9ccd-2e85ee421258","","checklist-flat","not-started","FC - R - Eyebrow - Canopy","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Exterior Tiling"
"c7904b74-3130-4141-955e-3f54815946d1","","checklist-flat","not-started","FC - R - Windows and Sliders","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Windows and Sliders"
"2b5b8709-6d99-45e4-905a-44a18847b15e","","checklist-flat","not-started","FC - R - Eyebrow - Canopy","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Eyebrow - Canopy"
"9c20de8d-06e8-42b7-84b2-6d891efaaeeb","","checklist-flat","not-started","FC - R - Flashing installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Flashing installation"
"b4dff6df-f3d8-4de8-950a-a876d6b04039","","checklist-flat","not-started","FC - R - Passive fire","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Passive fire"
"2073d2c3-f646-4a22-8ac9-67fd9418ce08","","checklist-flat","not-started","FC - R - STO Poly Plaster","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","STO Poly Plaster"
"84d734ba-193b-4bea-b04c-df1eca02881d","","checklist-flat","not-started","FC - R - Brick Works","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Brick Works"
"6a5ad840-f6ed-4f56-9cfa-0bccd20d5d11","","checklist-flat","not-started","FC - R - External Plaster - Nibs & Beams","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","External Plaster - Nibs & Beams"
"abab94d6-f2a7-4219-83e9-cd86e11d462d","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Balconies"
"5c11585a-088f-4aeb-bef0-a84037d90a7f","","checklist-flat","not-started","FC - R - Water Test","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Water Test"
"4d3957b3-d827-49fe-983a-df37308fe1ec","","checklist-flat","not-started","FC - R - Eyebrow - Canopy","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Air conditioning"
"1ee967ec-7632-4d3d-8ffd-6ed6f4ed435b","","checklist-flat","not-started","FC - R - Balustrades Installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Balustrades Installation"
"06a147e2-5910-4d77-ab5c-f19b48bd8fb4","","checklist-flat","not-started","FC - R - Balustrades Installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Louvres Installation"
"a38b84b5-ef51-46e3-bcc8-080c86662ad6","","checklist-flat","not-started","FC - R - Down Pipes","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Down Pipes"
"4c710d43-6548-43be-bb71-3d9f82985dbc","","checklist-flat","not-started","FC - R - Envelope Penetrations","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Envelope Penetrations"
"aeb44cd2-e0e5-4f8a-bc24-1f22804ac98e","","checklist-flat","not-started","FC - R - Lintels","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","North - AG-CE (Facing B07/B08)","Lintels"
"69612287-9146-4bae-8e0d-13eb622457db","","folder-normal","not-started","","step","TRUE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)"
"d0fabb90-f569-46e1-aefe-8a9b4cf6fd14","","checklist-flat","not-started","FC - R - Exterior Timber Framing","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Exterior Timber Framing"
"8922001b-b962-4fa2-94e1-1051e6877ebf","","checklist-flat","not-started","FC - R - RAB Board","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","RAB Board"
"31910ff7-1d00-4a6c-9697-3bad435f2604","","checklist-flat","not-started","FC - R - Soffits","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Soffits"
"93d95da3-77ed-4cdf-9748-2517131bc30a","","checklist-flat","not-started","FC - R - Eyebrow - Canopy","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Exterior Tiling"
"0ae8b204-4df6-4195-b783-b78453f1065c","","checklist-flat","not-started","FC - R - Windows and Sliders","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Windows and Sliders"
"493610b7-852e-438a-aa97-3a146e7b5d85","","checklist-flat","not-started","FC - R - Eyebrow - Canopy","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Eyebrow - Canopy"
"de2c3f4c-e6de-4629-81f0-8a11c38caf90","","checklist-flat","not-started","FC - R - Flashing installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Flashing installation"
"cd4c4236-5f55-4c64-8edc-7620b605f89f","","checklist-flat","not-started","FC - R - Passive fire","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Passive fire"
"887f8442-23a6-4aa3-9102-e6d9748d8831","","checklist-flat","not-started","FC - R - STO Poly Plaster","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","STO Poly Plaster"
"788d525e-99ef-44ff-821b-7744b7da0aaa","","checklist-flat","not-started","FC - R - Brick Works","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Brick Works"
"2f77aff8-ddf6-4e9b-a2d4-5baa07df7bc6","","checklist-flat","not-started","FC - R - External Plaster - Nibs & Beams","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","External Plaster - Nibs & Beams"
"d7f11dce-74c6-432d-ae65-0a340139ac2e","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Balconies"
"bd433096-32d4-4099-9a9f-4bbe9a824f23","","checklist-flat","not-started","FC - R - Water Test","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Water Test"
"7fb9f21e-25f8-43bf-8e1d-ece431d183ac","","checklist-flat","not-started","FC - R - Eyebrow - Canopy","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Air conditioning"
"aa9c66a5-a1c6-4e4f-8d39-b35dfefaaf91","","checklist-flat","not-started","FC - R - Balustrades Installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Balustrades Installation"
"f1de1a17-67a3-4652-b48e-402674969a20","","checklist-flat","not-started","FC - R - Balustrades Installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Louvres Installation"
"96111abd-c8b2-4a2d-859c-0e0c21a55b07","","checklist-flat","not-started","FC - R - Down Pipes","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Down Pipes"
"a1e5c617-3ddf-484c-b168-8a2a550afcf8","","checklist-flat","not-started","FC - R - Envelope Penetrations","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Envelope Penetrations"
"323229ea-9813-47ff-8a2f-353982a2c535","","checklist-flat","not-started","FC - R - Lintels","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","East - C4-C15 (Facing B09/B10)","Lintels"
"aeb9726c-2efb-4894-b8ce-2d4859036efc","","folder-normal","not-started","","step","TRUE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)"
"318bf1cc-7aba-46ad-9f60-64e5c5b541bb","","checklist-flat","not-started","FC - R - Exterior Timber Framing","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Exterior Timber Framing"
"7dd94cd8-0309-4be0-9f4b-dce1bb81c1cf","","checklist-flat","not-started","FC - R - RAB Board","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","RAB Board"
"15741c74-b9a5-4c0c-b7bc-e5612f910f0e","","checklist-flat","not-started","FC - R - Soffits","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Soffits"
"e858ef13-4ab5-49d5-8fba-9ba10254c6f9","","checklist-flat","not-started","FC - R - Eyebrow - Canopy","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Exterior Tiling"
"905ed853-74ea-4526-9fb6-63b1f840c523","","checklist-flat","not-started","FC - R - Windows and Sliders","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Windows and Sliders"
"ed3695dc-b2bb-4eb8-9f44-4c51912839da","","checklist-flat","not-started","FC - R - Eyebrow - Canopy","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Eyebrow - Canopy"
"ba40c4ea-f7cf-4815-8a40-4f0d96953e8a","","checklist-flat","not-started","FC - R - Flashing installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Flashing installation"
"ab2c3e39-5ec3-4650-a13a-ad4480151149","","checklist-flat","not-started","FC - R - Passive fire","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Passive fire"
"79e3fa9a-12f0-441c-94e5-35247ede59c8","","checklist-flat","not-started","FC - R - STO Poly Plaster","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","STO Poly Plaster"
"0c25f28b-778c-476c-a94a-28146b475d56","","checklist-flat","not-started","FC - R - Brick Works","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Brick Works"
"37033da6-0716-44e1-81a2-a61ad4cd3f21","","checklist-flat","not-started","FC - R - External Plaster - Nibs & Beams","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","External Plaster - Nibs & Beams"
"5fe38947-2409-411e-aa54-7bc504339067","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Balconies"
"f5226649-0f95-4b8b-a192-e3999b33e98b","","checklist-flat","not-started","FC - R - Water Test","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Water Test"
"bf2106ed-648d-47f3-a396-bf11b1903724","","checklist-flat","not-started","FC - R - Eyebrow - Canopy","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Air conditioning"
"14a1612a-6ad1-4ea6-b0d6-06aacd335a5a","","checklist-flat","not-started","FC - R - Balustrades Installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Balustrades Installation"
"f82a1ddb-1f1c-4ab2-bafe-e1fad3e9aba9","","checklist-flat","not-started","FC - R - Balustrades Installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Louvres Installation"
"8b28ad9b-0389-4327-9e13-1261a3c1565e","","checklist-flat","not-started","FC - R - Down Pipes","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Down Pipes"
"2f45e82e-01db-4449-a912-2a8db57bd24b","","checklist-flat","not-started","FC - R - Envelope Penetrations","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Envelope Penetrations"
"2e3c7979-2a01-4f1c-a264-04e8c723beaa","","checklist-flat","not-started","FC - R - Lintels","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","South - AG-CE (Facing B03/B02)","Lintels"
"61801a25-04e6-402c-99aa-6d36a3b42d94","","folder-normal","not-started","","step","TRUE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)"
"ba4be835-56a2-42ce-9a6a-ae98158728e4","","checklist-flat","not-started","FC - R - Exterior Timber Framing","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Exterior Timber Framing"
"2ae0bb2a-1f1e-40c2-a752-168dcd385ff2","","checklist-flat","not-started","FC - R - RAB Board","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","RAB Board"
"b13aa0a9-b820-4d27-8bf1-af08fe9377f1","","checklist-flat","not-started","FC - R - Soffits","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Soffits"
"b51b4bca-5425-4834-a53c-0bfc09f54db1","","checklist-flat","not-started","FC - R - Eyebrow - Canopy","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Exterior Tiling"
"2dd6a74e-2466-4c9c-b4aa-745a079fc182","","checklist-flat","not-started","FC - R - Windows and Sliders","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Windows and Sliders"
"383b847d-2768-4e19-9b86-736044ed4b3b","","checklist-flat","not-started","FC - R - Eyebrow - Canopy","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Eyebrow - Canopy"
"cb8315bb-a431-4f86-a4f9-25f7dfaf7e17","","checklist-flat","not-started","FC - R - Flashing installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Flashing installation"
"84ba002e-acb3-4c69-9386-e28b31277b94","","checklist-flat","not-started","FC - R - Passive fire","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Passive fire"
"220a92df-c5e2-4f14-b9bc-35ec2c06f17e","","checklist-flat","not-started","FC - R - STO Poly Plaster","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","STO Poly Plaster"
"ce56e883-e2de-4ecb-aa1f-4fb475ac62a7","","checklist-flat","not-started","FC - R - Brick Works","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Brick Works"
"e832e311-d9d4-4072-9509-c5af59bf9d9d","","checklist-flat","not-started","FC - R - External Plaster - Nibs & Beams","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","External Plaster - Nibs & Beams"
"6d029da1-b14d-4fad-8d36-ae105e7b87d6","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Balconies"
"f0faa3d3-4142-4e1c-9e1a-2f1270198825","","checklist-flat","not-started","FC - R - Water Test","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Water Test"
"04178af4-ee00-4e1e-9293-d4cc3f03b8ee","","checklist-flat","not-started","FC - R - Eyebrow - Canopy","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Air conditioning"
"5b2da079-38f0-4a74-8399-06a7662d69c1","","checklist-flat","not-started","FC - R - Balustrades Installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Balustrades Installation"
"7f5ee32f-80d2-4b3a-b677-24b17888e7b2","","checklist-flat","not-started","FC - R - Balustrades Installation","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Louvres Installation"
"b20d8e54-3ada-4a72-a323-f75ba7c1267b","","checklist-flat","not-started","FC - R - Down Pipes","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Down Pipes"
"bdfa40c7-541c-441b-a20a-312d12028c9f","","checklist-flat","not-started","FC - R - Envelope Penetrations","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Envelope Penetrations"
"52e5cbb6-1994-48c4-9567-5a105fd3fca2","","checklist-flat","not-started","FC - R - Lintels","checklist-flat","FALSE","FALSE","B01","Façade","Level 3","West - A4-A11 (Facing B04/B05)","Lintels"
"89725b97-c2ef-4b3f-a4d2-0965807207a6","","folder-normal","not-started","","step","TRUE","FALSE","B01","Façade","Roof"
"da472d47-657c-4d10-8187-dbc6ede41a04","","checklist-flat","not-started","FC - R - Roofing","checklist-flat","FALSE","FALSE","B01","Façade","Roof","Roofing"
"cb17e4f4-d488-4ab9-bffe-a6d6a1c17903","","checklist-flat","not-started","FC - R - Anchor Points - Anchor Point Installation","checklist-flat","FALSE","FALSE","B01","Façade","Roof","Anchor Points - Anchor Point Installation"
"15a4b09e-8ed9-4049-abc4-0deb8085913e","","checklist-flat","not-started","FC - R - Anchor Points - Intermediate, Corner and End Plate Installation","checklist-flat","FALSE","FALSE","B01","Façade","Roof","Anchor Points - Intermediate, Corner and End Plate Installation"
"84160692-6936-475c-a51b-8c7726144f29","","checklist-flat","not-started","FC - R - Anchor Points - Static line installation","checklist-flat","FALSE","FALSE","B01","Façade","Roof","Anchor Points - Static line installation"
"43e0f3c4-69f7-4730-b679-b3d9c2e0271f","","checklist-flat","not-started","FC - R - Down Pipes","checklist-flat","FALSE","FALSE","B01","Façade","Roof","Down Pipes"
"4f6eba5b-90be-4958-8111-d24c6cecfda3","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","B01 Entrance Ramp"
"12722e46-920c-4bed-bd59-5bb0db6d03b6","","checklist-sectioned","work-in-progress","1b08bb0c26680078f9bbadc54c6e2288b2e9027f1faf9e510c42d2c237a4e7f2","checklist","FALSE","FALSE","B01","B01 Entrance Ramp","Concrete Pour 1 - Lower Footing "
"ad467d5c-2f9b-4c53-a3f9-0e4c5bc6e9ed","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","B01 Entrance Ramp","Concrete Pour 2 - Upper Footing "
"6749c349-aec3-4d10-ae1a-7564003c6dc0","","checklist-flat","work-in-progress","21978a60a338ca143d3b20a449630e92481a4dc811b800922ad07857d22a8efe","checklist-flat","FALSE","FALSE","B01","B01 Entrance Ramp","Concrete Pour 2 - Upper Footing ","Concrete Pour"
"0c476001-0ac2-4953-9c90-baa99d02a47d","","folder-progress","not-started","","checklist","TRUE","FALSE","B02"
"f6e6b8e3-8c61-4e04-be17-3f9957d17e87","","folder-progress","not-started","","checklist","TRUE","FALSE","B02","Foundation"
"51996410-ed10-4ec1-9cfd-3c017c4c19ac","","checklist-flat","not-started","6285b778879711afee7dc5b11aae1545ba81b06ed398360e6f4590b647caa463","checklist-flat","FALSE","FALSE","B02","Foundation","Piling"
"fc69d1bd-a1e8-4b6e-8c04-05c03506fdfb","","checklist-flat","not-started","ecc41129594f66cd8ea3ddc6d8c4bfca2bfc28a62bc311f2a04fcec391b6d69d","checklist-flat","FALSE","FALSE","B02","Foundation","Underground Services Install"
"d2aaae6c-51a8-4ae9-bee4-05bad4eff233","","checklist-flat","not-started","8749770115955f289c9d34532d4aa7b3c7e59dc70eac6d8eec21cc5a1776be02","checklist-flat","FALSE","FALSE","B02","Foundation","Backfill"
"728eddc4-cae1-440a-9853-ffdd6888c1d9","","checklist-flat","not-started","984d2785309ec5231cb2a31b6097b9c8a03909e1aa2049ef6709cc4359907bca","checklist-flat","FALSE","FALSE","B02","Foundation","Waterproofing"
"b87cf81f-5028-4a06-afa6-2111a08153ea","","folder-progress","not-started","","checklist","TRUE","FALSE","B02","Foundation","Lift Pits"
"159a6a2e-9630-4ea7-8095-687f24dab4ae","","checklist-sectioned","not-started","8045e0eeb01f6e9f7410c532166ce37f2dcc28805a17738ced10b4f161f75bdc","checklist","FALSE","FALSE","B02","Foundation","Lift Pits","Concrete Pour"
"dcdb5bc2-72bf-47a0-b0ab-0f33439a080b","","checklist-sectioned","not-started","e66c2d1afd794aa8fce00a81354747429550c15cd2e7e7ab0bdaeabe5eebe585","checklist","FALSE","FALSE","B02","Foundation","Blockwork"
"7ff98f2d-27ea-4f0b-91c3-63dae33e2285","","folder-progress","not-started","","checklist","TRUE","FALSE","B02","Structure / Roof"
"402f1f1b-ffa9-4697-9160-a1ae5ecafd22","","folder-progress","not-started","","checklist","TRUE","FALSE","B02","Structure / Roof","Basement"
"ea38645f-280f-4891-89c6-6bf8834c5074","","folder-progress","not-started","","checklist","TRUE","FALSE","B02","Structure / Roof","Basement","Concrete Slab Pour(s)"
"6ff41fbb-5e0b-40a6-ac34-bf1db8e29eda","","checklist-sectioned","not-started","8045e0eeb01f6e9f7410c532166ce37f2dcc28805a17738ced10b4f161f75bdc","checklist","FALSE","FALSE","B02","Structure / Roof","Basement","Concrete Slab Pour(s)","Concrete Pour"
"b1e1a60a-b94e-446e-bbee-c1598c9b2a64","","folder-progress","not-started","","checklist","TRUE","FALSE","B02","Structure / Roof","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)"
"78fa6e8a-580b-4b27-9892-f5aea02c24ca","","checklist-flat","not-started","0b8b9d6b30f02b1f6e69299d99f0bf62b800ad5f490beedb701ffcc0a835330d","checklist-flat","FALSE","FALSE","B02","Structure / Roof","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Wall Panels"
"75729037-277a-488b-afbc-2d41fb10840c","","checklist-flat","not-started","186af7613ed031677b0093c261520031dfc66d5a36f464c5cf2d6020929bb102","checklist-flat","FALSE","FALSE","B02","Structure / Roof","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Wall Brackets"
"d946e813-5314-4083-ac4a-35d2505826f1","","checklist-flat","not-started","b60dad1c3d6035a7a83d42eea9413d7382a7ec38062ba50dac94f497c036b80c","checklist-flat","FALSE","FALSE","B02","Structure / Roof","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Spandrell Panels"
"7beaa9c4-3068-4334-a736-a1d1f51063e7","","checklist-flat","not-started","32054d014df66f84e223faeee9cebbb597d39c33e26d34f1d74efaef20f148c3","checklist-flat","FALSE","FALSE","B02","Structure / Roof","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Edge Beams"
"aa0f4dcf-7b80-4838-b778-227a6ff7ce1a","","checklist-sectioned","not-started","0f3a51a06f24aca7ce126127e5ff9a07d7e19e5006847cde26de7719cc740434","checklist","FALSE","FALSE","B02","Structure / Roof","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Stair Install"
"fed6fb2e-6b6e-4188-a477-919ce024847d","","folder-progress","not-started","","checklist","TRUE","FALSE","B02","Structure / Roof","Basement","Insitu Stitch Joints"
"31d8e369-bd99-40ab-b7c3-f44124d0c961","Child Concrete Supplier Specifics(7172911d-dbb8-4682-8ae5-fe77fd387c9c) -- Concrete Supplier Specifics(105732b6-c906-4121-8d66-88c1fc0ae424): DataPoint Test blocks booked(2ce1df99-0242-4a05-a083-83663bb86ae6) is missing 'button' values","checklist-sectioned","not-started","d023426a457d10cd2a6aa6fa4510f669f84a706bdb76ae06a981701dc984d989","checklist","FALSE","FALSE","B02","Structure / Roof","Basement","Insitu Stitch Joints","Concrete Pour"
"fa032d2f-663c-49ee-a98c-18bf048e9535","","folder-progress","not-started","","checklist","TRUE","FALSE","B02","Structure / Roof","Basement","Insitu Concrete Columns"
