"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Reference Drawing"
"8753136d-4a51-4c61-b4b8-6ed3db6a1ed6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"c155ff40-ede8-4cef-9221-353145c7a1d6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","CONS (LG.B.001)"
"0d28b9a8-bad8-43e4-b66c-7d87c4194b45","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","1 Bed Room - Class N (02.A.187)","Pre Ceiling Sign off"
"f71844f8-98da-4ac5-addb-6527e6313d2c","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Ensuite - Negative Pressure (02.A.188)"
"060fadf8-0598-4c43-afac-b86e756447ae","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Ensuite - Negative Pressure (02.A.188)","Pre Sheet Sign off"
"0667a9b2-1bf7-44b8-9ea1-e44e01803ae4","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Ensuite - Negative Pressure (02.A.188)","Pre Grid Sign off"
"2c806ee3-b973-49c1-95e8-d726f9fe5fe3","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Ensuite - Negative Pressure (02.A.188)","Pre Ceiling Sign off"
"0eabc1b7-0643-429c-88d7-c670192bf9eb","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Ante Room, Class N (02.A.189)"
"9236aa2e-3744-4a47-9953-7c3895b03db6","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Ante Room, Class N (02.A.189)","Pre Sheet Sign off"
"a947cf59-4d76-4995-a0d8-60e8c2d39e34","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Ante Room, Class N (02.A.189)","Pre Grid Sign off"
"2160ff40-1b81-4f45-abf4-6e17cd6a01e0","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Ante Room, Class N (02.A.189)","Pre Ceiling Sign off"
"46a3ab30-9eed-411a-99ed-13a8f63023a1","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","1 Bed Room (02.A.190)"
"d502df60-2820-4eca-85fc-eecab6d908cb","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","1 Bed Room (02.A.190)","Pre Sheet Sign off"
"c73a7a36-6737-4f9f-a25a-70fee999625c","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","1 Bed Room (02.A.190)","Pre Grid Sign off"
"b6761a14-1d84-4e88-a15a-101f1e9bd6e4","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","1 Bed Room (02.A.190)","Pre Ceiling Sign off"
"869d9ac6-a234-4802-b2b5-b31006c67769","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Ensuite - Special (02.A.191)"
"a617caff-e4fa-4f73-82c0-1f3265053758","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Ensuite - Special (02.A.191)","Pre Sheet Sign off"
"b1b85220-da53-43d7-a5ba-0a3ccd222ca8","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Ensuite - Special (02.A.191)","Pre Grid Sign off"
"181e1d5d-2d04-46f0-8aa0-ed4d1c7c21bf","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Ensuite - Special (02.A.191)","Pre Ceiling Sign off"
"88400dc0-ac18-44ef-ab0a-c5c06e49e041","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Holding (02.A.192)"
"202b0d32-598d-42bc-b0a0-64f546d4d590","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Holding (02.A.192)","Pre Sheet Sign off"
"a3aefc5c-b8b2-4414-900e-715b650dad6d","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Holding (02.A.192)","Pre Grid Sign off"
"597d4917-9945-4a6e-9ae4-fce638fd0ef2","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Holding (02.A.192)","Pre Ceiling Sign off"
"ff38ecc6-75a3-4646-b686-20ef8169bb39","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","STAFF STORAGE (02.A.193)"
"9b93ae5f-a5b4-4ff0-88f7-c12494c33f54","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","STAFF STORAGE (02.A.193)","Pre Sheet Sign off"
"da203025-701b-4afa-8178-0b177657a6c8","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","STAFF STORAGE (02.A.193)","Pre Grid Sign off"
"cfcaa079-55b6-4684-9278-9202a55c0b24","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","STAFF STORAGE (02.A.193)","Pre Ceiling Sign off"
"65f27319-7516-498a-93d3-c70a52265380","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.194)"
"23b9f223-3b47-412c-b3fd-733e975333d2","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.194)","Pre Sheet Sign off"
"09bb6cdd-5588-4df0-a44e-ac6b8e8dc944","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.194)","Pre Grid Sign off"
"0461c585-b65d-4777-abcc-f830465442b3","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.194)","Pre Ceiling Sign off"
"edc95544-9804-4b4a-9caa-fdd7b62c8a57","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.195)"
"26e1d14d-b217-48b8-bd8a-f9ef584eb815","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.195)","Pre Sheet Sign off"
"9d8a5862-e484-41f9-8d91-f1e64e6e017c","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.195)","Pre Grid Sign off"
"ff290f20-e892-443d-bfe8-2673dda2677a","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.195)","Pre Ceiling Sign off"
"af79860b-0035-4c36-bbc5-cb7e214415b2","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.196)"
"a0f76b65-a6ae-4a60-84fa-a646df410545","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.196)","Pre Sheet Sign off"
"1d1067ca-971e-4447-a04b-5afced6f3a54","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.196)","Pre Grid Sign off"
"95c83cc9-c277-455b-a4ef-46a6ede578e0","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.196)","Pre Ceiling Sign off"
"b3034068-ad2f-47b1-81b1-427f91c54525","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.197)"
"3745c1fa-16cc-42f7-9664-9169efde052f","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.197)","Pre Sheet Sign off"
"dcc1d9e6-e7b4-464d-bed3-b332cce5ab96","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.197)","Pre Grid Sign off"
"11366714-08e9-494b-936b-01c5ef472bf8","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.197)","Pre Ceiling Sign off"
"daaaeda2-eaed-41d3-93c8-1df3951a65ab","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.198)"
"135697ba-12eb-4d2b-b77e-862a5c27f89e","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.198)","Pre Sheet Sign off"
"6dcfd5b3-3482-4725-9677-9285a62a159f","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.198)","Pre Grid Sign off"
"66ebb8d6-cd1b-4fa3-b36c-cd6b12b4561f","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.198)","Pre Ceiling Sign off"
"458bfd27-519b-4384-86ba-75ae4b17f649","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.199)"
"69cafe31-031d-41c4-aa6f-c6bff6a13b6e","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.199)","Pre Sheet Sign off"
"bafc6db4-2481-4256-8954-9748f5f7e94f","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.199)","Pre Grid Sign off"
"e8ac8ad9-a696-411b-9ac5-05913fa6dc42","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.199)","Pre Ceiling Sign off"
"6dae584a-1e41-46fd-b81d-2b6c11432ff1","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.200)"
"2a13a501-3bf1-48ac-8fe4-1a53496c8f13","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.200)","Pre Sheet Sign off"
"efba97c4-8ac5-45bc-b9e4-02de66894286","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.200)","Pre Grid Sign off"
"6aecd863-e591-4e6b-874b-a9429c84bfe3","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.200)","Pre Ceiling Sign off"
"2afecb93-ac28-4e6a-8a76-d16121e07df5","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.201)"
"02bdb890-e419-49e4-860c-db3629ed5cde","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.201)","Pre Sheet Sign off"
"e50623cc-8b5e-47d2-8f8b-40d7997383e0","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.201)","Pre Grid Sign off"
"91855f3c-db98-4f00-8743-f81913477d5e","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.201)","Pre Ceiling Sign off"
"e047c9e5-9ec4-474a-a49f-a36577ea48b1","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.203)"
"8045a858-d9cd-4cb9-8ff8-d3bb03aa1a02","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.203)","Pre Sheet Sign off"
"8aea08fd-34c1-4944-bffa-4ee45da358d3","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.203)","Pre Grid Sign off"
"90ed2a6a-9c6f-4744-8fd9-e7ec505882cf","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.203)","Pre Ceiling Sign off"
"08f3692a-ae90-4aac-9017-0b71376752f4","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.204)"
"33aa46bd-dd64-45d4-b3fd-60e08835e8fb","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.204)","Pre Sheet Sign off"
"d5453d41-1785-4cf4-a9cf-a7e7f63c43d7","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.204)","Pre Grid Sign off"
"080f0080-875f-4870-b5e5-52635c823a21","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.204)","Pre Ceiling Sign off"
"dc176c0a-c324-4c26-a881-f6163e63fe27","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.205)"
"cbb72a60-b606-4b4b-aec3-e4857142f024","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.205)","Pre Sheet Sign off"
"18570a02-c611-4a20-8d93-fb2d8d545528","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.205)","Pre Grid Sign off"
"fab5338c-8762-4e13-a025-49823066c305","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.205)","Pre Ceiling Sign off"
"c69c3167-a101-4fd8-9217-36628749f407","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.206)"
"7e401b03-06e5-47ac-9e3a-7b682b431afe","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.206)","Pre Sheet Sign off"
"9190396e-fa29-46d5-8a65-0d4af7b7977e","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.206)","Pre Grid Sign off"
"ec26380a-b3c1-4d1d-9c54-ef417ec26dd8","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.206)","Pre Ceiling Sign off"
"a354aec9-be60-432e-b7dd-cc1159b49792","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.207)"
"b6090438-ca38-46f9-8c17-2a9bcac7254a","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.207)","Pre Sheet Sign off"
"5712dc5d-9f98-44ce-8f14-1b14dea2f02e","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.207)","Pre Grid Sign off"
"72ae6f57-b953-46e4-902c-905e4fce6475","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Patient Bay - Treatment (02.A.207)","Pre Ceiling Sign off"
"f40b6f89-3f3b-4e40-ae51-17c5cc0ca61f","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Toilet - Patient (02.A.213)"
"fa50ea5c-d951-4ecb-a014-2a11fe0afaf9","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Toilet - Patient (02.A.213)","Pre Sheet Sign off"
"fea29330-cfbf-45ce-be2c-7ae18dc95bb8","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Toilet - Patient (02.A.213)","Pre Grid Sign off"
"4c1e9fc7-315f-47fe-9598-6571a5fddc36","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Toilet - Patient (02.A.213)","Pre Ceiling Sign off"
"43b87fe9-0857-4a24-91b6-acf9df8f4321","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Resuscitation Trolley (02.A.215)"
"fe315a9d-da28-4406-b254-debc29c0d775","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Resuscitation Trolley (02.A.215)","Pre Sheet Sign off"
"548c6d59-ae34-4489-a751-a81ee4b11dfa","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Resuscitation Trolley (02.A.215)","Pre Grid Sign off"
"882eb7fc-b5e8-4cb7-a0ac-42c9d9b31e3e","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Resuscitation Trolley (02.A.215)","Pre Ceiling Sign off"
"716a17b5-79ba-4ff8-82e3-f8f4e391f9d6","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Linen (02.A.216)"
"5b6eba5d-fd86-4dab-98f9-63ccf19fa8b8","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Linen (02.A.216)","Pre Sheet Sign off"
"f90a6c7a-908e-4346-a9ee-a314346ad14c","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Linen (02.A.216)","Pre Grid Sign off"
"1cd2f394-6324-4f8b-92fa-9f84140afa86","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Linen (02.A.216)","Pre Ceiling Sign off"
"1584a069-0349-405b-8499-6c44f29261f1","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Blanket Warmer (02.A.217)"
"4b90ebf4-eda2-442e-930e-4196b154d7b4","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Blanket Warmer (02.A.217)","Pre Sheet Sign off"
"5e0f5272-58fa-42ce-b0fa-ca881ab6619d","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Blanket Warmer (02.A.217)","Pre Grid Sign off"
"3d607e46-df15-4006-b1f9-3b83f1d96e8a","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Blanket Warmer (02.A.217)","Pre Ceiling Sign off"
"34df754f-72ff-40e0-bf52-45afb0cad1f2","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Office - Clinical Workroom (02.A.218)"
"e63ac30e-caf9-4e78-9f4a-6b316b70e79f","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Office - Clinical Workroom (02.A.218)","Pre Sheet Sign off"
"5cb95a0b-6074-46a3-8ddc-896e54b076e9","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Office - Clinical Workroom (02.A.218)","Pre Grid Sign off"
"904eaedf-1a23-4a6b-9811-0f877062062d","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Office - Clinical Workroom (02.A.218)","Pre Ceiling Sign off"
"779b6b7d-43f0-4d38-8dd2-3f1e657a7e2e","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Mobile Equipment (02.A.219)"
"ec64d06a-6f1f-4e3b-bda8-a471eddc3315","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Mobile Equipment (02.A.219)","Pre Sheet Sign off"
"51dd715c-9bcf-4878-ab15-796d40374208","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Mobile Equipment (02.A.219)","Pre Grid Sign off"
"d3795e14-3f9a-4ae2-9f50-2e23296a0541","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Mobile Equipment (02.A.219)","Pre Ceiling Sign off"
"36a8b999-a819-4b92-ad66-12b3167fc94f","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Pneumatic Tube (02.A.220)"
"06033ba1-3847-4c0e-b01f-c65b39c6ac06","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Pneumatic Tube (02.A.220)","Pre Sheet Sign off"
"4fb038b7-cad3-40e1-a2db-006697f9aa09","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Pneumatic Tube (02.A.220)","Pre Grid Sign off"
"e09dad2c-e216-4cda-8130-43eaeda7f526","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Pneumatic Tube (02.A.220)","Pre Ceiling Sign off"
"8d75117a-384a-418b-89ee-60520ac9d7d5","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","ICU Specimen Preparation Room (02.A.221)"
"7a2c0a2e-61c7-4f00-aa8d-566234fe41f4","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","ICU Specimen Preparation Room (02.A.221)","Pre Sheet Sign off"
"4eeffd92-d15e-4490-9988-d0c3d505b465","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","ICU Specimen Preparation Room (02.A.221)","Pre Grid Sign off"
"b0d44f84-24d8-49b8-b9ba-99cc39208f4b","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","ICU Specimen Preparation Room (02.A.221)","Pre Ceiling Sign off"
"e2177fb2-7dc4-4142-b235-501409dcf670","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Centrifuge / Fume Hood (02.A.222)"
"b9bad918-b881-4f20-a3c9-9821873bf81b","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Centrifuge / Fume Hood (02.A.222)","Pre Sheet Sign off"
"1ad8579e-4e47-4924-91bd-0bd1f5d152d9","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Centrifuge / Fume Hood (02.A.222)","Pre Grid Sign off"
"3132f98a-a988-4421-af4b-46c7122f0af2","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Bay - Centrifuge / Fume Hood (02.A.222)","Pre Ceiling Sign off"
"76e03257-f7e8-4653-8ac4-d6d55ed86207","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","Treatment Room (02.A.223)"
"0d180d01-6577-46d0-b47b-6ca5e44251c8","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Treatment Room (02.A.223)","Pre Sheet Sign off"
"2fc705a0-6c40-4480-b219-7caab68d12dd","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Treatment Room (02.A.223)","Pre Grid Sign off"
"6d92fae2-8b07-4d2d-86e7-cad23afd464a","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","Treatment Room (02.A.223)","Pre Ceiling Sign off"
"7645a639-1b2b-4e81-9006-dd615dba1748","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","STORE - General (02.A.224)"
"f1221675-5af0-4854-8c1d-330bc28fd735","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","STORE - General (02.A.224)","Pre Sheet Sign off"
"9154b948-921a-4741-8110-2a3a3a551249","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","STORE - General (02.A.224)","Pre Grid Sign off"
"08c469fd-508e-4c8d-a74d-12213fdf1a7f","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","STORE - General (02.A.224)","Pre Ceiling Sign off"
"3f0bfd08-5467-4588-8b94-ae8a6063fecd","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Level 2","Area G","STORE - Equipment (02.A.225)"
"26bf770d-a569-44dc-b4d8-6c5c8dd5188d","","checklist-sectioned","","Pre-Sheet wall Sign-Off","checklist","FALSE","FALSE","Zone B (Building A)","Level 2","Area G","STORE - Equipment (02.A.225)","Pre Sheet Sign off"
