"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"14562b8e-e7e4-486c-8d2c-b7efa16730bd","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01"
"1a99604a-8f65-4c98-a2f3-1102830f0a84","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Basement"
"f5be140f-f4dc-41fd-83f9-5085b6be93bf","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Bike Store"
"863ad967-ad49-400d-b687-27f9e93c8286","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Store"
"8fd87b92-d32e-4019-a43f-83d5f817af62","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","MSB"
"720ef1bc-ca0f-45e9-9fa1-bf4e7a4b3798","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Rubbish Store"
"389aabf9-97a2-4147-b156-6f715f3c2f92","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Generator Room"
"33632080-d606-4f09-87a9-0948989672a1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Gardners"
"776a8533-663d-4d77-9d2e-85dbc6d238b5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Commerc ial  Laundry"
"9a72301a-9b3d-448a-a700-5482f22ebb96","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Linen"
"62a9220d-ca41-4f4d-9012-418659d802a2","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Kitchen"
"81aacbdc-a3ff-4cb4-9f64-774a1775ec5a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Pantry"
"b5cff65b-77a9-46c0-a804-8609cd665cb6","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Dishwashing"
"5e4083d2-d8d1-473f-9c39-789892f8e09c","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Resident Workshop"
"b1fcea22-31f2-4865-a1fd-17f780c35890","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Buggy Store"
"97792628-bd66-458e-a442-5b9ceb2d8f9c","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Staff Corridoor"
"ca76deb5-76df-4ba5-a3f9-2e72c4d22ad5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Public Corridoor"
"0f552404-239f-40c3-b7eb-14a6243a4087","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","SPK CV"
"a1603e1f-af39-4ab8-beec-a8f65919e1bd","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Domestic Hot Water Plant"
"4f1b94d2-763f-4d8f-9510-e2e8792c66e1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Locker Store"
"a950add1-6994-4f52-88e1-dc95c8a0b7b1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Change Rooms"
"b33e572a-2f49-4cfa-9219-755f425f2402","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Gym"
"4c9ee913-d758-4090-9bd5-97580b39a7b5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Plant Room"
"8375e8e6-518d-4fbd-ab2f-054d9c7c5ec4","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Fire Break Tank & Pump Room"
"40b2ae20-b27b-49ce-9155-85119a5b4083","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Stairwell 2"
"0e92e138-aa7f-4a53-a165-0a6ba69c722c","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Stairwell 5"
"2d63e610-0edc-45d8-b48a-cf4d59d67f34","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Lift Lobby 1"
"07c1c33e-c80f-4c87-a2b0-aebc176b7088","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level"
"f67dce23-7c1e-4d21-bf67-51edbdfb8333","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Serviced Apartments (ALS G26 - ALS  G32)"
"31155e17-8959-4e13-a89e-7c886a809d40","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Serviced Apartments (ALS G26 - ALS  G32)","ALS - G26"
"fe1baac6-2834-49df-84f4-9cee28a7c9a8","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Stair 6"
"8a3f2bea-6946-430d-aacc-12f7b080fa2e","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Linen"
"d45ca559-22c2-4bcb-b0c9-49f46d3e10bf","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Sluice"
"33927354-a12f-4b5f-bef5-167a5d80be66","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","WC"
"17c98cc0-2ba9-4311-afa3-e8d1a404fcf1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Hoist"
"768bd656-a233-4580-abd5-611a0b3d997a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Lounge"
"19fdcdd5-52a9-424c-9b71-91f46a35305d","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Terrace"
"be16209e-9d97-4f2c-8cd3-c7d79f102e8b","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Electrical Cupboard"
"f2462693-2a0c-4e8a-ae1e-1239e772f707","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Store"
"a9eec724-53ed-4e07-b6d5-c9e1d943688b","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Hub"
"64ab507e-f55c-4604-946c-b2f29942900e","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Cleaners"
"8318493b-2b11-4fb2-b362-34a89b46b964","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Treatment"
"c8e1e467-aad9-4e7e-94f6-f31669351c51","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Comms Room"
"b2e00a1e-1d54-4ec1-a045-687113a04568","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Lift 2"
"b56ffecb-f7cc-4747-b380-99df7796d605","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Lift 3"
"4307cd2f-1818-485b-b352-8a804a06fecd","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Common Areas","Area D","Corridoor 1.20"
"7a9ecdb1-f602-4f36-a402-77c8901e13fc","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2"
"53607ab8-e16b-46cf-a452-18b04b2cf238","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)"
"e54b8133-8528-413c-9a16-d7e6fcbb5109","","folder-normal","work-in-progress","","step","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 241"
"5c8c2f4d-b7a5-4fb6-a0a3-9d20e7d6d784","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 241","Rough In"
"025d32f3-31c3-4bdd-8651-b7ec85ad25a6","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 241","Installation"
"0b4454f7-695d-46b2-bb54-62980b6405c9","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 241","Fit Off"
"2ca1ff7f-0c4a-4484-9baf-28757719f023","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 242"
"a167795e-7837-49d2-931b-b96c8112ccd3","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 242","Rough In"
"349840da-d424-45f7-99ed-47ed6e3042f2","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 242","Installation"
"1858b882-47a6-4622-b81f-f3f9aa2dd00a","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 242","Fit Off"
"5844a205-577d-4201-a3ae-e706a0f675c6","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 243"
"97c19d62-d0fb-4ec8-b038-3feba7ffc129","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 243","Rough In"
"7c0b88f1-5998-48f4-9c9d-349a88444fd6","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 243","Installation"
"64458bab-4b4d-410d-8636-fba085848e96","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 243","Fit Off"
"580159ec-c36d-47ed-b210-cf67f848546f","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 244"
"3dae326b-8919-4b89-a0c9-20b6bf49b8fd","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 244","Rough In"
"0240f76a-007a-4bd1-8172-638908e9f32a","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 244","Installation"
"368800f4-9823-43d1-84d3-679229c97ae3","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 244","Fit Off"
"5ec8725f-0d31-4009-a964-196c9f94fe88","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 245"
"2ee05f5e-3b96-4e48-b945-5fcec4ab2dc8","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 245","Rough In"
"690ec321-9476-4591-8438-d4fe7e538833","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 245","Installation"
"32769979-d3b3-4654-a827-e873c9e8adc6","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 245","Fit Off"
"7d87ef4f-38fc-4fb9-894f-dcab59702ba7","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 246"
"c12a7dad-a84b-4591-8379-bdee003cc3e3","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 246","Rough In"
"e386f2ee-1a8e-4545-92b7-fee25535fb49","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 246","Installation"
"ff761239-8fc4-40e6-9063-9581d2301578","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 246","Fit Off"
"bb266135-c053-4e41-bee8-e594fbd0e45b","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 247"
"4fba901e-dd50-400d-b70f-1366e26e7a87","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 247","Rough In"
"cc7360a9-062e-4a04-9872-7bfc64617b47","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 247","Installation"
"3626e071-7648-48bc-a9a0-4c8947b65951","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 247","Fit Off"
"b4eea22e-2c0f-49f7-8983-514f4ecdd21b","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 248"
"9a71fb7b-79d6-4ae7-8aca-90ada830bcd0","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 248","Rough In"
"bd6cb631-c2e8-4c6c-aa4d-ce263ff9768d","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 248","Installation"
"f8913cc8-6369-4e94-806a-27b97a0a6436","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 248","Fit Off"
"c14264cd-813b-4cbe-bf63-a004f5583c46","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 249"
"afe02482-6ecc-4c0e-a4e8-6f3b698820ea","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 249","Rough In"
"0e46d040-53fb-4f88-88b4-0a1dd4400193","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 249","Installation"
"c9e52f19-52db-40a6-8934-b73eafa79cbb","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 249","Fit Off"
"4ff17b10-d6ae-434f-932a-7cc1fa9e90f4","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 250"
"371a1589-7246-4cd2-8556-70a2d6a8dc94","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 250","Rough In"
"22126a5f-1061-4b83-8777-f6b36e36d777","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 250","Installation"
"1c3dc67f-5524-4445-9ae3-28af38a49686","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 250","Fit Off"
"b5ca1976-8d26-489d-982e-da78ac8991ea","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 251"
"b33dc806-8745-4900-8c1f-76662e8c2324","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 251","Rough In"
"8186c5a5-5e3e-48d1-91c6-a989cb45af95","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 251","Installation"
"09a1b566-af1e-444e-9145-dbacca32e882","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 251","Fit Off"
"9e107991-13cf-4079-92c5-31ae84ea5f99","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 252"
"97632776-01e9-4ade-907d-79328b6f392c","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 252","Rough In"
"ce36b0f8-7cbd-4abc-98a6-2248d823b4a7","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 252","Installation"
"4a89b0dd-59c9-4770-9abf-8a1cdfd40176","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 252","Fit Off"
"a7031772-b3ab-4914-9a94-d6e480299d71","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 253"
"f5d92258-e39d-4132-b7a9-c66a858ba127","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 253","Rough In"
"4e36c8de-23ad-4163-b6c4-877f0ad92e72","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 253","Installation"
"17f8c945-e6b7-4aef-9b29-3a926f774448","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 253","Fit Off"
"422abb73-1a92-420a-97e0-0afb13070978","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 254"
"0ef27377-3639-4cf1-b31d-9c7466e5658e","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 254","Rough In"
"47d81ef9-2abb-4985-878a-1b0fb80ffe37","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 254","Installation"
"c0d1cf3d-4b48-40ac-ab2e-b0f891c5fc56","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 254","Fit Off"
"322449e7-52bd-4f28-b5d5-3ee7afcf86dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 255"
"2023202a-bdb3-46a3-a3e7-041fdad6d3fd","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 255","Rough In"
"626016c7-79bd-4621-84c1-e6cb62c3a1db","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 255","Installation"
"f7d3aa65-914f-435b-bdda-bf74267b24f6","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 255","Fit Off"
"812c9cea-2364-45bb-be1c-e985a1590d8b","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 256"
"11f0d592-1906-4d08-8ce6-67bcdf0c8382","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 256","Rough In"
"75431255-7e82-419a-b612-80c1afc80e5f","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 256","Installation"
"e7cec2cb-9208-493c-ba70-0d95cfea5b12","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 256","Fit Off"
"1da5f275-7337-48b3-82db-5cd3709db6f9","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 257"
"80870eb8-08cf-43a2-bb1a-b1936c76a149","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 257","Rough In"
"b326cd00-d184-42cf-baec-6d36a4625459","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 257","Installation"
"529d0622-8efd-4fe2-a1c5-8ad06db5f8c2","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 257","Fit Off"
"67bfd839-690c-4233-983c-4006fc9c23d4","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 258"
"edb404d9-9927-411f-9add-e030a22b94c5","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 258","Rough In"
"54497637-2003-466f-a689-c07f55c65369","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 258","Installation"
"f9594939-dbbd-4974-a79c-46aea67aa853","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 258","Fit Off"
"e2b10e4d-85f9-452d-a7a1-864128ebeff5","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 259"
"eac6b4d0-06a5-4acb-9ffd-132b12850011","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 259","Rough In"
"257f2341-779c-4441-a970-3b41749ff977","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 259","Installation"
"fdf5f5bd-fba7-494b-a09a-e1c12ad05325","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 259","Fit Off"
"8bd2140d-3cbe-4bd0-884e-7a51d4d3de73","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 260"
"bd809b77-45b5-43e7-b78b-3a97c670f186","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 260","Rough In"
"3029ee23-21da-45d6-a9be-099970c6ccce","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 260","Installation"
"cd8deb58-56a2-48fa-ab3e-218ebae09527","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 260","Fit Off"
"cfc3980c-c2e0-4ee5-932f-b24d17771679","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 261"
"9f2a5355-9ac6-43c2-ae02-20a87d21a0a7","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 261","Rough In"
"c86b1f2b-5129-4428-803f-0421dd48d380","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 261","Installation"
"51fcaa69-bf36-43ba-84ef-9229157d6180","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 261","Fit Off"
"7078c440-c015-4cf5-aed5-25b30e1acf34","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 262"
"bf78df63-7db0-4899-83fb-8176044e8a0f","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 262","Rough In"
"5259a62b-52d8-4243-bb54-bf116d939d97","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 262","Installation"
"f4b5b094-465a-4c09-9fe8-6ed208077da6","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 262","Fit Off"
"376ef03b-b429-4518-b5ff-1aaffa6d4d94","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 263"
"5b94b3c6-4541-4dd1-95a6-f02c71231813","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 263","Rough In"
"3eaea840-64a7-4a50-952b-063d8b832855","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Serviced Apartments (ALS 241 - ALS 268)","ALS - 263","Installation"
