"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a2b7b887-6070-4f39-b40b-fa28f49d5dd4","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"9f173bbc-495a-5d21-bfdc-e3f21897ce77","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Site Information Recorded"
"5698bc66-f11e-4a4f-818f-3f9ffacaa913","","folder-normal","not-started","","step","TRUE","FALSE","Job Pre-Commencement Checks"
"08bd6363-dcdf-4519-b6fc-3780fdbea85a","","checklist-flat","not-started","SYS - PT - H&S","checklist-flat","FALSE","FALSE","Job Pre-Commencement Checks","H&S Pre-Commencement"
"87f6fe66-0c24-55c1-903b-df41b85511c1","","checkpoint-status","not-started","","","TRUE","TRUE","Job Pre-Commencement Checks","H&S Pre-Commencement","All Pre-Commencment Health & Safety documentation completed & attached"
"22abb56e-9813-5998-90eb-82e767944585","","holdpoint","not-started","","","TRUE","TRUE","Job Pre-Commencement Checks","H&S Pre-Commencement","Request Signoff"
"ce689311-77cd-4317-8fd4-6d44d4df8c06","","checklist-flat","not-started","SYS - PT - Quality","checklist-flat","FALSE","FALSE","Job Pre-Commencement Checks","Quality Pre-Commencement"
"204e094a-7765-51cd-8527-9d96b1a92858","","checkpoint-status","not-started","","","TRUE","TRUE","Job Pre-Commencement Checks","Quality Pre-Commencement","All Pre-Commencment QC/QA checks completed & Conqa setup"
"ff866cc6-17f6-5f19-b053-2d73c5339be6","","holdpoint","not-started","","","TRUE","TRUE","Job Pre-Commencement Checks","Quality Pre-Commencement","Request Signoff"
"ed7faaa3-bfdd-4312-b4db-5742c2fb39ef","","folder-normal","fail","","step","FALSE","FALSE","On Site QA"
"db2eb78c-47c7-4923-9736-e57e46c0a96a","","folder-normal","fail","","step","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01"
"20a358c8-3862-445e-828d-9187aa5078c8","","folder-normal","fail","","step","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep"
"433d8835-1da1-49b7-8840-36a1d7ac8bed","","folder-normal","fail","","step","TRUE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist"
"d602f93f-32ab-40e2-86e7-e22aaa13a06e","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist:30.08.23 waterblast canopies U/S Level 1"
"cf626e9e-af4f-5668-95db-ca520fa079dd","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist:30.08.23 waterblast canopies U/S Level 1","Preparation"
"8ab35b27-601c-51d7-a248-092cd7ea6f87","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to canopies","Documentation Review"
"0aa92549-96cf-543d-aa48-6ad6af438b08","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to canopies","Site Inspection Review"
"82ec1f83-36ff-555c-acfa-21057e5253fa","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to canopies","Notes & Recommendations"
"1006c9e7-5b51-5351-a9d2-f8d26b10a893","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to canopies","Handover Accepted By Client"
"aaef8bfe-02bb-5f21-9193-6de62039b153","","holdpoint","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to canopies","Request Signature"
"9240599a-d6af-441f-8fc8-fa650beb8af5","","checklist-flat","pass","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to canopies"
"c788f03f-9bed-5dff-8717-67659996293d","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to canopies","Inspection Info"
"4e1f41d3-cd54-5bf9-9a6c-10779b1876eb","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to canopies","Documentation Review"
"5dfd3825-32c7-5b05-abbe-47e9d5d16bb9","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to canopies","Site Inspection Review"
"46ff9d9a-aea4-5ac9-96ed-99b5fa358568","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to canopies","Notes & Recommendations"
"ed3e9849-8251-53b0-98eb-2d2bb28c4e41","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to canopies","Handover Accepted By Client"
"25337e9b-2a8b-5a84-8760-ce49ceaabdcc","","holdpoint","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to canopies","Request Signature"
"6b42cedc-5e02-48e0-96f2-64b8d6380b5e","","checklist-flat","pass","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to k- brace and columns "
"758540d9-c82e-57bd-8ef5-e6ef427166ae","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to k- brace and columns ","Inspection Info"
"5ae06047-3d99-546f-a82d-5259532ba9a8","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to k- brace and columns ","Documentation Review"
"43d708b6-eddf-5c4c-9240-bbd03478eebb","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to k- brace and columns ","Site Inspection Review"
"962f80e9-ff23-50d6-96f8-6bcf686afe77","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to k- brace and columns ","Notes & Recommendations"
"73a7faa3-ad4d-5f20-a020-636a64c2f248","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to k- brace and columns ","Handover Accepted By Client"
"95302940-accd-5152-8282-e0d3233a4632","","holdpoint","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to k- brace and columns ","Request Signature"
"d4ac422d-905b-45db-93c3-9531a2c2863a","","checklist-flat","not-started","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to k- brace"
"76ece4ab-df8a-5b53-a31f-97acb7bb73f0","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to k- brace","Inspection Info"
"48a9e4e9-9244-5155-ae3b-33672f9a4bfe","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to k- brace","Documentation Review"
"ebbbd608-25da-5730-bcfe-a52bea24d349","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to k- brace","Site Inspection Review"
"95c1f856-1b3e-5e53-9eb5-fbb5e5ca54f6","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to k- brace","Notes & Recommendations"
"e070f772-e9ef-558a-a8c7-9f359dfbd848","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to k- brace","Handover Accepted By Client"
"aaa4c563-977b-5e73-bd93-83aadd7edb0e","","holdpoint","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to k- brace","Request Signature"
"f17ca227-4283-41ca-824c-bc320a581c39","","checklist-flat","not-started","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to external columns"
"a9055cba-0af3-5ef0-8eda-a3cd0f6fab93","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to external columns","Inspection Info"
"8c935b7b-2690-51bb-b57f-d00097ae8dc9","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to external columns","Documentation Review"
"2d1c5ea2-31f1-51a5-ac52-60bcef28b4af","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to external columns","Site Inspection Review"
"50b05029-72ab-57b2-8bbb-f970fd49bd48","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to external columns","Notes & Recommendations"
"3278b742-67a0-536d-9f66-659b905da468","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to external columns","Handover Accepted By Client"
"c061f89a-bf79-538f-8a27-3a00d548792c","","holdpoint","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: gpe to external columns","Request Signature"
"979aa18f-3248-49c0-bb22-6ffa4e4c1556","","checklist-flat","not-started","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal columns"
"4f528739-574c-5c9b-96b9-22b95298bc8b","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal columns","Inspection Info"
"e73a3629-3602-5809-b367-01bff6db2b02","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal columns","Documentation Review"
"e0a93eec-0065-5140-b20f-d5a504b2cbea","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal columns","Site Inspection Review"
"8835810f-9b7b-5042-a8f3-a4a5a37df6a8","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal columns","Notes & Recommendations"
"54196a66-20f6-5677-a41c-5a6a36acc41c","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal columns","Handover Accepted By Client"
"164aae2e-8550-5aed-bf73-e547b397e53a","","holdpoint","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal columns","Request Signature"
"bebe6e4d-5462-47d2-9b3f-7648064e66a6","","checklist-flat","not-started","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal beams"
"74c87e73-e47f-557b-b08c-5793d43cf3d1","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal beams","Inspection Info"
"ddc8f124-e5a2-5d72-855c-f6ecdea99340","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal beams","Documentation Review"
"1106d3ac-1cd2-562b-8d8f-3ff3d9782217","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal beams","Site Inspection Review"
"10d8a171-ef7e-5cce-b4aa-ede8baecb95d","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal beams","Notes & Recommendations"
"e4d7fc9a-0e0c-5595-bee6-6b7206441a2a","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal beams","Handover Accepted By Client"
"899acb68-6aab-5302-868c-5d904f4e79aa","","holdpoint","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QC Inspection Report","QA Inspection Report: primer to internal beams","Request Signature"
"6d454a73-9685-47d5-8098-8f5d6ce53f9c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","QA Inspection Report"
"1a863d31-9c39-4147-ae50-d723005b629f","","checklist-flat","not-started","Area Completion Checklist (V1)","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Area Completion"
"afa87fa0-dd40-52aa-b6c4-e67230d4dbd6","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Area Completion","All works completed in this area, reviewed and approved"
"a871e415-d380-532f-ba5b-f408cc2ce533","","holdpoint","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Area Completion","Request Signoff"
"9f24d869-22e7-4826-8675-83ae4745bd21","","folder-normal","work-in-progress","","step","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120"
"99f66baf-cef6-4197-b9f0-6dfa0d3139bc","","folder-normal","work-in-progress","","step","TRUE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist"
"1b2708dd-ed9b-4ff2-b97c-a6755934085e","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 15.09.23  lift shaft area waterblast U/S Level 1"
"0275ce8c-f71e-5e17-8e03-f2a05b7c8e9d","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 15.09.23  lift shaft area waterblast U/S Level 1","Preparation"
"91b339be-9ef8-56e0-8b42-d10988086e77","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 15.09.23  lift shaft area waterblast U/S Level 1","Preparation","Hold Point Inspections"
"b952c516-5177-5ae4-be5f-9ee8d2177e78","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 15.09.23  lift shaft area waterblast U/S Level 1","Preparation","Surface Conditions"
"672ae4b9-0595-5ce0-9d8e-ee3ac40ab5f1","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 15.09.23  lift shaft area waterblast U/S Level 1","Preparation","Ambient Conditions"
"399d2fb8-7271-5ee9-a545-8629d8e2454c","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 15.09.23  lift shaft area waterblast U/S Level 1","Preparation","Surface Preparation"
"544a966e-3e79-50d7-900d-7f2062323592","","checkpoint-group","not-applicable","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 15.09.23  lift shaft area waterblast U/S Level 1","Application"
"1903af34-86b7-5766-a1bf-2dc0a05b4381","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 15.09.23  lift shaft area waterblast U/S Level 1","Application","Ambient Conditions"
"606cd5f2-f8ef-5013-bb2d-90ff0c5bf318","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 15.09.23  lift shaft area waterblast U/S Level 1","Application","Coat"
"b7afeb3f-3df4-40ae-bfde-c498c58dc4a9","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 18.09.23 lift shaft area prep and containment U/S Level 1"
"bbd7eb48-82fd-52c7-b8ef-fee671f2130d","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 18.09.23 lift shaft area prep and containment U/S Level 1","Preparation"
"59d113e1-fd15-5710-9c04-030411ae53c9","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 18.09.23 lift shaft area prep and containment U/S Level 1","Preparation","Hold Point Inspections"
"fa1142da-1a4e-52f1-927c-1cf07aeacb70","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 18.09.23 lift shaft area prep and containment U/S Level 1","Preparation","Surface Conditions"
"bef4dcf1-08e8-5af7-a9ee-c5d8db377402","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 18.09.23 lift shaft area prep and containment U/S Level 1","Preparation","Ambient Conditions"
"484c1a80-215a-54cf-ab3a-6ee503d30d2a","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 18.09.23 lift shaft area prep and containment U/S Level 1","Preparation","Surface Preparation"
"3bc99781-b773-5a03-aadb-6092b7a912ed","","checkpoint-group","not-applicable","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 18.09.23 lift shaft area prep and containment U/S Level 1","Application"
"dc51e2e5-57e5-5e8b-a506-4f9346328dcb","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 18.09.23 lift shaft area prep and containment U/S Level 1","Application","Ambient Conditions"
"7db0d64c-87e7-517d-a3f7-663eb3cfe1e5","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 18.09.23 lift shaft area prep and containment U/S Level 1","Application","Coat"
"2841e323-c417-4178-97ec-e25e683e19dc","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 21.09.23 lift shaft area spray fx9500 U/S Level 1"
"ffdc4e9c-81f9-5a35-837b-64c57f6f3b14","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 21.09.23 lift shaft area spray fx9500 U/S Level 1","Preparation"
"29c896b5-756f-55cd-9c8a-82243cd4dfb5","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 21.09.23 lift shaft area spray fx9500 U/S Level 1","Preparation","Hold Point Inspections"
"afe82cc0-038e-52e8-ad8c-ed8389940f75","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 21.09.23 lift shaft area spray fx9500 U/S Level 1","Preparation","Surface Conditions"
"a4757009-12b3-52c4-bd40-97eb05bf1541","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 21.09.23 lift shaft area spray fx9500 U/S Level 1","Preparation","Ambient Conditions"
"aca818dc-043c-5938-856f-99ce608c9269","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 21.09.23 lift shaft area spray fx9500 U/S Level 1","Preparation","Surface Preparation"
"147f5de3-e1e9-596f-8a70-6dc8d97c52cd","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 21.09.23 lift shaft area spray fx9500 U/S Level 1","Application"
"4ae76e3f-8016-5e95-bcd7-83b700b17d4b","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 21.09.23 lift shaft area spray fx9500 U/S Level 1","Application","Ambient Conditions"
"081e3bfa-f008-59d3-b57e-79a9e41ee4ae","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 21.09.23 lift shaft area spray fx9500 U/S Level 1","Application","Coat"
"c6cf15de-3f63-4e19-b2f8-92f7469f222b","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 20.09.23 liftshaft area spray 170-120 U/S Level 1"
"aa172179-7b87-5aed-a034-e66885b25f38","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 20.09.23 liftshaft area spray 170-120 U/S Level 1","Preparation"
"cd491178-9d73-5187-be9a-afadab11141f","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 20.09.23 liftshaft area spray 170-120 U/S Level 1","Preparation","Hold Point Inspections"
"1db255e0-fc4f-5a8c-af7c-4e43f2dc99e7","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 20.09.23 liftshaft area spray 170-120 U/S Level 1","Preparation","Surface Conditions"
"06a98598-822b-5ceb-9605-759902064444","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 20.09.23 liftshaft area spray 170-120 U/S Level 1","Preparation","Ambient Conditions"
"77f45b78-e16b-5b00-83b9-84e8a8901920","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 20.09.23 liftshaft area spray 170-120 U/S Level 1","Preparation","Surface Preparation"
"f34ce7f8-83b7-5af8-b1cd-09a056dc619b","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 20.09.23 liftshaft area spray 170-120 U/S Level 1","Application"
"f87ee0e5-2058-5dac-9791-c0d2a528e822","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 20.09.23 liftshaft area spray 170-120 U/S Level 1","Application","Ambient Conditions"
"683a4ff5-df87-56da-bdf9-9fd53b6ebc0b","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 20.09.23 liftshaft area spray 170-120 U/S Level 1","Application","Coat"
"025daae6-60be-4718-a2a4-d108f89ebad0","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 22.09.23 K-Braces fx9500 U/S Level 1"
"6ce05e4b-9282-5df8-977e-c6623c50ac5a","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 22.09.23 K-Braces fx9500 U/S Level 1","Preparation"
"4033f218-d7f8-5d95-8870-5d43ac5eeb62","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 22.09.23 K-Braces fx9500 U/S Level 1","Preparation","Hold Point Inspections"
"f7ea1805-ac2f-5652-86ce-b31c437f0989","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 22.09.23 K-Braces fx9500 U/S Level 1","Preparation","Surface Conditions"
"82ffaf98-78da-5ebe-aaef-320eef1fbdf5","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 22.09.23 K-Braces fx9500 U/S Level 1","Preparation","Ambient Conditions"
"d5dd2396-daf7-50fd-b59f-306c451aa3be","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Daily QC Checklist","Daily Checklist: 22.09.23 K-Braces fx9500 U/S Level 1","Preparation","Surface Preparation"
