"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f4489126-c007-449f-b2d1-624f8607c670","","work-in-progress","","folder","TRUE","FALSE","Project QA"
"ff472b26-ef26-44a3-af4f-60e018da5a1f","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 1"
"d0d0c5ff-ac78-42ed-940e-2828c189ec4b","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 1","Earthworks"
"5b054ccd-6ac1-4160-8736-73f03d68b32a","","work-in-progress","ITP - Earthworks Cut 01 Rev 1","checklist","FALSE","FALSE","Project QA","Zone 1","Earthworks","Z01-EWK-ITP - Earthworks Cut 01-LOT-001"
"9121d723-6474-4bc2-892e-d009af751b20","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 1","Drainage"
"edc2cc72-dbda-407c-bc67-4f0207770462","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 1","Pavements"
"542779c3-f311-4ddd-9c4b-f83a42828c0c","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2"
"f9c84f9e-b386-4add-a532-8158795fca2f","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2","Earthworks"
"f8843fa4-3ee8-470e-aa60-56b6beddaacb","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2","Drainage"
"cd1c5d7c-84ee-4b19-94f6-aa1bf95daa74","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2","Pavements"
"d4ccb6a1-bfa1-4dc6-a506-b5b89cb15361","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 3"
"294ea4fd-85c5-4f9e-b5cb-ea5cb211eb0c","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 3","Earthworks"
"154b0e3a-9afc-44b6-b480-4b01baea46d1","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 3","Earthworks","Fill 12 Temporary Stream Diversions"
"c5201d16-1447-47c9-b659-b9e279f51766","","not-started","205c9417a3fec67342b027af7f41e5c83e87edefa1d7a8bdcf80940911bde319","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 5.0 Post construction-LOT-001 - TUN-TH-Post Construction"
"73ea3722-06ab-4130-b36e-692b4a4386c7","","not-started","ITP - Excavation and Support - 4.0 Construction (Top Heading) Rev 2","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-136"
"b616a0ea-82ee-492a-961e-f6388dcef892","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Tunnel","Bottom Bench"
"35d46a9d-e820-46c8-906b-0a0a2ebb1f5e","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Tunnel","South Portal"
"045eaa2a-60b7-413d-a545-36fe8c7ac59c","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Tunnel","North Portal"
"bd484ac5-90e7-4cc6-9c63-47e62eb4f29a","","not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Instrumentation and Monitoring"
"f607c442-f316-44dc-a5c3-e56f3e27630b","","not-started","033a2ad779b9c2fe49440c46359ef8a234d636808b1512c4869e2560e841408c","checklist","FALSE","FALSE","Project QA","Zone 4","Instrumentation and Monitoring","ITP-009 - Geotechnical Equipment Installation Rev 2"
"e1ac383b-e76a-4ce7-b23f-4342c7428e02","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 5"
"c1915283-c90f-49a7-96fd-78b41c338254","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 5","Earthworks"
"5966f04d-280d-47f0-a70b-3301f6fb8628","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 5","Earthworks","Fill 13"
"dbe19a72-f63f-4d1f-91e4-82058e41d156","","work-in-progress","SYS - ITP-013– Earthworks Fill","checklist","FALSE","FALSE","Project QA","Zone 5","Earthworks","Fill 13","ITP-013– Earthworks Fill"
"b6ab8aef-6339-44eb-9bb2-a14792cecd6a","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 5","Earthworks","Cut 13"
"ab434af9-7eca-4e51-a248-c39a29006e72","","work-in-progress","SYS - ITP 004 Earthworks Cut","checklist","FALSE","FALSE","Project QA","Zone 5","Earthworks","Cut 13","ITP 004 Earthworks Cut"
"179a6700-476a-4016-9b39-f0356439f040","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 5","Earthworks","Access Track and Stream Diversion"
"7e470c72-886b-42d7-bdd0-425524be69c8","","work-in-progress","SYS - ITP 006 - Drainage - Access Track and Stream Diversion PKS Installation","checklist","FALSE","FALSE","Project QA","Zone 5","Earthworks","Access Track and Stream Diversion","ITP 006 - Drainage - Access Track and Stream Diversion PKS Installation"
"58b4679f-b90a-4023-8b84-8addf993c304","","work-in-progress","SYS - Access Track and Stream Diversion Subsoil ITP","checklist","FALSE","FALSE","Project QA","Zone 5","Earthworks","Access Track and Stream Diversion","Access Track and Stream Diversion Subsoil ITP"
"b865c080-2d91-4bdd-a588-a0e8bc76cf7b","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 5","Earthworks","Cut 12"
"6ac4079c-5d51-4d2c-bdb9-ccd189b06062","","work-in-progress","ITP - Earthworks Cut 12 Rev 1","checklist","FALSE","FALSE","Project QA","Zone 5","Earthworks","Cut 12","ITP - Earthworks Cut 12 Rev 1"
"59e3defc-cfdc-414a-872f-c056ce886107","","not-started","","folder","TRUE","FALSE","Project QA","Zone 5","Drainage"
"abd411bf-1360-41dd-897a-ad91d85234f6","","not-started","SYS - ITP 006 - Drainage - Access Track and Stream Diversion PKS Installation","checklist","FALSE","FALSE","Project QA","Zone 5","Drainage","ITP 006 Temporary Culverts Installation"
"a59bd18b-43cf-4fb3-9e49-108b4d076127","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 5","Pavements"
"0988dbc9-e571-41aa-9c89-3333bca64338","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 6"
"58118ed7-67c2-497e-a07d-6321c75c1c8f","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Earthworks"
"2069f6de-c5af-4034-beed-9c46f116783e","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Drainage"
"7951e75c-7a01-453c-a11d-fc253a12c952","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Pavements"
"a1cde326-3b6e-40d7-ae7d-acd9b2247447","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 6","Structures"
"00153e7c-292c-4a9b-afaa-e70600e2ff8d","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure"
"5e31daac-318f-4950-81d5-45f97384045d","","not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment A"
"84355dc6-a409-4324-a9c8-db10d547687c","","not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment A","Ground Anchors"
"e0d937db-44c7-48a3-a3a2-175bba9bea78","","not-started","ITP - Ground Anchors & Micro Piles Rev 1","checklist","FALSE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment A","Ground Anchors","Z06-STR-ITP - Ground Anchors & Micro Piles-LOT-002"
"e5f9e0da-37e9-4fe4-91c2-34d9b3d26101","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment A","Abutment Beam"
"76129bcc-93d1-4f84-b899-70489ce81faf","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment A","Abutment headwall"
"df9d5ffa-b22a-4128-b502-ed54e8d08a3c","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment A","Settlement Slab"
"80071d08-1848-4de3-9289-cc126eef020e","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment A","Side Walls"
"54e91586-07e1-4834-9791-1c81d61cb49f","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment A","Bearings"
"5af8e0c7-0bb4-44bc-a8a7-164969903dec","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment A","Wing Walls "
"a5b4a293-4081-4076-8db7-04f95509e768","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment B"
"d4a2ebf3-6193-4d4d-b28b-25547d8b2146","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment B","Ground Anchors & Micro piles"
"951368cb-b762-4914-916a-8c762b37b93b","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment B","Ground Anchors & Micro piles","01 - Ground Anchors & Micropiles"
"7521def2-5aa7-4b50-9c00-4d9e111f456e","","work-in-progress","ITP - Ground Anchors & Micro Piles Rev 1","checklist","FALSE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment B","Ground Anchors & Micro piles","01 - Ground Anchors & Micropiles","Z06-STR-ITP - Ground Anchors & Micro Piles-LOT-003 - 01"
"d205f9a1-595f-407d-b5d8-289ef3e6b656","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment B","Abutment Beam"
"cffbdf4b-d612-44bf-b4b8-4f4c44d0cb6d","","work-in-progress","ITP - Structures Insitu Concrete Rev 1","checklist","FALSE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment B","Abutment Beam","Z06-STR-ITP - Structures Insitu Concrete-LOT-001"
"5fa5ae0e-812d-49b0-8705-d89aca1e8f0d","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment B","Abutment headwall"
"02f55e2f-148f-4e2e-a7da-a4b3bd3973d9","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment B","Settlement Slab"
"862635e1-beaa-4e83-b592-70b3335778cb","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment B","Side Walls"
"d4b93431-bb6b-4cc3-bbc0-5d9870a84f79","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment B","Wing Walls"
"8e27243a-4a76-495a-92e4-e9e9539ba1fd","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Abutment B","Bearings"
"fc5003da-60c3-499b-b037-5831cc4bcfd8","","not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Pier 1"
"5de8c785-8ee4-4543-9970-cdaf54146e3c","","not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Pier 1","Micro Piles"
"32cc0a25-ae43-4ac5-bf4d-65e6bfa55af5","","not-started","ITP - Ground Anchors & Micro Piles Rev 1","checklist","FALSE","FALSE","Project QA","Zone 6","Structures","Substructure","Pier 1","Micro Piles","Z06-STR-ITP - Ground Anchors & Micro Piles-LOT-004"
"ff9f0da1-c06a-4a22-81a8-18e2386599a3","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Pier 1","Pier Foundations East"
"499670e7-e87f-4cc7-b64c-5ef6e7ee8670","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Pier 1","Pier Foundations West"
"c58c6a30-72f7-45ee-ac14-db9b40aa7f8e","","not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Pier 2"
"bab685da-644e-46a2-8c21-fb03da2c0302","","not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Pier 2","Micro Piles"
"4c30e1bc-fb5f-4e56-96d4-93a525078d93","","not-started","ITP - Ground Anchors & Micro Piles Rev 1","checklist","FALSE","FALSE","Project QA","Zone 6","Structures","Substructure","Pier 2","Micro Piles","Z06-STR-ITP - Ground Anchors & Micro Piles-LOT-005"
"7b0c3213-831e-41cb-949e-24d1f5bba4aa","","not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Pier 2","Pier Foundations East"
"60d50f26-6a22-4079-86d7-9b3425581494","","not-started","ITP - Structures Insitu Concrete Rev 1","checklist","FALSE","FALSE","Project QA","Zone 6","Structures","Substructure","Pier 2","Pier Foundations East","Z06-STR-ITP - Structures Insitu Concrete-LOT-002"
"7a7c7491-d7ff-40ea-8500-59fc7c4a1989","","not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Substructure","Pier 2","Pile Foundations West"
"71e7514f-501c-4ee1-9c6b-3c709c78ebf4","","not-started","ITP - Structures Insitu Concrete Rev 1","checklist","FALSE","FALSE","Project QA","Zone 6","Structures","Substructure","Pier 2","Pile Foundations West","Z06-STR-ITP - Structures Insitu Concrete-LOT-003"
"55de1421-545d-4653-81d1-f477b3b18c14","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure"
"7f35843f-bad5-4dff-9cc8-08742caf0630","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Steel Erection"
"236276bd-e574-4bb1-aeff-a9458ff8d3a6","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Steel Erection","Steelwork Fabrication"
"8cc1ee48-4ea5-4794-946e-b3b9e606a884","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Steel Erection","Steelwork Erection"
"60f9b61e-fb50-40f7-9eeb-5689a46cffb6","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Steel Erection","Steel Erection Pier 1"
"29951360-4f7c-4fd0-bd3f-426b72afe6a9","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Steel Erection","Steel Erection Pier 2"
"c2f63068-0662-423c-97ae-bfc897ef72fb","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Steel Erection","Steel Erection Main Girder East"
"2663475d-0620-4647-81e8-db596744623e","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Steel Erection","Steel Erection Main Girder West"
"572f698b-6ba7-4fda-a2e2-9c2b8ea1fec6","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Steel Erection","Drainage & Utilities"
"a56a1416-0c4a-4a4a-b94c-c85dca5866c5","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Deck Construction"
"a2b4e7cf-5362-451a-8bdb-46c3ec280db3","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Deck Construction","Precast Panel Supply"
"664a8a24-5ab2-45ac-bd3a-406d7ff6d232","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Deck Construction","Precast Panel Placing"
"eed3a492-302a-442d-895d-17ad69c2efcc","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Deck Construction","Concrete Bridge Deck Pour 1 "
"38d7352b-374a-41d0-a4d7-a4f4e658441d","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Deck Construction","Concrete Bridge Deck Pour 2"
"86286b54-5784-44eb-bb1d-a6ba66b7b7f2","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Deck Construction","Concrete Bridge Deck Pour 3 "
"01f1c2c9-1192-4c82-933b-836e8da18695","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Deck Construction","Concrete Bridge Deck Pour 4 "
"0f8186ce-10f5-45e5-b836-63d2f0c80ebe","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Deck Construction","Concrete Bridge Deck Pour 5 "
"5b9502a2-2841-4435-a613-2945d68d3a10","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Deck Construction","Expansion Joints"
"b35298cf-4be2-4335-8328-1e23fd796675","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Barriers"
"ea634c11-e2d1-4e4c-abe1-7b8f4d1f0f15","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Barriers","Precast Barriers Supply"
"4235dab3-7f0e-4e6a-8353-5fb7cce1810f","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Barriers","Precast Barriers Placing"
"eec1b936-b39b-4cc3-a5ab-76c839de8ac1","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Barriers","Installing Barriers (Stich Pours)"
"69df0294-6ecc-436e-bfad-2539016a874d","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Barriers","Fabrication Texas Rail"
"ca67c991-7ced-4618-8219-39efd01b5ac6","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Barriers","Installation Texas Rail"
"efba4e2b-26b3-4b93-9d18-edf35029c639","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Structures","Superstructure","Barriers","28. Anti Graffiti Application"
"aee516da-5970-4e43-b0d2-5c10ed2b24f8","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7"
"810fcbc2-39af-4746-a715-467f0321ca71","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Earthworks"
"a474b669-ad82-4a70-8ebe-8309426e3eb1","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Earthworks","Fill 15 & 16"
"d4a3800d-f0cd-4261-acbe-564ebd1ae66b","","work-in-progress","SYS - ITP - 011 - Fill 15 & 16","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Fill 15 & 16","ITP - 011 - Fill 15 & 16"
"d8560fb6-718d-47cc-b0a0-842d924937d8","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Earthworks","Cut 15"
"9a6169ce-cd3b-4903-8455-c79656bb2535","","work-in-progress","SYS - ITP 004 Earthworks Cut","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Cut 15","ITP 004 Earthworks Cut - Cut 15"
"44fcddfb-ea06-4400-aaa6-e835444366a2","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Earthworks","Fill 14"
"7c951960-205d-42e4-b7b6-ab46187d6598","","work-in-progress","ITP-014 - Fill 14 Rev 3","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Fill 14","ITP-014 - Fill 14 Rev 3"
"86616f56-5852-4de8-bacb-ba8e53f07390","","pass","ITP - Fill 14 Bored Piles","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Fill 14","ITP - Fill 14 Bored Piles"
"fb18db24-4355-4c02-ba07-dacd3189132b","","pass","","folder","TRUE","FALSE","Project QA","Zone 7","Earthworks","Cut 15 Slip"
"b6536fc5-d9e6-4987-b357-a052f0165d99","","pass","ITP-007 - Palisade Wall","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Cut 15 Slip","ITP-007 – Palisade Wall"
"cb797929-7e60-4f03-867a-f6174c0fa36f","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Earthworks","Cut 14"
"b0912868-52d5-40ac-96e1-cb28ee14fb50","","work-in-progress","ITP - Earthworks Cut 14 Rev 1","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Cut 14","ITP - Earthworks Cut 14 Rev 1"
"12ab1466-fe36-49b0-a339-bf89c86378f7","","work-in-progress","ITP - MSE Wall 4 Rev 1","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Cut 14","Z07-EWK-ITP - MSE Wall 4-LOT-001 - MSE Wall 4"
"befec4ae-b611-4fb0-b068-c4e65dd67c90","","not-started","ITP - Earthworks Cut 14 Rev 1","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Cut 14","Z07-EWK-ITP - Earthworks Cut 14-LOT-002"
"a6fda626-fb64-4b06-ab82-b26b3f13ff1f","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Drainage"
"bc62d1ad-3c30-4cba-82c3-7341f6760d86","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Drainage","Culvert 17"
"c4336450-f0de-4b1a-b576-d53d3a7c06f1","","work-in-progress","SYS - ITP - 012 - Concrete Culvert","checklist","FALSE","FALSE","Project QA","Zone 7","Drainage","Culvert 17","ITP - 012 - Concrete Culvert"
"af522a46-3e4a-42ed-acd2-5fc167bc1b30","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Instrumentation and Monitoring"
"b0adaa57-4abe-448e-b162-aeae3d6de209","","pass","SYS - ITP - 009 - Geotechnical Equipment Installation Cut 15, Fill 15 & 16.","checklist","FALSE","FALSE","Project QA","Zone 7","Instrumentation and Monitoring","ITP - 009 - Geotechnical Equipment Installation Cut 15, Fill 15 & 16."
"4e008130-07ba-4d2f-b681-08931094a7d3","","work-in-progress","ITP-009 - Geotechnical Equipment Installation Rev 2","checklist","FALSE","FALSE","Project QA","Zone 7","Instrumentation and Monitoring","ITP-009 - Geotechnical Equipment Installation Fill 14 and Cut 14"
"9edd6581-5c1f-44db-b5b7-ec393e76c8a3","","not-started","","folder","TRUE","FALSE","Project QA","Zone 8"
"fbb78292-3d76-406f-902b-15f3b91b2ada","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 8","Earthworks"
"a6b44ce4-23f5-417c-aa0f-2ebeb077b925","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 8","Drainage"
"1f519a1d-cd6e-4e51-be11-9b206af1f461","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 8","Pavements"
"e39acc58-9767-4dc6-8317-3beafdc1676b","","not-started","","folder","TRUE","FALSE","Project QA","Zone 8","Instrumentation and Monitoring"
"decee8d6-cac1-4a7c-9334-4113d7af6e37","","not-started","033a2ad779b9c2fe49440c46359ef8a234d636808b1512c4869e2560e841408c","checklist","FALSE","FALSE","Project QA","Zone 8","Instrumentation and Monitoring","ITP - 009 - Geotechnical Equipment Installation"
"2b9de697-4de8-4e7a-a66d-f89f5d494acb","","not-started","","folder","TRUE","FALSE","Project QA","Zone 9"
"48a60a8d-8718-4e4a-851a-02ded41322d4","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 9","Earthworks"
"ad9eafbd-1842-43d8-92a5-9daa291e4137","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 9","Drainage"
"daf71c3a-92c6-4a38-9bd0-fdd5207d01be","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 9","Pavements"
"2c5b3319-9a86-4c59-84ee-fbade5cf58cd","","not-started","","folder","TRUE","FALSE","Project QA","Zone 9","Instrumentation and Monitoring"
"e158151f-c2ac-4c99-bee7-6e4f56b40a71","","not-started","033a2ad779b9c2fe49440c46359ef8a234d636808b1512c4869e2560e841408c","checklist","FALSE","FALSE","Project QA","Zone 9","Instrumentation and Monitoring","ITP - 009 - Geotechnical Equipment Installation"
"593a5844-cfdf-4f37-965a-175cc94669ab","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 10"
"ff850966-62dd-433a-91fb-fd6c8b49152e","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 10","Earthworks"
"145d331b-ee8a-4cd4-b3ed-05c8cbd7d369","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 10","Drainage"
"eae901d2-53ea-4f0e-befc-32a3b6e23127","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 10","Pavements"
"54bd984a-4029-4922-ba29-c1ce5208e0b3","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 10","Planting"
"4f6a0db7-ebd1-45e6-8259-33c15600e06e","","not-started","","folder","TRUE","FALSE","Project QA","Project Wide"
"942adaf7-af84-4e03-af9e-89d244528251","","not-started","","folder","TRUE","FALSE","Project QA","Project Wide","Landscape"
"bb0cf165-accc-4c50-8186-7f92ab345f23","","not-started","ITP - Site Preparation and 2023 Planting Season Rev 3","checklist","FALSE","FALSE","Project QA","Project Wide","Landscape","ITP - Site Preparation and 2023 Planting Season Rev 3"
"158f5d82-33d1-4f68-87f8-0c19d1c65c65","","no-status-not-started","","folder","TRUE","FALSE","Project QA","SP_0"
"f221225f-9b9b-4afb-bd18-9f1b0acea3ee","","no-status-not-started","","folder","TRUE","FALSE","Project QA","SP_1"
"1af646df-af79-4ce9-9114-f3dad4633d97","","no-status-not-started","","folder","TRUE","FALSE","Project QA","SP_2"
