"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f54d08c9-d36a-4117-90a5-cbf9b16de40e","","pass","","folder","TRUE","FALSE","Manufacture QA"
"5a9b7da0-8160-4248-9ce4-7fa13130709a","","pass","","folder","TRUE","FALSE","Manufacture QA","BB.1"
"65665fac-0833-48d4-b845-7826b345053b","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-16","Post-pour Checklist"
"53cd577e-8b68-4b2e-bc70-a88edf75bc22","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-17"
"f71b93a9-1793-47aa-8f16-ca001396c362","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-17","Pre-Pour Checklist 1"
"bd7f0908-bc1a-4b64-a224-6cb3b6bb979e","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-17","The DECA Inspector sign off"
"441b576e-8381-4615-927d-82d6c6ab6153","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-17","Concrete Delivery Checklist"
"62c64116-202c-4150-b860-32f307023b12","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-17","Post-pour Checklist"
"60334dd1-2ffa-4ffb-b590-7f6642ad63fe","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-18"
"0edc472d-3559-4e08-82af-3d9230f76da4","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-18","Pre-Pour Checklist 1"
"5216ce57-1068-4e73-b994-d34bc16f6a38","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-18","The DECA Inspector sign off"
"006e0e44-1db8-4bcb-9ca6-524c97e654c0","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-18","Concrete Delivery Checklist"
"c39c7c00-3554-494e-9067-1aa273c9ce08","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-18","Post-pour Checklist"
"a87ef6fa-4ccb-4492-bb36-3bbe18cca824","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-19"
"d4a5a7d9-96a8-4d21-8f48-1603166d3da1","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-19","Pre-Pour Checklist 1"
"02b9458c-b585-4d16-9589-802e909b458a","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-19","The DECA Inspector sign off"
"eb598356-2def-4c5f-b3f3-59835789974c","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-19","Concrete Delivery Checklist"
"ca3f4a7d-6197-4b5f-8369-e8dcb18fc896","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-19","Post-pour Checklist"
"a395a202-5f2a-41a1-a310-f39539fbcc33","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-20"
"203ac1cc-376d-4189-9ff9-ddcaf1754552","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-20","Pre-Pour Checklist 1"
"f5cbcc21-5d97-4e4c-97e6-373bdef1fa4e","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-20","The DECA Inspector sign off"
"e7810816-70de-4316-9ae5-837ab29bd6d1","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-20","Concrete Delivery Checklist"
"eb5901db-9695-4488-bb97-cb87fe3bf322","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-20","Post-pour Checklist"
"716dc0ae-317d-4751-9c14-8686edbef349","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-1"
"ce4e2364-f145-4fe3-85d3-6cf0dc4790ac","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-1","Pre-Pour Checklist 1"
"28d93a27-71d0-41c0-b44e-00ec842cd06f","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-1","The DECA Inspector sign off"
"962afa47-1d07-4469-88f4-6d1ab2ee555b","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-1","Concrete Delivery Checklist"
"00b843e5-9f2f-4589-a7c9-fc85c2c7c2d1","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-1","Post-pour Checklist"
"e9de2ee9-0fcd-415b-85a8-30351a8ed077","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-2"
"b3da0288-a84e-471c-8adc-a0a15c3c93e2","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-2","Pre-Pour Checklist 1"
"d6391de5-5373-44b5-adbc-0b53fee9d8ba","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-2","The DECA Inspector sign off"
"8ce5a012-df5e-433b-9b23-adb52b026be5","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-2","Concrete Delivery Checklist"
"8faa2e33-1096-45e9-99cf-be4fe4be99d1","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-2","Post-pour Checklist"
"d231c2d6-3ac2-42d5-8340-2f3a99d7c8a2","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-3"
"821b1d77-8f85-47b0-9cd0-c5194059e94e","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-3","Pre-Pour Checklist 1"
"37c37bff-757b-401a-bcb8-10a2db28541f","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-3","The DECA Inspector sign off"
"2437918d-538d-44a7-986e-2e0f37e52454","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-3","Concrete Delivery Checklist"
"c03d5730-fd65-457d-8500-2a1975c743c0","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-3","Post-pour Checklist"
"37d4b8b3-9bd4-4e1d-a518-cda3a61b557a","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-4"
"773a47ad-58e5-4583-aa4d-36320fec90ec","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-4","Pre-Pour Checklist 1"
"5809ffc3-ec33-4177-b66a-aac033230f71","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-4","The DECA Inspector sign off"
"cf045f9c-dbc2-42f5-80fa-17927959c6e7","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-4","Concrete Delivery Checklist"
"a3931eab-31fa-46c2-a3f3-a1cb4053be59","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-4","Post-pour Checklist"
"c07942dc-001f-483c-a79c-36119eb0b3da","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-5"
"751adf24-6b4b-4e82-8e47-b1469a4384d2","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-5","Pre-Pour Checklist 1"
"a66e70bd-1ced-458e-9df8-96a28a720995","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-5","The DECA Inspector sign off"
"a695544e-54ed-4f5e-b1c3-e1027db6cd2d","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-5","Concrete Delivery Checklist"
"39b84598-d7db-4f16-b093-0f63c64deb99","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-5","Post-pour Checklist"
"0d7357ba-abf3-4f61-923c-a68142813831","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-6"
"64e83e8e-5f25-41a9-abac-dd2db8ed10a0","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-6","Pre-Pour Checklist 1"
"ab5a6d90-6c5b-4860-96cb-fde7c687e2dc","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-6","The DECA Inspector sign off"
"f9877f71-c88f-4834-94bf-fe9e86af4a7e","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-6","Concrete Delivery Checklist"
"9abf64ef-44ec-42bf-bfe4-5ebfe406f7d0","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-6","Post-pour Checklist"
"c69e2659-f431-488a-9cfc-7e238ba01ae3","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-7"
"f316f9ad-6a81-451b-bfe3-3dfcb6a68667","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-7","Pre-Pour Checklist 1"
"f47fb970-f095-41aa-aeae-0c301e5f22cf","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-7","The DECA Inspector sign off"
"f4e7dd3b-acf8-48a8-a63a-a34ed413306d","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-7","Concrete Delivery Checklist"
"c308cd7a-7519-452c-904a-8df7fb8bcf7b","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-7","Post-pour Checklist"
"9e960349-1bf1-4921-8659-e7c24fa6d794","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-8"
"188c79f3-75aa-4103-a11a-6ae67cf12572","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-8","Pre-Pour Checklist 1"
"4c32726c-b710-4855-b350-da2d1a270eae","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-8","The DECA Inspector sign off"
"fc70c14a-e2b4-40ce-8beb-de3cc125a822","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-8","Concrete Delivery Checklist"
"2967e17e-c200-4a77-87af-09b88bffca7b","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-8","Post-pour Checklist"
"bcfd9a26-d245-4409-8a48-2ba393335e29","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-9"
"5c50f59e-34ea-469e-a46e-ad2188e9e4ac","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-9","Pre-Pour Checklist 1"
"e1eb1f26-2bf2-444e-9419-8edad09bdc1b","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-9","The DECA Inspector sign off"
"6613cf60-4dc1-49b1-8d2f-159a9cce7199","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-9","Concrete Delivery Checklist"
"7d48004e-1712-49da-902b-980aecacf15f","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-9","Post-pour Checklist"
"59b47bea-d8d8-476a-8286-174a3e690e29","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-10"
"b12e3a09-2b19-4eb9-a6f5-318840bae363","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-10","Pre-Pour Checklist 1"
"7be3026a-de81-4b98-98a8-42383c6f8811","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-10","The DECA Inspector sign off"
"a4bd7599-df49-417f-b389-8088c53cd7d3","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-10","Concrete Delivery Checklist"
"084347bb-02f2-4fd2-a042-9e4aebe2d7f4","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-10","Post-pour Checklist"
"404fe6de-147a-447e-bf85-d23ed9b48ee7","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-11"
"e8cf1614-1ba9-4600-a0be-1ba221dc62a7","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-11","Pre-Pour Checklist 1"
"4e1fcfb9-6895-49fc-b940-c0d9c630e571","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-11","The DECA Inspector sign off"
"0dc6a977-e7a8-4a3d-b6e3-82201070d262","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-11","Concrete Delivery Checklist"
"ce2b3b0f-69c6-43ca-a678-088a5f01a366","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-11","Post-pour Checklist"
"66385720-9d1f-4fe5-ba8c-6f1ed3ae28ca","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-12"
"3875bae7-5dd8-4fb0-89bf-90abb599c04c","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-12","Pre-Pour Checklist 1"
"2867c1cc-8546-4110-a5a8-ce88bc590dc7","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-12","The DECA Inspector sign off"
"22043d26-e8d6-4c37-9008-f3b67ab710cc","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-12","Concrete Delivery Checklist"
"b9bc43d9-01ca-42b1-958d-f4cea31a33e7","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-12","Post-pour Checklist"
"ccd73b1a-ae7e-4ac0-95b0-571244c49dea","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-13"
"c4e4b4fb-b156-4285-9d61-a6cf567dd379","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-13","Pre-Pour Checklist 1"
"fa179215-8c80-43b4-a25d-fba91070bd61","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-13","The DECA Inspector sign off"
"a85d2b1d-3616-4059-82e2-a53e24fbbbee","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-13","Concrete Delivery Checklist"
"891cee47-95d0-4f91-a4e8-8f793447f0f5","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-13","Post-pour Checklist"
"3fe1f1d0-24be-41b1-9467-27a69dbcd808","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-14"
"64a3462e-b0e9-4804-9c1c-5e4391b6c108","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-14","Pre-Pour Checklist 1"
"0758133b-9a42-4273-948e-09a58fb0e346","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-14","The DECA Inspector sign off"
"3e55539e-fab8-4417-b46c-3ce3cbd7165a","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-14","Concrete Delivery Checklist"
"21b35cf9-3d28-4a71-b995-94a676186617","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-14","Post-pour Checklist"
"e414a3f4-83f2-4652-9436-f12979be822b","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-15"
"047da148-e3e4-447a-83b5-77fdb2887195","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-15","Pre-Pour Checklist 1"
"fa34c8a9-4b95-418e-9b78-455b088fced5","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-15","The DECA Inspector sign off"
"092fc042-4f28-4bb7-88d4-059a71b2f486","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-15","Concrete Delivery Checklist"
"dfbb553e-4bb3-4d4d-a55f-d51c3ef7472a","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-15","Post-pour Checklist"
"f53272f3-5e66-47ce-9c0e-7be1ccab49a8","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-16"
"522bbeab-4143-45e8-beee-3033013b61a7","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-16","Pre-Pour Checklist 1"
"4590394d-38b5-4a65-ae58-79650cca1657","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-16","The DECA Inspector sign off"
"660b9942-bcdf-483b-ac19-98de347525a4","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-16","Concrete Delivery Checklist"
"db4508a7-6641-4c25-a05a-bee8bd87d5bd","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-16","Post-pour Checklist"
"495740fb-2cdd-407e-a8e5-adb4342ebbbe","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-17"
"3a2cbe56-a703-4e11-866b-354013644417","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-17","Pre-Pour Checklist 1"
"c8fbbfcd-2919-416b-9a58-a7a687708ce4","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-17","The DECA Inspector sign off"
"22632573-c2b2-40cc-9f99-3b4c2df1c313","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-17","Concrete Delivery Checklist"
"d8c30093-86fc-40d6-bafd-6ce4a458a61a","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-17","Post-pour Checklist"
"919368d8-1239-4d0f-90bd-eb022613f687","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-18"
"1b675339-ac78-405e-a7dd-1501c3f6ed8f","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-18","Pre-Pour Checklist 1"
"03698e5b-7a05-4bf9-9e99-74237a4627d0","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-18","The DECA Inspector sign off"
"a6b014e5-a1ea-437e-a5f0-942691e58306","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-18","Concrete Delivery Checklist"
"6f72fbfa-2fd3-495c-ab43-f86f5e5b7ec6","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-18","Post-pour Checklist"
"5ff69494-7ff0-4050-9542-2070a13d7127","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-19"
"e7100175-72ea-4144-aa83-703f8f34d8b6","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-19","Pre-Pour Checklist 1"
"ee4afd6b-0c0d-414e-bcba-60a27f2b3d8c","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-19","The DECA Inspector sign off"
"ebac426c-af51-4d7c-a3c6-9b5e5a4cdcc9","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-19","Concrete Delivery Checklist"
"8a09cc1e-41fa-485d-bb0c-f62cf3fd7ba4","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-19","Post-pour Checklist"
"e36361c3-5eb7-40fa-903d-216d72a45015","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-20"
"62c5bab7-fc31-48a1-b2f4-a48beef754fe","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-20","Pre-Pour Checklist 1"
"0933dc1d-7278-4802-9c4c-c6d50ea87c37","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-20","The DECA Inspector sign off"
"6da19c82-4ca3-4be9-8d87-507f3507f83c","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-20","Concrete Delivery Checklist"
"47adec4f-59a1-4edf-a929-e3da433b4fda","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-20","Post-pour Checklist"
"29ad9617-ce02-4906-a00e-07149be3e536","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-21"
"812db378-ade8-4885-97ae-20bdb48a836c","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-21","Pre-Pour Checklist 1"
"336d0936-0d60-40e8-b96b-46eddc2ba33e","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-21","The DECA Inspector sign off"
"e7c0c181-5352-491b-bb90-631a19c47804","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-21","Concrete Delivery Checklist"
"5c45be50-1694-47f0-909a-6a21c009e035","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-21","Post-pour Checklist"
"3bac9248-0f86-4f93-b80b-a132ed5655a2","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-22"
"7ae96a4c-cb82-4027-bff2-6d28f3f0e921","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-22","Pre-Pour Checklist 1"
"2bd86fec-971f-41c4-a408-8b2bd58b7a12","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-22","The DECA Inspector sign off"
"379a56c6-504a-44a8-bd22-970675ddba7f","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-22","Concrete Delivery Checklist"
"6bd28796-ea26-41a2-b610-19969bedcf38","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-22","Post-pour Checklist"
"2f38cbc5-d5ae-409d-be6b-c42800e5acb6","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-23"
"e594d043-fa3e-47ee-b767-70e6c39b8923","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-23","Pre-Pour Checklist 1"
"56b5b58c-6a2f-4f38-91fe-aaa1de5483ae","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-23","The DECA Inspector sign off"
"3897bdfc-bc09-411c-9638-81be09af1605","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-23","Concrete Delivery Checklist"
"936f0c87-f537-461c-8aae-2951f69f5352","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-23","Post-pour Checklist"
"bfce52e9-0fc0-4fa6-b1d1-02aa85d7ac78","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-24"
"82d0e3d1-9aee-4016-abfc-6715130c1271","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-24","Pre-Pour Checklist 1"
"79ff6e8e-00ed-4af3-817c-5c24d5f18225","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-24","The DECA Inspector sign off"
"546ae5c1-80da-4553-a3a7-d91b81a0f1f6","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-24","Concrete Delivery Checklist"
"71ba8ff7-c153-4bbe-9d48-02fcc49b712d","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-24","Post-pour Checklist"
"fdd47435-a135-452a-9ab6-e2c4734b4be0","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-25"
"2a5f4dd5-e86b-4ccc-872e-3f341e2625aa","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-25","Pre-Pour Checklist 1"
"cdaf9392-ed8f-4acc-a369-8a6f6f019a3a","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-25","The DECA Inspector sign off"
"c2a9e0bb-28eb-4e1d-9231-693779cec210","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-25","Concrete Delivery Checklist"
"179c8aa0-0f64-4cbd-aba1-faa0eecd3614","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-25","Post-pour Checklist"
"c462519d-f26b-49ef-ac40-607fdf17fa14","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-26"
"8a83e9f1-29ee-4ba6-bac1-49881092e032","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-26","Pre-Pour Checklist 1"
"a92b8b48-2e72-4e1f-9875-ed3de7e9b014","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-26","The DECA Inspector sign off"
"74627544-3282-4cc4-b9bd-7840eb858d2e","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-26","Concrete Delivery Checklist"
"f8a64176-1521-4223-8147-9e5d799fdbde","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-26","Post-pour Checklist"
"89b505a9-a23d-42bf-87ec-3bbb4b1ebbd7","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-27"
"fc012821-e89c-446c-bc3f-95f43fe24ec2","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-27","Pre-Pour Checklist 1"
"054d8568-c262-4a5e-a55b-8f850edc3608","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-27","The DECA Inspector sign off"
"5dcd3844-8ac2-45bc-a37d-d6a5247823fc","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-27","Concrete Delivery Checklist"
"544c02ad-0e0d-4723-b398-f05e126a0a15","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-27","Post-pour Checklist"
"bd596478-1acd-42ad-bf83-a251e5ef0af0","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-28"
"2b51fd8e-4985-42a8-b78f-89aac06d6581","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-28","Pre-Pour Checklist 1"
"ad08d67f-2719-4d59-9914-c28b1840ecd8","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-28","The DECA Inspector sign off"
