"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a52bebed-a08d-494f-b777-33c66b65a1bd","","fail","","folder","TRUE","FALSE","Site QA"
"fa149cf2-0d3c-4a8d-b021-e7fdf0fa8486","","pass","","folder","TRUE","FALSE","Site QA","Basement"
"5f37cc6f-3967-532b-b6fb-746056421317","","pass","QA - Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Basement","Sewer Stacks / Storm Water Stacks"
"59b2a98e-40e0-50a4-8447-31b68466421a","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Basement","Commissioning"
"c13370b0-c293-4282-bf55-40a16f4cd828","","pass","","folder","TRUE","FALSE","Site QA","Lower Ground"
"848d8aed-79f6-4025-ad4a-e1f4fbf4d56c","","pass","Basement & LG Rough in Checklist","checklist","FALSE","FALSE","Site QA","Lower Ground","Plumbing Rough-In"
"4b190447-4959-58ea-b12e-5d422d58f95a","","pass","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Lower Ground","Fit Off"
"005e7e39-9976-50a8-a59c-36dd3ed57794","","pass","QA - Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Lower Ground","Sewer Stacks / Storm Water Stacks"
"e8808c02-728f-57dc-9b8a-0b3475c8d855","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Lower Ground","Commissioning"
"57b31524-11b0-49e3-ae32-ea15dea3fbf6","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground"
"acacbbf2-06de-4c6b-b8c9-9bc2b4acd1d3","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground","Lobby"
"15c2e1ad-bd92-54b2-9c1f-55c1271dbb45","","pass","QA - Meter Cupboard / Copper Riser","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","Lobby","Meter Cupboard / Copper Riser"
"a4f4a117-0567-473b-b9fb-66bc8206700c","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground","CLG.01"
"6000171a-5287-522f-8ebd-78b84944c05d","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.01","Plumbing Rough-In"
"252e741e-d7af-48a2-a946-3f998cac35fc","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.01","Fit Off"
"ec576bcf-18fa-56d5-9b1e-9da04bd1a000","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.01","Commissioning"
"f536577c-a37d-458c-8e2a-6a4250c3c80f","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground","CLG.02"
"1393f4cc-ca74-50b6-83ea-5c408b8ce9f8","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.02","Plumbing Rough-In"
"8c556f70-b7ea-4b87-8e64-694117dcc444","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.02","Fit Off"
"ca79fbd6-55ff-587d-bedb-5b85b12e16c6","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.02","Commissioning"
"34b464b7-7bf7-4705-8ee8-f25376b0da75","","fail","","folder","TRUE","FALSE","Site QA","Block A"
"5bcfa4da-5337-4f39-be05-e03859a2c434","","fail","","folder","TRUE","FALSE","Site QA","Block A","Ground Floor"
"b9a84ee3-4514-463b-b6c3-a22d58747314","","not-started","","folder","TRUE","FALSE","Site QA","Block A","Ground Floor","Lobby"
"e2c98dfb-9fb7-5090-a292-111078e3d24b","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block B","Level 4","B4.12","Plumbing Rough-In"
"a4cb1fe9-5267-5913-bedd-dded052d8702","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block B","Level 4","B4.12","Fit Off"
"7c04224b-b236-5b96-ac25-993c9e1dc22a","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block B","Level 4","B4.12","Commissioning"
"5429990d-3f07-4f7b-bdae-d97bfc7e79f7","","fail","","folder","TRUE","FALSE","Site QA","Block C"
"b5a8f980-e04d-46ca-ae74-6832c126ea21","","fail","","folder","TRUE","FALSE","Site QA","Block C","Ground Floor"
"87aac4bd-43d3-4ddd-8508-295af78cd294","","pass","","folder","TRUE","FALSE","Site QA","Block C","Ground Floor","Lobby"
"05813b28-2b2e-550b-9f7c-60bb74cac955","","pass","QA - Meter Cupboard / Copper Riser","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","Lobby","Meter Cupboard / Copper Riser"
"15e88c14-e372-4e24-91f0-8a30ccf77239","","fail","","folder","TRUE","FALSE","Site QA","Block C","Ground Floor","CG.13"
"127040e4-ac12-531f-b5ee-8a1450e7dc5c","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.13","Plumbing Rough-In"
"4389a9cc-11e3-5897-a615-0a780c3a4cd6","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.13","Fit Off"
"3813ba2b-4d00-57b9-a8a2-b843b9deb313","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.13","Commissioning"
"ad05fd09-809a-4638-b5d2-82e9bcef0840","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Ground Floor","CG.14"
"d4aa6db2-5ee0-5b05-9743-025ba7b1f6cc","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.14","Plumbing Rough-In"
"7732458b-8eec-54d5-b19b-818ff5b1e944","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.14","Fit Off"
"399ddc11-1edd-5140-82d8-64899cadba4a","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.14","Commissioning"
"d27c8290-1ec7-49a5-ac61-312e4d8a6b56","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Ground Floor","CG.15"
"75e9eb09-baab-591d-81a0-b9b260c9539d","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.15","Plumbing Rough-In"
"bb202586-06bc-507c-aaa9-667e35f56beb","","pass","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.15","Fit Off"
"34dac07b-1c43-5438-8210-fb14054e5869","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.15","Commissioning"
"512d8714-7f36-4cd0-9da0-8c9cb4f327a8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Ground Floor","CG.16"
"9bf39ebc-b6f8-5264-ae04-efe86b27bce8","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.16","Plumbing Rough-In"
"b67b2c17-2ef3-579e-b25d-d01bea48d28c","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.16","Fit Off"
"037d05b0-823b-53db-a5b4-3f91cf4b55fb","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.16","Commissioning"
"cc6717ab-cb5b-40cb-a3aa-db5e71aeed6f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Ground Floor","CG.17"
"ed890857-8ffd-5108-a917-003c5b52d067","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.17","Plumbing Rough-In"
"1f90fa58-dc85-5c9d-9dbb-f8a8e3dfc6e8","","pass","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.17","Fit Off"
"db56b615-d4ca-5f16-af2f-4611f00fe18d","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.17","Commissioning"
"5ab5d2df-68f0-4e39-82d0-4e5b2a6bc595","","fail","","folder","TRUE","FALSE","Site QA","Block C","Ground Floor","CG.18"
"b5d3f22c-49ac-5b8d-9f5f-f49cf61502ea","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.18","Plumbing Rough-In"
"e812ca3e-1dbd-5626-acc6-43a98edb73d4","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.18","Fit Off"
"e0288a1e-ae58-58b1-b62a-c187f892d21a","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.18","Commissioning"
"1899f48b-1675-47ce-8d09-68ba92c2fad5","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Ground Floor","CG.19"
"28db3db4-37a8-555d-aa3e-4c5d51d25726","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.19","Plumbing Rough-In"
"0d61ba10-6ba4-5035-9158-c29c099a852d","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.19","Fit Off"
"a903983c-24f6-5fa0-b67e-9acf9d8ba699","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.19","Commissioning"
"c15f0bec-49e6-47e1-b6be-fc2e8b0295a5","","fail","","folder","TRUE","FALSE","Site QA","Block C","Ground Floor","CG.20"
"7448112f-480e-5c39-bec1-a8557317d0ae","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.20","Plumbing Rough-In"
"7381ba3d-0488-5deb-9011-765085b437f7","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.20","Fit Off"
"f8cb2c35-30ba-5798-8ab4-0a73c0b9d8c6","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Ground Floor","CG.20","Commissioning"
"a9c87bd6-c3c6-42da-944b-9bc4118957da","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 1"
"13397d9e-c297-4468-af96-2fb390b167bc","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 1","C1.13"
"b009e784-88cd-5d36-a6a2-b6e2fee20448","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.13","Plumbing Rough-In"
"94c3b457-f866-5b01-b6f6-ee2894ce9924","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.13","Fit Off"
"32625411-f59f-5853-9b0e-466c6cb0d038","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.13","Commissioning"
"fe42ad0d-b354-4716-b44a-3da912818179","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Level 1","C1.14"
"886312a6-ff63-577a-a369-a1ad3a8ba055","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.14","Plumbing Rough-In"
"cf30d199-4580-5da2-8fa8-4682ebbe0dad","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.14","Fit Off"
"32918bfc-1944-54f9-b278-fb30c43d21d7","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.14","Commissioning"
"98c7d06e-1aaf-4aad-a082-ab8d9013d4b3","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 1","C1.15"
"687b2cb2-6ede-547b-8e62-5cdf35202165","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.15","Plumbing Rough-In"
"bdc96515-f2cd-5b5b-b881-a87e945027dc","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.15","Fit Off"
"6767bb59-6242-5673-b027-23c94e91216c","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.15","Commissioning"
"f688e613-b821-4170-a917-a3fea1b2dad3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Level 1","C1.16"
"c71b1ee4-f08b-5449-aa31-f9c6a651922c","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.16","Plumbing Rough-In"
"c70ec6d6-d9dc-512a-a08d-c9bf0a35157d","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.16","Fit Off"
"0d110dcf-03d3-5a00-aedd-5b4ab84232a4","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.16","Commissioning"
"9be40520-50ce-4e0e-8e5d-ce6381764e43","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 1","C1.17"
"4f6e80c2-cd60-5c03-9e12-ed52a844e88b","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.17","Plumbing Rough-In"
"7552f5ad-36b0-56ac-bd83-2a5b4a03489c","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.17","Fit Off"
"500b3de7-c21b-5076-8178-ba19e3e77da2","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.17","Commissioning"
"65f93341-b220-405d-b0ff-268162c07bc5","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Level 1","C1.18"
"d525af13-82b8-5e45-a7f7-7c26e9902d94","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.18","Plumbing Rough-In"
"bf27977f-763b-5589-a892-e7fafc41a6f7","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.18","Fit Off"
"3696ccca-746c-5cd3-a504-6ab69e7ab82c","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.18","Commissioning"
"67cab707-28f7-400c-8fc6-ece2e6600f8d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Level 1","C1.19"
"d217086f-eb97-5e44-afbd-16bfbf19c891","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.19","Plumbing Rough-In"
"02fd64c5-2c5f-5b7b-bfed-dca997aa1a9e","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.19","Fit Off"
"5e1f345b-adb0-5b6f-a047-ab4b68ceacac","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.19","Commissioning"
"c642be50-52a9-4c3b-9f21-745f9b1ba6e2","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 1","C1.20"
"71977bb9-f00c-5c29-bba9-cf39eb092b70","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.20","Plumbing Rough-In"
"2fc40f59-1d9e-56ad-9c40-ed42f3450ebd","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.20","Fit Off"
"2b681003-ad78-53de-9279-0a85e49af3b5","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 1","C1.20","Commissioning"
"99e765d4-d227-42e3-a2ac-2aaeb58d4714","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 2"
"6902358c-9570-47ff-9afe-1cba4b8f5247","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 2","C2.13"
"70f35397-4021-5716-ab62-279bb46660dc","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.13","Plumbing Rough-In"
"dd923689-a989-55be-9325-72a7c5a27be7","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.13","Fit Off"
"49b51bf7-f814-5199-82b4-32b2bf223458","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.13","Commissioning"
"3ee833d6-b56a-4db3-b8fd-0f5caed7c1a3","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 2","C2.14"
"26e2c262-a3cd-55b3-8e07-1190da30f7db","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.14","Plumbing Rough-In"
"aa01e455-1631-5134-91fc-57c7654027a8","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.14","Fit Off"
"cc52e953-7a04-50ed-80ef-c171a0d9ffe3","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.14","Commissioning"
"8fdaeb00-2670-4b54-b8d6-b03a432ad3f2","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Level 2","C2.15"
"42f05661-d7b6-52c6-9a53-067f7a7cc204","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.15","Plumbing Rough-In"
"3a782361-0390-57f2-85d3-298148100499","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.15","Fit Off"
"229d17fa-f174-538d-8786-cc7ec086bddd","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.15","Commissioning"
"db1a2a5a-11d8-468d-91ac-f61bd97dae22","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 2","C2.16"
"acfe7639-13db-5bcb-bf1c-c54436a1f8a6","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.16","Plumbing Rough-In"
"9924cf55-fd1c-5402-9fca-4d2cff503964","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.16","Fit Off"
"98fc89ed-49d1-5e74-aa63-32f03e61dcd0","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.16","Commissioning"
"aed0c865-c5f8-4128-acd1-1efe37e0dbaa","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 2","C2.17"
"9c2843d8-34bf-5821-bd4e-c8959880730a","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.17","Plumbing Rough-In"
"00648248-02f3-58ed-ab8f-78688c6e148f","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.17","Fit Off"
"746a7d52-9d8f-5e7a-8f2f-18e0b74c3dc3","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.17","Commissioning"
"7874a91c-3fdd-4c01-80a8-76ef33f0d6b1","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Level 2","C2.18"
"83401c29-4d38-5ac1-bf99-8d3263cec0c8","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.18","Plumbing Rough-In"
"98d2268f-ecb6-5a0c-9059-962b3bacd437","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.18","Fit Off"
"0a343e5d-67b7-52a6-9662-8844933fdabb","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.18","Commissioning"
"070ebabd-1d9a-4524-ac75-8f9a3c90bcd0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Level 2","C2.19"
"45c8ebde-03d9-5f78-8683-46fea7b9cfc4","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.19","Plumbing Rough-In"
"88c2938e-a55c-56d5-8c4c-af98bc3bdbee","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.19","Fit Off"
"386e9bb0-9fd8-59c3-b10a-54953f6c3c44","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.19","Commissioning"
"ee0a8446-37e9-4fcc-b91e-d54c809e3dcc","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 2","C2.20"
"45039572-8c09-5964-b069-fd745b1902ce","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.20","Plumbing Rough-In"
"98d994a2-d30c-5ea0-abff-fe552e36e5e0","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.20","Fit Off"
"af527b42-8153-5306-b980-d4d87825f106","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 2","C2.20","Commissioning"
"d4faa82b-6747-488c-99e1-25103a8ae89e","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 3"
"ceb5d631-f3bf-4f7a-aee9-9dd6054d5e98","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 3","C3.13"
"30c833b2-db07-5fe0-a295-89b3b599bab7","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.13","Plumbing Rough-In"
"791badce-c261-5b23-bc80-7748a75cc767","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.13","Fit Off"
"2f288be5-f923-5995-8322-eb569237d0e7","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.13","Commissioning"
"67fcb2ed-2174-4ed7-be1a-4f35b2f52c54","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 3","C3.14"
"ed451821-6316-5c23-998e-e0f902860a59","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.14","Plumbing Rough-In"
"e7883d02-6b4f-530d-8b69-fcc0c21eb964","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.14","Fit Off"
"490225d1-f513-5a43-86ed-576dcdf0a4a0","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.14","Commissioning"
"bf668243-f3d7-472a-9b15-036f55091fef","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Level 3","C3.15"
"77abc350-9a1a-5186-b82c-ad9e54fd0d76","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.15","Plumbing Rough-In"
"97c8881d-46ec-57c0-b4b0-0245de38acb2","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.15","Fit Off"
"378b1b01-c991-5504-8b91-f99638420542","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.15","Commissioning"
"39cf2b42-397b-4611-9f9e-138bfd104ab8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Level 3","C3.16"
"f19f1fe2-f71b-59ba-a857-4cc10b575075","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.16","Plumbing Rough-In"
"ded178dc-4ff1-52d0-8154-c0edd1ee5e2e","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.16","Fit Off"
"a1dbce7c-f317-5b50-a051-4e519c6cae2b","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.16","Commissioning"
"04202bcf-d588-4111-bd38-bbe2c2721283","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Level 3","C3.17"
"bc0b3ec0-3d84-5a50-adde-f3c4bb9eeb84","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.17","Plumbing Rough-In"
"dd5befae-48d0-5c5f-bea7-832c43f6d874","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.17","Fit Off"
"f404211e-bea4-5e4d-a998-f531e76c249e","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.17","Commissioning"
"6e092b13-a777-4454-8da1-202a9c10cbde","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Level 3","C3.18"
"a1c5a0f2-e0e2-53f6-8ed2-df0a19cb6afc","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.18","Plumbing Rough-In"
"3c762027-6a84-5a9e-9154-06d830a5a745","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.18","Fit Off"
"f9e61b2a-9ea0-52d6-94bd-4c48124e07c1","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.18","Commissioning"
"f0f06446-fd93-4ad4-80b1-9d810e7246a0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Level 3","C3.19"
"79f65085-2569-52ff-afda-b9025f88381a","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.19","Plumbing Rough-In"
"4a992fc8-2b6e-5684-bb4d-c09eaeb52b96","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.19","Fit Off"
"a124d61d-fbbc-52cb-bb2b-b3e23ca46810","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.19","Commissioning"
"455a7d8d-fb22-462f-9ae3-c5e39952e034","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block C","Level 3","C3.20"
"75e364f2-921c-5d74-b6a0-e33b5a79d680","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.20","Plumbing Rough-In"
