"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"be5367ca-c410-4b05-9a93-d8f8656a0c6c","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"fcb5d62d-9294-40d5-938c-7babe45d6400","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"8714d73b-4de9-4719-a2a2-769e283edc3b","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"9342516f-9cdb-4803-aebc-8473faf6610e","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"087ef42b-4f21-45e8-aece-643045877e38","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"e328aee1-04e4-4341-9ffe-5196531c882e","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"70c1b5cc-a35f-4731-987d-31960b7c9101","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA"
"854ed428-f616-4417-93d6-f8b229029e49","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","RoofSafe Cable Line Systems"
"f41e9a09-bfcc-40fa-a889-5a054f6c7ee8","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","RoofSafe Cable Line Systems","RoofSafe Cable Line 01"
"0c8e6d02-46c9-4d29-9b67-bb13a51df862","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","RoofSafe Cable Line Systems","RoofSafe Cable Line 01","Pre-Fit Off Checklist - Line 01"
"a0cafde7-63f3-5f23-8288-55328b625b8e","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 18","Confirm the structure is in accordance with the details supplied by PBI"
"94bb2003-b2ad-5cb1-b8c7-93679a23889d","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 18","EMAIL PM"
"bb79cc4c-3477-5fc0-93d9-c88219fa681b","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 18","Required number of photo(s) taken of installed anchor(s)"
"e6d79082-6ce7-5769-9ffd-63a52bbfd717","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 18","Installed as per PBI drawings supplied and manufacturer's requirements"
"782863e7-ce4e-4e48-bf23-44fecde01813","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 19"
"ca673c3a-93a1-5efc-8198-c830b2b924ec","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 19","Confirm the structure is in accordance with the details supplied by PBI"
"baf1a84a-5613-5ba5-8c32-810420430114","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 19","EMAIL PM"
"4ec9523f-6ae6-5c31-a7b1-73f8873982a2","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 19","Required number of photo(s) taken of installed anchor(s)"
"57bc696d-fa7f-5778-a065-23eb60319993","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 19","Installed as per PBI drawings supplied and manufacturer's requirements"
"020f04cb-c5b7-4eb5-a741-02f876cefbba","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 20"
"0a17e805-28ea-509e-899c-c32179e74dab","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 20","Confirm the structure is in accordance with the details supplied by PBI"
"715d4f89-b809-598a-910a-afb8b56a225b","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 20","EMAIL PM"
"658668ce-6d27-5f1d-9556-1e0670eaa667","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 20","Required number of photo(s) taken of installed anchor(s)"
"39a1fef1-9bcf-5fda-accb-aec4fe346a21","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 20","Installed as per PBI drawings supplied and manufacturer's requirements"
"c29fa21b-0f91-4c18-839c-bd8993a95e4a","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 21"
"5ab14c94-cf4a-5cf0-9219-96da56e6bc24","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 21","Confirm the structure is in accordance with the details supplied by PBI"
"cb2f881e-100f-5e43-b689-30b7026e51f6","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 21","EMAIL PM"
"e5157c98-99f3-50a9-8de6-5a4de193eb52","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 21","Required number of photo(s) taken of installed anchor(s)"
"decb3e3f-a593-599a-b702-38c8722f307b","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 21","Installed as per PBI drawings supplied and manufacturer's requirements"
"0723b364-e666-4320-8d4f-a85232bdf522","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Ladder Brackets"
"c377b116-df00-4a4e-b0e8-759b9fb6ca6a","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","Ladder Brackets","Pre-Fit Off Checklist - Ladder Bracket"
"41dbe796-b4d5-446c-94a8-694640111110","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Ladder Brackets","Pre-Fit Off Checklist - Ladder Bracket","Confirm structure is in accordance to the details provided"
"e708ec88-ccfa-4f36-bd01-edd5f9f20fa2","","holdpoint","not-started","","","TRUE","TRUE"," QA","Ladder Brackets","Pre-Fit Off Checklist - Ladder Bracket","EMAIL PM"
"fdd3d1e7-5672-467e-871c-9903551cddea","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Ladder Brackets","Pre-Fit Off Checklist - Ladder Bracket","Plinths/ bases/post installed in accordance with details provided"
"938cecff-9bdb-4000-bfda-c005dc2806e7","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Ladder Brackets","Pre-Fit Off Checklist - Ladder Bracket","Photos taken"
"63912c01-207d-41ba-ac4a-65fc21ca5b87","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE"," QA","Ladder Brackets","Fit Off Checklist - 2no Ladder Brackets"
"1a19425d-7768-401e-a177-def80769b862","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Ladder Brackets","Fit Off Checklist - 2no Ladder Brackets","Confirm the structure is in accordance with the details supplied by PBI"
"170038e5-87d0-43fc-8942-564a1b2f149d","","holdpoint","not-started","","","TRUE","TRUE"," QA","Ladder Brackets","Fit Off Checklist - 2no Ladder Brackets","EMAIL PM"
"4317afea-f1f0-485a-b07c-2990347ffc13","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Ladder Brackets","Fit Off Checklist - 2no Ladder Brackets","Photos taken of installed item"
"73bc4b83-813e-4130-96d1-f469f9e56c90","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Ladder Brackets","Fit Off Checklist - 2no Ladder Brackets","Installed as per PBI drawings supplied and manufacturer's requirements"
"919a74a7-a3b2-4026-8773-8fe3b93e53a3","","checklist-flat","not-started","Data Plate, Access Point & Carriages/Travellers","checklist-flat","FALSE","FALSE"," QA","Data Plate, Access Point & Carriages/Travellers"
"5575ad1c-ca66-4c89-88cf-c7515d6e3d17","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","Details of Data Plate"
"617a8474-2d18-4bdc-804e-3fdf5e9ed685","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","1 photo required of Data Plate"
"2742b706-fa66-4464-9834-6a1962e553a6","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","Details of Access Point"
"56b5bee3-9d83-4d20-ada8-4cc15a67eac0","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","1 photo required of Access Area"
"c866277e-a537-4959-ae75-631b6bb4dcf5","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","Details of Rail Carriages/Cable Travellers"
"6e089570-5aa3-402f-8de6-8111c103873d","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","1 photo required of carriages/travellers"
"52e593c6-f553-42f3-b6be-a2ecb38f20b0","folder-normal must be display normal but was flat","folder-normal","no-status-started","","step","FALSE","FALSE","Roof Access Requirements"
"6cff4924-0e85-40f1-9e54-cb0749b35a29","","checklist-flat","no-status-started","b2cdd24a8c5a7312e4f2eceb64abebce23144a41bf70b073529969b36cddd1d0","checklist-flat","FALSE","FALSE","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"bfde05cb-7742-40c8-aa9d-600bb79cf867","","checklist-flat","not-started","Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"8e91c11e-98d1-5aef-986d-4028391236f0","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"03fb452c-7ccd-5138-907d-3bad7f120cc8","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Request Review from PM"
"bedf3e9c-8279-5e79-95a2-569e77d7740c","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"c3bb5bf3-36c4-5efd-9511-9d817fb15f4d","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
