"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6ae5f494-0463-4ad5-a3a5-774cae30d614","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"dc0a4c0a-46ef-4245-aa19-7d7403b19b8c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stormwater"
"75d1e6f2-5e53-427d-b5b3-5f88de3242c5","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Stormwater","N0"
"59bee503-33bd-43a6-8172-ad1241fe0f37","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stormwater","N1"
"a4817768-0cf0-4b05-a3c2-0292069c3fdd","","work-in-progress","2972ed2e599407c858d0bfefe6ec741c358aa6d9a4f802e41ef3b8b5a65826ee","checklist","FALSE","FALSE","Site QA","Stormwater","N1","ITP - Stormwater"
"ea39b08e-b815-5072-be34-43b2cef55b58","","work-in-progress","","section","FALSE","FALSE","Site QA","Stormwater","N1","ITP - Stormwater","1. Pre-construction (P&G / EStablishment"
"7753089e-b258-5044-b025-85da2d74ff16","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour","3.02.08 - Compression Testing"
"b1918405-f4a2-588c-9dc9-c082de1805a2","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour","3.02.09 - Concrete finishes"
"570bf771-f25d-586a-b6eb-7775ad164c85","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour","3.02.10 - Curing"
"0244711e-df4d-57de-8370-30e7bb817097","","work-in-progress","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.03 - Post Pour"
"b1a5e5f2-68da-5519-9e5b-2afd99fa0a17","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.03 - Post Pour","3.03.01 - Falsework and Formwork Removal"
"b9214a7c-7c64-5c8c-8978-cc37ccde52b0","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.03 - Post Pour","3.03.02 - Post Pour Inspection"
"bcb98fe5-a5d9-5e29-8981-250dac1f07b4","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.03 - Post Pour","3.03.03 - Concrete Repair"
"dc7d2a90-ac2e-5de0-a759-c48591d47c35","","pass","","signoff","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.03 - Post Pour","AUTHORITY HOLDPOINT"
"80cda6a2-3430-5ac0-bfd6-9ce44b80828b","","work-in-progress","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 4 – POST CONSTRUCTION - 4.01 - Site Post Construction Activities"
"d4de7f2d-1243-58c7-87dc-ba41222205fe","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 4 – POST CONSTRUCTION - 4.01 - Site Post Construction Activities","4.01.01 - Construction Record Compilation"
"ce5bfbaa-9623-5947-bce2-57e40f72881e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 4 – POST CONSTRUCTION - 4.01 - Site Post Construction Activities","4.01.02 - Survey Records"
"46c9b874-5044-5ad4-9624-958bec3b4047","","not-started","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 4 – POST CONSTRUCTION - 4.01 - Site Post Construction Activities","4.01.03 - Redline Drawings"
"79a9088d-aacf-53e9-9594-24be28bdf05a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 4 – POST CONSTRUCTION - 4.01 - Site Post Construction Activities","4.01.04 - Defect, Snag and Punch List"
"16b89219-f5cf-56e5-b7b1-36aed41108e1","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier B Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 4 – POST CONSTRUCTION - 4.01 - Site Post Construction Activities","4.01.05 - Delivery dockets"
"1635a7b5-1364-404b-a42e-6cece481ca73","","work-in-progress","","folder","TRUE","FALSE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead"
"6f27e650-1618-4411-8172-954e0b52a5d5","","work-in-progress","ITP - Insitu Concrete Construction - Rev D","checklist","FALSE","FALSE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D"
"564bca06-e13c-50f3-a4cd-a24bf3e2dc1b","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 1 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 1.01 - Site Requirements"
"b6926422-c3f6-5383-860f-ded8caa3abaa","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 1 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 1.01 - Site Requirements","1.01.01 - Construction Pack"
"10c0f373-870a-52fa-a666-3a218757c3a5","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 1 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 1.01 - Site Requirements","1.01.02 - Survey Setout"
"bc5f79d1-1e2e-581b-a456-6ecd2dabf2e9","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 1 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 1.01 - Site Requirements","1.01.03 - Internal Permits"
"52b4a755-a5fc-537c-9dda-6ed6776749f1","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 1 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 1.01 - Site Requirements","1.01.04 - External Permits"
"fdd74276-817d-59ad-af59-07bf4a1b1715","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 1 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 1.01 - Site Requirements","1.01.05 - Approved Construction Drawings"
"d01d2ad0-809e-52ad-a577-0da9a22cb9e0","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 1 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 1.01 - Site Requirements","1.01.06 - Construction Methodology"
"172cd64e-0f71-5862-b603-1352d73fb0bd","","pass","","signoff","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 1 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 1.01 - Site Requirements","AUTHORITY HOLDPOINT"
"221b4744-8dbc-5fc8-8825-6ff3ffbce9e0","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 1 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 1.01 - Site Requirements","1.01.07 - Stakeholder"
"1c3f4eb2-bc73-53b3-a59f-5732099d0916","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.01 - Temporary Works"
"bcf03558-44c6-5373-aa00-5a93c0a569e8","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.01 - Temporary Works","2.01.01 - Chartered Engineer"
"48b04744-7826-5569-961e-8bc84b2afc28","","pass","","signoff","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.01 - Temporary Works","AUTHORITY HOLDPOINT"
"7985bb8f-54d9-5d33-80fa-5f312d83bf71","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.01 - Temporary Works","2.01.02 - Drawings and calculations"
"4492ee6c-0e2f-5c9a-b6a0-274f41e1907a","","pass","","signoff","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.01 - Temporary Works","AUTHORITY HOLDPOINT"
"8a1c99b4-9b45-5484-8d84-124064572b5b","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.02 - Concrete"
"36b13ac0-5ed7-5475-80c7-474d8f335ff8","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.02 - Concrete","2.02.01 - Concrete Mix Design"
"56abbea9-e73f-56a1-979d-5ea6301a40c9","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.02 - Concrete","2.02.02 - Concrete Mix Design Checklist"
"2ae207f4-5860-5ef6-adbd-69768f6b1e35","","pass","","signoff","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.02 - Concrete","AUTHORITY HOLDPOINT"
"e7ec997c-790e-5a08-a6a1-db28aa967f9b","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.03 - Reinforcement"
"8a284231-381a-59de-a538-3c7327160830","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.03 - Reinforcement","2.03.01 - Reinforcement"
"526696b7-5c04-5352-92f1-f96f876d495a","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.03 - Reinforcement","2.03.02 - Reinforcement"
"b11d1fd1-ce74-5a61-af41-ed70b81300b8","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.03 - Reinforcement","2.03.03 - Welding reinforcing"
"28746bdd-beb0-5258-8379-5f0930c867a1","","not-applicable","","signoff","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.03 - Reinforcement","AUTHORITY HOLDPOINT"
"159b852f-ec25-57fd-90df-d5af381bb1db","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 2 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - 2.03 - Reinforcement","2.03.04 - Steel supply"
"90dcba87-819b-5fe3-af52-969813ac3e6d","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.01 - Pre pour"
"c1abd4f2-b40c-56f6-9348-7ab19de50c0e","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.01 - Pre pour","3.01.01 - Temporary Works"
"9a28c371-33dd-5dd3-b5ed-0f97b0f8b195","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.01 - Pre pour","3.01.02 - Reciept of Reinforcment"
"41a12c12-ad10-507e-b8d2-0b5dc58921d7","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.01 - Pre pour","3.01.03 - Reinforcing Welding and NDT Inspections"
"3db84999-3d4c-57c3-80d4-c0a0b4d9582e","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.01 - Pre pour","3.01.04 - Pre pour inspection"
"e860dec8-b3a2-54bd-8ef6-b8412eaf94d7","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.01 - Pre pour","3.01.05 - Engineers Inspection"
"2f86fc20-5148-5dd5-88e1-747865f3ef90","","pass","","signoff","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.01 - Pre pour","AUTHORITY HOLDPOINT"
"5ff220ac-525a-5c75-9762-99dd2654d321","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.01 - Pre pour","3.01.06 - ESCP"
"479ae69e-b63e-5160-9dd8-44c05c810e5d","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.01 - Pre pour","3.01.07 - Concrete Cover"
"a8805793-f9a9-5353-ae54-bb0bf493c5f3","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour"
"dd1c4a9e-092a-5fc4-97a0-98a4ece38094","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour","3.02.01 - Unfavourable Conditions - Cold Weather"
"9ba1c779-e75c-5671-901e-012110413325","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour","3.02.02 - Unfavourable Conditions - Hot Weather"
"ea74ca66-b907-5697-bb6e-45c5c5596a89","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour","3.02.03 - Unfavourable Conditions - Rain"
"0d1b7b77-f32d-51ce-ad99-f7281024a4d3","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour","3.02.04 - Construction Joints"
"66edde45-fcdf-5e63-b21a-fb4793c97c47","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour","3.02.05 - Delivery dockets"
"7e53f6d2-7713-552e-b704-b1f8d3209163","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour","3.02.06 - Slump tests and spread tests"
"a8c261eb-cb83-5e71-8195-410eea16900f","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour","3.02.07 - Time Limits"
"e985446b-8f68-5078-9b89-44b27d694e3e","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour","3.02.08 - Compression Testing"
"fd9c3679-f6fe-5f18-8a25-d59de1784f24","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour","3.02.09 - Concrete finishes"
"f7bc85db-f67b-5b02-9728-45673c8eb81f","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.02 - Concrete Pour","3.02.10 - Curing"
"ee3394c7-c573-518e-9641-7854568c32c7","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.03 - Post Pour"
"931d4036-9b9a-511e-a95f-6e752ae9687a","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.03 - Post Pour","3.03.01 - Falsework and Formwork Removal"
"2fd6103d-29f7-5b80-afd1-aa4fa61ba1f9","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.03 - Post Pour","3.03.02 - Post Pour Inspection"
"2ea987ca-2720-53eb-9839-7763631085d3","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.03 - Post Pour","3.03.03 - Concrete Repair"
"f46d7966-78af-52ef-8869-32d32f803a92","","pass","","signoff","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 3 – CONSTRUCTION ACTIVITY - 3.03 - Post Pour","AUTHORITY HOLDPOINT"
"d1e02832-6809-51e6-aac6-66dfb6bb626b","","not-started","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 4 – POST CONSTRUCTION - 4.01 - Site Post Construction Activities"
"8e7ce365-8b24-542e-b102-a66d6e4ec09c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 4 – POST CONSTRUCTION - 4.01 - Site Post Construction Activities","4.01.01 - Construction Record Compilation"
"40e3d16b-492a-5d12-ad7b-72608b001ab4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 4 – POST CONSTRUCTION - 4.01 - Site Post Construction Activities","4.01.02 - Survey Records"
"663ca3d3-755a-5058-9c29-66be9cb05282","","not-started","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 4 – POST CONSTRUCTION - 4.01 - Site Post Construction Activities","4.01.03 - Redline Drawings"
"0370e3c1-4be2-50ef-a6bc-314e2f9a34a8","","not-started","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 4 – POST CONSTRUCTION - 4.01 - Site Post Construction Activities","4.01.04 - Defect, Snag and Punch List"
"9be14840-f9d4-5ebf-8133-c38b986cac67","","not-started","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Pier Crossheads Downstand","EGB Pier C Crosshead","ITP - Insitu Concrete Construction - Rev D","SECTION 4 – POST CONSTRUCTION - 4.01 - Site Post Construction Activities","4.01.05 - Delivery dockets"
"8687aa8c-6ccd-4606-879b-5e5f6a069625","","work-in-progress","","folder","TRUE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams"
"12d9a150-3092-4b14-a1dd-0cadcb3ac8c8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections"
"12d681f2-2459-40c9-8192-975c5f21b76e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A"
"616dc504-47d4-4427-ada8-9539fea28937","","pass","Concrete Pre-pour Inspection","checklist","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection"
"afd2b946-72e6-52c4-a52f-7674f050f587","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Preliminary"
"75cd5979-e634-5c70-853e-daac5afa5cb7","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Preliminary","Engineer notified of pour"
"13d1fd49-24e4-5c86-9333-ed675e6111b6","","pass","","section","FALSE","FALSE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Formwork"
"67134731-09be-5f4b-afc8-ad015111ad17","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Formwork","Installed as per formwork design"
"ad50c976-6a5e-598a-afe6-0bb26a81dcdc","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Formwork","Permit to load issued"
"30b89bcd-138b-576d-b43c-490083d8bfe2","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Formwork","Dimensions correct"
"b2956ddc-fd95-5887-8c34-f07fc7da0396","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Formwork","Position and orientation correct"
"2b7b7803-dd94-52db-b60b-89e635a25fc9","","pass","","checkpoint","TRUE","TRUE","Site QA","Eastern Gully Bridge","Precast Bridge Beams","HCB Concrete pre-pour inspections","Span AB Beam Type A","Beam A1 Concrete Pre-pour Inspection","Formwork","Forms vertical, plumb and true"
