"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"31e50bbc-c9d5-4118-a167-c188a04eb37c","","not-started","","folder","TRUE","FALSE","Workstations"
"0dab8af7-164c-402b-8db3-5d6391e3e09b","","not-started","","folder","TRUE","FALSE","Workstations","Level 1"
"a19dff4a-44b9-4ee4-8721-2a1ef7b280f0","","not-started","Equipment Installation","checklist","FALSE","FALSE","Workstations","Level 1","Workstations Installation"
"d0715ca8-a4c8-405c-ae98-438f55c7d6bd","","no-status-not-started","","folder","TRUE","FALSE","Lockers"
"643ad56b-14bc-4f8f-951e-51b84265abf5","","work-in-progress","","folder","TRUE","FALSE","Mental Health"
"4fd45f9c-91e9-414b-9214-a02ee9d1e995","","work-in-progress","","folder","TRUE","FALSE","Mental Health","Building B"
"62e2f4d3-a219-4c91-98a0-197062fb65d4","","not-started","","folder","TRUE","FALSE","Mental Health","Building B","Lower Ground"
"5d0ad603-d3a0-4f81-aaa9-8f234c6a407e","","not-started","","folder","TRUE","FALSE","Mental Health","Building B","Lower Ground","Room - 049"
"30cd0475-260b-40cd-9e87-94883bebf20a","","not-started","","folder","TRUE","FALSE","Mental Health","Building B","Level 4","Room - 218"
"241ad69a-8693-407d-a6ad-f1fd02e15523","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQBS-512 - lounge 1"
"e78efd96-32a4-407e-9f3c-f8b9c2848850","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQBS-512 - lounge 2"
"245455e6-6a6f-4728-8290-3df3c5746dd8","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQBS-511 - lounge 1"
"26aca1c0-326c-447e-9407-59bd1ca25aaa","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQBS-511 - lounge 2"
"1fcf6416-de67-4552-bc69-ab326ab947e3","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQTA-085 - table"
"9e0f2442-4553-4098-9608-cdb1dc2bfa0a","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQBS-580 - chair 1"
"9921d0f4-7cfa-4d8f-abf5-6a677394438f","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQBS-580 - chair 2"
"3efca5d7-806d-472b-8672-a17d4c9e4f7f","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQBS-580 - chair 3"
"4ac317aa-2d3b-423a-9d35-c3e30c39246e","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQBS-580 - chair 4"
"fd18362f-e4dd-45b5-b408-962d8e55b763","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQBS-580 - chair 5"
"fe326052-b5e8-4b79-90c7-d8419a4d2f4f","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQBS-580 - chair 6"
"aac36528-a63c-432b-8278-7e9a5fe91b66","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQBS-580 - chair 7"
"06f5fdd2-c8b7-4ca7-adc7-2d51d4dc5f04","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQBS-580 - chair 8"
"d83e023b-1361-44cb-aaf8-1f68ad1059e7","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQBS-580 - chair 9"
"e71f0140-87a0-4dce-beaa-56e916e66418","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQTA-510 - table 1"
"7ba1b31b-ee81-4cf7-b746-2eadffc4fe65","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQTA-510 - table 2"
"cbd8b35e-0f3e-48be-9828-1f3f7ea0d2b2","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 218","FQTA-510 - table 3"
"e33054aa-578e-451e-a9a3-516d5b7a4988","","not-started","","folder","TRUE","FALSE","Mental Health","Building B","Level 4","Room - 219"
"f1c91f60-73c6-45a8-bcc0-af572f30afc2","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 219","FQBS-548 - chair 1"
"385de983-d726-4812-8139-08d3622f2a0b","","not-started","Equipment Installation","checklist","FALSE","FALSE","Mental Health","Building B","Level 4","Room - 219","FQBS-548 - chair 2"
