"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"518af03f-84a5-4f27-87b2-4bf913aa93b8","","folder-normal","pass","","step","TRUE","FALSE","In-Ground Works"
"7824f13e-1208-4ea2-baae-7792d14add68","","folder-normal","pass","","step","TRUE","FALSE","In-Ground Works","South & West"
"96bedfd2-c0f8-4f73-a33c-d52368f20593","","checklist-sectioned","pass","Excavation & Shoring - GPL-QSE-ITP-STRUC-001 (Rev 02)","checklist","FALSE","FALSE","In-Ground Works","South & West","South - Shoring + Excavation"
"9511dbed-3060-5a2f-b02a-c10170d08ef4","","checkpoint-group","pass","","","FALSE","FALSE","In-Ground Works","South & West","South - Shoring + Excavation","Shoring - Prior to Works Commencing"
"71b1a7f8-f06a-53b2-9d46-5922282ee1af","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Check quality and position of electronic dampers and controls"
"ecb4b267-1d2b-563a-9906-0c64a76b98b8","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Attach subcontractor ITP"
"c3173ffa-f38f-53cb-ae53-66b7796a262c","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Mechanical","Sign Off"
"7d4ead9a-b34c-5907-af50-79cb03c4f10f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Mechanical","Sign Off","Subcontractor Sign Off"
"90f88d6d-311e-570f-9d2e-a560b5052f46","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Mechanical","Sign Off","Orwell Sign Off"
"0050cb72-6076-5b8e-b590-a960a2970d0f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Mechanical","Sign Off","GPL-QSE-ITP-SERV-005 (Rev 01)"
"59b56d71-5850-4723-a74f-318e754fef58","","checklist-flat","not-started","Fire Damper Schedule - GPL-QSE-ITP-SERV-002 (Rev 01)","checklist-flat","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)"
"105d1a7e-2af0-5be9-8d1c-80e4440fc3a6","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Confirm access for fire damper adequate ie access panel in duct or access panel"
"8ffa7c5c-e45c-5e81-8bc1-bcac083fa89e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Confirm adjacent fire rated walls are structurally adequate ie no damaged or incomplete walls"
"3d9e326b-75f4-573e-89a8-6a2d39dd6625","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Confirm label installed identifying manufacturer and type of damper"
"fa25cf8a-6ba5-58b5-b74e-dfda21b3080d","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Confirm fusible link installed – Not applicable for in tumescent damper type"
"7320ceb9-f092-5208-a711-9e58045794a3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Confirm airflow assists with closure of blade"
"cb955d63-f98f-5378-a9f0-67e2a45e0b88","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Confirm flanges are installed and mounted all around damper"
"6ea52e08-83d5-5fcb-a767-927cd8af6545","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Confirm break away joint installed if ductwork attached"
"c9dd7620-3305-5144-8bb2-dfc1222969b5","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Confirm wall penetration not shared with other services, ie no cables in wall penetration"
"f2c53fbf-105b-5718-9092-f38632c61289","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Confirm fire damper installed in line of wall"
"193c7f8c-0d4e-58d7-83d3-348d4421d497","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Confirm any voids in walls have correct amount of fire-seal"
"f0f5c3fd-2d8a-55f2-8687-4ca5babb29de","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Confirm Damper in good condition and not activated"
"f04e0c59-54d7-537e-822d-9c32d069cce4","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Mechanical Subcontractor ITP received"
"982b7048-1160-5514-bcaf-94fab646e234","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Subcontractor Sign Off"
"1ee6ae6b-1d68-51d3-ad69-00f0d4ef3863","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","Orwell Sign Off"
"89c02ce3-feb9-5133-81a4-219ca91ae1e5","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Fire Dampers (Mechanical)","GPL-QSE-ITP-SERV-002 (Rev 01)"
"0bf25886-027f-454c-b045-72d393070184","","checklist-sectioned","not-started","Hydraulic Rough In - GPL-QSE-ITP-SERV-004 (Rev 01)","checklist","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic"
"720200cc-3a24-5016-b3f7-bf755702260d","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Fire Rating"
"0d155f56-36eb-5e46-95ac-8374b912fac8","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Fire Rating","Intumescent fire collars inspected and installed as per manufacturers details – centered within hebel"
"44eeabd9-032c-5033-85de-7b737d40014e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Fire Rating","Fire collars sealed around fire rated wall penetrations with Intumescent fire mastic of up to 20mm thick"
"73461bfb-4853-5d5a-a12c-f3f10192a6fa","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Fire Rating","Copper pipe risers to be caulked with Intumescent fire mastic of up to 20mm thick at all floor penetrations"
"7e2803a6-c058-5580-8afd-ebc7152f80b4","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Fire Rating","HOLD POINT – OK to proceed to Acoustic Requirements"
"47895f28-b669-5741-9301-61149aa327c3","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Acoustic Requirement"
"ae51667b-51fd-5a00-9f22-75194ca17a4d","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Acoustic Requirement","Water pipes running through studs to be siliconed to prevent water hammer effects"
"fe76dcde-d2ef-5e02-a363-a3d9d6198d7f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Acoustic Requirement","All waste pipes kept a minimum of 15mm clear of any part of structure"
"187f7867-e240-5c7f-9ad8-78bc60f37d29","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Acoustic Requirement","Confirm all pipes not damaged or leaking prior to lagging and joints are glued (blue and red)"
"94d93908-1ff0-5495-879b-b4be7c76378f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Acoustic Requirement","All PVC pipe work acoustically lagged and wrapped in accordance with Acoustic Logic Specification (Risers and underslung – 50mm overlap at joints)"
"521062a8-2e52-521b-8cac-709b957b3f58","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Acoustic Requirement","Confirm all water pipe hanger shall have rubber mounts"
"780edd2f-a102-5891-8bcb-11898ba7ddb5","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Acoustic Requirement","Confirm PVC pipes are not bridging against metal studs (Minimum 5mm clearance is required after lagging)"
"00460557-5d75-5602-9a29-5b2f899b9d7e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Acoustic Requirement","Confirm no pipework is fixed to the hebel where there is a cavity – no pipework to bridge cavity"
"fc8904b3-7e52-5a6d-97b6-21af9005d45e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Acoustic Requirement","HOLD POINT – OK to proceed to Hydraulic Services"
"e8018a93-4080-5ca1-8375-ff6727b168a6","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls"
"ea35a8da-a42c-5e14-bb9a-64d33809f876","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm hot water supply is on the left and cold water supply on the right hand side to"
"a47319ed-bd35-5784-83fb-dab7f76c27e6","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm kitchen rough in is as per kitchen shop drawing"
"66807b4a-669d-5714-9108-7c39462373b1","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm location of gas meter as per Kitchen Shop Drawing"
"80b0263a-8e4e-5829-9078-6f4916d14ec4","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm A/C tundish location has been supplied and trap prefilled"
"311e29ac-5141-5d02-8626-8b088d7f8d3f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm the following heights from architectural detail drawings"
"7c6bd726-12f4-5563-a333-c1a56bdc28c2","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm in-built cistern has been installed"
"6b53d121-a581-5fbd-a459-df0fe4538830","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm following test been undertaken (attached sign off)"
"08e4b0ca-c702-52e8-906b-d597f44e1e00","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm supply pipes have been charged"
"57b02435-1b60-5cbc-95d7-7d19b2158f83","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm rough-in of wet area fixtures as per layout"
"cad25e7b-9fff-54a4-aec5-c7d2c5b9dfaf","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm PAPA valve is located within accessibility from access panel"
"9fb2fbef-4631-5851-9928-d52eb1d649e3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Attach subcontractor ITP"
"d280242e-8a8d-5ccc-a550-8966926faf33","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","HOLD POINT – OK to proceed to Plasterboard Sheeting"
"a4ebb00a-7536-5cbb-92e8-3d083fbbdd57","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Sign Off"
"6fec7613-9ca7-5099-8859-62b705d80bdd","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Sign Off","Subcontractor Sign Off"
"1be3c14b-6bf3-5b4d-95a6-4684cb294156","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Sign Off","Orwell Sign Off"
"ac70083c-0755-55ca-b987-2a4fc71031b1","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Hydraulic","Sign Off","GPL-QSE-ITP-SERV-004 (Rev 01)"
"c88fb352-0e0a-4628-9615-1c08ce9618aa","","checklist-sectioned","not-started","Electrical Rough In - GPL-QSE-ITP-SERV-001 (Rev 01)","checklist","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical"
"f515d9ce-1404-5eb5-b5f6-8b8934fcbfd9","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Fire Rating"
"8c4bd4e3-9170-5bc7-834b-c398c1165cd9","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Fire Rating","Confirm any cable/conduit penetrating Fire rated walls are sealed both sides with Intumescent fire mastic up to 20mm"
"ae0b56b0-eb5f-51fd-8c1b-4d106d0e5be2","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Fire Rating","Confirm Fire Rated walls have not been chased in for any electrical services"
"086c7dc6-4902-5a1f-b48f-cd68b906455a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Fire Rating","Confirm cabling not bunched excessively through penetration"
"052905bd-8050-5e2b-ac82-accfdd120973","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Fire Rating","Confirm fire rated boxes installed (2hr) and sealed with Intumescent mastic both sides and not chased into hebel more than 15mm (Check acoustic requirement)"
"28e7592f-f706-596e-a6f1-20632027b612","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Fire Rating","HOLD POINT - OK to proceed to electrical services"
"58b4f366-84f1-58ec-bf17-12cdbe6ce399","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services"
"64b35745-eeee-5c12-a7bb-bc0f5346b5e8","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Confirm height and location of the following"
"83c2da01-cf7f-516c-ab4b-b4ae2a2da318","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Confirm wiring for switches are in place"
"0a58b0b4-7c86-5b11-8a87-5cfb59adc95e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Confirm TV and GPO locations in place"
"20a6204b-4395-5c13-b96f-025f88c70bb8","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Confirm location of bathroom GPO has been coordinated with joinery shop drawings"
"2883b3e0-5c91-554f-899c-db1610c61a1a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Confirm light allocations as per the drawings"
"d6a1ef98-43ce-5c91-b074-fd3d684b7a38","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Confirm location of NBN wiring has been coordinated with joinery shop drawings"
"7d0b2a0f-140b-58bf-9ea8-8202c5b06be2","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Confirm location of DB board has been coordinated with kitchen shop drawings"
"64a0865d-4faa-51a1-a191-6eeb40ed438a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Confirm intercom wiring in place"
"eef41084-2afa-5216-aca5-f3c5eb6a1869","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Confirm wiring to kitchen appliances in place as per kitchen joinery shop drawing"
"a4deef08-cc4a-5999-b6ee-66159616e795","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Confirm wiring to external lights confirmed"
"da1f9053-1276-5b1d-b3b9-5301766f06e3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Confirm wiring to FCU and exhaust motors in place"
"1bcebb6e-dbe2-5596-b559-824a3c2bad97","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Confirm fire speaker cabling is installed"
"5fb191d5-7266-5655-9bde-e6247a00db7c","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Confirm adaptable unit requirements if applicable"
"04298a44-c1bd-58f3-85ec-6df203c338fb","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Electrical Services","Attach subcontractor ITP"
"c52a7fd1-c79b-59b2-854d-51158dc3bd05","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Sign Off"
"af39baff-7756-56e0-81f3-20b00b58eb1d","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Sign Off","Subcontractor Sign Off"
"52437145-d5b5-57bf-9349-cf5740773a70","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Sign Off","Orwell Sign Off"
"b7aea926-16f9-500e-b5a1-56060cc14771","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Services Rough-In","Electrical","Sign Off","GPL-QSE-ITP-SERV-001 (Rev 01)"
"8fd72c1f-0e97-4613-b867-d58e9f10e4d8","","checklist-sectioned","not-started","Plasterboard and Linings - GPL-QSE-ITP-FIN-003 (Rev 03)","checklist","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard"
"133e03fd-1583-5342-8e71-bdc66ca8d3d8","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Survey/Wall Framing"
"c53d6985-b433-55b0-b94b-4a2658393843","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Survey/Wall Framing","Confirm set out of walls in correct locations & RL’s as required To tick"
"e04a788f-2d8a-5abc-8652-ef71b12d4f8c","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Survey/Wall Framing","Confirm set out of Common/Party walls Hebel to correct side"
"4867d59b-1c0c-54a0-9b2f-449f898fa99b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Survey/Wall Framing","Confirm set out of Wet Areas are square"
"f9f944e0-f1fe-511d-b5fe-9c1655f73638","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Survey/Wall Framing","Confirm wall type as per Architectural detail drawings"
"6eb2925c-4a46-5a25-94f1-108c69aaccc8","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Survey/Wall Framing","Ensure wall framing is straight, braced and rigid Noggins as required"
"257cf176-e983-5443-b3bc-f425b0f988cb","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Survey/Wall Framing","Confirm studs not bridging against hydraulic pipes and mechanical units"
"f3d4addc-4f2d-5d26-9145-168eeae63e4a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Survey/Wall Framing","Confirm that studs do not bridge to lift shaft walls and cavity is maintained"
"9fa9a9ad-1d97-54b0-a8e3-46afdc07de61","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Survey/Wall Framing","Confirm that joinery opening framing has been check measured for the required tolerance stipulated by the joinery contractor (eg max 5mm error) and check for wall verticality (check across the top, middle and bottom of the framing)"
"6578e1f0-ebeb-58d4-b361-5931669e7275","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Survey/Wall Framing","Confirm all noggins, trimming blocks, struts as required to have appropriate strength to support"
"74d62569-6770-5f9f-a4a7-e5d5d405fd42","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Walls"
"7ca3a335-6731-589f-8b47-59b278d6a9aa","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Walls","Confirm acoustic insulation installed as per Acoustic Specification"
"aeba24f7-45b9-5eb6-abeb-49abfbe7351b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Walls","Confirm Thermal insulation installed as per Acoustic Specification (ensure insulation is complete slab to slab)"
"ad4a2cff-1087-5498-8f63-7a9f7c279c18","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Walls","Confirm that there is a minimum of 60mm cavity between hebel panel and inside of stud If the cavity is < 60mm, ensure that the wall is double sheeted"
"e05f0eba-ee3d-5942-8ea2-0f51c7b7fbc8","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Walls","Confirm door frames true, plumb and installed at correct orientation"
"a41765cd-4dba-564a-b142-4067d0905ed2","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Walls","Confirm Plasterboard lining to wet areas are sealed up to concrete soffit on both sides of wall where adjacent to a habitable rooms"
"6ae80380-b4e0-5a64-9547-25b14712650b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Walls","Confirm all penetrations through wet area walls adjacent to habitable rooms are sealed and caulked"
"293b59f8-03bd-5677-8d07-0df647f74fe6","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Walls","HOLD POINT – Confirm all services works completed"
"4b218cf0-e592-5325-8b2e-7810d2051e8a","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings"
"aee8ff09-7eef-53c8-a0f6-085b1615aeec","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings","Acoustic Engineer to inspect prior to sheeting PCA to inspect prior to sheeting (L1 minimum)"
"343b1f1e-f44c-5e31-ba8c-d6788ea7e364","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings","Confirm Ceiling insulation complete (where applicable)"
"0b6ee929-ab0e-58bc-a203-26a76693fdf7","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings","Provision made in ceiling framing for access panels and air grilles where required"
"f0639143-534e-5c29-bd04-020d047c5124","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings","Confirm Ceiling framing is level and correct height"
"f48e7dda-bd78-5fa3-b553-379b27bf82c6","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings","Confirm Ceiling framing Bulkheads are square and level"
"c2792193-74bb-5a7e-8ea3-ce5747c6dffb","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings","Confirm Access panels installed in correct locations for fire dampers and mechanical fans"
"c3820093-8512-53ef-9ffc-2fdd3c27c130","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings","Confirm Ceiling furring channels do not clash with other services (eg downlights, access panels, mechanical exhaust, sprinkler heads)"
"2e23fbf5-b34e-5b5b-bdb3-cf5ad014d770","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings","Ensure plasterboard sheets are AS compliant"
"3826396d-a34c-5bab-86b4-356131d0252a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings","Fire Rating Certifier has inspected the apartment prior to sheeting ceilings and issued apartment fire rating inspection report"
"a221e467-5816-5171-af89-f6b352ec0e5b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings","Confirm plasterboard fixings are at the correct intervals"
"e1cf51fc-ef76-5884-8857-63aa0b679061","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings","Confirm Villaboard fixings are of the correct intervals"
"6f659c42-c43a-5a08-9a7e-1fd637918597","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 1","Unit 103","Plasterboard","Sheeting Ceilings","Attach subcontractor ITP"
