"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6e4702a9-cbc0-4652-9312-fe5afe961d83","","work-in-progress","","folder","TRUE","FALSE","Stage 2 (B02)"
"98644afc-5567-4199-9d03-f6dfcd2d86f8","","work-in-progress","","folder","TRUE","FALSE","Stage 2 (B02)","Ground Floor"
"76e8fdcf-21b3-4266-a3eb-0d9b259e2838","","pass","","folder","TRUE","FALSE","Stage 2 (B02)","Ground Floor","Area B"
"c35a2201-cdfb-43d1-b5e3-e5806c3c7aef","","pass","","folder","TRUE","FALSE","Stage 2 (B02)","Ground Floor","Area B","G 25"
"9b118dee-94be-4742-b491-86c21b72fc33","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 31","Split HW"
"2a1ce5a7-1357-418e-8041-dee656ba2bd3","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 31","Toilet Ext"
"b2804e46-6778-4b1e-ae7b-c6cb5af724d2","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 31","Kitchen Ext"
"989a34af-d5e9-4ff3-971a-5330bfd01d58","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 31","Bath Ext"
"5fcf2ec8-ef0b-4580-8687-dee66aba2363","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH14"
"2a1b125f-1372-4d7f-a1a5-84344d7b5a1d","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 22"
"569a8dda-3ef9-4b06-9e69-28eac9c525ee","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 22","Split HW"
"d557966a-c9e0-43d6-8f5e-ee25d0b5e9e3","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 22","Toilet Ext"
"cd2c6c3a-8cc0-48c2-bd7d-22e7c2ef1bfe","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 22","Kitchen Ext"
"33a70715-74d1-4d75-bd2b-69d2d8c4ce49","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 22","Bath Ext"
"6a3cb6ca-ff87-4ad6-bf64-e70a3152aa33","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 24"
"e4a16f32-f15a-4bc0-80f7-88c944caa119","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 24","Split HW"
"1fe0b132-5223-43c1-b3f6-477c0e692d51","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 24","Toilet Ext"
"9afc7290-e21e-4b45-bd71-562c340b39fc","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 24","Kitchen Ext"
"72b196fa-faf8-473d-a4ae-01eb1cea685b","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 24","Bath Ext"
"385b9260-a1b3-45ab-88be-726c07b35f3a","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 26"
"8459e71a-4bf5-4ffb-9c42-24c167558873","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 26","Split HW"
"9c79a3ab-abff-4583-9831-a52fc1d175b2","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 26","Toilet Ext"
"0178c323-4c24-4eda-93a3-98f2b1fd1a9b","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 26","Kitchen Ext"
"bc202b64-de98-4f12-acda-7ce62ac68fa0","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 26","Bath Ext"
"50c836bd-6d96-4df6-a0bf-23db68696fd3","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 28"
"6124c2c6-d908-4e9a-b937-d09ff5dc81d1","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 28","Split HW"
"fbbd0fc4-9b41-4f16-aff3-69c4eafd2c0b","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 28","Toilet Ext"
"c0be63f6-85b3-43e2-9aee-9026dd80c7b1","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 28","Kitchen Ext"
"9bcd87ca-8a15-4b84-8544-added94568a9","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH14","Unit 28","Bath Ext"
"c327b427-38cf-4384-adcb-62bdf8e10a67","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH15"
"e84a7996-e4d8-4d78-855d-1ec569c7b838","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH15","Unit 30"
"00f16a87-82c3-40fe-ad76-4bef3a9d754c","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH15","Unit 30","Split HW"
"b750dc7a-4b09-4956-9c06-24089388ddb4","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH15","Unit 30","Toilet Ext"
"9db33999-5ee9-4750-9037-9d1a4decb118","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH15","Unit 30","Kitchen Ext"
"7ef3ec54-eff5-4136-baa1-6ac110cf05a0","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH15","Unit 30","Bath Ext"
"43ce8c5e-82c5-4372-9d9d-59fcaa03b706","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH15","Unit 32"
"e102d673-ef16-4de3-92fc-879c40a82485","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH15","Unit 32","Split HW"
"f97a67e6-518a-44da-a02b-6817ddbdb820","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH15","Unit 32","Toilet Ext"
"6e87fba8-67b7-4ec6-89d3-f061983bf810","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH15","Unit 32","Kitchen Ext"
"c8c2e3a9-54bc-44a4-ac6b-6defeeb238b6","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH15","Unit 32","Bath Ext"
