"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"79cb1f43-a2b9-4387-86c6-4f448726d9fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP"
"e81e2c4a-3698-4414-b0e6-9db508d7553f","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing"
"317497b4-0a92-452a-af24-38402c70ecf7","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing","Ground Floor"
"bbad046e-4d52-4903-a11a-364e253dbc44","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities"
"8c91325f-a69c-49ab-8d98-baf4281757c6","","checklist-sectioned","work-in-progress","Waterproofing ITP","checklist","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities","Male"
"6844d5f6-602e-5e7d-af43-5b58e34701f3","","checkpoint-group","work-in-progress","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities","Male","Details"
"c3889499-56c0-570a-ab11-24c7cf24f3c1","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","4. SAND & CEMENT BEDDING","24hrs curing minimum"
"238fb395-d749-58d7-bf1e-c9b5069da1a3","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","4. SAND & CEMENT BEDDING","For large areas - check concrete porosity and de-dust"
"26fef450-d565-555b-9e3e-a3548a7a7515","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","5. HOLD POINT"
"1759880f-3235-5c95-a13f-ba0d38844971","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","5. HOLD POINT","Setout and starting point verified with Builder and Drawings"
"f52c947c-b8e0-510c-91c7-a08699be219e","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","5. HOLD POINT","HOLD POINT"
"0508cbc2-5138-512a-b345-97f8075a6458","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","6. INSPECT TILE LAYING"
"be6953f0-313d-5be5-b2ff-12c1b8e62676","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","6. INSPECT TILE LAYING","Penetrations checked prior to cuts"
"31e7cc84-40e2-55fc-b2dd-a904aea90bb1","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","6. INSPECT TILE LAYING","Installation of waste covers"
"8af0651d-5f3b-52e8-9c83-689abfe8573b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","6. INSPECT TILE LAYING","General lipping wall/floor"
"d354d862-8452-50f9-a63d-3842f34ed7d2","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","6. INSPECT TILE LAYING","Confirmation of removal of floorwaste sponge"
"ddf463e7-206c-5708-acca-dab8a72edb87","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","7. PRESEAL"
"ecdb2f7c-7f54-5458-95ef-40111689f8cc","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","7. PRESEAL","Any material to be sealed to be cleaned free of dust"
"abf6c93e-71fe-50cb-a89e-8b8e11297f09","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","7. PRESEAL","Allow preseal to cure minimum 8 hours before grouting. Area to be baricaded off from entering."
"d30be412-5b06-54d4-acdf-24e72dd065c9","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","8. GROUTING"
"8fca2a08-2493-5f60-b5e4-6c28bb234c18","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","8. GROUTING","Ensure approved grout colour is used"
"4f37877b-4aee-524e-b9d7-a7ab38ba9c72","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","8. GROUTING","Secure watersource and discharge location"
"93c77243-9b15-5d2b-8780-d3534ee724c7","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","8. GROUTING","Grout mixed without lumpiness"
"f75b5d84-3127-5fa0-bb90-3976972a9528","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","8. GROUTING","Joints free from debris / spacers"
"6811a45c-1cfa-5cb3-97c1-09e86717b4e6","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","8. GROUTING","Surface is uniform and clean / no grout build up / internal corners free of grout"
"8dc972b3-8938-551d-868d-801f36172939","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","9. PROTECTION"
"60925270-6b4b-5a26-9d48-0662528227a2","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","9. PROTECTION","Corflute taped down (no black corflute) cover entire tiled Surface"
"c84150ba-709f-5881-8a67-e327de2874da","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","9. PROTECTION","Photo record of protection"
"78cc2ca2-703c-5937-b1d3-0cddade6cd79","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","9. PROTECTION","Builders acceptance"
"c3954973-b257-5748-b7e9-0f3e0ee8978d","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","10. Notes"
"8792d3f0-951b-5700-a3b8-7b7efa4d60de","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","10. Notes","Notes"
"21d5f489-8740-53fb-b6f3-57b263f4a1ce","","holdpoint","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","South Lobby Floor & KSB","10. Notes","Prepared By:"
"73c1189d-9801-41ec-83e4-a675a4ae22ee","","folder-normal","not-started","","step","TRUE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities"
"944425a1-0bae-4725-ba7a-2260c18ab8a9","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male"
"bfac98e3-e02c-51d6-b820-f46eb8da8031","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","1. CHECK DRAWING"
"e90b7697-bc0e-54f9-b072-477d7b9b171b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","1. CHECK DRAWING","Confirm current drawing, specification and revision #"
"914c62a7-4e59-5bb6-9ef1-de7bb502fbf8","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","2. SUBSTRATE PREP - WALL"
"875a78cc-f999-5cf4-b582-7ed0c35a359b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","2. SUBSTRATE PREP - WALL","Inspect for wall quality to accept tiles and ensure that substrate free from debris"
"c1a63918-ff83-5744-ae07-3e56e8ded840","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","2. SUBSTRATE PREP - WALL","Clean and dry"
"27dffb4f-1312-5a2f-b9ba-c86a14a1ef09","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","2. SUBSTRATE PREP - WALL","Joints set and sealed"
"e82108bb-027a-5866-b91d-11abe12b15c5","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","3. SUBSTRATE PREP - FLOOR"
"9fbd95b0-ffec-5372-9698-29bcbaa47ad8","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","3. SUBSTRATE PREP - FLOOR","Check FFL from substrate"
"232143f3-5be5-5e0c-bb4b-3f4cf137ebd5","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","3. SUBSTRATE PREP - FLOOR","Check angle termination position"
"2b7f03e8-32d0-5214-8e0d-efce1ef2c802","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","4. SAND & CEMENT BEDDING"
"cf24fd7a-9137-5d0f-bbe7-6db9094d5489","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","4. SAND & CEMENT BEDDING","Floorwastes protected to prevent debris entering into drains with compressible sponges"
"a1a63d24-583a-5210-8ab9-9fdd5273ad1b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","4. SAND & CEMENT BEDDING","Falls to waste as per drawing / isolate falls to waste"
"e5d5cd9f-7b0b-5bfd-9d23-00cdd18e08be","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","4. SAND & CEMENT BEDDING","Ensure slurry material is correct and is not dry prior to screeding"
"188dc1f1-ba46-556e-93f0-644b1ebc2f55","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","4. SAND & CEMENT BEDDING","Screed mixed by machine ratio1:4"
"8d8c9293-6896-5dbe-8ac7-1f019f9ae403","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","4. SAND & CEMENT BEDDING","Ensure minimum screed is 15mm."
"9f81b348-85c5-53b7-93ff-7cfc6527a48e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","4. SAND & CEMENT BEDDING","24hrs curing minimum"
"ab05af18-c2f6-506b-bc0d-d46e6d49d24b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","4. SAND & CEMENT BEDDING","For large areas - check concrete porosity and de-dust"
"bce2d4dc-26ee-5922-b841-fff8a7ea983e","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","5. HOLD POINT"
"59b6a242-01af-5495-ab3a-ceb43dd507b6","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","5. HOLD POINT","Setout and starting point verified with Builder and Drawings"
"96bedb00-b09f-57dd-8249-67a7db5384e7","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","5. HOLD POINT","HOLD POINT"
"c71b3cdd-b8f4-595e-b93a-0fe03172ee83","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","6. INSPECT TILE LAYING"
"7e321547-26d5-5a5c-a60d-9a2d3d8ede2a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","6. INSPECT TILE LAYING","Penetrations checked prior to cuts"
"37ef5853-52c6-5e20-aed7-241897ae252b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","6. INSPECT TILE LAYING","Installation of waste covers"
"b83cce8f-efe6-5b8d-b18b-e3048301503d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","6. INSPECT TILE LAYING","General lipping wall/floor"
"923e7aa7-a37a-57d9-b6ad-72ffb28d7878","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","6. INSPECT TILE LAYING","Confirmation of removal of floorwaste sponge"
"c2f412b1-f08f-5c2f-adea-f2167cab0f08","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","7. PRESEAL"
"428cdeff-b3b9-51e0-885f-9a205bd664e9","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","7. PRESEAL","Any material to be sealed to be cleaned free of dust"
"52ea3002-f061-5abc-a350-08fe3014cc04","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","7. PRESEAL","Allow preseal to cure minimum 8 hours before grouting. Area to be baricaded off from entering."
"ac98c5d9-eee6-5fb5-aa4e-11843bcc16c0","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","8. GROUTING"
"2f1c1ee1-fa37-572b-8933-891dfeb20855","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","8. GROUTING","Ensure approved grout colour is used"
"4b6565d5-26c1-5a83-b527-52c0285c2f93","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","8. GROUTING","Secure watersource and discharge location"
"46981a0f-685a-5abd-96d2-72f30a14da99","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","8. GROUTING","Grout mixed without lumpiness"
"0466355e-e14d-52a9-96eb-75ea63f8df56","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","8. GROUTING","Joints free from debris / spacers"
"3827bd69-282b-530d-998a-954748203c96","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","8. GROUTING","Surface is uniform and clean / no grout build up / internal corners free of grout"
"e00c8e5f-672e-54bb-a4d9-80a7d7675d94","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","9. PROTECTION"
"b01dcf37-f58f-518c-a4ae-d88a2b8ef657","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","9. PROTECTION","Corflute taped down (no black corflute) cover entire tiled Surface"
"a110a4e5-c4a4-5981-b844-b478e6c5f1a0","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","9. PROTECTION","Photo record of protection"
"d268d69f-0016-51b7-88da-dd415ce6dea0","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","9. PROTECTION","Builders acceptance"
"31440c00-7d3a-56e0-8e5e-c3c72fff1e86","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","10. Notes"
"2b606582-fd4f-52bf-8286-a80600e7f9b6","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","10. Notes","Notes"
"cdbfdbbd-52dd-549f-aca3-316860fe27ac","","holdpoint","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Male","10. Notes","Prepared By:"
"aa9f46b0-606c-4236-aff5-ea69ad9e5634","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female"
"0bf41371-ec95-5cac-bedf-eed4d6e409dc","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","1. CHECK DRAWING"
"9a487fc5-a444-5584-a679-a86c2471ff88","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","1. CHECK DRAWING","Confirm current drawing, specification and revision #"
"a982bd89-cafd-5d9c-a8fe-14bd1a528315","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","2. SUBSTRATE PREP - WALL"
"0b245171-b58f-554e-b0b6-3217781ec866","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","2. SUBSTRATE PREP - WALL","Inspect for wall quality to accept tiles and ensure that substrate free from debris"
"705aa864-dc6d-5aa6-a0db-c49ad26ce0c4","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","2. SUBSTRATE PREP - WALL","Clean and dry"
"a191515e-638c-55a2-91b7-ea5da6972325","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","2. SUBSTRATE PREP - WALL","Joints set and sealed"
"f65b2675-15ba-5904-b444-9a50d92abf95","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","3. SUBSTRATE PREP - FLOOR"
"c72c0cab-cc7c-5a11-9091-f7fc452d6595","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","3. SUBSTRATE PREP - FLOOR","Check FFL from substrate"
"c28fca58-e2dc-5f99-814e-1038fe27411d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","3. SUBSTRATE PREP - FLOOR","Check angle termination position"
"6d9f5848-4c29-5c47-897a-59f8c3fb8a76","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","4. SAND & CEMENT BEDDING"
"8f50b1b5-45a2-5d5b-a375-8ba0f5d454a9","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","4. SAND & CEMENT BEDDING","Floorwastes protected to prevent debris entering into drains with compressible sponges"
"67e50d4d-8cd4-541b-bc62-6d5a9cf20f81","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","4. SAND & CEMENT BEDDING","Falls to waste as per drawing / isolate falls to waste"
"3107b17b-b2a7-5cf3-affb-548028179c5f","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","4. SAND & CEMENT BEDDING","Ensure slurry material is correct and is not dry prior to screeding"
"9d93e6db-ae23-512b-b59f-5c108bd8d5a9","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","4. SAND & CEMENT BEDDING","Screed mixed by machine ratio1:4"
"a455e19b-7987-55ab-b98c-833c8ffc686d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","4. SAND & CEMENT BEDDING","Ensure minimum screed is 15mm."
"58819cce-01a7-51ff-a3df-8dd634be0b4c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","4. SAND & CEMENT BEDDING","24hrs curing minimum"
"d1d2af05-6a73-5f48-a98c-ee4ae852aa08","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","4. SAND & CEMENT BEDDING","For large areas - check concrete porosity and de-dust"
"e3fd5cc9-eab6-5297-a629-bcb2b741a8aa","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","5. HOLD POINT"
"ee227dbe-e653-5e75-8636-b8f435557681","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","5. HOLD POINT","Setout and starting point verified with Builder and Drawings"
"51a2828f-f424-558d-af26-0dca418f3a18","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","5. HOLD POINT","HOLD POINT"
"49787b26-24cb-5bf0-b53f-d2505b317699","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","6. INSPECT TILE LAYING"
"6559c034-a55e-5061-b578-b020642244db","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","6. INSPECT TILE LAYING","Penetrations checked prior to cuts"
"13cd1b85-b786-526f-bc57-2baf409a7739","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","6. INSPECT TILE LAYING","Installation of waste covers"
"aeacf67f-510a-55d7-ad8b-43ed0fdc16fd","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","6. INSPECT TILE LAYING","General lipping wall/floor"
"c23bd2fe-9fc7-56d9-9b59-f98d8515486e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","6. INSPECT TILE LAYING","Confirmation of removal of floorwaste sponge"
"e02c3971-6cc9-5b53-bfd4-76273849e802","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","7. PRESEAL"
"febce8fb-74ab-5c9b-a97c-53c5db6ea307","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","7. PRESEAL","Any material to be sealed to be cleaned free of dust"
"b847e180-2583-5ab5-aa62-aaaa2bdb93d6","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","7. PRESEAL","Allow preseal to cure minimum 8 hours before grouting. Area to be baricaded off from entering."
"692e140b-c36c-56fa-b4cf-66d6514fa45f","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","8. GROUTING"
"31a4938b-c256-5150-bb59-ba20df6a0a6b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","8. GROUTING","Ensure approved grout colour is used"
"4eef90df-9e5e-5495-a25a-98c35784787e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","8. GROUTING","Secure watersource and discharge location"
"90d7c816-d9a0-5785-a707-aa82fb27eeaa","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","8. GROUTING","Grout mixed without lumpiness"
"77d9ffbd-46ec-57ab-be10-939cc550592b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","8. GROUTING","Joints free from debris / spacers"
"07a9e0c6-3b28-5ae1-b5ac-ca4a19c0f8c7","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","8. GROUTING","Surface is uniform and clean / no grout build up / internal corners free of grout"
"169ef2c7-2b1a-573d-b4e8-8ab4e34517f5","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","9. PROTECTION"
"38bed4df-7972-5a37-b0e6-08ec9788b450","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","9. PROTECTION","Corflute taped down (no black corflute) cover entire tiled Surface"
"2ef85ab4-a3aa-58e6-b3a3-42d13c2d299e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","9. PROTECTION","Photo record of protection"
"8f593745-fdda-5ba5-8862-7bc9de69daa9","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","9. PROTECTION","Builders acceptance"
"7c550f6e-fdc7-53f2-bdad-eb4fb4f900c9","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","10. Notes"
"938ba16c-dfd0-505d-981e-9024de63d4db","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","10. Notes","Notes"
"0e944372-ca8f-56f8-b3d6-46449ad6e7d0","","holdpoint","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Female","10. Notes","Prepared By:"
"b776ce4a-ac02-4533-a4ed-a4333e6cd9ba","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible"
"93157709-d2ce-57bf-9221-4bb09fcf9f9a","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","1. CHECK DRAWING"
"32ed6ffc-2bdc-591b-91ed-fc0eed592eb0","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","1. CHECK DRAWING","Confirm current drawing, specification and revision #"
"720157dc-d6e9-545d-8ad1-3a6c1540c5c8","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","2. SUBSTRATE PREP - WALL"
"e7f81936-fe59-5185-9b24-34a2937ebad2","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","2. SUBSTRATE PREP - WALL","Inspect for wall quality to accept tiles and ensure that substrate free from debris"
"80152e7d-f85c-5f09-8c2f-b641a7b73cb5","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","2. SUBSTRATE PREP - WALL","Clean and dry"
"a4be7703-0e6d-5960-8f95-0dc43f53e092","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","2. SUBSTRATE PREP - WALL","Joints set and sealed"
"420fe1f3-718e-5f31-8709-2a7292031294","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","3. SUBSTRATE PREP - FLOOR"
"2e177ec4-c490-5f59-bd3f-139d21848339","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","3. SUBSTRATE PREP - FLOOR","Check FFL from substrate"
"cffc0c35-516e-5f60-8a7f-c3eb8dd666df","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","3. SUBSTRATE PREP - FLOOR","Check angle termination position"
"bc790da7-3f4a-5854-b75d-a9ff22cfc1ac","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","4. SAND & CEMENT BEDDING"
"fe04cdd7-eda9-530e-b282-0de1afb000a1","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Ground Floor","EOT Amenities","Accessible","4. SAND & CEMENT BEDDING","Floorwastes protected to prevent debris entering into drains with compressible sponges"
