"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5bd822eb-73dc-427f-a305-05ddaa91b3d0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01"
"dc902f98-0eca-46d5-86fd-315440124e08","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2"
"79585953-e2e9-432f-9c20-6d24813a7832","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area A"
"45a93894-a0ea-4356-80a1-85995ef1934e","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area A","ALS Corridor- Grid lines"
"fb331161-990b-4058-b5ea-1ccdff9fee67","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area A","MSB Room","Internal Lining - Walls"
"36232249-ca1e-41c5-87f4-e4ce758562f9","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area A","MSB Room","Stopping"
"83072dc4-512b-48cb-b57f-700b52866dc8","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area A","MSB Room","Painting"
"954bb71b-0f63-4d4a-886a-3ffcdf6324f7","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area A","Salon & Beauty Room"
"0c83391e-2061-4677-89c3-8636e5adb06e","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area A","Salon & Beauty Room","Internal Lining - Ceilings"
"15a47749-27aa-4539-af5a-8a5fd41e7f40","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area A","Salon & Beauty Room","Internal Lining - Walls"
"220df9b8-5e03-4164-adea-0320554bd7c8","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area A","Salon & Beauty Room","Stopping"
"25b91cc0-18f3-4ce8-98c8-e6b8d16d31f4","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area A","Salon & Beauty Room","Painting"
"8cd82988-232e-4c34-a09f-259b31af6fe2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area B"
"8e637212-34d3-455c-a54b-e45fa51976c2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Corridor- Grid lines"
"5220e6fc-cf87-40be-a711-5b0073d2476a","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Corridor- Grid lines","Internal Lining - Ceilings"
"ce904170-9f7c-4cd1-b2a4-923d25e926cf","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Corridor- Grid lines","Internal Lining - Walls"
"096d2753-91fd-491a-bb0c-9a5c4bcaa767","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Corridor- Grid lines","Stopping"
"1d32fe87-364f-4646-9873-e662ad0d6acd","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Corridor- Grid lines","Painting"
"9648aee6-c315-450a-b7f7-0bccb16f44a1","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Craft Room"
"bf7b5583-786c-4bc3-9f64-62a716bdc3c5","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Craft Room","Internal Lining - Ceilings"
"257205f4-3a47-4277-9f90-a2bbba4d3055","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Craft Room","Internal Lining - Walls"
"8928d91f-f383-4394-88f5-e0f3efab2340","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Craft Room","Stopping"
"9f3c7893-220d-45c2-8f4e-a29cfdfac7a8","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Craft Room","Painting"
"edd069f4-503b-4edc-abf6-13ece12a3238","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Gym"
"bfa1caa4-d10e-4478-bab3-f28860f0e6b7","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Gym","Internal Lining - Ceilings"
"ee783be4-24d8-45bb-8d36-6002d793535d","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Gym","Internal Lining - Walls"
"a4ea9f89-67cc-4f1e-a20d-75dd23730f99","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Gym","Stopping"
"84c91499-9a1e-4bd5-82a2-7d164cc0facf","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Gym","Painting"
"8356081d-cc98-4d5f-bdc6-d577837c7b29","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Reflection Room"
"af8b68ce-65ff-40e6-8298-d3ed8d55aa61","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Reflection Room","Internal Lining - Ceilings"
"62a69648-6172-49c3-88a8-549fcdb6d923","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Reflection Room","Internal Lining - Walls"
"f047d799-9460-413b-873b-ae958ca71684","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Reflection Room","Stopping"
"d802fabf-9083-491e-b153-00767b0d1591","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Reflection Room","Painting"
"3f7d3c5c-e86e-4413-bf78-b5d77d6a821d","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Lobby"
"58ae6763-d6f3-4528-9d86-a3c8d8f403dc","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Lobby","Internal Lining - Ceilings"
"9665e83f-d94f-4157-8d8c-9e82bf30fb71","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Lobby","Internal Lining - Walls"
"8736f8d6-9d04-4c02-8d49-036b27a9a416","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Lobby","Stopping"
"4930755e-b800-4e01-9125-9716f3319229","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Lobby","Painting"
"73463742-84c0-4424-90b8-9e8febc3e83e","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Cleaning Room"
"038602d1-dca1-4473-a703-0d17ae93ae6c","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Cleaning Room","Internal Lining - Ceilings"
"301f66c8-3bbc-401c-9e79-f4ccc6a85b6c","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Cleaning Room","Internal Lining - Walls"
"dd430949-a5ef-430d-bc47-646d0fba654e","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Cleaning Room","Stopping"
"297756d2-96d0-465c-b7dd-679228885fd4","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Cleaning Room","Painting"
"1d19ebc8-ddfc-448d-9e08-dca392c952bb","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area B","WC & Showers"
"5f2071c5-defa-49fc-a990-8f693904fe12","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","WC & Showers","Internal Lining - Ceilings"
"57f36e31-28e1-43e1-898f-fc3bc8f6fd3a","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","WC & Showers","Internal Lining - Walls"
"93d4a44e-065f-43ac-a189-82dddde2f451","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","WC & Showers","Stopping"
"a71277f8-a1fa-497c-b735-995766af51cf","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","WC & Showers","Painting"
"c5907dbd-1e9e-4eb0-96a8-48e9975f65c9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Library"
"537c78db-0c64-4708-b85e-320fdab3b3ed","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Library","Internal Lining - Ceilings"
"b9d186e0-fdb2-4b6f-ba0e-5bdbd8d696a9","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Library","Internal Lining - Walls"
"cbf5c918-3e61-4aca-b833-07e0f7579b61","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Library","Stopping"
"4b65bcbc-a15c-408f-a5d5-03fd50689285","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Library","Painting"
"524a10da-73bc-4f66-9c11-45b2da9d8da6","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Cinema"
"fb9adf4f-21fc-4782-86e2-6625dc00a51d","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Cinema","Internal Lining - Ceilings"
"128ea6be-edb9-4f5c-bf49-8f8e2fc341d7","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Cinema","Internal Lining - Walls"
"72b5a0d2-45b3-4e9b-9e3c-c5c9ceaf98d1","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Cinema","Stopping"
"7c14fb8c-aa97-49ef-9eeb-c547287fc290","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Cinema","Painting"
"9b116940-29df-4ffa-a3cf-59dd3ff32d68","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Pool"
"77656c92-d5c3-4a43-9b36-ede71aa085e6","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Pool","Internal Lining - Ceilings"
"44186cf9-2af8-4303-aa0b-55c2546d2fb8","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Pool","Internal Lining - Walls"
"92a78c6c-98d5-4106-9b98-b9167c420d6c","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Pool","Stopping"
"759bebda-bc9a-4b51-8202-1da73a0873f3","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Pool","Painting"
"a6dc491b-a552-48a4-837c-a0e788ff08d0","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Pool Plant & Area"
"74d3bd03-b31e-44af-9d48-97f0e51e09d0","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Pool Plant & Area","Internal Lining - Ceilings"
"3fd0f344-6f4e-4e69-927b-c80358c47e0a","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Pool Plant & Area","Internal Lining - Walls"
"3bac19b4-8786-4e72-a999-2038b1a42a6f","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Pool Plant & Area","Stopping"
"6934a537-043b-43a4-a84c-0a3fd368d397","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Pool Plant & Area","Painting"
"a35c74c8-8c4a-483c-a307-46c17507fc5f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Activities Room"
"8cc488a6-0020-4633-a8f8-c386b6cc0ea9","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Activities Room","Internal Lining - Ceilings"
"d07e50f0-51c4-4d85-94fb-be9f7be8ed43","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Activities Room","Internal Lining - Walls"
"efdb7c91-4ae0-4bf5-b48c-87ab79bad96a","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Activities Room","Stopping"
"0c46c2fa-fcbc-40c9-8879-6ba466833be3","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area B","Activities Room","Painting"
"4975f727-2bdd-40b7-8fb4-af660a81d5e4","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area C"
"e59d4622-4a60-4773-9f13-4a601674baed","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Corridor"
"b87b957b-85ed-4677-8ee5-19c9918c4784","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Corridor","Internal Lining - Ceilings"
"08ae817f-33e5-4870-90ec-5753b624e64e","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Corridor","Internal Lining - Walls"
"00c43610-19eb-4ae4-b697-5bca2cbc9ee5","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Corridor","Stopping"
"3f6b7e65-22b2-452f-8284-dd5d4e23a7a5","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Corridor","Painting"
"69759662-8420-4217-9eb6-cafa918b26e4","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Stair 3"
"f18b7aeb-3e83-45a1-b7ad-63a2752d7dc1","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Stair 3","Internal Lining - Ceilings"
"1750744f-ec1a-4c5f-82cd-48a494e06536","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Stair 3","Internal Lining - Walls"
"aedd78d0-97e0-4a8e-be64-752a289dc422","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Stair 3","Stopping"
"30fedde5-5f9e-45b5-a67d-589246cd6107","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Stair 3","Painting"
"1e49f873-8729-45c8-a0e4-794a4f01f36b","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Games Room"
"0b609d25-247f-4d01-9b8b-17e409ca362b","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Games Room","Internal Lining - Ceilings"
"00bcb045-c736-426c-83f4-a4b23170f9c6","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Games Room","Internal Lining - Walls"
"edc0662d-f2d7-427a-8160-b4a7fc6cd9a9","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Games Room","Stopping"
"cff89e96-95f4-4dfa-b2c2-8cc15dbf85c5","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Games Room","Painting"
"b48c5b58-0b8f-4bc9-a48c-2bc43c926133","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area C","ALS Dining"
"98f3fbc9-6cfd-419a-8f9b-b71850b133cc","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","ALS Dining","Internal Lining - Ceilings"
"0d81839f-0494-45de-b955-b51090d72fdd","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","ALS Dining","Internal Lining - Walls"
"40dbd772-4002-4593-945c-b0f403a76482","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","ALS Dining","Stopping"
"0f43ef98-92ac-4db2-8291-483d84f34a5d","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","ALS Dining","Painting"
"5d6ed55c-c939-4a22-b4e7-39c336829825","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Servery"
"11b73be6-2709-4312-9f09-54c594021799","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Servery","Internal Lining - Ceilings"
"4f5be20c-12ff-4d78-ae12-0326a03710e3","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Servery","Internal Lining - Walls"
"c1c666c9-e3ef-4719-92e7-894ab2006220","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Servery","Stopping"
"4e70bc05-38c9-43d5-8564-33cc6362024b","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Servery","Painting"
"feda9bb1-5f77-43a8-8ce7-3b4f04e2856d","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Lounge"
"5dbd4103-18dc-4b7d-82fd-eb51ce183096","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Lounge","Internal Lining - Ceilings"
"b56602a8-2b7a-4399-92c5-13e1c3da4e06","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Lounge","Internal Lining - Walls"
"67c76c3a-373c-4e06-b183-0bfd0aad804e","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Lounge","Stopping"
"2c7ca003-82ff-4b87-bcea-40464322bd04","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Lounge","Painting"
"ac7a803c-d4dd-4e98-8a98-7309b4c0db61","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Bar"
"418c85ae-d544-43cd-a986-fbae79d20c62","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Bar","Internal Lining - Ceilings"
"159922e9-35f1-48ea-8852-11654c6ac776","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Bar","Internal Lining - Walls"
"f3bc8acd-d34f-4836-afe6-745145d14d4a","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Bar","Stopping"
"eb03457c-aae4-4823-afde-d67641126349","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Bar","Painting"
"df501d15-9a7a-41fe-8469-1a55b34134e8","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Kitchen Store"
"c9fa9aee-b78a-45d2-931a-a9c890a0fcbd","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Kitchen Store","Internal Lining - Ceilings"
"4451ba69-79c9-4c07-bff8-5e852d7fb23d","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Kitchen Store","Internal Lining - Walls"
"807fdee0-18f8-4de9-bd43-244b4dbc92c8","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Kitchen Store","Stopping"
"612b6f6d-27fd-4e34-84a9-14245e719b1f","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area C","Kitchen Store","Painting"
"ee772241-ecdd-4373-92b4-1518a1e80f1f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area D"
"72db2471-9ef2-4b28-ad4f-43b1140bbe90","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Corridor- Grid lines"
"69c23eab-4365-43a7-a786-7cacfa1c6f7c","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Corridor- Grid lines","Internal Lining - Ceilings"
"7e1ab695-03ed-4509-90dc-6965b6cc5ac8","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Corridor- Grid lines","Internal Lining - Walls"
"1d214565-22b6-4dbd-904a-55f0a77aa541","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Corridor- Grid lines","Stopping"
"8fce5c07-15e0-429d-9430-c6590ec7eec1","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Corridor- Grid lines","Painting"
"b1d64597-7ac6-4438-9d5f-c68225b0f29e","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area D","EDB Room"
"a81e23fa-0134-400b-8f98-7c33fef561f9","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","EDB Room","Internal Lining - Ceilings"
"32b3964f-251e-4617-9713-90aa99edffef","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","EDB Room","Internal Lining - Walls"
"3ea1d9dc-4474-4276-a343-9a76cddee7dc","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","EDB Room","Stopping"
"ead28dc4-7398-46ca-a294-fcd88d88722a","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","EDB Room","Painting"
"9aee806f-8b3e-4fb7-8bcf-80ee8b9d4e28","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Store"
"63e4ba80-17bb-43d3-acf3-e1e6da01bacd","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Store","Internal Lining - Ceilings"
"6135a066-87dc-47d1-a9b3-c4a684580974","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Store","Internal Lining - Walls"
"ef26ac56-f425-41d8-ad63-0f416092b5d4","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Store","Stopping"
"ed65563e-1b3b-43b5-b8c4-538da427576a","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Store","Painting"
"e18bc087-9975-4d02-b214-3cffced2561e","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Secure Lobby"
"eed43022-007b-4c80-b2eb-fc02644f5e43","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Secure Lobby","Internal Lining - Ceilings"
"40495156-c465-468a-8521-7c519d0a3fea","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Secure Lobby","Internal Lining - Walls"
"26bdc39a-0f4a-4683-9f2b-62211ac2548e","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Secure Lobby","Stopping"
"97a83774-1559-44a2-8b01-21e362f2d575","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Secure Lobby","Painting"
"10bbe06b-21b4-46c6-a7db-3a0c6b402c83","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Sluice"
"d30c76d8-86e4-4a94-ba4d-1b037e4c0964","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Sluice","Internal Lining - Ceilings"
"440fd6b0-1e2a-4031-8034-0d63642326ac","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area D","Sluice","Internal Lining - Walls"
