"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","pass","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Reference Drawing"
"8753136d-4a51-4c61-b4b8-6ed3db6a1ed6","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"c155ff40-ede8-4cef-9221-353145c7a1d6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","CONS (LG.B.001)"
"40f1e528-ae40-43fe-876f-f0402b42ae96","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area D","PBTR NA (LG.B.402)"
"0017e88d-8fa1-4729-962d-af2b6abfd07b","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area D","PBTR NA (LG.B.402)","Pre Sheet Sign off"
"6863b49e-4dca-41d7-83cf-5338922fc942","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area D","PBTR NA (LG.B.402)","Pre Grid Sign off"
"7080b429-a754-4c0b-80f6-728ee9af6112","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area D","PBTR NA (LG.B.402)","Pre Ceiling Sign off"
"b03b299e-7965-41f5-948f-574edd900259","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area D","WS IN (LG.B.403)"
"2955ffab-5724-4e09-9452-f6c7a1d9af0e","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area D","WS IN (LG.B.403)","Pre Sheet Sign off"
"78bc1a08-b6a7-416d-9929-7595c3759262","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area D","WS IN (LG.B.403)","Pre Grid Sign off"
"0f1542fd-edbc-4528-95d3-73852c2f97dc","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area D","WS IN (LG.B.403)","Pre Ceiling Sign off"
"861b2b64-2d7b-4696-a78f-60696b38b5d1","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area D","PBTR NA (LG.B.404)"
"a030dc55-613c-4c41-8f53-afc6c37cb95d","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area D","PBTR NA (LG.B.404)","Pre Sheet Sign off"
"15dcf0c0-7548-49ec-a0f6-048e4506e7e9","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area D","PBTR NA (LG.B.404)","Pre Grid Sign off"
"7e5191ba-7187-4856-bee3-ce3fda214dd1","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area D","PBTR NA (LG.B.404)","Pre Ceiling Sign off"
"d603d35d-6f47-42b8-80af-baf6a61fc9ef","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area D","OFF CW (LG.B.405)"
"d04f79a0-1811-4d0b-a3ad-56343248ace8","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area D","OFF CW (LG.B.405)","Pre Sheet Sign off"
"54157a44-3136-4898-ae91-7471aae2fa45","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area D","OFF CW (LG.B.405)","Pre Grid Sign off"
"43e75bbb-3199-443d-88b2-a53a89e9bc94","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area D","OFF CW (LG.B.405)","Pre Ceiling Sign off"
"6ca6d74d-f895-4a55-9638-6c5f84a21920","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E"
"dc8a2d1f-63ab-4150-9637-5e3d66a01260","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","GENERAL XRAY (LG.B.131)"
"8694d0bd-539e-4cea-add5-4cb42678df2f","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","GENERAL XRAY (LG.B.131)","Pre Sheet Sign off"
"de379804-a3c5-42a0-89c0-05164dcc30b6","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","GENERAL XRAY (LG.B.131)","Pre Grid Sign off"
"d1df9d84-99da-4e7f-81ec-cc4f6e58d937","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","GENERAL XRAY (LG.B.131)","Pre Ceiling Sign off"
"48329b70-8356-4548-88b6-5385184bd097","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.132)"
"33d2978d-5c5e-48a7-af34-85952c69c5bd","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.132)","Pre Sheet Sign off"
"1a48bd06-dc54-408b-83e5-0b59b5153d77","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.132)","Pre Grid Sign off"
"3552265a-6007-40e9-afcf-46b4a7c76440","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.132)","Pre Ceiling Sign off"
"c0b78ce9-27b2-4cd2-8c75-5876cc34cc5a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","SHWR PT (LG.B.150)"
"2b9e984e-b269-4e34-8415-7970b3db770f","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","SHWR PT (LG.B.150)","Pre Sheet Sign off"
"62450966-ec8a-4763-9484-6634ee2c78b4","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","SHWR PT (LG.B.150)","Pre Grid Sign off"
"6be1d62e-1a02-464d-8622-30e095400b0d","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","SHWR PT (LG.B.150)","Pre Ceiling Sign off"
"473532da-9c24-4aa5-9ca1-2fefa7a09239","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","HWPPE (LG.B.154)"
"2981e424-00fa-43ef-9a42-2bbe69b13a71","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","HWPPE (LG.B.154)","Pre Sheet Sign off"
"4ac99e4c-74d6-4d52-8c65-b680c9b95914","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","HWPPE (LG.B.154)","Pre Grid Sign off"
"da79e3bf-7605-4fcf-a180-42a5f0bb006a","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","HWPPE (LG.B.154)","Pre Ceiling Sign off"
"3569b9bc-cd41-47a5-a1dc-dd40c18c1b46","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CHPT (LG.B.162)"
"dccfde63-e5fa-4801-b11d-e1bd1cef3f84","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CHPT (LG.B.162)","Pre Sheet Sign off"
"2d0e2686-04c1-4753-ae18-3bd118a10143","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CHPT (LG.B.162)","Pre Grid Sign off"
"5019b3f6-4bd4-4222-9d0a-3fbf223fcb51","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CHPT (LG.B.162)","Pre Ceiling Sign off"
"43954bb8-0c25-4fc7-81f1-f8049a9d4847","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.173)"
"0b72f635-004f-42b5-9c0a-e306f03cd342","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.173)","Pre Sheet Sign off"
"588bd24f-8714-4881-9b9a-6e0a4e0f9b9a","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.173)","Pre Grid Sign off"
"60f0aba7-8d12-46ab-9b9c-f49c8664401c","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CIRC (LG.B.173)","Pre Ceiling Sign off"
"492362f3-c850-43e8-8fc3-3b394101578f","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.174)"
"fcab6a5c-b719-48f0-819f-29b30685cca9","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.174)","Pre Sheet Sign off"
"27acc885-43f4-4c3a-aefb-19912c98eb0b","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.174)","Pre Grid Sign off"
"2cee00ab-883c-4957-8156-77f7c974073e","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.174)","Pre Ceiling Sign off"
"126a187a-4663-40c7-b980-09b8eb715ea6","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.184)"
"2dde226a-1b26-4d62-a18f-87643c13c4a9","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.184)","Pre Sheet Sign off"
"fc3f9b96-db1f-4e24-9671-e254ec3d9e94","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.184)","Pre Grid Sign off"
"5a2cca5e-5ff2-468a-a887-fc2999d08f07","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WS PPE (LG.B.184)","Pre Ceiling Sign off"
"9a24c8e9-b850-4f20-bafe-a28b9ebf2795","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CLRM (LG.B.2 00)"
"110832aa-5988-4388-9c3a-3193931be5b7","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CLRM (LG.B.2 00)","Pre Sheet Sign off"
"424be98c-5040-4f39-ac74-ca8e77976355","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CLRM (LG.B.2 00)","Pre Grid Sign off"
"409fc088-6c4d-4ed7-a0f3-b04adae762ee","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CLRM (LG.B.2 00)","Pre Ceiling Sign off"
"86e1a7f0-e5be-44f7-b15a-1c5146827ef5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","REPR (LG.B.201)"
"c4a9a19e-bf6b-4fec-9405-76a083e6ed96","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","REPR (LG.B.201)","Pre Sheet Sign off"
"bb570f3e-c3fb-4e45-ad9d-8c408ac3b7fc","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","REPR (LG.B.201)","Pre Grid Sign off"
"3fa70442-f6ff-4cb1-ad2b-136fe5a64cd9","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","REPR (LG.B.201)","Pre Ceiling Sign off"
"f3af7d71-4a98-4748-9ceb-6270f8dc6a43","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CT IMAGE CTRL (LG.B.202)"
"42b23107-888e-4cb2-8192-5b66c0a1e7c6","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CT IMAGE CTRL (LG.B.202)","Pre Sheet Sign off"
"56fffa29-cf07-47d6-be31-867b99cc227d","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CT IMAGE CTRL (LG.B.202)","Pre Grid Sign off"
"85430949-24a3-4ecb-b2ca-341e7feace40","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CT IMAGE CTRL (LG.B.202)","Pre Ceiling Sign off"
"5f98e5d5-b2b9-4841-a1c7-1e3a4e52064e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","RAD PRO (4P) (LG.B.203)"
"7243bb94-8b8d-4117-9e1b-573353989ce1","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","RAD PRO (4P) (LG.B.203)","Pre Sheet Sign off"
"4c7867a5-10f8-4f0a-9c5f-e484dc4a3275","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","RAD PRO (4P) (LG.B.203)","Pre Grid Sign off"
"95e3177e-99af-48d1-beaa-deca7ac0d635","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","RAD PRO (4P) (LG.B.203)","Pre Ceiling Sign off"
"7d98b299-11e4-4466-b7fa-fb322b0e8654","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST GEN (LG.B.204)"
"28561488-f552-4367-8949-e7b9b2214664","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST GEN (LG.B.204)","Pre Sheet Sign off"
"d9e711e7-7629-42cb-b345-aae7498194b1","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST GEN (LG.B.204)","Pre Grid Sign off"
"d880d5e1-68e4-43cb-b901-8e638a26295d","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST GEN (LG.B.204)","Pre Ceiling Sign off"
"b7d89a3e-0a10-4785-b46f-a5e5fd869e13","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.208)"
"6a3fd549-03da-4928-92d1-3468016a3050","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.208)","Pre Sheet Sign off"
"be888d08-a9be-4228-b461-af0de4f1da90","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.208)","Pre Grid Sign off"
"b8efb265-8e91-4a39-a0d4-8c40968d9a8e","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BMEQ (LG.B.208)","Pre Ceiling Sign off"
"2bd5d35d-a50c-4576-9c98-e52fcf28a29c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CTCPT (LG.B.2 09)"
"d578cd65-cf08-4144-be55-f3571df84ea6","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CTCPT (LG.B.2 09)","Pre Sheet Sign off"
"a1d7618c-6d88-4038-817f-660dc96caa64","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CTCPT (LG.B.2 09)","Pre Grid Sign off"
"349c5bb8-875b-4664-8175-7ce2e8e239b1","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CTCPT (LG.B.2 09)","Pre Ceiling Sign off"
"dcc8de0a-5bcc-4ea5-be86-3436c7396eb3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CU (LG.B.2 10)"
"5fae081b-c449-4e61-a610-3550032e3f56","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CU (LG.B.2 10)","Pre Sheet Sign off"
"bbe8a725-0787-4ecf-ab59-d6a465dda645","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CU (LG.B.2 10)","Pre Grid Sign off"
"43b9e6ac-8b62-4c2f-acd1-c8dca9cd1596","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CU (LG.B.2 10)","Pre Ceiling Sign off"
"d97cfac7-6c66-40e8-a581-063b65886a6d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.211)"
"3c44fe98-26a8-467d-ba6c-ee183d289bbb","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.211)","Pre Sheet Sign off"
"fcafcfcb-0fbd-46c6-87d8-6152984f6d20","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.211)","Pre Grid Sign off"
"a26a5e8b-6961-41ec-b86d-09bd0e8e7ca8","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.211)","Pre Ceiling Sign off"
"d6273d9b-da79-48d3-94fe-a268524ca017","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.212)"
"ebd9f357-b8a3-4a52-a3b3-447c7f167a7a","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.212)","Pre Sheet Sign off"
"f7147f94-9039-4c46-bfd9-d9af45b74fd2","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.212)","Pre Grid Sign off"
"a178db3e-7c08-4c73-ba14-425098a525af","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","PB HOLD (LG.B.212)","Pre Ceiling Sign off"
"89834a97-5b78-4da4-b0ba-be3fb77f35dc","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","GENERAL XRAY / OPG (LG.B.213)"
"7164e856-9c0d-4241-a5ba-0d79717b667a","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","GENERAL XRAY / OPG (LG.B.213)","Pre Sheet Sign off"
"e7d95f60-5996-49fc-8e96-28ffdbad1254","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","GENERAL XRAY / OPG (LG.B.213)","Pre Grid Sign off"
"2564680a-d54d-49c7-9c93-033a852dc73a","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","GENERAL XRAY / OPG (LG.B.213)","Pre Ceiling Sign off"
"69d1b150-af72-438f-823c-ca73c890e798","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","BLG (LG.B.214)"
"84a63cb6-a9f1-43d6-a8be-1e3f31fda4ed","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BLG (LG.B.214)","Pre Sheet Sign off"
"f2851902-2dbd-46ae-9141-999eb5f2327a","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BLG (LG.B.214)","Pre Grid Sign off"
"df45cd65-e4ad-462a-93b8-88e825555989","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","BLG (LG.B.214)","Pre Ceiling Sign off"
"503f407c-7164-4faa-a53c-5174ce9ffdbd","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","ULTRASND (LG.B.215)"
"a9dc2c15-e40b-44e8-8e3f-623fe3c51da8","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ULTRASND (LG.B.215)","Pre Sheet Sign off"
"da174a22-3f4d-497f-81e0-e90abe32cf6f","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ULTRASND (LG.B.215)","Pre Grid Sign off"
"5da6e89a-424e-4c89-8d45-520775de04c7","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ULTRASND (LG.B.215)","Pre Ceiling Sign off"
"02880889-c7ab-41d0-9831-afb9b97cf1fa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.216)"
"cf6679e9-a5bd-4b54-b578-055cf623046d","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.216)","Pre Sheet Sign off"
"6dadb076-c71e-44bd-b586-3b99fcbdc8e3","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.216)","Pre Grid Sign off"
"c4eee92a-e273-45e0-af79-1e11f204f494","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","WCPT (LG.B.216)","Pre Ceiling Sign off"
"3e4e00d8-46a6-4dd6-87e5-1ac544421860","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CHPT (LG.B.217)"
"976b9db1-961a-4c44-bfd2-c3585dff2b87","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CHPT (LG.B.217)","Pre Sheet Sign off"
"96833123-07cb-4d5f-99de-84469146b77d","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CHPT (LG.B.217)","Pre Grid Sign off"
"539dac33-6e1b-4785-9fa6-cc77b9c42387","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CHPT (LG.B.217)","Pre Ceiling Sign off"
"93f08a1e-b977-4ea3-bd54-5aab39943afe","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","CH ACC (LG.B.220)"
"00f35f30-fe87-4211-904a-4437e564af12","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CH ACC (LG.B.220)","Pre Sheet Sign off"
"dd8adf3e-831a-4508-902e-7be818910a09","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CH ACC (LG.B.220)","Pre Grid Sign off"
"7aa3c477-0743-4521-aad3-24b0c69ef5fe","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","CH ACC (LG.B.220)","Pre Ceiling Sign off"
"0e379d04-3a85-444f-bf53-aa9c061ed923","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST STATION (LG.B.222)"
"a4876f0c-1e6b-4c6d-946e-1f1b4a8321c9","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area E","ST STATION (LG.B.222)","Pre Sheet Sign off"
