"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"be9c86a8-3cf4-4931-babc-1e38e82cc4ed","","work-in-progress","","folder","FALSE","FALSE","Site QA"
"2d45ec2d-2326-4294-814d-4fd8af38ebdf","","work-in-progress","","folder","TRUE","FALSE","Site QA","B1/LG/LGM/CarPark"
"81d63675-93ae-4509-97e1-33b226be90f8","","work-in-progress","","folder","TRUE","FALSE","Site QA","B1/LG/LGM/CarPark","Installation"
"fa9b8eb6-dbbc-4324-96b6-bf3971f8c616","","work-in-progress","","folder","TRUE","FALSE","Site QA","B1/LG/LGM/CarPark","Installation","Basement 1"
"60983bad-fba4-46da-a8e1-deaff899e04a","","work-in-progress","","folder","TRUE","FALSE","Site QA","B1/LG/LGM/CarPark","Installation","Basement 1","Mechanical Installation Rough In & Fit Off ITPs"
"e3546243-8f45-49e2-9496-16496fb0377f","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A Clinical Waste Room Exhaust Workbook"
"2dd087d7-a312-4dc1-a60e-714e4f94b8a9","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A Radioactive Waste Room Exhaust Workbook"
"93da192d-519e-4f09-889d-697df281fd5f","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A General Exhaust Workbook"
"b31396f7-61a7-4305-97c6-2ded0d9d8f4f","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A Diesel Tank Exhaust Workbook"
"42bc57e8-b277-4071-8ede-d6593e8f912e","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A Elect Riser Shaft and DB Rms Workbook"
"b94846f5-6423-48ca-bb1c-b593b157db36","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A Central Dirty Exhaust System Workbook"
"72eb27c8-91ee-41ea-bc53-739484c9bf70","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building A","Commissioning","Smoke Management and Stair Press Workbook"
"cfaabf9d-6ad8-4760-b044-6cc57c3ab127","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Building A","Fire Damper Drop Test"
"624573f8-5381-4d7e-9487-979653e56db7","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B"
"40119710-c8e0-41e4-9e15-e86ca5b28455","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation"
"bb5ce431-10fb-4a10-9648-e4ccdc7b5def","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Basement/CEP"
"82c0ae2c-29a2-4197-898f-b1f705247752","","not-started","14c61c739e691448a4bc6fd21ea42f3dc5e9a23d1089633ebbda8e5914a47db9","checklist","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","Mechanical Installation Rough In & Fit Off ITPs"
"2924cb4a-2fe7-43fe-8fe4-d690ac04092b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules"
"5d65a8b5-73dd-4367-a0df-bc102b13988a","","pass","Photo / Document Upload","checklist","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-01"
"41c42143-ef29-42b8-a056-00617bb1a510","","pass","Photo / Document Upload","checklist","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-02"
"e490dce7-29a1-4e52-8b18-6e76ce2acbf6","","pass","Photo / Document Upload","checklist","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-03"
"683dc0e0-63c8-4fbd-9994-ef255c9c35ea","","pass","Photo / Document Upload","checklist","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-05"
"49f4934e-a5f6-4fa6-9524-de7070485a9c","","pass","Photo / Document Upload","checklist","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-06"
"4f9dac1a-fcfc-4501-abdf-729a03d69517","","pass","Photo / Document Upload","checklist","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-07"
"6448f05d-ac0d-4af7-9f71-f743d863a94a","","pass","Photo / Document Upload","checklist","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-08"
"ea2d3b13-730d-407a-b8be-9e6a91ec9397","","pass","Photo / Document Upload","checklist","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-09"
"ee8ff263-ad64-47b5-8b16-d23cc4c0ffc6","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","FD Drop test"
"853fc21e-a728-4b05-a82e-ef08107efb4d","","pass","","folder","TRUE","FALSE","Site QA","Building B","Installation","Basement/CEP","CEP Steel Pipe Spools"
"f656410b-6742-4b7d-8bbd-74aee6cc94e7","","pass","Photo / Document Upload","checklist","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","CEP Steel Pipe Spools","Prefab QA Register "
"3096e8bc-558c-4a01-ab84-97de043ffbf5","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Basement/CEP","Building B Water Cooled Chillers"
"0b532b99-ceda-44f2-a73e-3c115cff1882","","work-in-progress","Photo / Document Upload","checklist","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","Building B Water Cooled Chillers","Photo / Document Upload"
"2965192a-e537-4560-b73c-b9de56bba524","","not-started","","folder","TRUE","FALSE","Site QA","Building B","Installation","Lower Ground"
"cd308dc3-4bd9-47f2-be7c-fe94489e626a","","not-started","14c61c739e691448a4bc6fd21ea42f3dc5e9a23d1089633ebbda8e5914a47db9","checklist","FALSE","FALSE","Site QA","Building B","Installation","Lower Ground","Mechanical Installation Rough In & Fit Off ITPs"
"a8d09ed4-96a5-466b-81c6-fd0993d2183f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Ground"
"66cccde0-1707-4f41-a217-9d44d8d3103b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs"
"ab29d3f7-d9bb-49f7-81bf-44b0dea70c39","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50050"
"18825d0a-655f-4a53-a00b-04ad0bc3b17a","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50051"
"90e83225-2346-435f-b5ec-53b65c7b6e91","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50052"
"7b00824f-54fe-4da0-a4f1-eb8d6f118a16","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50053"
"ee56f8ca-c7b5-41e0-a721-cd84cfcb0086","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50054"
"4f9b286a-c265-4cca-93fc-b02859dfb988","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50055"
"1b9c2f3c-59b4-49a1-a0aa-b16f816f95fc","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50056"
"001e6fb7-95ae-4981-8898-a0ed18857b99","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50057"
"0be38798-064f-452c-aaff-f67d8c2f1309","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50058"
"988b904d-6f4d-4835-bd04-3ab85b8ccc45","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50059"
"ee95a4c6-57a2-477f-9932-f95fb1c12816","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50060"
"7eff53e6-c800-413a-84f1-04362c77dd00","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50061"
"512e694f-1a5a-4dd2-92e1-f78c20a87824","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","FD Drop test"
"d131eec0-bc8f-480f-8730-47933e73b0c2","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Level 1"
"8c032425-7f2a-412f-8d07-3a1aa6064f3f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs"
"72eac004-da27-4961-a346-e60ecee8f5f4","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50150"
"d19236c1-5dc1-4da0-b079-225d199f0340","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50151"
"8b78f4d7-b959-4e30-8503-0bb4c8d25867","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50152"
"1c50ef6b-f75e-416c-b341-d212f959914c","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50153"
"dc5b0915-4cb0-4aff-b70b-bbbbee569ade","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50154"
"d0698396-21f1-4686-b7e4-3a1da4ba7529","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50155"
"ea0e2ddd-3b95-4d2a-aa59-b815ba0cf85e","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50156"
"0788ac3a-83ca-43d1-9eb2-54da8c4fe6ac","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50157"
"8b27bf01-508d-4c77-b214-1fc77fddf34b","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50158"
"c5556979-aa97-4d22-92de-c39a5dc1363b","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50159"
"38bfc995-99d2-4834-866a-d819472b5f59","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50160"
"5c07ca8d-c38a-4c2d-a628-2e1c5fbcbc1a","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50161"
"e1c9b3ce-7390-4932-8318-d71be8ceab7a","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","FD Drop test"
"c3dcff03-aead-487a-9316-27f999bacc41","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Level 2"
"faf5a1ab-3584-46e4-a02b-f08668db837b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs"
"3786c033-28dd-4001-b1e2-fa88d63de7b9","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50250"
"117c576e-e4e2-4a2e-9438-c78b683cb24b","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50251"
"07cc7ae4-9e33-4420-88ba-99c9edd34e3a","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50252"
"df5a661a-7b88-45bb-ac55-18fc43c2c8b4","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50253"
"12a75b48-c20c-46f1-bdfd-5257960fef99","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50254"
"a7eb8e31-8a2c-4f77-8625-2bcd3971779c","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50255"
"de3e8378-06aa-44fb-ade6-0abf63a18e7a","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50256"
"58ff31d5-8b63-4cab-9428-39c71081a6c7","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50258"
"c1b7d882-efc6-40c4-bcd3-c3aa7bedded5","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50259"
"712b4fff-4879-48e4-9828-1671fdcc4ef3","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50260"
"ab8f6876-8ab2-4877-ac28-903c2d5b2926","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","FD Drop test"
"20cb8876-6be9-45d0-b570-a23b96435bc1","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Level 3"
"7b2635d2-ca37-4130-bb5a-9a443644c8e0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs"
"5f02be54-aa68-4847-a2f5-38d5e1948037","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50350"
"813a3367-29f9-4575-a356-684b3c42ff81","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50351"
"6748c167-e433-464c-a9cc-9e6c4975dde7","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50352"
"6cff9076-a92e-47f0-9d8e-e56fc0faa54c","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50353"
"7c42c565-11d5-4fa0-8e09-a3c547ecd41a","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50354"
"e2c9171a-522c-4e49-af1b-ac4a9f7781be","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50355"
"342ca59f-d222-4414-ba8d-89d8f67fd7eb","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50356"
"0f0307ac-5b68-4854-bd32-fec8c651cf4a","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50358"
"a3fcf508-07e6-482a-8ae8-3f317afca7d8","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50359"
"0950e551-fda9-4f4e-acd5-22bedff9a89b","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50361"
"d13feeb7-86cf-4de8-9665-a1f8f9489325","","not-started","","folder","TRUE","FALSE","Site QA","Building B","Installation","L3 Plantroom"
"0b8a8d5a-a83f-4b38-8040-65655979c23c","","not-started","14c61c739e691448a4bc6fd21ea42f3dc5e9a23d1089633ebbda8e5914a47db9","checklist","FALSE","FALSE","Site QA","Building B","Installation","L3 Plantroom","Mechanical Installation Rough In & Fit Off ITPs"
"1fd22d76-3afa-4922-8b4f-a8dff9577556","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building B","Installation","L3 Plantroom","FD Drop test"
"91fe3d97-cec3-4378-8f67-1f62b862571d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Level 4"
"2e2a4587-d972-447c-95bc-1c761f0b622e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs"
"aec4db59-1a37-4214-b0da-40908a5f29dc","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50450"
"3e3c8146-42ba-48ba-83cf-89601f499918","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50451"
"ed3c3bd3-38a4-48fd-8e7c-04297231d77c","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50452"
"0efecb25-54b4-4d47-964c-74fb241e46b2","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50453"
"ae686cff-fbdf-495f-a531-7f278c3edebf","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50455"
"e8a7bc1c-a259-41ac-859d-35f70b92c72d","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50456"
"887e04d1-1ffc-4383-ab8d-0079007e2bd1","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50458"
"82d91810-b241-4631-a5ac-f736943d1d86","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50459"
"3e66630e-4b7d-4277-9aaa-f0b0b306eca2","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","FD Drop test"
"f6b4ca74-9048-441a-a7e3-15c4552c179c","","not-started","","folder","TRUE","FALSE","Site QA","Building B","Installation","Level 5"
"074700f4-206a-4a40-92de-e06e6375da49","","not-started","","folder","TRUE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs"
"53a93d44-630b-4f5e-b86a-4b6a89931e4b","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50550"
"1cf09b6a-ec64-434d-9da0-cb334a0841d6","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50551"
"59c6d9ac-85a3-49f6-8004-9e2dca850781","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50552"
"45475ecc-bab5-4a49-941b-cda3418f3a25","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50553"
"20ec4540-c4cd-4127-8ac2-dd89b6e85949","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50554"
"913c5e9f-32b0-4c80-9e1b-db110b38a4b0","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50555"
"b5cef927-67a4-4bfa-b488-b486532a5dfe","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50556"
"067753e8-e245-4f58-bdc1-f70eed9470d1","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50558"
"277d9831-2c62-4854-b67f-e50adfa7e8e2","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50559"
"fce3315c-8573-4481-a743-45eaf889444a","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","FD Drop test"
"ab6410ff-bb02-421e-b6b3-68a8e98d6a50","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Level 6"
"4e4dba15-f540-4edf-9f4e-083365e823a9","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs"
"c3250012-ce68-4e46-bbac-f0c203893da5","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50650"
"c567c6de-0547-4fb8-b5d4-563b65640643","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50651"
"fa0e63b2-783a-4d30-a5e3-5646e20988d0","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50652"
"1454f0c8-aace-4411-8892-fbcf167f4bfd","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50653"
"83d73b96-5e0b-408a-a525-d37beb307040","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50654"
"fc47bfcd-5bf3-48d3-b220-436f5316e63f","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50655"
"08c39397-9c70-46e1-b572-2a91cfeb60f5","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50656"
"bc8c7d33-77a5-49b4-b8c7-28058839bce2","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50658"
"c79b51b4-ac1b-46d5-8086-6557b86ab938","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50659"
"ff07bdff-ed6b-4488-80da-2a21161aaabd","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","FD Drop test"
