"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"cc24d03a-7054-405c-8551-e20ac26911e9","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"0b619aa2-839a-5ece-a4b2-b8c5a2c656d1","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"1ec2e818-c8c6-4c93-8d4a-88fb411d1ec7","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA"
"dd848cf3-c684-469e-8059-041f52888754","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA","Panels"
"fb0ea07b-9172-4c82-9b33-adeb2e1e4f8a","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-01"
"a674ea75-00b3-58fe-ad3e-d60b97ee9be6","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-01","Precast Element Details"
"2508d650-41ca-5e61-95ef-8fa235cc1e56","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-19","Precast Element Details"
"b9e7b245-6e0e-50ce-b745-682e7bb1b4e4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Precast Element Details","Concrete Details Complete"
"fcdbcc5d-33b4-5657-863b-4cc8720ad5b3","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-19","Formwork Set Up Checks"
"f051fd7f-568e-5581-84dd-4d8a44eeac4d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"4bc73f88-3739-5ba6-b8d5-08ed196f9052","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Formwork Set Up Checks","Edge Details & Rebates"
"12352c7a-ab57-5e80-85eb-269bfba32665","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"95a23f3d-96a3-5285-8f70-609be08fed2e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Formwork Set Up Checks","MF roughening's"
"984bfefc-0c90-507f-9c74-58175db52541","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"561eea4c-f2d5-5d4a-aec0-bb6b97825ccf","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Formwork Set Up Checks","Mould Face Clean"
"002cfd09-4217-5a23-afc2-ee9dc570f6c7","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-19","Prepour Checks"
"cfa6a7f2-18b1-5bc9-8875-b5e1b79ff9a4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Prepour Checks","Mould Cleaned & Oiled"
"7f4e5d35-fd62-592b-b340-4ee5886cd4c9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"d684fcad-29da-50f2-b489-96dd91c56543","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Prepour Checks","Check covers on all sides, MF and TF"
"8dc831d0-d4e9-5249-b851-a4b2da2f435c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"11c23081-3cf6-5976-947c-709edd9f3a5e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"3ae4ce77-c418-5fbf-aea3-655358ba52b1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"ade525b3-ccda-5333-b75c-4d1940d7abf8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Prepour Checks","Drossbach Locations and Length"
"8973eb20-d65c-5169-9b8d-1f1b63b21db3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Prepour Checks","Lifters"
"6e7a45f8-109d-5984-82a0-f469ef33fbbb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Prepour Checks","Tie wire Trimmed"
"7bdd9a53-405f-5a18-956e-b037814bf990","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Prepour Checks","Panel fully clean"
"1ddac413-5d03-5c5d-8bce-aa7faa4da64f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Prepour Checks","General Photos Attached"
"ebef8781-f28f-5dfb-8d16-55d7d624b528","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"94ad13fd-dfd9-5094-91c3-5655e51adb1b","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-19","Demould Inspection"
"8a4d147b-f9d5-56bf-81c0-e2b2c8618dd6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Demould Inspection","Demould Inspection complete"
"bb25c7aa-4715-560e-8392-4c8b2fdeb805","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-19","Loading Out"
"38192e57-fe31-569c-9b84-591f2f732f4f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Loading Out","Photo take of Panel on Truck"
"5b8b1c33-75db-5feb-ac16-e2ede410e785","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Loading Out","No remedial work required on site"
"ad077d73-f107-50ac-a0e7-75ffa7b4fd3c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-19","Test Results, Certificates and Documentation"
"6c189ec8-338a-526b-b252-d42eeab39707","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"37e2d7eb-4e8e-5ca4-8c0e-5656fe163b58","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Test Results, Certificates and Documentation","Concrete Docket Attached"
"687deb8d-9eeb-588a-9b80-f487ca857809","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Test Results, Certificates and Documentation","Upload Concrete test results"
"62497cc8-cb4a-5a1a-b03c-ad8e73914b2f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"f1a374cf-c4fd-59e1-a5bf-13cad3cc3f14","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-19","Test Results, Certificates and Documentation","Upload Lift Designs"
"6e889ab7-4902-4913-b765-de7478358a6d","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-20"
"9200cdb2-a152-5da8-aa13-a8170bd1e7b2","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-20","Precast Element Details"
"ef8b9a13-20e3-51db-86c4-584f6050fb20","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Precast Element Details","Concrete Details Complete"
"2bfb55da-a3bb-5ec0-aef4-c36e1046cf71","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-20","Formwork Set Up Checks"
"b6d15747-5b05-58ff-88ee-eb4fd76a0b5e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"6d8cb782-f05a-5f69-8b08-1071c382ef60","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Formwork Set Up Checks","Edge Details & Rebates"
"4736d20c-825e-5037-b4e4-fc6f00df1484","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"17cf9606-89fa-513b-a98f-c6fb9f515188","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Formwork Set Up Checks","MF roughening's"
"e99e6d14-9fce-597c-98a4-edbb513c06db","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"e13b230e-726c-5f62-a7ce-ed69a5ab869f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Formwork Set Up Checks","Mould Face Clean"
"6a92d081-b57f-5ce1-a83f-8551a83e6341","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-20","Prepour Checks"
"396f7c05-ec9b-51c5-9b07-943546e117b1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Prepour Checks","Mould Cleaned & Oiled"
"fcf26db2-5bea-5faf-a755-fecee789e526","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"64221a1d-80dd-5ceb-8e38-1be53ef0a7cc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Prepour Checks","Check covers on all sides, MF and TF"
"36f98d2a-1a44-516d-a258-1605c9f8b62c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"433ec98b-57aa-5b01-8fa6-16a60bbb6327","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"d9e387cf-ce44-569b-a19e-89ad2e030e7b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"14acb224-ee92-5bde-9307-78df7499abc0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Prepour Checks","Drossbach Locations and Length"
"e72dfeac-edd5-53e1-94c4-97e8a2175ebf","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Prepour Checks","Lifters"
"3f9e8d0d-a5e8-50f7-95a6-127835ec0475","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Prepour Checks","Tie wire Trimmed"
"b7b79b87-fc20-512c-bea2-d0f8d9c7e721","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Prepour Checks","Panel fully clean"
"34462b33-ebf7-5ece-95cb-c22b0138bf86","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Prepour Checks","General Photos Attached"
"6d0abf3a-5076-5194-b332-61b603b66705","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"cdf8f490-b4af-53a9-9f50-46ac02c6618a","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-20","Demould Inspection"
"028b4d84-2dbc-5afd-b1da-ed2b49b5106a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Demould Inspection","Demould Inspection complete"
"986bb7f2-43d3-5ac3-af96-be2083186efc","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-20","Loading Out"
"a8e4fa8a-ff08-55de-ae00-cfc0fa21bf33","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Loading Out","Photo take of Panel on Truck"
"a33f0d6d-3123-5ace-a1c0-ee2a6a9b3fba","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Loading Out","No remedial work required on site"
"ebfc6e7a-6ecd-542e-ae0d-8cbb94b7475d","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-20","Test Results, Certificates and Documentation"
"041d3dcd-404f-562d-a182-5ff08a326c37","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"deabab7b-a609-55cd-aacf-9b23dc53d331","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Test Results, Certificates and Documentation","Concrete Docket Attached"
"a68ecf5b-bdaf-54cb-ac40-ee63d880edfb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Test Results, Certificates and Documentation","Upload Concrete test results"
"eefc78e2-1910-5281-9038-83c21be29824","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"ae02e9e2-61f8-5ab0-bb3f-e4b7241fe1e9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-20","Test Results, Certificates and Documentation","Upload Lift Designs"
"cb118f81-22c6-4b5f-bdbf-c44be3451fe9","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-21"
"6b866560-2036-5618-ab0b-7b899acfe981","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-21","Precast Element Details"
"d23cbb91-65a3-5c83-9e5f-a951d997c6c9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Precast Element Details","Concrete Details Complete"
"55056ed5-b2b8-5708-9a43-80b226b069df","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-21","Formwork Set Up Checks"
"38dda5de-7804-5b14-8235-f8e6caa05b4e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"c76009d3-0812-5d86-acd3-92c3234570fd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Formwork Set Up Checks","Edge Details & Rebates"
"14afebfe-b84f-54ab-8ee5-aa8f3bb23875","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"2256ed22-9df3-5267-be44-15c079ab8ae5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Formwork Set Up Checks","MF roughening's"
"b0294143-3968-5ec5-aad6-c4624c5e828a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"f13aec89-bc89-57c2-9349-6e469154718e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Formwork Set Up Checks","Mould Face Clean"
"2f7559b1-8af5-565b-858b-489618c6b100","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-21","Prepour Checks"
"9ccddfe5-8e53-5716-ae2c-bc2dc04bac8e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Prepour Checks","Mould Cleaned & Oiled"
"063d1a74-f98e-5d43-a852-c81bcf891a07","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"dec17499-f850-5ea4-b5d2-350783c88784","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Prepour Checks","Check covers on all sides, MF and TF"
"022e546a-c0fd-588c-83f6-dafd805085e6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"27b6c5c0-b0b8-5088-830f-ce913ebd29bd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"2bc230fa-dcf9-5129-9af4-199460d98342","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"9f90967f-f2ed-5096-ba26-9f98b842f81f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Prepour Checks","Drossbach Locations and Length"
"654594ab-fb24-5d7f-9847-ecec65834e91","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Prepour Checks","Lifters"
"abe9ad8b-05f8-53fb-82a6-d6473deaecf1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Prepour Checks","Tie wire Trimmed"
"ae8d6549-9205-5c70-8843-88d94cc450cb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Prepour Checks","Panel fully clean"
"d500130e-295d-5aba-b198-33921b03075c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Prepour Checks","General Photos Attached"
"3c96ce86-f346-552c-b738-fb6641d7c551","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"b9a8dfb6-9407-5e03-952b-d9be2d8d0548","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-21","Demould Inspection"
"f355bd75-aa38-5418-852a-94317e2657eb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Demould Inspection","Demould Inspection complete"
"99ad8609-c055-5ac9-8113-0e976ff0816c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-21","Loading Out"
"c32b2ba5-80a2-575d-bff3-a55d54486783","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Loading Out","Photo take of Panel on Truck"
"827fbf01-b28b-5b9b-95fe-b25604b779c1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Loading Out","No remedial work required on site"
"78d342d4-9d7e-5533-af95-a442ee6c11a9","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-21","Test Results, Certificates and Documentation"
"336f9983-fa1d-57a2-af76-c296ee84abf9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"3b009b78-cadd-50b8-9eb6-c6b0a458b72b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Test Results, Certificates and Documentation","Concrete Docket Attached"
"1360b7d8-5549-5054-989a-e7ed14619383","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Test Results, Certificates and Documentation","Upload Concrete test results"
"3d26f73c-637d-5c40-9fce-fd07ffcd2e5a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"8a0d6e4e-eeae-5d93-872f-789ab95b1689","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-21","Test Results, Certificates and Documentation","Upload Lift Designs"
"fc49a201-caab-4813-8c09-38219d8f2965","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-22"
"d5bfc2a3-be10-573f-bb3c-cc48c053285a","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-22","Precast Element Details"
"152e50d2-5f2f-5ba1-871a-4e858cc6a0e7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Precast Element Details","Concrete Details Complete"
"d6ed5674-7654-55e8-9cf0-fc10eb9e7989","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-22","Formwork Set Up Checks"
"769351e3-afc4-5333-ab1c-f429f4627750","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"7744428e-402c-569d-87ad-ed92c0ccce38","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Formwork Set Up Checks","Edge Details & Rebates"
"93ca2786-48bd-5b91-9a3b-81323ba0ab56","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"583747dc-b65b-5861-9ff9-14816d8625d7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Formwork Set Up Checks","MF roughening's"
"16898216-95ac-5bab-95db-460dc6de4d2e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"080a1f62-7508-590d-895b-973c0b67751d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Formwork Set Up Checks","Mould Face Clean"
"94ac4a81-27d6-5c7b-ba67-b9a6cadd13bf","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-22","Prepour Checks"
"480b8b6b-b199-54c0-9cf4-d727bb17b5ac","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Prepour Checks","Mould Cleaned & Oiled"
"12cc816e-31bf-59bc-aa57-ae443b30f9fc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"36c54ca7-686f-5df2-be4c-6d249c5dea38","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Prepour Checks","Check covers on all sides, MF and TF"
"0755f219-96e4-5910-9eff-415e3dcc3878","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"9ad2eab2-4ff5-5226-8b55-bf3c1920f85e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"70ad8efb-eab4-536c-be74-a37d0cc1b547","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"e1c7d178-476e-5309-9546-884955f5fcdf","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Prepour Checks","Drossbach Locations and Length"
"75367de8-a9a6-5cca-9a4f-a31d43916b86","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Prepour Checks","Lifters"
"97221bc0-e169-52f9-a99a-feda71b0130c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Prepour Checks","Tie wire Trimmed"
"78566290-9ee0-5897-8c6e-eced60da6585","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Prepour Checks","Panel fully clean"
"43386d02-ec2c-5b96-9124-1c2076c9727e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Prepour Checks","General Photos Attached"
"2ae403b6-6184-5b65-89ee-7416bc39efad","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"57161fcb-d445-5154-9f36-8e2dfd1ca877","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-22","Demould Inspection"
"1f0160f6-3f2e-5dcb-a3e5-54633c29f3e4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Demould Inspection","Demould Inspection complete"
"9367d8ed-abb9-5a29-88e5-ed4d8650679b","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-22","Loading Out"
"5b329823-6e99-55eb-9dcb-1b6e06e3af5b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Loading Out","Photo take of Panel on Truck"
"01df68a8-d379-5923-a474-1bd5b6fda913","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Loading Out","No remedial work required on site"
"e3f38b53-a10a-5b6d-8ff1-3d790e82abe5","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-22","Test Results, Certificates and Documentation"
"a2b311fe-e12a-5882-8b99-f65a96c7af49","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"59dcfd2f-c4be-5ddf-b493-1b7ffc7714ae","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Test Results, Certificates and Documentation","Concrete Docket Attached"
"ce331681-6a60-5450-8d99-da32e72214a2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Test Results, Certificates and Documentation","Upload Concrete test results"
"3305d078-af1f-50e3-a442-9588548859e5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"b9e8f603-8a27-5164-8d08-7d2be7dd1aac","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-22","Test Results, Certificates and Documentation","Upload Lift Designs"
"4e2e410a-9544-4e0e-9356-80850804e2e6","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-23"
"8d121700-45ab-5847-bd10-09acb4f7c78e","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-23","Precast Element Details"
"2766b6e5-6cc0-54a6-a824-9ee3b15aeead","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-23","Precast Element Details","Concrete Details Complete"
"365fe9e7-1d5b-53ae-bc6a-ee2e1b30a20f","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-23","Formwork Set Up Checks"
"368144be-5588-5b26-8c22-786bf762c7fc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-23","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"5ca4d685-b660-597c-a734-b825fb75fba5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-23","Formwork Set Up Checks","Edge Details & Rebates"
"fbd59593-b834-59b8-917d-0167ebdc2316","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-23","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"af6152c0-e392-5dc5-9577-ae6de6abe987","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-23","Formwork Set Up Checks","MF roughening's"
"0fd526bc-81ce-5f1f-80b6-d1a6bae7ea23","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-23","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"af0c81c4-139e-56e5-b378-a4b11e0991b3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-23","Formwork Set Up Checks","Mould Face Clean"
