"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9ad36ef8-8d50-4579-ab0b-aebdcbea2a09","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"c18cb359-776b-5316-859e-11915c390cca","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"7fa52ab8-c252-5f03-87d4-569032744def","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"bfdcb56f-478a-548e-a5c4-089cecd3dedd","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"3ba059ca-0b53-5f06-b4c1-b20e07958a2c","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"3c1a852b-a9f4-5bf2-b5fc-03bdcf206be6","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"a4ae58c8-a747-5d9a-8108-93a52a555805","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"d322adaf-1edc-4c50-8d3f-792935cb62f0","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"adad74b2-5ae6-4c46-ac48-fccfa5461e3f","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Gallery Building - Stage 2"
"381d2641-25a3-4ee0-9589-96f2eabf6aa5","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 01 "
"7370edbd-13ed-492e-b373-2d0521940c9d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 01 ","Pre-Fit Off Checklist"
"15cc05f7-d23f-5069-a54b-ef8da423d6d9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 11","Confirm the structure is in accordance with the details supplied by PBI"
"db063e22-361a-5d06-91d4-a2ff837c1ee1","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 11","EMAIL PM"
"98aabc4e-553b-5cba-b119-cc64d52bce89","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 11","Required number of photo(s) taken of installed anchor(s)"
"9772e670-3aef-5a01-98f9-2a8d2b0f05a0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 11","Installed as per PBI drawings supplied and manufacturer's requirements"
"3709611a-1651-48dc-b928-bf76e656245d","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 12"
"f855b073-af1f-5285-8abf-84bb5e068392","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 12","Confirm the structure is in accordance with the details supplied by PBI"
"b7bdeae6-a6ab-5c3a-969d-a2dfb07075c0","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 12","EMAIL PM"
"78e7952e-297d-5a22-9600-22cb7376d522","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 12","Required number of photo(s) taken of installed anchor(s)"
"7572b3fe-8b63-5ea9-ac2c-ea5b252b21d3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 12","Installed as per PBI drawings supplied and manufacturer's requirements"
"d2e28435-c7e8-44a4-b431-cff7c2a31781","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 13"
"e1f431b9-72f6-586f-9257-71eb68da3433","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 13","Confirm the structure is in accordance with the details supplied by PBI"
"9e7c1276-adaf-51ec-98c3-263ccbbec6bb","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 13","EMAIL PM"
"b11232f9-d0d6-5d93-a930-454c5372e7cf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 13","Required number of photo(s) taken of installed anchor(s)"
"6498a99d-44da-5e5a-8200-1e5b478c9e5c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 13","Installed as per PBI drawings supplied and manufacturer's requirements"
"a0d5bc17-7b80-4a13-aae5-0ea2c895a012","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 14"
"737a323a-115f-51fb-a4c6-76890fce2254","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 14","Confirm the structure is in accordance with the details supplied by PBI"
"5057bbe2-57fe-5053-9706-4ad6d7961f74","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 14","EMAIL PM"
"fe440838-828e-5309-a3aa-6b99e902babf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 14","Required number of photo(s) taken of installed anchor(s)"
"8421e1c7-3d20-5872-acdb-0ec35e37cc6f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 14","Installed as per PBI drawings supplied and manufacturer's requirements"
"f45bcaa0-15d1-4b10-a74f-19f02dc4fada","","folder-normal","not-started","","step","TRUE","FALSE","QA","Extension and Link Building - Stage 1","1No AP Type 02 Fall Arrest Anchor w First Up Strop"
"6c32004e-8008-440f-9c9b-3dd701096c55","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist"
"fdca9193-dc51-590a-ac36-ecd74a900081","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"d1469724-d55f-59c1-98a0-6337625a35ef","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist","EMAIL PM"
"8a33a7c9-dae7-5e4f-8ab9-da28ed970aa3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"07b8c2c2-bcaf-5e4e-826d-3dd05252c5fd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist","Photos taken"
"891f5d75-faf4-4232-9241-a3d7dfd0afa9","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01"
"be57a777-6b9b-514c-89af-077fcfecada0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01","Confirm the structure is in accordance with the details supplied by PBI"
"a1684606-f852-55ce-9bfc-df6afa89436f","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01","EMAIL PM"
"ae739579-8464-54ad-9cec-dfd1dc79ad18","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01","Required number of photo(s) taken of installed anchor(s)"
"e61e5fe3-39e8-509e-bb79-f2b4d65379e7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"9f3c0e2a-d5ae-47f0-8346-f1520403f9ae","","folder-normal","not-started","","step","TRUE","FALSE","QA","Extension and Link Building - Stage 1","1No AP Type 03 Fall Arrest Anchor w First Up Strop"
"6ae64e00-c248-4428-af4d-2fe2dba6a908","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","1No AP Type 03 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist"
"62feeea7-313f-5c33-943d-aafec907e5cf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 03 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"1bfd45af-1fa2-5339-afbd-6254c7a88e93","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 03 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist","EMAIL PM"
"2dca8ae6-4f4f-511e-8a03-c5d8bf789690","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 03 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"6123dfbf-4759-5420-a180-17a03df3a239","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 03 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist","Photos taken"
"948cf191-1749-4471-861f-36003571067e","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","1No AP Type 03 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 10"
"40e50340-bd1c-5db3-a953-2a9f6d087a21","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 03 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 10","Confirm the structure is in accordance with the details supplied by PBI"
"e6952d72-0115-5f22-af6f-c34f5619466e","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 03 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 10","EMAIL PM"
"84f92a75-2a89-5b0c-aa1f-00de20d92cad","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 03 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 10","Required number of photo(s) taken of installed anchor(s)"
"4e9519ae-6390-5ce0-a0ce-901148ec8989","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No AP Type 03 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 10","Installed as per PBI drawings supplied and manufacturer's requirements"
"9cb90327-cdda-406c-82dd-9a56cfe645eb","","folder-normal","not-started","","step","TRUE","FALSE","QA","Extension and Link Building - Stage 1","1No Ladder Bracket"
"d5e8e8a1-01bc-40ce-aecd-ccc2e8b5118f","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","1No Ladder Bracket","Pre-Fit Off Checklist"
"68c6930a-6613-5fb4-82c6-230e8984c16a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No Ladder Bracket","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"bef71397-a9fc-5a46-a603-0afe80856436","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No Ladder Bracket","Pre-Fit Off Checklist","EMAIL PM"
"2e37e4c1-0d1c-55a8-8ef8-e3d2dc16f5d4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No Ladder Bracket","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"45b8601e-1f7a-536e-b3d6-088cea7810d1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No Ladder Bracket","Pre-Fit Off Checklist","Photos taken"
"12b84df9-23ee-43a4-ba08-aa81169529fa","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket"
"0a0f6306-9688-58d4-8fb3-1f41ad34affd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket","Confirm the structure is in accordance with the details supplied by PBI"
"bc9f2a3c-c120-5840-b512-7d6cdaebb76f","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket","EMAIL PM"
"686f934c-ca87-5379-ad46-01372b7e41e5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket","Photos taken of installed item"
"9eee637f-af49-5a17-ac24-096bbe2b70fa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No Ladder Bracket","Fit Off Checklist - Ladder Bracket","Installed as per PBI drawings supplied and manufacturer's requirements"
"a805779a-5eb8-4edc-8cb1-df58d63bb925","","checklist-flat","work-in-progress","Data Plate, Access Point (Rails and Line Systems)","checklist-flat","FALSE","FALSE","QA","Data Plate, Access Point & Travellers"
"5b67b099-2ff3-5f36-af03-8f181ead48b3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Travellers","Details of Data Plate"
"d8125025-91b8-58a1-8205-3b62cac433ed","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Travellers","1 photo required of Data Plate"
"30cff1c9-7143-569f-b868-4a5200cf686f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Travellers","Details of Access Point"
"c25b65e2-eb7b-5707-944d-e70aca9220b7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Travellers","1 photo required of Access Area"
"f39f4cb1-a779-570a-a0e5-458c8965b1e2","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Data Plate, Access Point & Travellers","Details of Rail Carriages/Cable Travellers"
"95f64ccc-f4f9-56ff-a6fe-f6afc822ca14","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Travellers","1 photo required of carriages/travellers"
"484fdc0d-c951-4f07-a110-2053a8d4af87","","folder-normal","work-in-progress","","step","TRUE","FALSE","Roof Access Requirements"
"3c427015-f87c-479e-9747-21d297e493e2","","checklist-flat","work-in-progress","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"9555564e-8646-5978-8b0e-2deeabda95fd","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"14836fd0-76ff-49b8-8c60-110743f3183f","","checklist-flat","not-started","SYS - PT - Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"2c1d0f24-34c3-5191-b0ba-d7cbbc8210de","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"1afe4e10-922d-51b9-82f2-a2be4ca9dd41","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Request Review to PM"
"f505f158-f14f-5ffa-9e10-0c9b796b4e40","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"801b34dd-2815-531b-9feb-d4a367938e11","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
"383d32a9-593e-5f2f-a78a-3d1847b5d772","","holdpoint","not-started","","","TRUE","TRUE","Practical Completion","Send to PBI Admin"
