"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b77d4418-0961-49cf-9f22-61ebc83aa13e","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"e9e91281-622a-4cff-9768-c78c5b13381d","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"73e1e2fd-e97d-4cf8-af6f-37e7db264f7a","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture"
"6ff6b8de-1fad-4a81-b4d9-da9b4c1fbbb8","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","TL4-4"
"dd39ec36-4df1-4a5c-be63-b1214cdc215f","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","TL4-4","TL4-4-1"
"ffb022dd-5821-47eb-adf0-db9be178afa8","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-4","TL4-4-1","Pre-Pour Check"
"a11f635a-f342-5f6e-b4eb-29b82db675c1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Pre-Pour Check","Mould Oiled"
"5de7961b-0e19-57ab-b6b0-fc9c772d5972","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Pre-Pour Check","Mould - Workmanship"
"015db943-91a6-5a38-982c-ebbaa823c00d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Pre-Pour Check","Reinforcing"
"05ce140e-f8c8-50da-8a13-05219ed10ece","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Pre-Pour Check","Cast In Items"
"f078016a-2836-500e-b592-1515e56f4d40","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Pre-Pour Check","Marker Position and No."
"5d3a7cea-d4c1-58a7-8ed8-385fa04d5b08","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Pre-Pour Check","Make mould to Green Status"
"4f6c8d32-2b1a-5cee-8a36-eafae28e9beb","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Concrete Works"
"d7283218-a59b-5e41-910a-9fb11350cdb8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Concrete Works","Concrete Works Details"
"14b8aea7-8949-5c61-ae33-5f4567b776cc","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Concrete Works","Wilco Sample Taken"
"1502d20e-35a7-5e53-a405-35c3933f1c07","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Concrete Works","Bridgeman Sample Taken"
"dc2398bc-ac44-5dc1-aed7-222a8437033b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Concrete Works","Supervisor Approval"
"c20ab91c-9cbc-5f03-9f53-45f37dfd0b8d","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Post Pour Check"
"edf9ad75-dafd-5ee7-b1ad-95b9498fca1b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Post Pour Check","Edge Detail"
"56891c2c-04a8-5f74-84a8-41a3ad13777b","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Post Pour Check","Bar Projections"
"46583655-21b5-566f-bcdc-71c29c27d3d9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Post Pour Check","Cast in items"
"f330837e-ccf1-58a1-b881-a63573fb9428","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Stripping and Stacking"
"2a27046e-59a7-5a1d-a633-8beba01ed4c1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Stripping and Stacking","Stripping & Stacking"
"96260de0-4a7d-4e58-989d-60dfa46126bc","","checklist-flat","not-started","aecdc111e6e57d029a21cb9543f8e4bb839483d85dfcbfa871ee9a958dc0e3f7","checklist-flat","FALSE","FALSE","Compliance Documentation"
"83e997f4-ec85-4538-9b3c-df35b198f99e","","checkpoint-status","not-started","","","FALSE","FALSE","Compliance Documentation","Concrete Test Results"
"99a9f8b2-0c39-446f-b1ca-b8419b4161d2","","checkpoint-status","not-started","","","FALSE","FALSE","Compliance Documentation","Mill Certification"
"16ef5623-b598-4a07-8355-5be0001287c3","","checkpoint-status","not-started","","","FALSE","FALSE","Compliance Documentation","PS1 Attached (if applicable)"
"e36499a0-fe20-4ead-abff-fbcf015593c5","","checkpoint-status","not-started","","","FALSE","FALSE","Compliance Documentation","PS3 Attached (if applicable)"
"a900c07c-c7af-4b22-b9dd-8f5a047138c1","","checkpoint-status","not-started","","","FALSE","FALSE","Compliance Documentation","PS4 Attached (if applicable)"
