"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"106dbc0d-4261-4905-a639-ed95d108e71f","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"0784552a-f365-568c-b74f-6231deb6262b","","checkpoint-status","not-started","Job Details Checklist:3d098030-e418-4675-b5b1-7520caf5ee77","","TRUE","TRUE","Job Details","Project details entered below"
"fd50a08e-64ed-4367-95a0-c41039a4aa02","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture"
"8c92909c-7fcc-423f-9643-25b6fa49752e","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels"
"18c969d6-94db-4f71-a1a7-e0bdb3de2593","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels","Ground Floor"
"105e7f84-b059-47a3-b188-4e3737b504f0","","checklist-sectioned","work-in-progress","fd6110a285293145ff82c133ce5b7d10e8418059e447f725a231f08ab6602199","checklist","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-1"
"39d5d10e-d898-50c9-b65f-6cf1aecc33a3","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-1","Precast Element Details"
"08921d43-871f-509f-b3ac-706ca3650cd7","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-11","Precast Element Details"
"afbf2a16-17bf-5d32-9e4b-4722835f157a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Precast Element Details","Concrete Details Complete"
"da3f9694-4e51-5f39-9694-0cab1ef4a481","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-11","Reinforcing Yard Checks"
"67ac4d48-b34a-574a-a2b8-8ac4908c9976","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Reinforcing Yard Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"7eeaa322-9695-5cbe-8d33-288888d8a413","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Reinforcing Yard Checks","Cast in Items coordinated and marked on cage (Dross Ducts, Inserts Weld Plates)"
"19187957-ab43-57ad-81bc-3c02fbf4c8dd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Reinforcing Yard Checks","Overall cage dimensions in plan checked and there will be sufficent concrete cover to edges"
"33d5eb11-2a8d-5d8a-9381-3b5f91602bda","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Reinforcing Yard Checks","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"59781e76-7da1-5cf1-8e7d-20ec2938901b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Reinforcing Yard Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"5e897ac2-a903-5c5a-8ccc-08cb083154d8","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-11","Formwork Set Up Checks"
"848d13de-8eee-55ec-ab4f-510ae004b870","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"0909a292-f5f5-534c-bae0-6e6c5c7c365b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Formwork Set Up Checks","Edge Details & Rebates"
"e8661f55-05eb-5af7-affa-442fb0f669fd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"5849c1d9-be43-57bc-a9d7-a4103f4e53bf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Formwork Set Up Checks","MF roughening's"
"28e0d534-4c73-52bb-b862-98c296077071","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"480f70a0-c54c-509a-9c02-9a28760efd96","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Formwork Set Up Checks","Mould Face Clean"
"34b86943-58aa-560f-a1ac-07cd5d0801fe","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-11","Prepour Checks"
"07b63f2b-e58e-5658-9775-55e14bf548b4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Prepour Checks","Mould Cleaned & Oiled"
"1dd8d5a7-6688-5201-9032-62b9571b6748","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Prepour Checks","Check covers on all sides, MF and TF, openings"
"518e4b2d-e696-50f7-8e29-5cfd8bb342a1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"d8c4760b-b9b2-500a-bee8-e79625b4a1a7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"0698ff73-3f58-5797-beb4-76faced82853","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Prepour Checks","Lifters"
"c59df86f-d0ab-5676-87b1-0551eadbc5a1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Prepour Checks","Tie wire Trimmed"
"663acad8-988d-5781-984f-0f28bfcb4c18","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Prepour Checks","Panel fully clean"
"b5db8827-e2f3-5a03-b9fe-e32c9c7ad026","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Prepour Checks","General Photos Attached"
"3464635e-988d-59c2-a117-c1aca85dd986","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Prepour Checks","Concrete Docket Attached"
"1b72a658-6fef-590f-9bb9-1c35fa80e172","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"5efe397e-b1f3-5e39-877d-64dc961aa6a9","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-11","Post Pour"
"a59d7bd8-a26f-5466-9050-908f7cb23543","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Post Pour","Confirm formwork has not shifted during placing of concrete"
"3238dea9-1d31-578b-aaa1-d9577554f797","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Post Pour","Face lifters placed in correct location"
"468e3257-b363-5325-b584-b470477bdf06","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Post Pour","Roughening Lines Correct"
"806707f5-3596-5e60-85a2-278ebb4176f8","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-11","Demould Inspection"
"cd47ae44-1510-56eb-8e97-e9dd9d32ad90","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Demould Inspection","Demould Inspection complete"
"80847b83-aced-59ae-a34f-6f042d513f4e","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-11","Loading Out"
"27a96cbf-2717-5dec-b824-1d7385c79df3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Loading Out","Photo taken of Panel on Truck"
"2cfd1e5e-c013-528f-aa60-c4472b8121bd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Loading Out","No remedial work required on site"
"29f5550e-9115-5f54-9444-6a98f2fcb760","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-11","Test Results, Certificates and Documentation"
"ff5b1cb6-7541-5ef7-8e3a-8a5b297ad603","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"10f009d3-f463-5955-bf8a-e7e5dd60dd64","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"41942efe-a4ac-5119-bed6-23edd3540b9f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-11","Test Results, Certificates and Documentation","Upload Concrete test results"
"d156715d-ed24-44fe-915d-6c57ba045b28","","checklist-sectioned","not-started","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-12"
"aa4843d4-538e-5c73-8d22-dfea21039a88","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-12","Precast Element Details"
"ecc09e86-be04-53f5-bcda-224d8c878c90","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Precast Element Details","Concrete Details Complete"
"01b5087e-8fa7-58cf-a0d8-a4a0f463fe0e","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-12","Reinforcing Yard Checks"
"706db597-0e50-5456-9ed4-7d0b25ca22bd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Reinforcing Yard Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"dc7beb1c-a2f9-578a-9d61-826fa31789fe","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Reinforcing Yard Checks","Cast in Items coordinated and marked on cage (Dross Ducts, Inserts Weld Plates)"
"020c350c-f1f1-5cb4-876f-d91c3a4c9f85","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Reinforcing Yard Checks","Overall cage dimensions in plan checked and there will be sufficent concrete cover to edges"
"8c4e6341-24f3-5e59-b333-04b4b4610e1a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Reinforcing Yard Checks","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"628bfdf0-3014-5a24-9442-7fe1e3c090bf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Reinforcing Yard Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"00479cad-17d8-5122-a1b9-b8d4a884e096","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-12","Formwork Set Up Checks"
"67372a89-7137-55f3-bace-0a0e057cb96a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"c1ab9f30-d724-5f60-b821-badc104cbee5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Formwork Set Up Checks","Edge Details & Rebates"
"da422544-2a69-5050-a342-8e9c71c6f4dd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"b4cc49ea-76fe-543f-b7f9-fe339702df59","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Formwork Set Up Checks","MF roughening's"
"00da1970-26d3-5303-b449-006f9f579ce2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"b4a7b64b-fee8-549b-be3d-197f78f7dfaa","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Formwork Set Up Checks","Mould Face Clean"
"7798f1ce-232d-538c-9217-988fe15acfdc","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-12","Prepour Checks"
"8b8f5b1d-e7e7-5da1-825d-fec06a7f1f51","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Prepour Checks","Mould Cleaned & Oiled"
"9b1c5ee9-e769-581d-b9eb-7a7a17d32f41","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Prepour Checks","Check covers on all sides, MF and TF, openings"
"5281c609-71c7-590d-8e39-58118e4b00f4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"075de5ef-c7d4-5f83-b5d2-9301cfa57def","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"646e1692-a1d7-59d6-b255-8db443ecb9f4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Prepour Checks","Lifters"
"6e0af2eb-600f-52d8-8c64-40257ee650bb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Prepour Checks","Tie wire Trimmed"
"b21f397f-e979-5f43-8862-2871ed6d9843","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Prepour Checks","Panel fully clean"
"23307fc5-3cc3-5051-9dc0-00884c9eb41d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Prepour Checks","General Photos Attached"
"20445f99-6a44-5cb2-8e26-c7efe3cea5c5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Prepour Checks","Concrete Docket Attached"
"40f15175-3190-51f6-8274-5bb39aacbad6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"d32ccb4f-bed0-5fe7-81c6-f0810fd7088d","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-12","Post Pour"
"c06699fc-5ad6-585a-89cb-8f9b46675645","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Post Pour","Confirm formwork has not shifted during placing of concrete"
"f2f7dcf9-b44e-5e85-bcbb-4da9d18d38e3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Post Pour","Face lifters placed in correct location"
"499ec1f6-e67c-5d23-93c3-9eb3c6cf11cf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Post Pour","Roughening Lines Correct"
"46ea1928-ee20-5d2e-8f7d-754379652f45","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-12","Demould Inspection"
"5d453c22-4449-596d-adf2-ff54f3c2779f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Demould Inspection","Demould Inspection complete"
"09d029ff-6967-5f13-a72a-e351016df60d","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-12","Loading Out"
"0095ea1c-a8e4-5c3f-be95-0fdb07a64ee2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Loading Out","Photo taken of Panel on Truck"
"ca9fd15f-b5f4-5dc1-9321-1339525944e7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Loading Out","No remedial work required on site"
"5db412af-a37b-5a69-8590-4ee0680ec26a","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-12","Test Results, Certificates and Documentation"
"c095c312-0017-55d1-81b9-c6d42d6de220","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"23d65ed4-6528-564b-ba73-b7f087e71af2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"c3155df1-900c-51c1-b10c-1aea40d2df2f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-12","Test Results, Certificates and Documentation","Upload Concrete test results"
"c40b4244-2b6f-4507-aab4-1790a2e94d9b","","checklist-sectioned","not-started","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-13"
"9accc856-7212-5367-bc7d-ba0f77369f26","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-13","Precast Element Details"
"7a5d2668-ce06-55db-bc3c-a91841256189","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Precast Element Details","Concrete Details Complete"
"641ae375-1e33-5976-9598-daf24f309fc1","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-13","Reinforcing Yard Checks"
"b60bdd69-013e-5183-bc7a-6c80456d37e9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Reinforcing Yard Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"ac7fe9ec-c47e-592f-99d7-446874001117","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Reinforcing Yard Checks","Cast in Items coordinated and marked on cage (Dross Ducts, Inserts Weld Plates)"
"b6a4701f-b5b1-5dd4-94bd-6784734c4ca1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Reinforcing Yard Checks","Overall cage dimensions in plan checked and there will be sufficent concrete cover to edges"
"3371045b-d566-5c90-aac2-4011e4c67852","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Reinforcing Yard Checks","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"2283b78a-dc81-5d1b-8391-9f1c56e81fd8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Reinforcing Yard Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"cdbe0a17-5266-589a-bf7b-eec0d746baef","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-13","Formwork Set Up Checks"
"36cdfbf4-00ad-53ee-a9c0-43065880179c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"b934d301-05e1-5dcc-aeaf-a5e11a2255ec","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Formwork Set Up Checks","Edge Details & Rebates"
"3967cb06-74c2-50d7-976d-93e52b104107","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"fa548bfe-9111-57c1-86cf-7fbe5d81764b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Formwork Set Up Checks","MF roughening's"
"1c78c6fe-ad21-5c00-ae48-e9892b84f266","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"57b590d9-ba41-54ff-b2cc-1ddd4949e8e4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Formwork Set Up Checks","Mould Face Clean"
"73110eb0-0f34-5f13-8b34-b49da54d1659","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-13","Prepour Checks"
"b512c0ed-90f7-5596-82f3-354ce70d5bdc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Prepour Checks","Mould Cleaned & Oiled"
"e18f81ab-9b53-594d-b9b2-f8d1f2c89931","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Prepour Checks","Check covers on all sides, MF and TF, openings"
"50c591bd-cc3f-5122-9773-ce2542ec7475","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"5ffee6ca-e5bd-53df-af5d-b62583c3755e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"c0aaaae7-8a77-549e-a194-1c138892ef9c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Prepour Checks","Lifters"
"124b42dc-78c7-5acf-a14f-8f407bacc160","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Prepour Checks","Tie wire Trimmed"
"937c3085-8cfb-5aea-a500-4934960ad529","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Prepour Checks","Panel fully clean"
"5b604e9d-c3d0-581f-bb46-78c48237193f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Prepour Checks","General Photos Attached"
"feb4ef04-cba6-558b-b7d8-d636fee2ba52","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Prepour Checks","Concrete Docket Attached"
"0a34c153-83b3-5023-8aae-ee0ab647d8c0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"44385ce0-0c42-52d6-b6e3-2f648e946d0f","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-13","Post Pour"
"9b520c68-4b57-58a6-8e2c-90e9e5d3b8ea","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Post Pour","Confirm formwork has not shifted during placing of concrete"
"da09c41c-5fe4-5bb4-b577-194d293115fe","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Post Pour","Face lifters placed in correct location"
"f1935c00-5625-5e76-ad17-6e5f70e9b247","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Post Pour","Roughening Lines Correct"
"f74b211f-b59d-585e-a4dd-90201e324363","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-13","Demould Inspection"
"b4cea47b-8103-557a-97a8-4b765cc43247","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Demould Inspection","Demould Inspection complete"
"ef7b0806-e664-54f5-ae79-4b88489b2211","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-13","Loading Out"
"d411c291-f51b-506a-95b1-496f89cb0eb3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Loading Out","Photo taken of Panel on Truck"
"a510bad3-6a3e-5dd9-bd5c-4fb185ca9496","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Loading Out","No remedial work required on site"
"5e9a4e38-e45e-549a-b3a5-c7f00d40eaaf","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-13","Test Results, Certificates and Documentation"
"f57e474b-0fba-59b9-a696-9c294ee4e21b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"08adc2ee-40c8-5d0d-92c8-6e625a0d2e38","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"0f6c0e50-0790-55c4-81f5-d432a0571b99","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-13","Test Results, Certificates and Documentation","Upload Concrete test results"
"07435a93-ba1f-435f-be0d-235ee1ad988f","","checklist-sectioned","not-started","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-14"
"98436a8f-d161-5982-8810-6b74f6bd5774","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-14","Precast Element Details"
"656baefc-8367-5018-be93-ffb5caddc654","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-14","Precast Element Details","Concrete Details Complete"
"2ab69691-4683-5222-ba96-ce923ec3dfba","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-14","Reinforcing Yard Checks"
"f10b5a71-e47a-5e20-99f1-084e2f1ca578","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-14","Reinforcing Yard Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"989b8d2d-162d-5ef8-a41b-ec9b71019acc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-14","Reinforcing Yard Checks","Cast in Items coordinated and marked on cage (Dross Ducts, Inserts Weld Plates)"
"060a9644-eaa3-5eb5-8628-788e46240962","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-14","Reinforcing Yard Checks","Overall cage dimensions in plan checked and there will be sufficent concrete cover to edges"
"2575cb69-5582-5b58-af4b-ea272383e699","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-14","Reinforcing Yard Checks","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"1aab660d-6b57-51cc-b71f-dcb42d9afa22","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-14","Reinforcing Yard Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"37541184-b868-598d-bb1b-06fb39895c3d","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 1","RR1-14","Formwork Set Up Checks"
"c7dc9d96-b252-5714-b4b3-ac715b78e374","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 1","RR1-14","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
