"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b53f8f34-bb02-4c50-9ae8-4917c4ea9743","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"4ef3cfe1-228a-4721-9e9b-45bb78739a7f","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01"
"9eb000d2-1b2d-46b7-aced-5d129e272b93","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01","Fitout"
"d10dab5e-a8e8-4ea9-9038-4134e7246ab9","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement"
"0cc0381a-7cee-43ae-823f-23bc4da42e3f","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A"
"28966d3f-9950-40d7-a988-ed42747ab640","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A","Common area"
"be950575-57bd-458a-a299-719a35dc3c05","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A","Common area","Stair area"
"b3d60525-a3a4-4e37-bd1b-3ba3317ba1e0","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Basement","Area A","Common area","Stair area","PRE - S - Steel Stud Framing"
"f286fd65-04d4-5be5-a29f-861c670f0450","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"e87c7a61-0d8c-56be-83c4-8066e9c15d59","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"981bb142-6042-59fe-94d3-aa414a473e2d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"9df3672b-61e4-5f65-9613-b36d0ce75a83","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"b2561172-b987-5bff-8edc-f6c7b705399a","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"5a5ddb07-0306-4aab-b772-803447e9c330","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids"
"bfb150b1-b4b4-523e-8733-4ac44637dccd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"f847c9b2-0eb5-5734-8efe-a6877d5dc2ba","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"177aa504-cfef-5116-87a4-692aed986120","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"a8c1813f-b0a2-522d-bf82-bb25baeec988","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids","Batten joins offset"
"3caf3e27-a41d-52cb-bb1a-ba0369d4aa20","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids","Batten joins flush"
"d34b299a-db00-5bf1-96b1-1696f8e56a3c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"abda3b75-d4a5-5f5c-b473-97a77bf266a5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"056de838-28e0-5d7a-b9b2-a9fe9d17fb2d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"c3ab0482-2760-51fa-95c9-9b004b90eb98","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"60364eb3-2da2-5e0e-a70b-d31584c04c26","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"b8e6dd7f-0733-5a9c-bea8-5595e81b7717","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"2ac9809b-f4a6-53fa-841b-fe5bd9ef6800","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"bb7c676b-aef8-53ab-9cd1-30ed7ca58b63","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 265","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"9c4a327d-fcb1-4e34-a0f5-7d4f8ed4b4db","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266"
"dc7e83e7-1fea-4cd8-b040-44372fdd17be","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Steel Stud Framing"
"51c3a968-bd42-503e-84a9-26e006426696","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"d196749b-7078-5565-8118-ba3972e509cf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"79b981fb-5f4e-5350-8bef-8f239a0a7a1f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"c485dab2-72ea-5ef5-9a7b-adead42a3559","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"f573d2ff-4680-562b-87bb-5a3168f02a5d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"3ed5f14f-8148-5f67-86bf-65844640d176","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"ea2dffad-dc3e-54ca-be53-be59c1603fde","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"e91b643d-9fbb-5fee-9da3-9f2fd80463fb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"050311a4-f430-5c59-802e-de9d4a36474d","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"89ab6b8f-6f8f-4af7-80d8-811061afe7b3","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids"
"a621015f-99ae-5214-8cca-999e6e6ff49c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"e053294d-5ff3-5ff3-a52a-62a6e496d19d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"6a49d402-c331-5707-b8ac-6b859f2efbbe","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"0aebe74c-1936-5d22-a594-fb99069e1ef4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids","Batten joins offset"
"24587ed0-eb9b-5fbc-8e74-f276f5ac7bdc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids","Batten joins flush"
"a90c6f59-3129-5481-bef4-79d9e37ff532","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"42dd97ca-d1d8-571f-b6f1-90775162bc0e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"eb35abdf-fa00-52bb-a0b1-f087d98678dc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"857ac7e9-3dc2-55bd-8fea-b4c7025252be","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"eb5f029f-a410-524a-ade3-77deae9489ac","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"cd743e65-13c3-5f5f-b2b5-b809d71796d6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"f083b21b-d3b8-5dfd-98eb-4abf80b8333c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"562e345b-e4ae-57cb-9153-fc0f46d76998","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 266","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"ba3f0f6d-593c-40fe-94f4-5ae47b921021","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267"
"d89aad25-84f0-47d3-87e1-524f0f400890","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Steel Stud Framing"
"a460d10f-5b9d-5e73-9233-91b810db0cdf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"6d75ee55-6b35-5033-8f42-76a25d6df09a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"a823a05c-2ad0-5a1f-a89b-24f5d7c561b0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"5ef18aa3-3aae-52b0-9fd9-9775ac583ccf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"5a420a15-b366-5438-b050-804c576b2195","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"efa4b381-8db0-58f7-be15-5e27fbfc46e5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"1b23bd68-a86f-538b-bd5f-2e2953d3ddaa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"44970a81-dce3-5882-ae47-588dab426f54","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"c4e6cdc6-166e-5ee2-a172-32b76ba1c23f","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"c3b32b57-faa4-4c21-b651-303f86d5292d","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids"
"4b362c73-da1a-52e7-b3b5-3bb1d17e3103","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"43445ed3-9890-5e29-ab9b-2bfee164cb68","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"40b5668c-ac64-53f3-ab87-82c30ec044a1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"8f5d3e2f-026f-5459-a192-55c5f5becc77","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids","Batten joins offset"
"7b99d849-b6f9-5062-9804-8ffad5b8a1c2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids","Batten joins flush"
"cb35c7a3-a244-5523-b0b5-808ea854e000","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"0bd1ca5c-a96f-5922-b831-149d567d57ef","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"78c67f7a-42e5-55d3-810e-a21cfdb4ce95","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"579f3611-76e1-510e-a192-77baa2cbe667","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"b8273cf0-ceae-579f-8696-ead94d6174a6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"fdab8f8c-5f47-5ca1-91d1-f15b5178b161","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"3b13fe95-9b41-57f7-b13a-2ef235e2425b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"364017cc-5b27-5994-9066-787d13252949","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area D","Apartments","ALS 267","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"80f19fe0-74d5-4b50-a00e-52bbe0ce3993","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 2","Area E"
"7a29f167-7b88-4269-aaa9-94ee9db2b32f","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 2","Area E","Common area"
"87442e11-3085-42e7-92c8-a7ba91da9e90","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area"
"60ae0c4f-be5d-43c2-bc93-7d26149c76ee","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Steel Stud Framing"
"9b5cfbe8-0212-5ded-ab60-4054182df3f7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"0d653fc6-8191-5fd5-a3eb-28683a004d1f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"66db2f6e-12b0-5f3e-b61a-75bf75e16ca0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"35250485-43bb-5587-a3f8-916e9ce5a5bc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"a1ba943f-daed-563a-9c8e-7a164d78cb35","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"cf13baaa-765c-5a86-97bb-3e5f2fc1e3f1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"b93d9874-2f0d-5967-9224-156b4d2eefd2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"abcdcf16-05d6-50fe-b32f-86a6268b6351","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"e84ddb08-7a56-5743-ab6a-e9ceba4d7dfd","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"48b65aa3-979b-470a-870c-e3b9229e20b9","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids"
"b577aced-195a-5a95-b577-333f218f65d6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"1a784624-2e0c-5ed2-8059-9a736e118dcc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"059852fe-f25f-5e29-bcd9-b82cfeef12cc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"e1e4cad3-511c-5ed9-a4b6-02cbd00e0a31","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids","Batten joins offset"
"329ca5c2-0fe9-5c2d-b28a-c8280800ee44","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids","Batten joins flush"
"93115ca1-3ca3-51a9-bf38-523014199a24","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"a3b8ff01-3d35-58b5-8422-a0a1748ed1b6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"ad976cc0-5c86-53e4-ad86-75c3cacd3c79","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"c8a80d07-51ff-5c95-8918-6241a4d6f9af","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"20942b3d-ddb3-59f3-9c7c-5e934a1723da","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"641e4617-5c83-577c-adb2-8461a3a495f3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"86dbb589-aa49-531c-b6f8-248e0e56ffd6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"3b0ca08d-1251-55a5-b89e-611bdaf0976c","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Coridoor area","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"a9a97712-e4a7-436c-ba01-e32e12c2b23c","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room"
"794c55d1-2196-44fb-94d7-65778f56c3cc","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Steel Stud Framing"
"a4a6040e-ef44-5e17-87c3-e3a755d9f4b0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"83a5f935-5a27-53e8-bfe9-afe796828f6c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"17b70b5b-195a-52ca-a36c-c69d9561f89b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"ac973232-cef3-58ca-8262-2efea5c8a523","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"55f1ec4b-8051-599a-b971-46061d872dbf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"5f198d61-c0e7-5c0a-89b9-fc880f492c2e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"739781cd-8eea-5140-864d-faf928abca99","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"6650bb68-14ce-5ff9-9452-50e01a36e23e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"83157e72-8c70-5b56-8d2a-3a4195235d15","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"ff70f38d-2d77-4145-aa0d-c056929ac2f3","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids"
"9e037a4a-40b4-553e-93a5-f1d36051710d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"d8c081e4-49c9-5ed0-9646-4bcfbe807e1a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 2","Area E","Common area","Cooms room","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
