"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"819d3d61-999a-4fcf-bb3a-aef89775fb1a","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA"
"76e32474-9c42-461f-9a17-0cbd323f6977","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor"
"0df41649-dccc-477a-a60a-b6be34af6a58","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1"
"3bbddbf6-ff78-499e-9dc1-60ebab34e720","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2"
"006d257c-d042-486a-99af-56c39398d42d","","checklist-flat","work-in-progress","8807480b571d700a79527250b46cc6afa797a57d4818a70c775a9b56db496654","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2","External Framing"
"e783c09f-d0e5-57ca-90ad-206beb5ee0ac","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.45 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"f2e0d1ce-33b6-507e-a403-80b4945ffe27","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.45 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"982971ef-9bed-5ec7-a5f0-638f8c872226","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.45 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"80919bfc-6f0d-4e5d-8f80-c84f2b773ab1","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.45 - Care Suite - Type CS-1","Doors"
"762174da-ac58-5d1b-a273-d515a485a18f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.45 - Care Suite - Type CS-1","Doors","Check opening is correct and plumb"
"d83f57dd-990c-5779-9f04-4cc303efa3d6","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.45 - Care Suite - Type CS-1","Doors","Doors installed within tolerances"
"a2f583bc-46d6-5ecf-b033-073a4656da04","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.45 - Care Suite - Type CS-1","Doors","Fire seal installed if fire door"
"748a06ab-e08f-5314-a355-fd0ff1475359","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.45 - Care Suite - Type CS-1","Doors","Floor gap is correct"
"4b1928b8-e88c-4ff8-b152-4e9293dca1d0","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation"
"abebd990-e864-4ebb-9d76-1ac49a9c6cc8","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Interior Framing"
"21fd38a0-4e10-5673-b317-bef8049e6cee","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Interior Framing","General information recorded"
"48503af7-758c-56f8-9abd-52420c78b18c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Interior Framing","DPC installed, checked and correct as per specification"
"deb8e433-f51e-5b47-93b3-8d75936aaf5f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"50cc6a82-9bc6-583b-987f-c65d33441544","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"b89017f8-7124-5754-98a7-d20a558f72e1","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"697dd0d5-b8e4-51ea-9433-23b3dcf9914e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"8338b55e-955d-55d9-99de-8186db44a69f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Interior Framing","Spax screws installed as per structural design"
"0e54a6b0-bd30-585c-b460-b4cb86528dd0","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Interior Framing","Bracing elements installed as per S1-03"
"027bbeea-ef58-5135-bd3b-47e9ac589a8a","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Interior Framing","Gib quiet ties installed"
"500df878-340d-5b22-a552-3701e043d110","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"8971289e-c972-5e67-b171-6a41468ca72c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Interior Framing","All Wall framing checks completed & Inspections carried out"
"96585ff1-ba3f-4cfb-b3e9-c4f86c061b9c","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Timber Architraves & Skirtings & Jamb liners"
"509ba38a-d2c7-56e3-b4f7-cec532986688","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"125a4e65-b40a-55aa-b765-42d534b90432","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"427d785c-e9df-5a8b-9355-a50fdd5df841","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"7ffa55f8-3b00-57b2-bcc3-3ee210a0ecdc","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"970b5073-2802-49f0-84f6-6cccdf8386e1","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Doors"
"8d9d1f93-bce9-598c-beaf-a2578c5c1981","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Doors","Check opening is correct and plumb"
"371927ec-73f9-5f28-83cf-bb2fa77738ba","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Doors","Doors installed within tolerances"
"f253e053-bcda-5758-ad66-209ba20c0023","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Doors","Fire seal installed if fire door"
"8042f340-126b-5a6d-b65c-d603c5ddef4b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.46 - Circulation","Doors","Floor gap is correct"
"d251c8fa-0dab-48ea-ab0b-40ce3a76ecdc","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1"
"e0218876-7dc6-4771-816b-7dc7f1b7a69f","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Interior Framing"
"e0701198-a1ac-5bc4-a214-4ddb0ee0a90f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Interior Framing","General information recorded"
"d8874f49-d849-577d-aaad-d6dfe610805d","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Interior Framing","DPC installed, checked and correct as per specification"
"a12c4eb0-ad18-5bf4-b4bf-5bb0ba844ced","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"6d53fc14-23ba-5c0d-91ac-2cfb2d62494b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"f8e23299-b025-5e0d-9fef-6a3a54715d0a","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"5d048865-812a-51b5-9c33-edfa98f6f78e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"2af3f997-11b7-547a-9e00-af077dc607e4","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Interior Framing","Spax screws installed as per structural design"
"8526f7f3-e38d-51e1-96c1-6b8267b701b5","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Interior Framing","Bracing elements installed as per S1-03"
"cd5514f1-2145-5600-8a60-25c4fb459b6d","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Interior Framing","Gib quiet ties installed"
"98ef7989-4f35-5ad2-b0b2-8bc66878cade","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"ca131cd3-1120-581a-9ce7-26447b6df531","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Interior Framing","All Wall framing checks completed & Inspections carried out"
"5484cba2-cc02-47e7-8d39-5693f1726e4b","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners"
"e3cecf39-c54e-5954-8530-5ac8b3c2ea0c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"2239a94c-e3fe-5a1b-952c-a4a20095e090","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"69dd9c04-6ba8-5259-92d3-e87722b8f823","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"1ce8c0dd-840a-5795-ac7d-c6acc63bfe95","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"0416f22c-5ed7-4fb0-8906-e53e4dd34b4f","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Doors"
"6f661898-df56-5f7b-bc48-82faa8d14b6b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Doors","Check opening is correct and plumb"
"55ee28e2-2859-5107-ba97-f6a2cee514a4","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Doors","Doors installed within tolerances"
"52f92e8e-7739-5145-856c-9e1787fa62dc","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Doors","Fire seal installed if fire door"
"903f66e4-dbd6-5b6a-bab8-e688e18fb62e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.47 - Care Suite - Type CS-1","Doors","Floor gap is correct"
"ee00bb30-24ac-4098-8a46-7d9b086c337f","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1"
"a019aef5-eeae-4568-8c15-6f89f8e7fea8","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Interior Framing"
"b5fd3804-524d-5bb9-b4f9-4dadb19f1655","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Interior Framing","General information recorded"
"cd2566b3-823c-5d79-b522-0051d405912e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Interior Framing","DPC installed, checked and correct as per specification"
"65bce77f-c7a2-5b7d-a0fc-59d47f0e3727","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"a64441a9-6d81-5e51-b265-a60fc523da9a","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"69762dc3-58a9-597d-a50d-bccb2edfda84","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"655f40e8-22d3-56f1-91e8-39295ba06c58","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"c0d940f7-e34d-5db3-84c5-12adf1d8e433","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Interior Framing","Spax screws installed as per structural design"
"48457cb1-7895-5958-82da-151a0142836f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Interior Framing","Bracing elements installed as per S1-03"
"170d4651-4999-5b8b-8448-95e959f57e7c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Interior Framing","Gib quiet ties installed"
"a2e493e3-db82-57ad-9000-d292a1a726ac","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"e15a82d3-342a-5683-a882-f5bcbf33e10f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Interior Framing","All Wall framing checks completed & Inspections carried out"
"7050fe0c-dc69-419a-b904-4b53ede4eb97","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners"
"72a65128-9934-5d0b-8b90-db8e3fad88eb","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"4f6c215d-04dc-5e7a-b54d-b5e73c36ffd2","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"7eaf80f2-7bb7-5514-8ec0-2e355f78760f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"fd4f3c7d-7081-5826-a78c-6877c67d8fb0","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"7c307bf5-522e-4fe3-b88c-cbd121aad434","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Doors"
"41e8a83c-d9f9-5eb9-b69e-7a49350ceff2","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Doors","Check opening is correct and plumb"
"6baa2854-5272-59b7-9113-4ad153ba98bd","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Doors","Doors installed within tolerances"
"0d48467c-3426-5656-8968-90a4e302288f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Doors","Fire seal installed if fire door"
"d77ae934-dc8f-5d0c-95a2-f38d8898f95f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.48 - Care Suite - Type CS-1","Doors","Floor gap is correct"
"de6f1497-e8d5-4aab-893e-42710cdf24cf","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge"
"07fcd5cc-a230-4e53-ad1a-beebcbc1a3d9","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Interior Framing"
"d0daa8cb-aa91-5511-8847-3871306ca6f3","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Interior Framing","General information recorded"
"e21ae839-4edb-55de-a6d1-4591e81a2d3e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Interior Framing","DPC installed, checked and correct as per specification"
"55432c4e-dc13-583a-8bb9-b3e9fbb2fd10","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"cef7ef15-c8e5-520b-a349-7a34fd446cba","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"6e30dc05-39d5-5980-9be7-2e99045f3ffb","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"dc51ebd1-d73e-5fdc-8074-028ad958f1b4","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"f07cc50a-71d5-5a9f-a3bf-ca52caa0ed98","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Interior Framing","Spax screws installed as per structural design"
"d1bbfb66-c5c9-57bc-9d78-7dae9abe8791","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Interior Framing","Bracing elements installed as per S1-03"
"e2461a77-9caf-515c-9ecb-3251f840a302","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Interior Framing","Gib quiet ties installed"
"f2ef14f6-e774-5dcb-9fe9-d659efccf3e4","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"3e835c56-b1a5-5ebd-aa07-aa08601ee732","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Interior Framing","All Wall framing checks completed & Inspections carried out"
"0b6f71a5-a729-41c8-bb19-afaf6a1fc56d","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Timber Architraves & Skirtings & Jamb liners"
"80b05c94-3888-5f9b-b27f-4318fe383729","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"f692acd7-cdc0-558c-9d45-c57e9b036a21","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"eb67dbb7-8761-586f-85d3-a1a472dee720","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"5254817f-3815-5476-9994-1c52c656c040","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"44324a59-28f0-40ac-9e94-96fe611a8722","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Doors"
"74d92685-13fe-5156-b8d0-8f494732c21b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Doors","Check opening is correct and plumb"
"825805f7-b44e-58c1-826e-36bb19e15777","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Doors","Doors installed within tolerances"
"610ae2fd-6daf-5125-81e7-cb4fd18fddb5","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Doors","Fire seal installed if fire door"
"16169e27-c366-54fe-b9a3-65590efc30ee","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.49 - Dining/Lounge","Doors","Floor gap is correct"
"a0066099-5b18-4ddf-b52f-122b0d3af4dc","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation"
"1fc042ac-87b7-44eb-beb6-1015424c93fe","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Interior Framing"
"eb577a5f-b1b6-5402-b1b0-7f58d49776bc","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Interior Framing","General information recorded"
"d45390d3-f348-59f8-8c4f-640826cb1350","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Interior Framing","DPC installed, checked and correct as per specification"
"9e72e596-2150-580a-b3d1-eced57676f5d","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"ac7a6c3f-5e44-5c1a-98bd-5a6a5173f7d6","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"9563aa63-bc71-5e5f-a082-3bec2a0475ec","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"70f487eb-4a4f-5ffc-a4f1-becef93f53dc","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"b877dde5-670e-5853-84d6-f7c95bf7a5ac","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Interior Framing","Spax screws installed as per structural design"
"9327dcbc-b38e-5ec8-a534-4d9a720367d9","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Interior Framing","Bracing elements installed as per S1-03"
"9ad85e3c-d748-5367-8ebc-78ef2038df43","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Interior Framing","Gib quiet ties installed"
"9561e801-d19e-59ee-b662-41cc5a291258","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"45e5bcfb-999e-52bf-b3b8-be7b280f00b3","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Interior Framing","All Wall framing checks completed & Inspections carried out"
"569e5844-fecb-4c34-937c-eac3afe98523","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Timber Architraves & Skirtings & Jamb liners"
"2e29155b-9966-58e3-a1a6-9f76171271a0","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.50 - Circulation","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
