resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A507,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A508,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A509,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A510,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-6,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A604,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A605,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A606,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A607,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A608,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A604,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A605,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A606,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A607,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A608,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-7,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A704,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A705,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A706,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A707,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A708,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A704,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A705,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A706,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A707,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A708,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-8,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,LEF-B2-L8.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,GEF-B2-L8.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,GEF-B2-L8.02,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,SPF-B2-L8.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,SSF-B2-L8.01,,,,,,
,,,step,,,,,BUILDING-C,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A-G01,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A-G02,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A-G01,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A-G02,,,,,
,,,step,,,,,,,Common Area,,,,,,
Duct Installation Check List [C],,,checklist,,,,,,,,LSF-C-G.01,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,
,,,step,,,,,,Level-1,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A101,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A102,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A103,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A104,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A105,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A101,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A102,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A103,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A104,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A105,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-2,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A201,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A202,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A203,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A204,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A205,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A201,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A202,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A203,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A204,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A205,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-3,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A301,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A302,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A303,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A304,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A301,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A302,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A303,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A304,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-4,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A401,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A402,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A403,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A404,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A401,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A402,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A403,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A404,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-5,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A501,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A502,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A503,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A504,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A501,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A502,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A503,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A504,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-6,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A601,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A602,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A603,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A601,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A602,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A603,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-7,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A701,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A702,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A703,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A701,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A702,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A703,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-8,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,SPF-C-L8.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,SSF-C-L8.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,GEF-C-L8.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,LSF-C-L8.01,,,,,,
,,,step,,,,,BUILDING-D,,,,,,,,
,,,step,,,,,,Level-1,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A123,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A124,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A125,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A123,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A124,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A125,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-2,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A233,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A234,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A235,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A236,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A237,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A233,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A234,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A235,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A236,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A237,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-3,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A331,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A332,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A333,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A334,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A335,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A331,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A332,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A333,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A334,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A335,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-4,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A431,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A432,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A433,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A434,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A435,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A431,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A432,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A433,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A434,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A435,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-5,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A531,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A532,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A533,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A534,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A535,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A531,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A532,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A533,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A534,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A535,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-6,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A628,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A629,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A630,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A631,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A632,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A628,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A629,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A630,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A631,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A632,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-7,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A728,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A729,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A730,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A731,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A732,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A728,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A729,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A730,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A731,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A732,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-8,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A818,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A819,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A820,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A821,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A818,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A819,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A820,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A821,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-9,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A912,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A913,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A914,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A912,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A913,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A914,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Roof,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,SPF-D-R.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,SSF-D-R.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,LSF-D-R.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,GEF-D-R.01,,,,,,
,,,step,,,,Fit-Off,,,,,,,,,
,,,step,,,,,Basement 1,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,CPEF-B1.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,SF-B1.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,SF-B1.02,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,TEF-B1.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,TEF-B1.02,,,,,,,
,,,step,,,,,Base Building,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,SF-CWP-01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,SF-COMM-01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,CPSF-G.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,CPSF-G.02,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,CPEF-G.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,CPSF-G.03,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,CPSF-G.04,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,PSF-01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,SF-G.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,CPSF-L1.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L1.02,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,SF-L1.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,SF-L1.02,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L1.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L2.03,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L2.02,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L2.04,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L2.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L2.05,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L3.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L3.02,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L4.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L4.02,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L5.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L5.02,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L6.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L6.02,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L7.01,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,LSF-L7.02,,,,,,,
