"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a8632a2b-bad4-4ac4-824e-4f867bdbc0fd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1"
"a58046c1-1195-40b1-9d90-fa33c0a008ba","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Ryman"
"2eb6e5aa-8642-4601-badd-aa3dc3fe1c18","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants"
"c2412fb5-7ae2-4684-bf9b-e984ab4c7ef6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes"
"e4e08e4a-a685-4889-84da-5895eb870933","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports"
"57bee4a3-a678-4edf-892a-5699e5a55f51","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2022"
"8efe8ed0-34c1-5268-848f-b9c3203fbb19","","checklist-flat","pass","FC - R - Fascia/Gutter","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","West Elevation","Fascia/Gutter"
"8400c565-df87-528c-baf6-65ac5f0f98c8","","checklist-flat","pass","FC - R - Soffits","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","West Elevation","Soffits"
"8fd140ff-ad99-5d64-8d54-51555b614049","","checklist-flat","not-started","FC - R - External Plaster - Nibs & Beams","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","West Elevation","Nibs and beams"
"074c0236-0cb4-513d-a16f-e80e61082b87","","checklist-flat","pass","FC - R - STO Poly Plaster","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","West Elevation","STO Panel System"
"3c5f41bf-dde5-54c1-a2d9-a243c4ec1c6b","","checklist-flat","pass","FC - R - Envelope Penetrations","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","West Elevation","Envelope Penetrations"
"c244c9b3-4a04-5610-9d92-e4d844fdb974","","folder-normal","pass","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Flat Roof - Grid 1-9 / E to F"
"1628dced-2a80-5e58-92ae-c9ce298cac64","","checklist-flat","pass","FC - R - Anchor Points - Anchor Point Installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Flat Roof - Grid 1-9 / E to F","Anchor Points Installation"
"1b16b8de-98a1-5d71-8b9c-797fd3825011","","checklist-flat","pass","FC - R - Anchor Points - Static line installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Flat Roof - Grid 1-9 / E to F","Anchor Points - Static line installation"
"e88611fd-4ed5-40d0-ba47-4f1b12b7b248","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A"
"272784a7-6c00-59be-bbda-7d08ccf9d099","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 119"
"51cb2663-e33d-5001-8e9e-550edcf57a78","","checklist-flat","not-applicable","FC - R - Air conditioning","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 119","Exterior fitout (Heatpump)"
"27348b54-574f-58dd-9657-6ea8e654b761","","checklist-flat","not-started","FC - R - Exterior Tiling","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 119","Exterior Tiling"
"71ec1eba-8207-5d1b-a75a-375354720faf","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 119","Balconies"
"afe9cc80-8eba-4d34-acc9-21ae75ea8559","","checklist-flat","not-started","FC - R - Balustrades","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 119","Balustrades Installation"
"d4654c93-9249-5895-85e9-ed3aaf8e726b","","checklist-flat","not-started","FC - R - Louvres Installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 119","Louvres Install (window privacy screen)"
"e28c4210-1158-5126-9978-7d6147c67559","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 120"
"5cb365b6-fbeb-52b5-8a9b-cf2618723ac5","","checklist-flat","not-started","FC - R - Air conditioning","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 120","Exterior fitout (Heatpump)"
"315e88c9-c4f8-5067-930f-8e47aa09656a","","checklist-flat","not-started","FC - R - Exterior Tiling","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 120","Exterior Tiling"
"aea326b3-fa68-5101-a494-6a3f19131eb2","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 120","Balconies"
"c7670f20-be2a-43de-a54b-6bb0044bc301","","checklist-flat","not-started","FC - R - Balustrades","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 120","Balustrades Installation"
"1cc0e031-1c5c-5314-9e96-c72989880539","","checklist-flat","not-started","FC - R - Louvres Installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 120","Louvres Install (window privacy screen)"
"92bdb31c-2a2e-5fb5-a742-92c59793dc1a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 121"
"86c44c5a-8292-5e4c-9554-e8b7bdc7185d","","checklist-flat","not-started","FC - R - Air conditioning","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 121","Exterior fitout (Heatpump)"
"4c97b304-58ed-5671-95e9-e4a3414ae74a","","checklist-flat","not-started","FC - R - Exterior Tiling","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 121","Exterior Tiling"
"691a3e3f-8197-50c1-9fcd-a7d0f0982ad4","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 121","Balconies"
"04f5ed9d-0037-420d-b682-f42b5646110f","","checklist-flat","not-started","FC - R - Balustrades","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 121","Balustrades Installation"
"0fc22c5c-3257-5cad-b5ec-bd23b883e897","","checklist-flat","not-started","FC - R - Louvres Installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 121","Louvres Install (window privacy screen)"
"2b2ca55f-e96d-5eec-ab1a-0ae81162d818","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 122"
"774c70a6-ac89-534c-8fbd-d48ad6e9c763","","checklist-flat","not-started","FC - R - Air conditioning","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 122","Exterior fitout (Heatpump)"
"6f7d3189-1862-5fa2-bbc6-cc68e9466e57","","checklist-flat","not-started","FC - R - Exterior Tiling","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 122","Exterior Tiling"
"ceafb72e-1227-51fa-8616-2cce3749d691","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 122","Balconies"
"ea1bf367-70c6-4f99-a70f-b70d289c3cd5","","checklist-flat","not-started","FC - R - Balustrades","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 122","Balustrades Installation"
"b82fa370-e5b2-5381-8d92-07c9d953b262","","checklist-flat","not-started","FC - R - Louvres Installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 122","Louvres Install (window privacy screen)"
"64a2a1c5-c120-59a9-a818-f763a3f3f0c7","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 123"
"f0bc62ec-d556-55c0-890b-df3b87b50192","","checklist-flat","not-started","FC - R - Air conditioning","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 123","Exterior fitout (Heatpump)"
"a81e1492-d034-5d9c-9b65-96567962d996","","checklist-flat","not-started","FC - R - Exterior Tiling","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 123","Exterior Tiling"
"adae3dd4-0523-5f0e-aea6-5a3566743ecb","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 123","Balconies"
"99cb5605-c915-4160-8f14-75a1399b18e9","","checklist-flat","not-started","FC - R - Balustrades","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 123","Balustrades Installation"
"0868cf83-e20d-59bb-8511-bd75396734f5","","checklist-flat","not-started","FC - R - Louvres Installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 123","Louvres Install (window privacy screen)"
"13f3380b-868b-5868-b74a-c2d2ffe1a550","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 124"
"aeafba2e-fe8c-54ff-89e3-7c27d72a118d","","checklist-flat","not-started","FC - R - Air conditioning","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 124","Exterior fitout (Heatpump)"
"ac6b2090-451f-5a2d-93a1-5b094e043464","","checklist-flat","not-started","FC - R - Exterior Tiling","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 124","Exterior Tiling"
"7fd9fd6d-c3ca-5487-b42f-74f95dd7b351","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 124","Balconies"
"1e51bd03-33fb-42b0-8c9a-35103de95ece","","checklist-flat","not-started","FC - R - Balustrades","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 124","Balustrades Installation"
"48768fc5-6a5f-5538-b7a3-aa8c38bb1b30","","checklist-flat","not-started","FC - R - Louvres Installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area A","IA 124","Louvres Install (window privacy screen)"
"3e740397-48e3-405b-a0cc-464fabde1aa9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B"
"361bcbbf-df86-533c-b73c-fb37338549da","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 113"
"6fdc0470-a2d3-50d0-b8e4-f1e4278bea02","","checklist-flat","not-started","FC - R - Air conditioning","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 113","Exterior fitout (Heatpump)"
"1d3922b2-0b56-5ed2-85ab-6b8765dc5e8b","","checklist-flat","not-started","FC - R - Exterior Tiling","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 113","Exterior Tiling"
"7c0a4285-9f18-5955-9855-6d31de4b0304","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 113","Balconies"
"f9c08246-3bed-411c-ae75-12e9e998ae66","","checklist-flat","not-started","FC - R - Balustrades","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 113","Balustrades Installation"
"5cd174c8-537c-5413-a5b1-36a3b8e23327","","checklist-flat","not-started","FC - R - Louvres Installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 113","Louvres Install (window privacy screen)"
"249d7804-918b-5431-b81e-f1cfbe2a9358","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 114"
"f73a5cd0-8f2f-5da8-a1d6-2337e72e9dcf","","checklist-flat","not-started","FC - R - Air conditioning","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 114","Exterior fitout (Heatpump)"
"042906f0-0724-5249-8044-dbfb5b87e89c","","checklist-flat","not-started","FC - R - Exterior Tiling","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 114","Exterior Tiling"
"b251b5f0-58d4-520a-bb11-6a4db8a4265d","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 114","Balconies"
"c3752aa3-f32d-4375-ada8-8bfd5f2ed902","","checklist-flat","not-started","FC - R - Balustrades","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 114","Balustrades Installation"
"6850c067-3e1b-5e6b-a4f2-687937c09a34","","checklist-flat","not-started","FC - R - Louvres Installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 114","Louvres Install (window privacy screen)"
"9358b466-bae5-5369-aa76-8315394cb7ae","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 115"
"50122914-961f-5500-8b9e-77b9ad055f50","","checklist-flat","not-started","FC - R - Air conditioning","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 115","Exterior fitout (Heatpump)"
"701751aa-2efa-5552-b98b-e59a24266ea6","","checklist-flat","not-started","FC - R - Exterior Tiling","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 115","Exterior Tiling"
"15be75c6-e01b-5763-983b-87fbd642e7a1","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 115","Balconies"
"643f7683-cbd7-4b89-b0e8-67c5dab1d4b1","","checklist-flat","not-started","FC - R - Balustrades","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 115","Balustrades Installation"
"bb1b6985-5188-58eb-808f-d33ae1316d56","","checklist-flat","not-started","FC - R - Louvres Installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 115","Louvres Install (window privacy screen)"
"7394a6b6-0f6a-5467-8a42-489606bbdc36","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 116"
"34ef90b0-43d4-58ed-82fc-1b7ecafaf8bb","","checklist-flat","not-started","FC - R - Air conditioning","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 116","Exterior fitout (Heatpump)"
"55ffba45-5cd9-599c-a712-47306b4f5e30","","checklist-flat","not-started","FC - R - Exterior Tiling","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 116","Exterior Tiling"
"f19e6164-4512-586c-93a4-16428b7912fc","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 116","Balconies"
"4973cb4a-bda9-47c4-8fa4-9ddb2eaff4c6","","checklist-flat","not-started","FC - R - Balustrades","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 116","Balustrades Installation"
"14f17bc4-46ea-5379-ad23-11381df2b900","","checklist-flat","not-started","FC - R - Louvres Installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 116","Louvres Install (window privacy screen)"
"41336a82-f15d-578c-a595-1b3b4b80556c","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 117"
"eb54499f-c212-5880-93bd-132a68916954","","checklist-flat","not-started","FC - R - Air conditioning","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 117","Exterior fitout (Heatpump)"
"11836525-020e-5b80-bd0c-f1552375a5b8","","checklist-flat","not-started","FC - R - Exterior Tiling","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 117","Exterior Tiling"
"b0137123-4189-50cd-b679-99dee13738ed","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 117","Balconies"
"daa66a49-cd70-48ee-806b-c8ed4e8f1e46","","checklist-flat","not-started","FC - R - Balustrades","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 117","Balustrades Installation"
"b0e8b5f6-3222-56fb-ad4c-7e46fba8ca0c","","checklist-flat","not-started","FC - R - Louvres Installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 117","Louvres Install (window privacy screen)"
"e3b7c9a3-b5ee-52c1-a335-eebb50e3d416","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 118"
"f31ea0d9-3694-561a-ade2-7af637d3ec35","","checklist-flat","not-started","FC - R - Air conditioning","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 118","Exterior fitout (Heatpump)"
"cc214102-1d44-5476-8f99-8d545f56c465","","checklist-flat","not-started","FC - R - Exterior Tiling","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 118","Exterior Tiling"
"3fa34fce-5bbc-5884-8c42-e7e0ac35512d","","checklist-flat","not-started","FC - R - Balconies","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 118","Balconies"
"74d72d8b-2c51-47bc-a436-7619dd7851be","","checklist-flat","not-started","FC - R - Balustrades","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 118","Balustrades Installation"
"768125a4-73fd-5c9f-8eb2-8948f1bfa563","","checklist-flat","not-started","FC - R - Louvres Installation","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Façade","Level 1","Area B","IA 118","Louvres Install (window privacy screen)"
"5ed826c1-7a24-568f-bbb6-cb6124ebb917","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout"
"7d264501-0e28-5a44-bfa6-f9d34ef3190d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level"
"fe177aa2-aa81-4436-9f6b-b6f2b5efc63d","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas"
"999facab-82eb-5ea1-9d4e-87af78515848","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","MSB Main Switch Board"
"5fa1a3ce-9231-57c4-8574-b97bc8c48bfc","","checklist-flat","not-started","b7f1e719ecb90aa9d559e163b20f5f2098c8bd1bf4e4d88c6910ce90e33723a7","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","MSB Main Switch Board","Pre-Line Check"
"3619a383-e257-4a12-831f-2710ff02186b","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","MSB Main Switch Board","Handover"
"da31f04b-0345-53fe-8c0a-f281c755973a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Bin Room"
"63c13ec9-5274-515f-b27d-4a034cec7540","","checklist-flat","not-started","b7f1e719ecb90aa9d559e163b20f5f2098c8bd1bf4e4d88c6910ce90e33723a7","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Bin Room","Pre-Line Check"
"70872b94-095d-4c8e-97c9-8e322776c0a0","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Bin Room","Handover"
"92c2c411-a827-5b4c-9f77-af8e47246735","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Mailroom"
"534c49e6-fcc3-53ae-b597-f646b64eae17","","checklist-flat","not-started","b7f1e719ecb90aa9d559e163b20f5f2098c8bd1bf4e4d88c6910ce90e33723a7","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Mailroom","Pre-Line Check"
"a2d3f5b5-0163-4159-b4f9-8712781f89db","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Mailroom","Handover"
"3dcd3f99-3dc0-5b73-9dd8-d5cb52b6d708","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Entrance Lobby"
"7a0e38b1-e1bb-525f-8864-9f66e2c94fc6","","checklist-flat","not-started","b7f1e719ecb90aa9d559e163b20f5f2098c8bd1bf4e4d88c6910ce90e33723a7","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Entrance Lobby","Pre-Line Check"
"1c4ea6b1-6d9f-4c67-90c5-acfe8bc33da7","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Entrance Lobby","Handover"
"f3f4035a-6de5-5320-801f-3d9f7f0ed174","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Corridor"
"78cb0b22-fdf3-54ab-8689-1b0f7a68a7b1","","checklist-flat","not-started","b7f1e719ecb90aa9d559e163b20f5f2098c8bd1bf4e4d88c6910ce90e33723a7","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Corridor","Pre-Line Check"
"bc911437-c467-4d36-8dee-5e3ec8a2143d","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Corridor","Handover"
"8f48710d-3308-56e9-b99e-88c2c4b60858","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Stairwell Lobby"
"7c50031d-c11e-5be6-a9cf-7d9a8923548a","","checklist-flat","not-started","b7f1e719ecb90aa9d559e163b20f5f2098c8bd1bf4e4d88c6910ce90e33723a7","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Stairwell Lobby","Pre-Line Check"
"94b99bbc-c21b-4fed-89b9-9903b1b6b7eb","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Stairwell Lobby","Handover"
"620faa56-8612-598c-8a5b-3580e21c59b5","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Lift Lobby"
"69e01217-815b-57f9-835e-dfa02b8ba42a","","checklist-flat","not-started","b7f1e719ecb90aa9d559e163b20f5f2098c8bd1bf4e4d88c6910ce90e33723a7","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Lift Lobby","Pre-Line Check"
"cd4656dc-ad04-48c4-938f-e06eb1996b1e","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Lift Lobby","Handover"
"56a180a5-e451-553a-9e83-221264f0b5d1","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Valve Room"
"f4cd7572-aaa3-5e5a-ac59-c62a78a74760","","checklist-flat","not-started","b7f1e719ecb90aa9d559e163b20f5f2098c8bd1bf4e4d88c6910ce90e33723a7","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Valve Room","Pre-Line Check"
"727c4395-bbef-4ef5-9aeb-d5e0d8ffce6a","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Valve Room","Handover"
"2593dc49-ace7-52c3-b1ad-73dc69a87949","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Comms Rooms"
"d718a892-e4dc-58f0-a683-a6c60677c82f","","checklist-flat","not-started","b7f1e719ecb90aa9d559e163b20f5f2098c8bd1bf4e4d88c6910ce90e33723a7","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Comms Rooms","Pre-Line Check"
"58395817-0f78-437b-b841-b5687350dcf1","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Common Areas","Comms Rooms","Handover"
"b94283dd-5052-4d2a-b35b-3dab4d48c883","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Area A"
"caaac059-af9b-54f9-b261-3b806ad4094a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Area A","Carpark"
"a45ebfdd-a10d-5dfb-a125-fdbbbca4bb13","","checklist-flat","pass","b7f1e719ecb90aa9d559e163b20f5f2098c8bd1bf4e4d88c6910ce90e33723a7","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Area A","Carpark","Pre-Line Check"
"da1be78e-46b3-4b97-948a-1d8e889a6654","","checklist-flat","not-started","ITP - R - Fitout (per unit)","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Area A","Carpark","Handover"
"ce1ac6a1-7272-44a8-af6d-ecaea76f26ff","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Area B"
"a8c0946e-ae34-5307-90c5-cf3d14853307","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Area B","G13"
"b292c42e-1580-53e7-841d-b8f4137b1095","","checklist-flat","pass","b7f1e719ecb90aa9d559e163b20f5f2098c8bd1bf4e4d88c6910ce90e33723a7","checklist-flat","FALSE","FALSE","Stage 3 (B03)","Ryman","Fitout","Ground Level","Area B","G13","Pre-Line Check"
