"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"be9c86a8-3cf4-4931-babc-1e38e82cc4ed","","folder-normal","","","step","FALSE","FALSE","Site QA"
"2d45ec2d-2326-4294-814d-4fd8af38ebdf","","folder-normal","","","step","TRUE","FALSE","Site QA","B1/LG/LGM/CarPark"
"81d63675-93ae-4509-97e1-33b226be90f8","","folder-normal","","","step","TRUE","FALSE","Site QA","B1/LG/LGM/CarPark","Installation"
"fa9b8eb6-dbbc-4324-96b6-bf3971f8c616","","folder-normal","","","step","TRUE","FALSE","Site QA","B1/LG/LGM/CarPark","Installation","Basement 1"
"60983bad-fba4-46da-a8e1-deaff899e04a","","folder-normal","","","step","TRUE","FALSE","Site QA","B1/LG/LGM/CarPark","Installation","Basement 1","Mechanical Installation Rough In & Fit Off ITPs"
"541470b3-633b-4854-b3a4-74eb25b685ae","","checklist-flat","","Equipment/System Commissioning Workbook","checklist-flat","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A TEF Workbook 2"
"e2463984-28f7-420b-baf8-8c4558d968c8","","checklist-flat","","Equipment/System Commissioning Workbook","checklist-flat","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A GEF Workbook"
"47c5a81b-b517-4bbe-ab25-d497fa9f7f25","","checklist-flat","","Equipment/System Commissioning Workbook","checklist-flat","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A Waste Room Exhaust Workbook"
"e3546243-8f45-49e2-9496-16496fb0377f","","checklist-flat","","Equipment/System Commissioning Workbook","checklist-flat","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A Clinical Waste Room Exhaust Workbook"
"2dd087d7-a312-4dc1-a60e-714e4f94b8a9","","checklist-flat","","Equipment/System Commissioning Workbook","checklist-flat","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A Radioactive Waste Room Exhaust Workbook"
"93da192d-519e-4f09-889d-697df281fd5f","","checklist-flat","","Equipment/System Commissioning Workbook","checklist-flat","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A General Exhaust Workbook"
"b31396f7-61a7-4305-97c6-2ded0d9d8f4f","","checklist-flat","","Equipment/System Commissioning Workbook","checklist-flat","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A Diesel Tank Exhaust Workbook"
"42bc57e8-b277-4071-8ede-d6593e8f912e","","checklist-flat","","Equipment/System Commissioning Workbook","checklist-flat","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A Elect Riser Shaft and DB Rms Workbook"
"b94846f5-6423-48ca-bb1c-b593b157db36","","checklist-flat","","Equipment/System Commissioning Workbook","checklist-flat","FALSE","FALSE","Site QA","Building A","Commissioning","Bld A Central Dirty Exhaust System Workbook"
"72eb27c8-91ee-41ea-bc53-739484c9bf70","","checklist-flat","","Equipment/System Commissioning Workbook","checklist-flat","FALSE","FALSE","Site QA","Building A","Commissioning","Smoke Management and Stair Press Workbook"
"3413c4ca-ed17-4cc3-95cd-154c179f89a5","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Progress Tracking"
"b07b4a1b-6977-45e4-ab8f-abd97a4bfe2e","","checklist-sectioned","","04aa5860a3352a3acadb8909c97076732360d659c70627ccefb993dd2709dfd1","checklist","FALSE","FALSE","Site QA","Building A","Progress Tracking","Building A"
"624573f8-5381-4d7e-9487-979653e56db7","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B"
"40119710-c8e0-41e4-9e15-e86ca5b28455","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation"
"bb5ce431-10fb-4a10-9648-e4ccdc7b5def","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Basement/CEP"
"82c0ae2c-29a2-4197-898f-b1f705247752","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","Mechanical Installation Rough In & Fit Off ITPs"
"21d98814-c915-4950-96fb-f33c9e0f0223","","checklist-flat","","Subcontractors","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","Subcontractors"
"2924cb4a-2fe7-43fe-8fe4-d690ac04092b","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules"
"5d65a8b5-73dd-4367-a0df-bc102b13988a","","checklist-flat","","Photo / Document Upload","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-01"
"41c42143-ef29-42b8-a056-00617bb1a510","","checklist-flat","","Photo / Document Upload","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-02"
"e490dce7-29a1-4e52-8b18-6e76ce2acbf6","","checklist-flat","","Photo / Document Upload","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-03"
"683dc0e0-63c8-4fbd-9994-ef255c9c35ea","","checklist-flat","","Photo / Document Upload","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-05"
"49f4934e-a5f6-4fa6-9524-de7070485a9c","","checklist-flat","","Photo / Document Upload","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-06"
"4f9dac1a-fcfc-4501-abdf-729a03d69517","","checklist-flat","","Photo / Document Upload","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-07"
"6448f05d-ac0d-4af7-9f71-f743d863a94a","","checklist-flat","","Photo / Document Upload","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-08"
"ea2d3b13-730d-407a-b8be-9e6a91ec9397","","checklist-flat","","Photo / Document Upload","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Basement/CEP","PreFab Modules","PS-B-09"
"2965192a-e537-4560-b73c-b9de56bba524","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Lower Ground"
"cd308dc3-4bd9-47f2-be7c-fe94489e626a","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Lower Ground","Mechanical Installation Rough In & Fit Off ITPs"
"25ba5b60-7913-4f80-88bc-2cc8a301bcc4","","checklist-flat","","Subcontractors","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Lower Ground","Subcontractors"
"a8d09ed4-96a5-466b-81c6-fd0993d2183f","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Ground"
"66cccde0-1707-4f41-a217-9d44d8d3103b","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs"
"ab29d3f7-d9bb-49f7-81bf-44b0dea70c39","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50050"
"18825d0a-655f-4a53-a00b-04ad0bc3b17a","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50051"
"90e83225-2346-435f-b5ec-53b65c7b6e91","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50052"
"7b00824f-54fe-4da0-a4f1-eb8d6f118a16","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50053"
"ee56f8ca-c7b5-41e0-a721-cd84cfcb0086","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50054"
"4f9b286a-c265-4cca-93fc-b02859dfb988","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50055"
"1b9c2f3c-59b4-49a1-a0aa-b16f816f95fc","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50056"
"001e6fb7-95ae-4981-8898-a0ed18857b99","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50057"
"0be38798-064f-452c-aaff-f67d8c2f1309","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50058"
"988b904d-6f4d-4835-bd04-3ab85b8ccc45","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50059"
"ee95a4c6-57a2-477f-9932-f95fb1c12816","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50060"
"7eff53e6-c800-413a-84f1-04362c77dd00","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50061"
"b5c7a682-e1ae-4683-aca2-a667b15e3dd4","","checklist-flat","","Subcontractors","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Ground","Subcontractors"
"d131eec0-bc8f-480f-8730-47933e73b0c2","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Level 1"
"8c032425-7f2a-412f-8d07-3a1aa6064f3f","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs"
"72eac004-da27-4961-a346-e60ecee8f5f4","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50150"
"d19236c1-5dc1-4da0-b079-225d199f0340","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50151"
"8b78f4d7-b959-4e30-8503-0bb4c8d25867","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50152"
"1c50ef6b-f75e-416c-b341-d212f959914c","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50153"
"dc5b0915-4cb0-4aff-b70b-bbbbee569ade","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50154"
"d0698396-21f1-4686-b7e4-3a1da4ba7529","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50155"
"ea0e2ddd-3b95-4d2a-aa59-b815ba0cf85e","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50156"
"0788ac3a-83ca-43d1-9eb2-54da8c4fe6ac","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50157"
"8b27bf01-508d-4c77-b214-1fc77fddf34b","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50158"
"c5556979-aa97-4d22-92de-c39a5dc1363b","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50159"
"38bfc995-99d2-4834-866a-d819472b5f59","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50160"
"5c07ca8d-c38a-4c2d-a628-2e1c5fbcbc1a","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50161"
"9d66cebe-1fa4-4c9f-85d9-905b5302db97","","checklist-flat","","Subcontractors","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Level 1","Subcontractors"
"c3dcff03-aead-487a-9316-27f999bacc41","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Level 2"
"faf5a1ab-3584-46e4-a02b-f08668db837b","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs"
"3786c033-28dd-4001-b1e2-fa88d63de7b9","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50250"
"117c576e-e4e2-4a2e-9438-c78b683cb24b","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50251"
"07cc7ae4-9e33-4420-88ba-99c9edd34e3a","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50252"
"df5a661a-7b88-45bb-ac55-18fc43c2c8b4","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50253"
"12a75b48-c20c-46f1-bdfd-5257960fef99","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50254"
"a7eb8e31-8a2c-4f77-8625-2bcd3971779c","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50255"
"de3e8378-06aa-44fb-ade6-0abf63a18e7a","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50256"
"58ff31d5-8b63-4cab-9428-39c71081a6c7","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50258"
"c1b7d882-efc6-40c4-bcd3-c3aa7bedded5","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50259"
"712b4fff-4879-48e4-9828-1671fdcc4ef3","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50260"
"a3d25426-bb3a-410f-b8fe-2425bc43405d","","checklist-flat","","Subcontractors","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Level 2","Subcontractors"
"20cb8876-6be9-45d0-b570-a23b96435bc1","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Level 3"
"7b2635d2-ca37-4130-bb5a-9a443644c8e0","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs"
"5f02be54-aa68-4847-a2f5-38d5e1948037","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50350"
"813a3367-29f9-4575-a356-684b3c42ff81","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50351"
"6748c167-e433-464c-a9cc-9e6c4975dde7","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50352"
"6cff9076-a92e-47f0-9d8e-e56fc0faa54c","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50353"
"7c42c565-11d5-4fa0-8e09-a3c547ecd41a","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50354"
"e2c9171a-522c-4e49-af1b-ac4a9f7781be","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50355"
"342ca59f-d222-4414-ba8d-89d8f67fd7eb","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50356"
"0f0307ac-5b68-4854-bd32-fec8c651cf4a","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50358"
"a3fcf508-07e6-482a-8ae8-3f317afca7d8","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50359"
"0950e551-fda9-4f4e-acd5-22bedff9a89b","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50361"
"428b6502-3c8d-4225-8cc8-ee3670b5415d","","checklist-flat","","Subcontractors","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Level 3","Subcontractors"
"d13feeb7-86cf-4de8-9665-a1f8f9489325","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","L3 Plantroom"
"0b8a8d5a-a83f-4b38-8040-65655979c23c","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","L3 Plantroom","Mechanical Installation Rough In & Fit Off ITPs"
"88031333-d17a-4f2b-a3f5-1d48bc84308a","","checklist-flat","","Subcontractors","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","L3 Plantroom","Subcontractors"
"91fe3d97-cec3-4378-8f67-1f62b862571d","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Level 4"
"2e2a4587-d972-447c-95bc-1c761f0b622e","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs"
"aec4db59-1a37-4214-b0da-40908a5f29dc","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50450"
"3e3c8146-42ba-48ba-83cf-89601f499918","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50451"
"ed3c3bd3-38a4-48fd-8e7c-04297231d77c","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50452"
"0efecb25-54b4-4d47-964c-74fb241e46b2","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50453"
"ae686cff-fbdf-495f-a531-7f278c3edebf","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50455"
"e8a7bc1c-a259-41ac-859d-35f70b92c72d","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50456"
"887e04d1-1ffc-4383-ab8d-0079007e2bd1","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50458"
"82d91810-b241-4631-a5ac-f736943d1d86","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50459"
"cbd18eae-f00c-4d67-a03b-e5428d5964ec","","checklist-flat","","Subcontractors","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Level 4","Subcontractors"
"f6b4ca74-9048-441a-a7e3-15c4552c179c","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Level 5"
"074700f4-206a-4a40-92de-e06e6375da49","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs"
"53a93d44-630b-4f5e-b86a-4b6a89931e4b","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50550"
"1cf09b6a-ec64-434d-9da0-cb334a0841d6","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50551"
"59c6d9ac-85a3-49f6-8004-9e2dca850781","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50552"
"45475ecc-bab5-4a49-941b-cda3418f3a25","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50553"
"20ec4540-c4cd-4127-8ac2-dd89b6e85949","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50554"
"913c5e9f-32b0-4c80-9e1b-db110b38a4b0","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50555"
"b5cef927-67a4-4bfa-b488-b486532a5dfe","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50556"
"067753e8-e245-4f58-bdc1-f70eed9470d1","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50558"
"277d9831-2c62-4854-b67f-e50adfa7e8e2","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50559"
"b7b62c69-cd2a-41a3-a7d6-fd09f368fb3f","","checklist-flat","","Subcontractors","checklist-flat","FALSE","FALSE","Site QA","Building B","Installation","Level 5","Subcontractors"
"ab6410ff-bb02-421e-b6b3-68a8e98d6a50","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Level 6"
"4e4dba15-f540-4edf-9f4e-083365e823a9","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs"
"c3250012-ce68-4e46-bbac-f0c203893da5","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50650"
"c567c6de-0547-4fb8-b5d4-563b65640643","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50651"
"fa0e63b2-783a-4d30-a5e3-5646e20988d0","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50652"
"1454f0c8-aace-4411-8892-fbcf167f4bfd","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50653"
"83d73b96-5e0b-408a-a525-d37beb307040","","checklist-sectioned","","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building B","Installation","Level 6","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50654"
