"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9afc039c-8798-4426-9fe7-744bc0d2b885","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"51cbd7cc-eb28-45ac-9d6b-7ddb852b45df","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls"
"dd398084-d752-40dd-a0af-a70e79ff988b","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)"
"da929228-4f0d-48e1-98a3-ac0940496278","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.009 Whanau"
"122bc1ca-28d7-4fa1-80b9-8222cadd865a","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.090 Treatment Bay","QA - Alpha"
"47234253-49a8-45af-8afd-1e492c8336f3","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.090 Treatment Bay","QA - Contract Coatings"
"2cc1d2fb-9f44-4929-a926-f6402b7734fb","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.091 Treatment Bay"
"3374e5df-f309-49c7-bb7d-b9e9c8f44072","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.091 Treatment Bay","QA - LCL"
"556b8f8f-f553-45c8-ac28-a57a591d1dea","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.091 Treatment Bay","QA - Hanlon Plumbing"
"291dbc92-0b53-4c57-a300-28df1e06813b","","work-in-progress","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.091 Treatment Bay","QA - HelRimu"
"460280f4-86d9-41b2-9520-edb5fbc44590","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.091 Treatment Bay","QA - Gilcom"
"2ff78469-184d-4637-9069-fc15be68d447","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.091 Treatment Bay","QA - Rauland"
"2d371025-2367-45d3-a34e-9e819c876c5a","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.091 Treatment Bay","QA - Premier Fire"
"a91ce986-31f7-4925-80cd-5f0b3bc1ac60","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.091 Treatment Bay","QA - Data Talk"
"a3d05e14-96d4-4797-ba15-af63f1fe7c5d","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.091 Treatment Bay","QA - VAE"
"a7f78a5f-422f-4d3a-a7a5-5d0ce15f5da7","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.091 Treatment Bay","QA - Alpha"
"31f464d3-fe0d-460e-b882-9ad8435fa69f","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.091 Treatment Bay","QA - Contract Coatings"
"03314e92-4cf7-4b46-a76f-daec333c0d3e","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.092 Bay - HW"
"8eedf7f4-ca6e-4d08-829e-2026315f58fd","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.092 Bay - HW","QA - LCL"
"ce20f090-eb2f-4e58-b1f7-3a47696e4405","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.092 Bay - HW","QA - Hanlon Plumbing"
"4ff7d421-01f7-4f8a-8bef-1c2c910fe6fe","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.092 Bay - HW","QA - HelRimu"
"13af16c9-66e6-4d6a-b465-00f2ce3e95a8","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.092 Bay - HW","QA - Gilcom"
"c84cbdd2-d281-408b-86e2-b3faf0560429","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.092 Bay - HW","QA - Rauland"
"a8b16f30-9f79-42ae-9774-c8b16d7185c5","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.092 Bay - HW","QA - Premier Fire"
"1cf445c5-20ca-4e8d-92d1-fababe585a76","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.092 Bay - HW","QA - Data Talk"
"f19e4da2-afeb-4b10-a23f-00b677b8ff3c","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.092 Bay - HW","QA - VAE"
"26398035-a633-4d17-8c88-0585971b2574","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.092 Bay - HW","QA - Alpha"
"7487594a-0a32-40af-8b02-071cb29bf952","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.092 Bay - HW","QA - Contract Coatings"
"246ddfc3-faa0-4581-bac2-fa3beb119e6c","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093 Bedroom"
"125611f9-0b4f-4dc2-b363-2a3340bb23c6","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093 Bedroom","QA - LCL"
"e53526b3-a60a-4826-911f-b7aca58ee847","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093 Bedroom","QA - Hanlon Plumbing"
"9fb49e6b-1d25-4b76-a778-f24cf38aae21","","work-in-progress","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093 Bedroom","QA - HelRimu"
"a57fc387-d93e-4695-9f8f-75c68459af76","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093 Bedroom","QA - Gilcom"
"ac24e2dd-608e-4926-bfd9-e68266fdc2dc","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093 Bedroom","QA - Rauland"
"1fbaa8f0-df9b-4a66-8933-7179fadbd9a6","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093 Bedroom","QA - Premier Fire"
"4f26d81e-671a-4db3-8edf-5ce2d8c6ccaf","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093 Bedroom","QA - Data Talk"
"2aac17b0-50f3-443c-b19b-e890ae28b6a3","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093 Bedroom","QA - VAE"
"d54568df-5c91-407f-9410-af69cfe41e2d","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093 Bedroom","QA - Alpha"
"fa3985c5-8014-4992-8aa1-eb9e44493778","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093 Bedroom","QA - Contract Coatings"
"7f5f3d96-f27b-4889-a7ff-77b3ee59ce6b","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093A Ensuite"
"8fd3e130-105d-402a-be1e-59f5bf52611a","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093A Ensuite","QA - LCL"
"d1841846-6ee2-4cd2-9387-c9b7f9dddc70","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093A Ensuite","QA - Hanlon Plumbing"
"70215d89-a7d4-4bdb-9ef3-5506beced40e","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093A Ensuite","QA - HelRimu"
"cfb79ee5-8c6b-4484-abfe-399eb6559855","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093A Ensuite","QA - Gilcom"
"27e81612-4cb8-4b65-9a98-5f9da0fe4e08","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093A Ensuite","QA - Rauland"
"8b658fc3-affd-497c-bdae-47cd0faa8ca5","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093A Ensuite","QA - Premier Fire"
"114264e4-54a3-4857-9fb7-80d39faa3ce3","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093A Ensuite","QA - Data Talk"
"4dd67fab-ccb8-418c-ac70-0c353bd9524a","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093A Ensuite","QA - VAE"
"fa4e78d5-0eb0-468d-ba33-2a51bea3bf2c","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093A Ensuite","QA - Alpha"
"43685d2c-4d0a-46d3-933e-96cc805d7167","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.093A Ensuite","QA - Contract Coatings"
"a406bd43-4b0a-4fab-bbd3-b8db4acabe08","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.094 Patient WC"
"04087440-ec3b-4450-be0b-f2b35556fbb0","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.094 Patient WC","QA - LCL"
"3e51407a-9444-45d6-b536-635e63b1f024","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.094 Patient WC","QA - Hanlon Plumbing"
"0bf4b1ce-da17-4b7d-aedd-0d1a4b21b17c","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.094 Patient WC","QA - HelRimu"
"eacd4c8d-b596-4d57-9db6-ed882b357f67","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.094 Patient WC","QA - Gilcom"
"34344e9f-1603-4515-97ef-fd3ad8170306","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.094 Patient WC","QA - Rauland"
"107d8a45-ef96-403a-8741-1ebaaacf0b18","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.094 Patient WC","QA - Premier Fire"
"4b43d9d6-f005-4cc0-83d7-0317ccc2a79c","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.094 Patient WC","QA - Data Talk"
"254714cc-6140-432f-a2f1-f88d581488b6","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.094 Patient WC","QA - VAE"
"773d5d7c-148b-46c1-8696-0b497adbdbda","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.094 Patient WC","QA - Alpha"
"d175f176-3d3a-402a-a7c2-9cf0c0a6e34e","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.094 Patient WC","QA - Contract Coatings"
"5a25392b-188f-435f-a37a-789df209b6d1","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.095 Pharmacy"
"a9156a15-df06-4c6a-ac06-28c6306620bd","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.095 Pharmacy","QA - LCL"
"fda494dc-cef5-4ef1-9b52-d2505d25eb88","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.095 Pharmacy","QA - Hanlon Plumbing"
"0ce1c27d-ac87-4340-8c83-c86d01d59c2e","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.095 Pharmacy","QA - HelRimu"
"3dfc7759-ac95-44bd-8489-d67d59b364dc","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.095 Pharmacy","QA - Gilcom"
"cda24948-7ea3-4d23-9aab-b7dd02fcb93f","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.095 Pharmacy","QA - Rauland"
"903c6e2c-1ac4-4744-80d4-9bf83e6d2c4b","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.095 Pharmacy","QA - Premier Fire"
"f2ebaf3a-69f7-4547-892f-5cae1ecc98ce","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.095 Pharmacy","QA - Data Talk"
"3158b558-5455-45c4-9cd5-870aae2664ad","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.095 Pharmacy","QA - VAE"
"23b34fc8-9764-4f42-a4d8-cc92db9fe7a5","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.095 Pharmacy","QA - Alpha"
"73cf9d69-204b-4443-b29d-8e8c429accaa","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.095 Pharmacy","QA - Contract Coatings"
"85db25cc-d92b-4616-a050-dd2fa820df37","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.097 Procedure Room"
"0d0331ef-a290-4f9b-b60f-5a496eb2d455","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.097 Procedure Room","QA - LCL"
"689bae50-43c1-4cdb-b40c-613aee3c0db4","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.097 Procedure Room","QA - Hanlon Plumbing"
"7a5e9bec-e3f7-4658-8a21-cb69fa98ab76","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.097 Procedure Room","QA - HelRimu"
"2dd6937b-dcbe-462b-be9b-674c6e17ba77","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.097 Procedure Room","QA - Gilcom"
"786e0916-0859-4a1c-b4ec-371c22a17dd6","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.097 Procedure Room","QA - Rauland"
"dab5cd7d-07f0-4544-ac34-17d5f4bcfe94","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.097 Procedure Room","QA - Premier Fire"
"ff4462cd-504a-4ae9-931f-77a3924402e6","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.097 Procedure Room","QA - Data Talk"
"48889a65-bec2-489d-9fb0-c6c2289597c3","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.097 Procedure Room","QA - VAE"
"25496795-bb2f-453a-89d0-21457d6da055","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.097 Procedure Room","QA - Alpha"
"89a81988-406c-4f80-bc2a-8562422c55a7","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.097 Procedure Room","QA - Contract Coatings"
"aac013c9-7a97-4048-8e8a-999739a892f2","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.098 Store – Gen"
"b77f0f82-636e-46f5-afb2-7eb934aa7bb9","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.098 Store – Gen","QA - LCL"
"d7e68029-4e92-45dd-a9c6-5d2ed3ca391c","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.098 Store – Gen","QA - Hanlon Plumbing"
"b749f87e-b7fe-45fe-92be-db1f50d81224","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.098 Store – Gen","QA - HelRimu"
"3f7cdeea-88f6-4a1e-860b-b12bac09b327","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.098 Store – Gen","QA - Gilcom"
"1a752a18-626e-4158-b87e-ba054ea97b69","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.098 Store – Gen","QA - Rauland"
"e849ced9-b387-4f04-ad46-18b7f6027005","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.098 Store – Gen","QA - Premier Fire"
"e8ab2763-f17a-4c36-80b0-25b3d38b9e85","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.098 Store – Gen","QA - Data Talk"
"07d70bed-87ca-444e-8dd1-5b2764d25e18","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.098 Store – Gen","QA - VAE"
"37b19a82-b88d-45e3-94de-423b98892b58","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.098 Store – Gen","QA - Alpha"
"f149fcdf-c466-4105-b921-fc7c7031a278","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.098 Store – Gen","QA - Contract Coatings"
"cae02597-8e65-40f4-ad14-44fb06f4dec1","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.100 Emergency SHR"
"2338ac15-ed9f-408a-8ab8-7903f2a64925","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.100 Emergency SHR","QA - LCL"
"902960ae-bb82-4e80-a3ff-22ec3d54b81c","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.100 Emergency SHR","QA - Hanlon Plumbing"
"11aa1c9a-8b2d-4dc1-802b-6fda621ba441","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.100 Emergency SHR","QA - HelRimu"
"74e6e524-f8df-4474-afad-323b5eaf10e4","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.100 Emergency SHR","QA - Gilcom"
"e279d9dd-d54e-4d20-9d58-2163acaecedb","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.100 Emergency SHR","QA - Rauland"
"40066987-ac5e-47ca-8c56-34c243683e80","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.100 Emergency SHR","QA - Premier Fire"
"783c5fd3-1d5e-448e-bfc3-87f9194b3818","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.100 Emergency SHR","QA - Data Talk"
"02995018-f80a-460e-90ab-0e9b18df8858","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.100 Emergency SHR","QA - VAE"
"b1ea5142-6260-403a-b742-09ca7b9d2141","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.100 Emergency SHR","QA - Alpha"
"a6787caa-24a1-4eb4-b61c-5ff43b543a4b","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.100 Emergency SHR","QA - Contract Coatings"
"84b92f92-d709-4a9b-bda6-870d513c18bf","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.102 Comms"
"8f4c0ff4-f09b-417f-a848-2f04826a7a18","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.102 Comms","QA - LCL"
"78775821-4fc6-4eed-93f3-0511dee1f775","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.102 Comms","QA - Hanlon Plumbing"
"5c4440ea-8b75-4398-951d-f1492631d279","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.102 Comms","QA - HelRimu"
"4896a8a6-ab5e-451e-9798-554191823d4f","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.102 Comms","QA - Gilcom"
"d8c8adb8-af44-44a2-b7e2-9f2c0e776156","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.102 Comms","QA - Rauland"
"5397086a-1654-4d2a-94d7-e2401ae9327b","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.102 Comms","QA - Premier Fire"
"fd536909-a75b-4eec-9a4d-1f1e161caf81","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.102 Comms","QA - Data Talk"
"008d1284-1306-4b30-88b3-10dced81e95b","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.102 Comms","QA - VAE"
"5563b375-12be-4632-9b0d-43f3f57a5b7c","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.102 Comms","QA - Alpha"
"fe58e0f2-9a19-41fa-b01a-3781708e8255","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.102 Comms","QA - Contract Coatings"
"3e1a8154-355f-43d6-afbd-ab89c58add85","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.105 Office – 1 Person"
"8e2e707e-4898-407a-8c14-a0f8fc21849c","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.105 Office – 1 Person","QA - LCL"
"6c56071c-6f6a-467f-84ae-aa84cebd7748","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.105 Office – 1 Person","QA - Hanlon Plumbing"
"353c4f9b-e87c-4e14-8ce2-6a09f1b09a8e","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.105 Office – 1 Person","QA - HelRimu"
"af958fb1-2fda-4d5d-a6e6-71147674f588","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.105 Office – 1 Person","QA - Gilcom"
"10f85125-2abf-4c3a-9ebd-22c578f8b671","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.105 Office – 1 Person","QA - Rauland"
"1151649f-dc53-4573-b0cf-7c7ec4d99839","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.105 Office – 1 Person","QA - Premier Fire"
"25cc1b81-d058-406d-84dd-d07d9da19688","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.105 Office – 1 Person","QA - Data Talk"
"fc72aec9-4509-474d-8961-8d8bc1d80b02","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.105 Office – 1 Person","QA - VAE"
"60262163-a897-423e-9119-37c8442175c6","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.105 Office – 1 Person","QA - Alpha"
