"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1dbd9579-0627-4161-a5be-97b51dc5a434","","checklist-flat","not-started","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"3efc0035-5d84-5ec0-b10e-9d57fbeb8c6e","","checkpoint-status","not-started","Job Details:d77abe71-7fa7-44a9-a0b2-beddfce10d3d","","TRUE","TRUE","Job Details","Site Info"
"513eb315-5dd1-5208-8a5d-194c8f5e4313","","checkpoint-status","not-started","Job Details:4c1b1e66-3649-48be-9932-e42626eb09fe","","TRUE","TRUE","Job Details","latest drawings (attached or referenced)"
"fc4abf63-5bc7-5a67-b35c-ed6bda22648e","","checkpoint-status","not-started","Job Details:a3bf576b-4273-4550-8452-9926f64ffab4","","TRUE","TRUE","Job Details","Scope of Works Attached"
"ade8ae17-b30f-5d50-b3c2-1c20b7478560","","checkpoint-status","not-started","Job Details:1706b349-a47c-4624-b8bb-9383712c718a","","TRUE","TRUE","Job Details","Additional Pre-Start Docs (attached or referenced)"
"8571d065-619a-4b63-bc3c-214ae1c60127","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"f6d3fdc1-e2ed-485a-b5aa-7f86e3af81c5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough-In"
"19505227-12f5-4e00-a5cc-522ba15497f9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor"
"e3395677-8e1c-449a-9163-575f45939eb5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor","GEF-G"
"73a8a49c-809f-4564-89e4-5683f1d5d2df","","checklist-flat","not-started","Duct Installation Checklist [F]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Floor","GEF-G","Duct Installation Checklist [F]"
"03293908-2574-5983-86d2-5d6111728ab4","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:bab1040e-74fb-493d-afa6-3a070cfdba2a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.04","Apartment Fit-Off Checklist [H]","Ensuite exhaust grilles installed"
"ddf56253-4d1a-5364-a084-88f92a0dd2f3","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:799b93e8-e483-46d7-8867-b77665c533e1","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.04","Apartment Fit-Off Checklist [H]","Toilet exhaust grilles installed"
"991cc830-9872-5fdc-9f09-981f80ecde05","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:212e221c-0a70-47c7-bd0a-272fb6a6cebb","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.04","Apartment Fit-Off Checklist [H]","Range hood duct connected and taped to ensure air tight"
"6047ae5a-cd15-5777-b136-9749ff524254","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:2534c3b9-8c08-418b-a23b-f6e91848367d","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.04","Apartment Fit-Off Checklist [H]","Access panels placed as per drawings"
"4514a524-c94f-5818-8f33-167ac97b02b4","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:612e49b4-ba5d-4509-a932-e16de5d5d42a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.04","Apartment Fit-Off Checklist [H]","External louvers installed all gaps sealed between plenum box and wall/ louver flange to wall, photo evidence provided for below"
"03fa205d-6a6d-4e82-b0ca-166fe815ddfd","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.04","Sign Off"
"81473866-d610-50d9-ab03-e582c1e77c97","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.04","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"4afbfa2b-f2ba-594e-abe0-bdd8100f9745","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.04","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"15d8e0e3-aa42-49bc-b7e5-fe8bcc5843a5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Level-2","A2.05"
"a1dfd379-a2c8-4542-9b00-22d8e0b9249b","","checklist-flat","not-started","Apartment Fit-Off Checklist [H]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.05","Apartment Fit-Off Checklist [H]"
"bc82804c-2868-55ae-80d1-2c592835ee92","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:bab1040e-74fb-493d-afa6-3a070cfdba2a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.05","Apartment Fit-Off Checklist [H]","Ensuite exhaust grilles installed"
"44332065-9eed-52ac-90d5-f2a3d0ca9045","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:799b93e8-e483-46d7-8867-b77665c533e1","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.05","Apartment Fit-Off Checklist [H]","Toilet exhaust grilles installed"
"a7e16fec-1252-5801-a195-cc5f0dfbda77","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:212e221c-0a70-47c7-bd0a-272fb6a6cebb","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.05","Apartment Fit-Off Checklist [H]","Range hood duct connected and taped to ensure air tight"
"18039759-9e2c-5789-8805-e529f095c43d","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:2534c3b9-8c08-418b-a23b-f6e91848367d","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.05","Apartment Fit-Off Checklist [H]","Access panels placed as per drawings"
"70029092-b559-5cab-b881-15bc560d129a","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:612e49b4-ba5d-4509-a932-e16de5d5d42a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.05","Apartment Fit-Off Checklist [H]","External louvers installed all gaps sealed between plenum box and wall/ louver flange to wall, photo evidence provided for below"
"b4aaf85a-ad04-4c0a-aa58-f34d5fbbf51f","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.05","Sign Off"
"613aa1a6-023c-5f4c-ab5f-fd10712b91d1","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.05","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"8d4acd15-d8e8-5a0f-9cfd-ec1861df49ed","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.05","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"364adafa-9f51-4a57-8dd8-4d59ecd90f71","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Level-2","A2.06"
"40e6f38f-e14d-4289-b033-3eec0cbf590a","","checklist-flat","not-started","Apartment Fit-Off Checklist [H]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.06","Apartment Fit-Off Checklist [H]"
"77b2673b-ca8b-52c5-85c1-ee0d5e49de49","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:bab1040e-74fb-493d-afa6-3a070cfdba2a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.06","Apartment Fit-Off Checklist [H]","Ensuite exhaust grilles installed"
"7e58df59-7ee7-5b0a-98d6-4430050b2369","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:799b93e8-e483-46d7-8867-b77665c533e1","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.06","Apartment Fit-Off Checklist [H]","Toilet exhaust grilles installed"
"155c317b-ce49-53ba-93f8-9eabd41f01f8","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:212e221c-0a70-47c7-bd0a-272fb6a6cebb","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.06","Apartment Fit-Off Checklist [H]","Range hood duct connected and taped to ensure air tight"
"af6afed9-9c57-57be-931b-62ba6dbd499a","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:2534c3b9-8c08-418b-a23b-f6e91848367d","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.06","Apartment Fit-Off Checklist [H]","Access panels placed as per drawings"
"4f40c0db-dede-51bb-88fd-6b2377a205bc","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:612e49b4-ba5d-4509-a932-e16de5d5d42a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.06","Apartment Fit-Off Checklist [H]","External louvers installed all gaps sealed between plenum box and wall/ louver flange to wall, photo evidence provided for below"
"f1096524-cebf-45ba-a42d-2190d251c870","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.06","Sign Off"
"95bd7be9-574c-57f7-b64c-dd76048748dc","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.06","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"3c267aae-9488-5a2d-a0a9-90c77a9f0b98","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.06","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"a1d9c19d-b0b9-4ee5-89a4-44de948ea565","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Level-2","A2.07"
"1a9fe143-f613-47eb-9003-88e877c156ac","","checklist-flat","not-started","Apartment Fit-Off Checklist [H]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.07","Apartment Fit-Off Checklist [H]"
"ed7f3647-10fa-5be1-a002-603e23df3fde","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:bab1040e-74fb-493d-afa6-3a070cfdba2a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.07","Apartment Fit-Off Checklist [H]","Ensuite exhaust grilles installed"
"83489b7f-499d-5d36-9976-12c952cab5c8","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:799b93e8-e483-46d7-8867-b77665c533e1","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.07","Apartment Fit-Off Checklist [H]","Toilet exhaust grilles installed"
"57ee74f7-fb9b-5c2b-a355-322c9237cd1e","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:212e221c-0a70-47c7-bd0a-272fb6a6cebb","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.07","Apartment Fit-Off Checklist [H]","Range hood duct connected and taped to ensure air tight"
"3b3c1c70-862a-5ca9-b484-db7b74007276","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:2534c3b9-8c08-418b-a23b-f6e91848367d","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.07","Apartment Fit-Off Checklist [H]","Access panels placed as per drawings"
"3319fce3-186b-515d-a4a5-27cbcc7a4524","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:612e49b4-ba5d-4509-a932-e16de5d5d42a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.07","Apartment Fit-Off Checklist [H]","External louvers installed all gaps sealed between plenum box and wall/ louver flange to wall, photo evidence provided for below"
"68e3dcf1-4c7c-4615-aef7-60993d54bdad","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.07","Sign Off"
"a0acc841-a46b-5fe9-b0b7-9b6a766ca4fd","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.07","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"570f8943-baa8-506e-ae42-e696402b0e32","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.07","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"d2591cd5-3bbc-45c3-9be9-fb15b776fce3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Level-2","A2.08"
"e9ed4830-51a6-4d0f-aa30-984047e614f4","","checklist-flat","not-started","Apartment Fit-Off Checklist [H]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.08","Apartment Fit-Off Checklist [H]"
"d74b38c2-ca73-5d5c-a445-c29d1127b0f1","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:bab1040e-74fb-493d-afa6-3a070cfdba2a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.08","Apartment Fit-Off Checklist [H]","Ensuite exhaust grilles installed"
"e54ed022-41ee-5a6d-85ec-e5caadd89cd9","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:799b93e8-e483-46d7-8867-b77665c533e1","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.08","Apartment Fit-Off Checklist [H]","Toilet exhaust grilles installed"
"86e76b7c-1c11-5d1c-b052-52b901e4ed11","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:212e221c-0a70-47c7-bd0a-272fb6a6cebb","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.08","Apartment Fit-Off Checklist [H]","Range hood duct connected and taped to ensure air tight"
"ced5ea20-d370-5da3-89d1-9159aff09327","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:2534c3b9-8c08-418b-a23b-f6e91848367d","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.08","Apartment Fit-Off Checklist [H]","Access panels placed as per drawings"
"98e51a88-c2c6-5d14-bbfc-24e719d31699","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:612e49b4-ba5d-4509-a932-e16de5d5d42a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.08","Apartment Fit-Off Checklist [H]","External louvers installed all gaps sealed between plenum box and wall/ louver flange to wall, photo evidence provided for below"
"c85d8462-b4c3-4ed1-bdb3-41d8f20e3490","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.08","Sign Off"
"dbd7df2b-0d41-5338-bcac-b6f662a12731","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.08","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"b77bf862-c9d9-5673-abf3-2c7d4eae5f71","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.08","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"d31f1104-1045-4904-a772-1f453c59559a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Level-2","A2.09"
"fb931db7-781f-442a-8bbf-af7da9f18ce3","","checklist-flat","not-started","Apartment Fit-Off Checklist [H]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.09","Apartment Fit-Off Checklist [H]"
"4a45b368-908d-5670-adc1-5909dd25aee8","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:bab1040e-74fb-493d-afa6-3a070cfdba2a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.09","Apartment Fit-Off Checklist [H]","Ensuite exhaust grilles installed"
"3eaeaab9-db94-5cd2-8108-4e5878fa8393","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:799b93e8-e483-46d7-8867-b77665c533e1","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.09","Apartment Fit-Off Checklist [H]","Toilet exhaust grilles installed"
"567e6796-b020-5c6a-ade2-8cfd608705d5","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:212e221c-0a70-47c7-bd0a-272fb6a6cebb","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.09","Apartment Fit-Off Checklist [H]","Range hood duct connected and taped to ensure air tight"
"dc338f8f-c369-5fa8-85e6-bc4bbbe07b54","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:2534c3b9-8c08-418b-a23b-f6e91848367d","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.09","Apartment Fit-Off Checklist [H]","Access panels placed as per drawings"
"de1c2aea-592f-534a-ab8d-15db45fa9c06","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:612e49b4-ba5d-4509-a932-e16de5d5d42a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.09","Apartment Fit-Off Checklist [H]","External louvers installed all gaps sealed between plenum box and wall/ louver flange to wall, photo evidence provided for below"
"c72aef9f-481a-41c7-8324-8ef470a14abe","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.09","Sign Off"
"b4d5e10d-bd52-5be2-9f19-4606b33a3ea6","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.09","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"d3f7bb54-e1f6-5384-a64a-9813954343ec","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.09","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"f25994d7-9450-447c-b2d4-fdfa5182c3d6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Level-2","A2.10"
"961f55ea-de90-4933-91c4-9f635bc622a9","","checklist-flat","not-started","Apartment Fit-Off Checklist [H]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.10","Apartment Fit-Off Checklist [H]"
"8b219721-cf4b-5c65-8cc7-4a9b8e83c14d","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:bab1040e-74fb-493d-afa6-3a070cfdba2a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.10","Apartment Fit-Off Checklist [H]","Ensuite exhaust grilles installed"
"50e16b01-e015-565f-9707-ea3df639a7b3","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:799b93e8-e483-46d7-8867-b77665c533e1","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.10","Apartment Fit-Off Checklist [H]","Toilet exhaust grilles installed"
"ba8d82c2-f649-5973-98b0-a6c113f2526d","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:212e221c-0a70-47c7-bd0a-272fb6a6cebb","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.10","Apartment Fit-Off Checklist [H]","Range hood duct connected and taped to ensure air tight"
"17696b3e-bbe6-5c76-b3ca-c6623ca48516","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:2534c3b9-8c08-418b-a23b-f6e91848367d","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.10","Apartment Fit-Off Checklist [H]","Access panels placed as per drawings"
"7ae0f3ec-e628-5b86-b8f7-52a9c891b92a","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:612e49b4-ba5d-4509-a932-e16de5d5d42a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.10","Apartment Fit-Off Checklist [H]","External louvers installed all gaps sealed between plenum box and wall/ louver flange to wall, photo evidence provided for below"
"e234ce3c-c574-4ee1-9593-44525d6d6e42","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.10","Sign Off"
"a52b4769-c60a-55e0-a9c3-b763d5b4945b","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.10","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"7d3d066d-f63a-5a3e-9724-21e012dc17b4","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.10","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"1bca861d-e058-49c5-bc78-de462ace9956","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Level-2","A2.11"
"8ea72071-9aed-4876-bbc2-c163fde95740","","checklist-flat","not-started","Apartment Fit-Off Checklist [H]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.11","Apartment Fit-Off Checklist [H]"
"f2daf0a2-c45d-5d36-a0a4-d71f1347b536","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:bab1040e-74fb-493d-afa6-3a070cfdba2a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.11","Apartment Fit-Off Checklist [H]","Ensuite exhaust grilles installed"
"e90f97cc-bbf4-567f-89b1-700cabafeb4a","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:799b93e8-e483-46d7-8867-b77665c533e1","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.11","Apartment Fit-Off Checklist [H]","Toilet exhaust grilles installed"
"53cd7df9-f195-566c-acaf-5764653f5d6b","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:212e221c-0a70-47c7-bd0a-272fb6a6cebb","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.11","Apartment Fit-Off Checklist [H]","Range hood duct connected and taped to ensure air tight"
"79483741-348b-56d5-87f7-204cdbf84b56","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:2534c3b9-8c08-418b-a23b-f6e91848367d","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.11","Apartment Fit-Off Checklist [H]","Access panels placed as per drawings"
"cc63045b-8196-5a6f-ab39-adaa5b8767d5","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:612e49b4-ba5d-4509-a932-e16de5d5d42a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.11","Apartment Fit-Off Checklist [H]","External louvers installed all gaps sealed between plenum box and wall/ louver flange to wall, photo evidence provided for below"
"01b3f88d-5db7-47b0-a451-e8ac3ec6ebaa","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.11","Sign Off"
"e5236660-bb68-5733-8831-146937c31923","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.11","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"167909c7-1132-567c-a944-93496586b709","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.11","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"3d85af2b-a274-4131-9560-318fbdbcc567","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Level-2","A2.12"
"a0c46c44-23a1-482b-af9c-12dd8d98b8bb","","checklist-flat","not-started","Apartment Fit-Off Checklist [H]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.12","Apartment Fit-Off Checklist [H]"
"3eee150d-4555-50f5-a3ec-ed2d52d66797","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:bab1040e-74fb-493d-afa6-3a070cfdba2a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.12","Apartment Fit-Off Checklist [H]","Ensuite exhaust grilles installed"
"92cb5965-1458-5cb8-bddf-861963d9c813","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:799b93e8-e483-46d7-8867-b77665c533e1","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.12","Apartment Fit-Off Checklist [H]","Toilet exhaust grilles installed"
"93bfc983-8841-5261-ba6e-0f3a216633f0","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:212e221c-0a70-47c7-bd0a-272fb6a6cebb","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.12","Apartment Fit-Off Checklist [H]","Range hood duct connected and taped to ensure air tight"
"7c8b2c2b-c87d-55a5-9f73-751143bbb487","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:2534c3b9-8c08-418b-a23b-f6e91848367d","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.12","Apartment Fit-Off Checklist [H]","Access panels placed as per drawings"
"e5b01207-313a-55f0-99b8-ce74f6612aa0","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:612e49b4-ba5d-4509-a932-e16de5d5d42a","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.12","Apartment Fit-Off Checklist [H]","External louvers installed all gaps sealed between plenum box and wall/ louver flange to wall, photo evidence provided for below"
"9a15f448-7cf3-40f4-9bdf-7362ebf111a6","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-2","A2.12","Sign Off"
"614b501b-e90f-50cd-b7d8-8d35f6707844","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.12","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"ce32eacf-47a4-5b2a-a438-e7d99f45afea","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Fit-Off","Level-2","A2.12","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"41a5a1af-f824-47bf-8e6a-4dae1e30680d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Level-3"
"06ca4e85-fade-4078-9367-7add9df604d2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Level-3","A3.01"
"dcd06d46-111b-497e-8467-c511e07c2b37","","checklist-flat","not-started","Apartment Fit-Off Checklist [H]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Level-3","A3.01","Apartment Fit-Off Checklist [H]"
"2ee4f7fe-8595-530f-94bd-26d7624187a6","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:bab1040e-74fb-493d-afa6-3a070cfdba2a","","TRUE","TRUE","Site QA","Fit-Off","Level-3","A3.01","Apartment Fit-Off Checklist [H]","Ensuite exhaust grilles installed"
"19730f48-faaa-5874-9b00-4a93032afddd","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:799b93e8-e483-46d7-8867-b77665c533e1","","TRUE","TRUE","Site QA","Fit-Off","Level-3","A3.01","Apartment Fit-Off Checklist [H]","Toilet exhaust grilles installed"
"565613c8-1031-59bd-b1e0-7af13936d849","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:212e221c-0a70-47c7-bd0a-272fb6a6cebb","","TRUE","TRUE","Site QA","Fit-Off","Level-3","A3.01","Apartment Fit-Off Checklist [H]","Range hood duct connected and taped to ensure air tight"
"b407a1b7-3011-5215-b907-c08e187f8d9b","","checkpoint-status","not-started","Apartment Fit-Off Checklist [H]:2534c3b9-8c08-418b-a23b-f6e91848367d","","TRUE","TRUE","Site QA","Fit-Off","Level-3","A3.01","Apartment Fit-Off Checklist [H]","Access panels placed as per drawings"
