"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b590e46f-b13b-4737-b81d-3eecc117debc","","folder-normal","","","step","TRUE","FALSE","Project Build QA"
"8a65bdcd-b88a-494d-8302-3be554a93433","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure"
"24129d55-064f-4402-8be0-5ffadeca82f7","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure","Sub Structure"
"0e417027-11f9-4cfc-804c-1210bc1ac0b2","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure","Sub Structure","Demolition"
"320b1cc0-9a0f-4e92-9ac9-d0e317abd5c0","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 606","Preline"
"645e153c-4ea5-45e9-9931-2c79b3f1bc4c","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 606","Postline"
"0e0d0115-3b8f-401b-92b6-3aa1c2a2ddd6","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 606","Postline","Postline (Passive Fire)"
"ea3983eb-67fb-4b8f-865d-83bc4fd7e5e5","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 606","Postline","Postline (Services)"
"67480056-518e-48d2-b53f-bff2ec1fa65d","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 607"
"cfb33e56-9f2d-4350-8716-bcbd82636ac0","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 607","Preline"
"6282f1b1-7c72-4e33-ac52-091d8aaf10b7","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 607","Postline"
"9aa90829-8014-4775-b4f0-dbff886490ef","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 607","Postline","Postline (Passive Fire)"
"cb58f5d7-80c0-4c5c-9659-4ae9ce841597","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 607","Postline","Postline (Services)"
"bd841bc0-7aec-4a5b-a42b-d826e6dcc12a","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 608"
"21fc2e38-c500-44c7-b998-7fc872c9edd7","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 608","Preline"
"4783773c-ff19-40f5-9239-f72ebf4cff0d","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 608","Postline"
"dd35a0a0-f852-4896-b996-3946d533de8c","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 608","Postline","Postline (Passive Fire)"
"f0c367b2-1a7b-4312-9489-4008d0b07010","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 608","Postline","Postline (Services)"
"67947bba-d5d0-4e79-bc59-38a097e4afa1","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 609"
"617b8a0c-fabd-411f-b251-7e54795b265b","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 609","Preline"
"a6cb0619-5d86-4b2b-a352-76728bad7f26","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 609","Postline"
"b6898e38-f550-4fbb-a750-59ef3d91ac1c","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 609","Postline","Postline (Passive Fire)"
"97ede143-52f2-4520-9a9c-bfadf14591a5","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 609","Postline","Postline (Services)"
"ca3d37b6-224c-4bba-97ec-45fc0f47f695","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 610"
"dbdfb971-da37-44a7-bc6a-b9d28626fa31","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 610","Preline"
"7f5b35f6-a108-49db-b1a9-7a491b29f0be","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 610","Postline"
"2bb0aa7a-4850-43c2-bf7c-7e0105ec9616","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 610","Postline","Postline (Passive Fire)"
"b900a749-4ecd-451c-a54f-d678f57598ff","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 6","Unit 610","Postline","Postline (Services)"
"cae76b6e-7d05-46e1-9509-ec9ca9b6c344","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 6","Inspections"
"e91c9866-512c-4e7a-9de3-bb24d4561fee","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7"
"6126517f-8688-4ea0-8d99-d54baa776dcd","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 701"
"5942f82d-018a-427a-9654-dd02df908044","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 701","Preline"
"b0d88e1b-ce42-4d1a-a2fd-d93ef66be09f","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 701","Postline"
"b11f19ca-00e5-40ad-889f-b0c584c27390","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 701","Postline","Postline (Passive Fire)"
"c1c339d1-58aa-4fb2-ba10-ac6ca02b9e1d","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 701","Postline","Postline (Services)"
"34ee23e3-23ae-435f-96f9-7a5d0d00122a","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 702"
"e69518c7-49ee-4f8f-97ba-d9d2ae276e62","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 702","Preline"
"facff176-d581-4e1d-979b-97e5c9132947","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 702","Postline"
"00e16d3f-9b79-4e43-af61-6be8b586fb73","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 702","Postline","Postline (Passive Fire)"
"d729438c-6e6b-4765-baf2-bdf95ada4123","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 702","Postline","Postline (Services)"
"78d21d7a-69ed-4f22-be40-c8f2c8b79a28","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 703"
"61f9b8ee-21b9-4433-b761-a3cad946e0b8","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 703","Preline"
"b551d503-0b4b-49b7-95e7-d032162a8943","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 703","Postline"
"6b468f60-9f10-408e-bb7d-ad6508f5f2ad","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 703","Postline","Postline (Passive Fire)"
"ab03c979-4823-4289-bd2f-a6981d99b933","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 703","Postline","Postline (Services)"
"931d28f7-d794-4d51-8bca-e274a0624809","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 704"
"f0fe3ed9-201c-4e54-a835-b90cf7bbaff7","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 704","Preline"
"92b8264a-7150-436b-b775-cbb224aa5af8","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 704","Postline"
"8c5c6385-11ff-4756-bc97-eb727afba578","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 704","Postline","Postline (Passive Fire)"
"8e358f14-91a1-4919-aaa0-ad17ef40483e","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 704","Postline","Postline (Services)"
"ff88dd10-d5bc-4acf-b8bb-4393d3c80886","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 705"
"fc8a47f4-ff35-4bd7-89b4-a97c0885d743","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 705","Preline"
"f91cd177-bed1-4276-b181-5dafb565c496","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 705","Postline"
"2d02918f-9fca-4e0a-9215-0a2e54f1dd07","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 705","Postline","Postline (Passive Fire)"
"51754d08-73a9-4703-af6c-3f424b86bf3a","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 705","Postline","Postline (Services)"
"274ab08d-402c-49bb-ba10-65ec39f56319","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 706"
"276e22aa-1a1a-4961-b79d-aa785692e66a","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 706","Preline"
"aed8be54-3494-4301-81c4-eb745097d8a6","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 706","Postline"
"8b54efaf-4b30-484d-b93a-e634422727a4","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 706","Postline","Postline (Passive Fire)"
"5c54fdec-6865-4546-8273-f3326c0b6f1a","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 706","Postline","Postline (Services)"
"afd592b4-d7d7-485f-92b8-69449dc3c551","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 707"
"05d8dd6e-cc03-4e1c-91c5-aa3789ea6d0d","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 707","Preline"
"5dc371d7-c9f2-4336-bd97-9fd4a6518a93","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 707","Postline"
"1756d3e6-92cb-4866-9fdb-346ab646dc0e","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 707","Postline","Postline (Passive Fire)"
"1d695471-c2cd-40a2-b3ef-b52e149014c7","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 707","Postline","Postline (Services)"
"f77e8b50-517b-4c52-96f7-5c20b96c17cc","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 708"
"db55ef89-ef7e-4975-9e3e-2f4f904775ae","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 708","Preline"
"6e24eadc-507a-4696-8b80-5b7df1f9c6f4","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 708","Postline"
"6c19e745-8a3f-41f3-a926-bfbaff816b4c","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 708","Postline","Postline (Passive Fire)"
"d73357cd-bda5-461e-91c3-f16d3ed2742f","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 708","Postline","Postline (Services)"
"6c557a3f-d77b-4947-8281-fa78a9d4008a","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 709"
"efcf7e39-3c6b-42a4-9f56-1ad8860146cb","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 709","Preline"
"f9c90ab0-7f2f-4624-8377-ab6ccf1bcc4b","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 709","Postline"
"174ce7f5-bd37-46c2-9d79-b9be7313a3c4","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 709","Postline","Postline (Passive Fire)"
"d42ffa06-1695-4a65-8339-ef2bf4fbc176","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 709","Postline","Postline (Services)"
"2eaf5295-2290-42ed-9e97-0344ad9d963c","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 710"
"8c8f310c-fb9f-4022-b637-d911dad767a6","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 710","Preline"
"780fafd6-7770-4708-abc9-91696cc5083f","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 710","Postline"
"60b6147e-45ab-47c1-8834-3f288b5fd160","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 710","Postline","Postline (Passive Fire)"
"9a203956-9b6e-490f-a305-9bc698fa1213","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 7","Unit 710","Postline","Postline (Services)"
"56ea749a-b6b5-4e6c-b829-36b3353dbc90","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 7","Inspections"
"a9412398-3767-42fd-ac55-589459dbcb39","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8"
"d8f2e2a9-de6f-4e40-b6fe-39e95f04d5d5","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 801"
"0670e8d0-dafc-4b07-be1d-7bd601e0c847","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 801","Preline"
"8cef8100-705f-482b-90d3-dc75d5a290f7","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 801","Postline"
"b35f2d62-05df-4286-a3ec-f86858ad260a","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 801","Postline","Postline (Passive Fire)"
"0a725cd0-f6e8-4409-b17e-69938320043b","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 801","Postline","Postline (Services)"
"fe1f057b-4ad5-47f9-b68e-49c45a676cfd","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 802"
"69ce4803-5db5-4bc3-87e3-5d64709b3ce3","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 802","Preline"
"1fda7007-4d00-4e98-ba9c-3290997eac84","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 802","Postline"
"7f385d4a-6cca-4f09-b181-0ab5c6e1e4f4","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 802","Postline","Postline (Passive Fire)"
"c02d57e7-21f4-4763-a2be-20d4a8a91bd7","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 802","Postline","Postline (Services)"
"03973c32-a5cc-4a39-a3e8-ee90f12cb957","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 803"
"8af63c51-e4ed-48dd-9410-939ee17f5bcb","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 803","Preline"
"c37f3ac9-d9de-462e-bf17-9aaee4c4f098","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 803","Postline"
"3a8e68d4-2ae4-4a9e-971c-78935dd2592f","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 803","Postline","Postline (Passive Fire)"
"faeed9ee-4264-4c1c-9a51-be6f32414d3f","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 803","Postline","Postline (Services)"
"2c7aa78b-a993-406f-824a-5b09d18ad720","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 804"
"ac0c60e2-a16c-4398-b3ab-11c9e86b59a2","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 804","Preline"
"b2a46815-28ab-46c7-9422-630201116884","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 804","Postline"
"a8104a56-1b0c-4987-9ab1-fdede2ac0fd6","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 804","Postline","Postline (Passive Fire)"
"818fdc15-f586-4b67-a6a4-9bb6efcd4922","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 804","Postline","Postline (Services)"
"db6792b1-3f35-4e4b-8c8e-d40fa887e870","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 805"
"13014860-a1d3-4e14-b9bc-c57bc642db01","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 805","Preline"
"22575ac9-eb09-4c15-a091-4b4ebd5ae486","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 805","Postline"
"ecba4b0b-dcaa-4cbe-861f-afc0100ed513","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 805","Postline","Postline (Passive Fire)"
"356a7ff8-6162-409b-a678-197f9ad6a359","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 805","Postline","Postline (Services)"
"ec753b78-7aaf-48c1-adff-db740c130eae","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 806"
"a5f99ba8-8bcc-4048-9884-9697a29923db","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 806","Preline"
"88c2641e-fd6b-4822-b5f0-40a08a26e888","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 806","Postline"
"cad6d043-69c6-41a3-8af8-817043d5b849","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 806","Postline","Postline (Passive Fire)"
"2fb2db0b-2f27-45b2-aee8-a0a07d6b2d19","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 806","Postline","Postline (Services)"
"fadde27e-9fd1-4f61-9c66-b9719d115e66","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 807"
"c254fd78-6965-4f04-bc55-b5dd621e59a9","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 807","Preline"
"a9cbbc0b-5803-45fe-8200-c89bfc015b41","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 807","Postline"
"11e6623d-e8ef-4525-b48a-ff5db3ed7ddc","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 807","Postline","Postline (Passive Fire)"
"0067c168-8967-4ca1-8d09-48625f558371","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 807","Postline","Postline (Services)"
"5b4c9a1c-0524-4529-9400-bb45af5b4fe1","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 808"
"ccc34207-c0fc-4e50-8d73-1566c15b0716","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 808","Preline"
"bb752040-7c23-48cc-bd53-aaf51506a6a6","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 808","Postline"
"b025ad92-d1fd-41b8-a8aa-222ba013f0f7","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 808","Postline","Postline (Passive Fire)"
"bcd7f91f-100f-4666-ba72-94d1e8672530","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 808","Postline","Postline (Services)"
"fd1326ff-c8d8-47f7-8602-5ffb8795a1b0","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 809"
"10307335-84a7-45b6-8387-765a1e6b49af","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 809","Preline"
"955e6cb4-45cc-4924-9803-22dac28b02f9","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 809","Postline"
"ed090e3f-5723-4dc2-80d7-893d604ff83a","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 809","Postline","Postline (Passive Fire)"
"857dba2c-7345-4eba-846f-c11106da2616","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 8","Unit 809","Postline","Postline (Services)"
"4a66557e-b5d0-47b0-bd50-c7026d13e167","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 8","Inspections"
"04c63572-2805-41cf-ae67-c0f5d480cf06","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 9"
"3a5da83a-5188-46c3-8cd5-1267488a6821","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 901"
"9b440767-c573-4715-a513-b000b7e4bc57","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 901","Preline"
"d24fa210-4d97-4061-b7d1-bb6550743eba","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 901","Postline"
"ace8ae5a-107f-484d-ac67-a773c2d2e1ac","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 901","Postline","Postline (Passive Fire)"
"5d459c60-7878-45bd-90dc-0db43b3ef55c","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 901","Postline","Postline (Services)"
"456efda0-6b32-425e-a5fd-e74b7482758d","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 902"
"ce6836a5-8e7a-4368-b549-7c306f4b39ae","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 902","Preline"
"a9908e72-f9e4-4cfb-97b0-23b03f8f9712","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 902","Postline"
"9937bdb8-a889-4264-9216-a7847656a463","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 902","Postline","Postline (Passive Fire)"
"0021f7ce-b5a6-4d98-9be1-b70d3cc6bd69","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 902","Postline","Postline (Services)"
"f3188859-c151-4fd4-b591-bfa9254b9fb2","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 903"
"48d535ce-b1e7-43e8-acdc-d704517124bf","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 903","Preline"
"e82fa7a7-5e0e-4206-a5e6-171b2843484e","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 903","Postline"
"6bf94a45-2190-4712-a64e-b0f87f024323","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 903","Postline","Postline (Passive Fire)"
"bd7fbc80-453e-4586-86e7-ef97f65f4f3d","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 903","Postline","Postline (Services)"
"c10a4b5d-1ca9-402d-9960-37edeb2baf34","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 904"
"83cf1ec3-fcab-471c-97f8-756d9dc73973","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 904","Preline"
"0f90d41d-496c-4cd5-9f1e-54e694bff8a5","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 904","Postline"
"f28a79ae-9d78-4df1-bfdf-6e0461819757","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 904","Postline","Postline (Passive Fire)"
"88d3f7e1-27cf-456e-9774-bb639345fa39","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 904","Postline","Postline (Services)"
"5a8a7e6c-8f77-4e4b-923a-4a3f7ca15572","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 905"
"f8661177-4fa5-4167-a842-4ac5fb4157f4","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 905","Preline"
"ffc55991-4d28-4884-ba96-d39a36293394","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 905","Postline"
"5f8adf07-3d13-4036-86be-dc614ce7b998","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 905","Postline","Postline (Passive Fire)"
"e4a387fa-37b3-4e7b-a794-1227cc20523a","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 905","Postline","Postline (Services)"
"6e167d3a-1539-4528-8821-925e26975247","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 9","Unit 906"
