"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d5cc41d5-36da-4f85-9bc6-488a6a1f7415","","folder-normal","work-in-progress","","step","FALSE","FALSE","MCB Plumbing QA"
"f1ad5bca-e707-4182-b2b5-5158cd3ec63c","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A"
"8f7e41aa-2c29-57fa-b457-a58b27785b61","","checklist-sectioned","pass","Sewer & Stormwater","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01A","Sewer & Stormwater"
"c644802b-d1f0-495d-b0f5-20f04fa5a60b","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix"
"55d089da-a0f9-4c5e-8841-74b3ddbc50bb","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 0"
"9860a8fe-9b5a-4183-9065-4d8e8ce5d260","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 0","Common Areas"
"0b9f45c3-5529-476f-a9ec-3a76cd412a73","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","Common Areas","SUB","Add Aquatherm Checklist"
"2613fa09-d3cf-4e13-a9a5-eebb9a6892d0","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","Corridors"
"57cf680d-0d33-4881-a44f-ab79c060a184","","checklist-flat","pass","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","Corridors","Add Aquatherm Checklist"
"de3fac3a-0815-4ddc-b880-682d6edc7d74","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments"
"a518daf2-5dd7-4691-9968-1ba7d3a4e95f","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 562"
"e48e00df-f9fb-45de-8fc2-f4c227538028","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 562","Add Aquatherm Checklist"
"98e9e0b3-7ea0-47c7-bb36-1e8d31beb3c3","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 563"
"e6370e6a-e7a9-460e-aded-9323c4c37df6","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 563","Add Aquatherm Checklist"
"b240918f-9805-4749-bc57-b64ab6071c17","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 564"
"27a9a93e-3338-455e-a546-28613916f34e","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 564","Add Aquatherm Checklist"
"8fb15b06-da76-4068-a6a1-8de5385096a1","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 565"
"b523e713-3c65-4ea8-a9f8-b9e5d96a0046","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 565","Add Aquatherm Checklist"
"9aebecb9-3662-42fd-ba8f-6389e7075f86","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 566"
"78ad2bf7-e60c-4051-8fc6-6be6634d8c54","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 566","Add Aquatherm Checklist"
"95e74f37-a140-469d-ade0-afef50f5d166","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 567"
"2ef64485-a6de-4649-9788-f251eee499bd","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 567","Add Aquatherm Checklist"
"13fb7cf0-a631-4912-b04e-147a8c5c9d5f","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 568"
"b377696a-f523-4f7a-8d4f-0619dd09a780","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 568","Add Aquatherm Checklist"
"e46c7175-a833-4f42-8a3b-58fe2b157d9f","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 569"
"f4c97924-6409-4fc7-8325-28aea5039c85","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 569","Add Aquatherm Checklist"
"aa9235fb-4fc7-4160-909c-ef303bb23eec","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 570"
"09143f26-405f-41c9-8a5f-536b280b13c8","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 570","Add Aquatherm Checklist"
"1fcb6f2d-a5db-4808-bc41-aa5d8ceeb92b","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 571"
"467ec28f-d52c-4a6d-8e1e-4f82ecc070c8","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 571","Add Aquatherm Checklist"
"9f42d530-3925-46c2-ade0-32487e896cec","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 572"
"9b42af19-026f-4a22-95a5-ad5d12a16848","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 572","Add Aquatherm Checklist"
"297a4f71-3b5f-49eb-9246-ad07ef346e93","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 573"
"da51af1b-7f33-4b8d-a2c0-85535707edc1","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 573","Add Aquatherm Checklist"
"268070f5-07b0-4c2d-9751-f8b3e2d92e65","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 574"
"beb396ac-39b4-4e29-9e2f-e061a2870f86","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 574","Add Aquatherm Checklist"
"78a03e6a-63d3-4880-bdd8-b51f0e048910","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 575"
"92803449-19fc-42fc-9696-d8826b633072","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 575","Add Aquatherm Checklist"
"dafaa850-add8-402b-8586-bad9f940f0bf","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 576"
"b520b9f3-f2d4-4b6d-a86c-df276b5894cf","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 576","Add Aquatherm Checklist"
"22d00e7f-693c-4445-9ca2-9c678daf407e","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 577"
"876baaaa-4b39-4980-8d2a-faf38b5ebd10","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 577","Add Aquatherm Checklist"
"c0e62499-094d-4a3e-919a-a1e058c7cc0a","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 578"
"7d2b1088-610b-4697-8a4f-5a230dbc8d35","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 578","Add Aquatherm Checklist"
"7e3417da-affb-498a-87b7-c333efcc869b","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 579"
"15f71a81-3849-4ef9-b773-e2afc0a4a0f0","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 579","Add Aquatherm Checklist"
"4d40d2d3-eb32-4db8-8951-5a3f24939268","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 580"
"a8d959b5-ca98-455a-b25d-7a5f4f2a5fcb","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 580","Add Aquatherm Checklist"
"deb6f305-0f1c-4707-b7fb-5aeee0c29000","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 581"
"0145dd50-64b6-4087-ab35-2b83cde03692","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 581","Add Aquatherm Checklist"
"154552eb-31ab-47cc-af19-c4ca4575e0da","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 582"
"4c1ce85b-805d-47c4-8dc7-96466e1ddf8d","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 582","Add Aquatherm Checklist"
"5f6c821d-f068-4d57-89de-300d778871a8","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 583"
"a8661c71-e236-4538-8f39-a2fd876e12ff","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 583","Add Aquatherm Checklist"
"cd7fe026-66c9-408e-b874-7490b2565600","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 584"
"8eb9558e-d361-45df-8381-36399537252d","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 584","Add Aquatherm Checklist"
"6c4bac8c-c1c6-4a2e-9a36-483ca0806528","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 585"
"abd27741-5e7b-491f-9548-4f7ae427cded","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 585","Add Aquatherm Checklist"
"1cc9111f-b6d5-410b-8a9a-0f0ea0013818","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 586"
"73a2b4e6-3963-45d5-878e-50d0a0903796","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 5","ALS Apartments","ALS 586","Add Aquatherm Checklist"
"b2d12984-bb07-4aef-985a-ee261175dc14","","folder-normal","pass","","step","FALSE","FALSE","MCB Plumbing QA","Building B01B"
"5232cfbd-940b-4d76-9c4b-371880aa6ff0","","folder-normal","pass","","step","FALSE","FALSE","MCB Plumbing QA","Building B01B","Sewer & Stormwater"
"e7f6a7c7-57f9-4d93-9048-47c8649e7d0d","","checklist-flat","pass","Add Sewer and Stormwater QA","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01B","Sewer & Stormwater","Sewer"
"35b7fcd5-e8ee-4f18-b55c-145b361bcacc","","checklist-flat","pass","Add Sewer and Stormwater QA","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01B","Sewer & Stormwater","Stormwater"
"364c22bf-602e-4806-988a-5a735d91ff37","","folder-normal","pass","","step","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix"
"57583c61-079e-495d-9182-6426b71fdfde","","folder-normal","pass","","step","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 1"
"1daf0106-e416-403a-b361-158889675dae","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 1","Common Area"
"5121bbc4-c5d4-4ba3-8cfd-039601b5493f","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 1","ALS 151"
"c1807db0-edfd-4080-bf22-f8c971e99114","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 1","ALS 152"
"fce1029f-23b9-45ee-a4b6-0c582ee73c97","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 1","ALS 153"
"f8fde590-eb87-4664-a3e3-a2fbf7e6195e","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 1","ALS 154"
"de07db6f-6e59-4f41-a669-28601fb45e01","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 1","ALS 155"
"03477b1a-e082-4d7d-b382-0369d0673fc5","","folder-normal","pass","","step","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2"
"de6acae0-561d-4722-b52f-b78947269084","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2","Common Area"
"045e46b0-5b74-40c8-a83f-c072cc6b99f0","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2","ALS 251"
"1793c7c7-0c11-4605-b590-84e287c636f4","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2","ALS 252"
"24b71d85-2774-4469-96a4-02c9acecdb95","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2","ALS 253"
"6e73755a-1e46-4bd2-9ecf-f3814aa81e4b","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2","ALS 254"
"4a5f10e9-8bea-491f-ad93-f9036b90ffd8","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2","ALS 255"
"b63f530f-c428-4f40-ba47-4e5835d8e485","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2","ALS 256"
"21355dfb-3e86-4ba9-819c-20bb6ad708dc","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2","ALS 257"
"9b7868c8-40e2-48c3-abde-e3c8dc1881ea","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2","ALS 258"
"2dea9194-860c-4609-8a75-05f677ae2759","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2","ALS 259"
"ad3cac7d-51e9-43c6-8489-e226af169195","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2","ALS 260"
"70056655-d2ec-40f3-b3d9-79f0f37f7534","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2","ALS 261"
"146859fc-7db4-456e-b604-731dd5e1c6ec","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 2","ALS 262"
"663456ab-aeeb-4220-846c-360af18b1db6","","folder-normal","pass","","step","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3"
"01359823-0689-4857-87b2-e869930b3e30","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3","Common Area"
"b0b1e1f9-4aab-4010-91d9-893b26d006a9","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3","ALS 351"
"12c37a58-eff8-4ab5-b377-7a32a0ce517d","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3","ALS 352"
"f7cc5d61-a04f-4e2d-a09d-d0413cd6f2c1","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3","ALS 353"
"dcef4f63-fc1c-4d61-82bf-720be5f8dc32","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3","ALS 354"
"97c40b40-d025-4268-bccf-4aac3519c300","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3","ALS 355"
"715a27cb-8a59-472c-864f-96e48fce3392","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3","ALS 356"
"e17f39b7-2a51-414d-8493-c80563b212e1","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3","ALS 357"
"d37e860f-4113-4a99-bc58-9ffac36f2178","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3","ALS 358"
"7ce140cc-d4cf-4856-91e3-9a11911c0c27","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3","ALS 359"
"3162c97f-e872-4ad6-8edc-ed4f1b59eb67","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3","ALS 360"
"34fac314-3231-4e23-bcec-67061a9503ba","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3","ALS 361"
"a6b12dc5-43a2-4b0d-bf12-9110873da968","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 3","ALS 362"
"2473c41a-3cda-465a-aae2-40a633f97271","","folder-normal","pass","","step","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4"
"e3829b85-e9c5-486a-b833-8cb05cb0547b","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4","Common Area"
"4e654028-3342-44ca-8631-8e4c954d59c9","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4","ALS 451"
"d9dbd8f7-e7c7-476a-9f79-f30c03e947ad","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4","ALS 452"
"c643ff04-0c44-436c-ac5c-4acfa574c8d0","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4","ALS 453"
"8288a141-211c-4e02-b1b2-95c23c546971","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4","ALS 454"
"ebb636fa-4c9a-4632-97c2-c1169b56f029","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4","ALS 455"
"fa0f661e-0653-46ea-8862-6bdf7b4d0a38","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4","ALS 456"
"2445585f-c0eb-4f5c-88e8-56d83080be23","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4","ALS 457"
"686683fc-616a-4f36-a6db-c32536c3163f","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4","ALS 458"
"ca0347c5-6ecc-4286-bbdb-9c560078d495","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4","ALS 459"
"0b738992-bf8c-4093-8d50-2fe1de1b27c8","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4","ALS 460"
"2a569821-3bd5-4c40-816e-04408822718c","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4","ALS 461"
"f2e57e17-9979-4f09-9783-82e28740c82c","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 4","ALS 462"
"bdf5b9d3-2ccc-4eb6-937a-a6a1a1c2aed2","","folder-normal","pass","","step","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5"
"0b8c8865-5420-4265-a854-ac6cd26f2942","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5","Common Area"
"9eeb6833-49f1-48f1-bd8b-2d24bf570729","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5","ALS 551"
"336dab8a-dc98-4b4f-ad6b-e6007ab89809","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5","ALS 552"
"9231e19e-6ef2-4a67-bce6-dd8e1ad8c5ea","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5","ALS 553"
"403da00e-52d3-4778-878b-64526dae2a2c","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5","ALS 554"
"c27698e0-27a1-4343-b0ce-b0c8c35e4451","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5","ALS 555"
"7c97abe7-5755-44c0-ad99-de23bfb5d641","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5","ALS 556"
"6e3fa892-32c8-4832-ab04-ed183a1b8cc9","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5","ALS 557"
"a53bfacb-a86e-437b-9e25-d1b36b5cbb77","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5","ALS 558"
"7c96bfcf-7ba7-4da6-8c0e-5f900c030115","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5","ALS 559"
"df3c214e-4275-43a7-809b-74d25e2d3655","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5","ALS 560"
"27214913-c91b-485d-abf4-158a4a03392e","","checklist-sectioned","pass","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5","ALS 561"
"b39b1024-ca6e-433c-8b86-939018501efb","","checklist-sectioned","not-applicable","SYS - Building B01B - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","First Fix","Level 5","ALS 562"
"8a6de659-a4b4-4d87-8d03-21ed2d2d5735","","folder-normal","pass","","step","FALSE","FALSE","MCB Plumbing QA","Building B01B","Second Fix"
"9af3e97b-0ad3-4ac2-9f10-3b1c5e283e12","","folder-normal","pass","","step","FALSE","FALSE","MCB Plumbing QA","Building B01B","Second Fix","Level 1"
"8edfabd5-3813-4d64-af48-a09c408a6622","","checklist-sectioned","pass","SYS - Building B01B - Second Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","Second Fix","Level 1","Common Area"
"41265571-7ac4-46a6-aff8-da92f0ec19f0","","checklist-sectioned","pass","SYS - Building B01B - Second Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","Second Fix","Level 1","ALS 151"
"2e1e88e1-de2c-46ab-b1df-62ef4958e980","","checklist-sectioned","pass","SYS - Building B01B - Second Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","Second Fix","Level 1","ALS 152"
"be539491-c9e5-478b-a26d-8434398c9a26","","checklist-sectioned","pass","SYS - Building B01B - Second Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01B","Second Fix","Level 1","ALS 153"
