"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7d61ffb8-e302-4de5-9976-a03b67b71cb3","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"5bc474ef-1016-4490-9f51-cf6a0c897b38","","work-in-progress","","folder","FALSE","FALSE","Site QA","B04"
"1824766f-69e8-4349-9305-b2b896375299","","work-in-progress","","folder","TRUE","FALSE","Site QA","B04","Ground Floor"
"c350b2d3-20ba-47f2-a6bd-f34ba0c709a8","","work-in-progress","","folder","TRUE","FALSE","Site QA","B04","Ground Floor","Zone 1"
"4fb20b27-3ec0-4692-8e43-2ec04fd9f72e","","pass","Corridor Mains Pipework Checklist","checklist","FALSE","FALSE","Site QA","B04","Ground Floor","Zone 1","Corridor Mains Pipework"
"98596f0b-c403-468d-adf0-1695848e29c3","","pass","Underfloor check","checklist","FALSE","FALSE","Site QA","B04","Ground Floor","Zone 1","Grid 1 to Grid 6"
"29c2735b-6eb8-4eac-89cd-f970b298baff","","pass","Underfloor check","checklist","FALSE","FALSE","Site QA","B04","Ground Floor","Zone 1","Grid 6 - Grid 12"
"1f735421-7634-4b87-be4c-cb4982f0d8bc","","work-in-progress","","folder","TRUE","FALSE","Site QA","B04","Ground Floor","Zone 1","First Fix"
"5f95476e-c794-4df0-abca-03a55f302e80","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 1","Zone 3","Second Fix","Residents Laundry 2"
"df02c7fb-d308-4f6e-8199-77058447a6ab","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 1","Zone 3","Second Fix","Sluice Room 4"
"4985e3f1-553b-4bc3-bb5e-e305f8231241","","work-in-progress","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 1","Zone 3","Second Fix","Cleaners Room 4"
"fa128353-1043-4bb9-9bc2-9135ed30103a","","work-in-progress","","folder","TRUE","FALSE","Site QA","B04","Level 2"
"cc43f521-9572-44a5-941f-325a679cf103","","not-started","","folder","TRUE","FALSE","Site QA","B04","Level 2","Zone 1"
"f20c8b55-6d34-4514-806e-5ee759744aee","","not-started","Corridor Mains Pipework Checklist","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 1","Corridor Mains Pipework"
"4049ac6e-22f8-462a-9216-a603562103c1","","not-started","","folder","TRUE","FALSE","Site QA","B04","Level 2","Zone 1","First Fix"
"b69461ee-096e-4248-83ed-3b1f395f237a","","not-started","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 1","First Fix","Hot Water Plant Room"
"1bda55ec-7119-482a-8690-0988939af978","","not-started","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 1","First Fix","Emergency Water Tanks"
"01af8a17-93f8-4c75-ac12-b38bd4ef8b1b","","not-started","","folder","TRUE","FALSE","Site QA","B04","Level 2","Zone 1","Second Fix"
"88ddd9d2-e1d6-484d-bc9a-24bb291a8acc","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 1","Second Fix","Hot Water Plant Room"
"1a2ac653-7543-41e9-a8be-7a9527d76ccd","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 1","Second Fix","Emergency Water Tanks"
"ea1d2419-eed8-4401-bb42-cb2bbb9b12a5","","work-in-progress","","folder","TRUE","FALSE","Site QA","B04","Level 2","Zone 2"
"afe00aab-3e60-4ba7-aca3-07680cc1a518","","pass","Corridor Mains Pipework Checklist","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Corridor Mains Pipework"
"11066abe-ecbd-4df7-b7d5-5bae5013c7e7","","pass","","folder","TRUE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix"
"a5b27056-411d-4285-91d0-618ceef3ba5b","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-AP 201"
"4bad86bb-7b7c-4bfb-987a-42910edfb461","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-A 202"
"eed25498-f3b5-4c71-8ed1-e6e7a69e1748","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-A 203"
"5dc8a053-d0eb-4ca7-90ef-b4c4cfa979b0","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-A 204"
"bf8fcf6a-24c8-46c5-ba84-71307bd5571a","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-A 205"
"d4b35ec3-522e-4375-81f7-985bef1013dd","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-B 206"
"a1bbae2c-2e8b-454a-8b28-c06f7c8ec912","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-A 207"
"2e8b15eb-81f2-498c-a83d-b79adf2e885e","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-CP 208"
"812889a1-ca2f-44ad-914b-6c1fdff59e33","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-CP 209"
"42555b06-1b5d-4ea6-8412-6af0ab261450","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-A 210"
"7c53ee7d-330a-4230-ae95-ef5f8114246a","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-B 211"
"53c22c10-d657-44d1-add4-5d133663fe0f","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-A 212"
"69872c1f-9dbe-45b5-9700-006cebdeef58","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-A 213"
"034a3435-8f94-4dd0-9de3-a8c2511fb222","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-A 226"
"45f95e5c-c372-4dca-810c-95ff77ddbc0b","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-A 227"
"69ec9d0c-1568-4908-9790-1a7c11b21bb9","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","First Fix","Room SA-AP 228"
"19ad54d0-8d1d-4fd1-a291-393831cb45ec","","work-in-progress","","folder","TRUE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix"
"aa2b2ade-8ce2-4185-a830-a1aef4e65549","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-AP 201"
"4946dcc7-cc6e-4881-a464-9c611b829fb1","","work-in-progress","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-A 202"
"83e8d844-86a0-46d1-9e35-31ac1bcc2e07","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-A 203"
"83b5d20a-378e-49a8-b1e9-aa538ba076db","","work-in-progress","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-A 204"
"44600e59-670c-47af-8a49-292f531d3181","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-A 205"
"23ff18b7-3dcd-4756-8da2-1a7ccfdb97ef","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-B 206"
"ecce4664-7fb5-4147-b85e-a497cb43adf4","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-A 207"
"de7bcc97-9a0d-4784-8bbb-ce54ad61e287","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-CP 208"
"1f6833bb-d8db-4dfe-a1f7-e70602258b0d","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-CP 209"
"74a5f275-ffc9-4169-9335-0f5fcf2016c3","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-A 210"
"9fc66c22-69d5-4350-8f1a-666114db1468","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-B 211"
"7ea0044c-97b1-4d6c-b17d-46505d5fd656","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-A 212"
"7afc2803-ff4f-493f-90aa-cb4ce804019f","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-A 213"
"ca40bafd-39d0-45d8-9d4d-6bf81603ab18","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-A 226"
"6bae298b-f2c2-44bc-b395-463f88f00e2c","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-A 227"
"62782c51-0fde-4eee-a97d-4833e1acceda","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 2","Second Fix","Room SA-AP 228"
"b594de75-2816-41c7-b437-9851232a9443","","work-in-progress","","folder","TRUE","FALSE","Site QA","B04","Level 2","Zone 3"
"365307ce-3db9-403c-ace4-58d3bd567f5c","","pass","Corridor Mains Pipework Checklist","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Corridor Mains Pipework"
"10465ae3-9f36-46f2-b3ea-21e7226881ac","","pass","","folder","TRUE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix"
"be95668f-f52e-4e44-871a-3c7f83882619","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Room SA-B 214"
"fb7d93b1-7b77-43c4-a6f7-8f1ac471aacc","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Room SA-A 215"
"2b30bfda-45f1-4205-b41f-11a13be532ab","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Room SA-CP 216"
"f84fdbc1-33ca-4509-b863-4e4375b448b0","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Room SA-CP 217"
"789871d8-331d-4f24-b8ee-a6d82cdc6a6e","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Room SA-A 218"
"7d295619-5fc7-4b35-b810-8e683e259147","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Room SA-AP 219"
"c582e957-556b-46c2-b72c-5aeab027c326","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Room SA-AP 220"
"760c0bd9-7170-460d-912f-cb34d2e77a05","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Room SA-A 221"
"cc331d54-7c5d-4af8-a6d3-467798631594","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Room SA-CP 222"
"267e7bef-6894-431f-a24a-2d34cf64ccaf","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Room SA-CP 223"
"eb345791-ce70-47e7-819d-fe15e8af5fd0","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Room SA-A 224"
"1a999ac1-3ab9-4ac8-830c-dae5fec590cd","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Room SA-B 225"
"6863ef36-7696-42d3-b78c-57f522fe1cc7","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Residents Laundry 3"
"8cc6aaea-1ed5-4dc9-ac4c-1eca91a5a8ad","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Sluice Room 5"
"dd871a9f-4d34-4835-9d7a-407ee1012ca8","","pass","First Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","First Fix","Cleaners Room 5"
"ee5ea3d4-eceb-4f62-bfa6-e29b29a8ff2e","","work-in-progress","","folder","TRUE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix"
"90051540-f106-46ee-978a-350e51d51c9b","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Room SA-B 214"
"e000fde1-2d51-471c-b27a-8d52b79738a5","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Room SA-A 215"
"c89fb68b-058b-4e54-a139-5c1b690409e9","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Room SA-CP 216"
"2e078db7-639d-421b-bbe9-667e530411cd","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Room SA-CP 217"
"84f07ebb-f0dc-4753-844d-e57db7914cbe","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Room SA-A 218"
"c13822fe-b322-4029-9838-26790e7994a9","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Room SA-AP 219"
"88f825bd-802f-496c-aefb-e5eb86bc5df4","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Room SA-AP 220"
"44f393f9-b63a-424f-971b-4e4783707313","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Room SA-A 221"
"da232a18-cfdc-4dcb-b0c1-28650e749694","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Room SA-CP 222"
"b2e6afcc-f6eb-445a-8149-5c5b73ceb708","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Room SA-CP 223"
"189b5e5c-466f-49be-aa3b-1774e74f4293","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Room SA-A 224"
"56c355f0-007e-4b4e-8ef0-7b0914f99767","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Room SA-B 225"
"1739b2b3-ce97-4461-a3c4-54b2b975a69b","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Residents Laundry 3"
"18e9337a-3798-4d45-b861-e6e8f94fd2ed","","work-in-progress","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Sluice Room 5"
"ea7132a5-be1a-4139-a0fa-677b98b10cc2","","not-started","Second Fix QA","checklist","FALSE","FALSE","Site QA","B04","Level 2","Zone 3","Second Fix","Cleaners Room 5"
"ad5999bf-cc49-4f0b-a1c2-00f638db3153","","no-status-not-started","","folder","TRUE","FALSE","Test/Training"
