"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"11fc48af-6bcd-4c14-b839-e1803e20cfb9","","folder-normal","pass","","step","TRUE","FALSE","EVENTS STAFF MEETINGS"
"6a3ae26e-94ed-41e7-85da-e198495d8f88","","folder-normal","pass","","step","TRUE","FALSE","EVENTS STAFF MEETINGS","2023 STAFF MEETINGS"
"d5be9521-65ea-5dc1-9cc6-5330d6303fe2","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0035 GEBERIT ELECTROFUSION WELDER","Staff Sign Out"
"8f6101e2-c1ab-45b7-acdc-2433bdfabca7","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0036 FLEXDRIVE MOTOR"
"91bff074-7cab-587f-b8af-f5460c4fb91e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0036 FLEXDRIVE MOTOR","ASSET NO#"
"8d6b6641-4349-5531-9593-b1a404de7053","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0036 FLEXDRIVE MOTOR","Asset Description"
"ae489801-23af-5403-80f3-3e63535440b9","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0036 FLEXDRIVE MOTOR","Asset Serial Number"
"8ca227ac-3f53-588e-8dd2-449c099a2126","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0036 FLEXDRIVE MOTOR","Damage or Missing Parts"
"8f2a1dae-7795-56dd-af22-b72e23a3372e","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0036 FLEXDRIVE MOTOR","Current Location"
"83160f89-d96b-545e-a523-9d2dd58d501c","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0036 FLEXDRIVE MOTOR","Staff Sign Out"
"dccd896c-89f5-411e-bca0-1de0d607925d","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0037 3 STEP PLATFORM LADDER"
"4de428ba-8ffa-5cb1-aed3-deb850a5bbc4","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0037 3 STEP PLATFORM LADDER","ASSET NO#"
"8e88a082-c11b-5c43-82ed-0b557bdd9966","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0037 3 STEP PLATFORM LADDER","Asset Description"
"f06834fc-97b2-5614-b250-8c8026fb72ee","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0037 3 STEP PLATFORM LADDER","Asset Serial Number"
"9aca3e82-73cd-5ef8-9fbb-83fef890344c","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0037 3 STEP PLATFORM LADDER","Damage or Missing Parts"
"768abb01-70e7-53be-902b-9c9455163791","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0037 3 STEP PLATFORM LADDER","Current Location"
"61bb95c1-d3e2-5457-a2ee-1c7e30841ebe","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0037 3 STEP PLATFORM LADDER","Staff Sign Out"
"3ac03231-0ae9-4f95-bd27-7f82b4b3185d","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0038 9 STEP PLATFORM LADDER"
"e5e65623-3266-509a-8122-24cbf2dddde6","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0038 9 STEP PLATFORM LADDER","ASSET NO#"
"5cac0bea-6830-55cb-bcab-548d0e558af9","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0038 9 STEP PLATFORM LADDER","Asset Description"
"0ed02d42-4a1e-5c45-941f-5703b1e07891","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0038 9 STEP PLATFORM LADDER","Asset Serial Number"
"161d1a0e-f4ff-5a69-a6b8-0534b1773971","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0038 9 STEP PLATFORM LADDER","Damage or Missing Parts"
"6ba24e2d-28a9-5f70-aa5a-76f80cca524d","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0038 9 STEP PLATFORM LADDER","Current Location"
"c19a5035-fd0d-5268-b8ba-740cc7777449","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0038 9 STEP PLATFORM LADDER","Staff Sign Out"
"6731c831-d846-4bc7-bc0a-d9543734c45c","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0039 6 STEP A-FRAME LADDER"
"c04932d7-3c1b-5175-9bf9-b92eeadc1ab7","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0039 6 STEP A-FRAME LADDER","ASSET NO#"
"54183dfc-a848-55c3-a1af-381002542d92","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0039 6 STEP A-FRAME LADDER","Asset Description"
"33dd1169-5510-5852-869c-5efe971920e7","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0039 6 STEP A-FRAME LADDER","Asset Serial Number"
"2c8301bd-9365-5ec3-9726-3ece25e30edc","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0039 6 STEP A-FRAME LADDER","Damage or Missing Parts"
"bb5b9216-bbf7-52f0-811a-fe247b0509d0","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0039 6 STEP A-FRAME LADDER","Current Location"
"6904ba4e-5936-5dfb-a1a4-c8f84c032df4","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0039 6 STEP A-FRAME LADDER","Staff Sign Out"
"405bbd30-89f8-45ab-a656-8d27867c5bb2","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0040 2 STEP PLATFORM LADDER"
"a006285c-000f-5551-93c7-9424c15c4425","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0040 2 STEP PLATFORM LADDER","ASSET NO#"
"e44c3b30-7588-574f-82d8-b8e6bd1757fa","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0040 2 STEP PLATFORM LADDER","Asset Description"
"a10bc542-aa7a-5429-9d60-fa24b672630c","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0040 2 STEP PLATFORM LADDER","Asset Serial Number"
"4fd5bea6-ca45-552c-b549-e095f9b1b0ab","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0040 2 STEP PLATFORM LADDER","Damage or Missing Parts"
"c723e780-7b32-5def-9789-734ff1b95818","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0040 2 STEP PLATFORM LADDER","Current Location"
"a5408f8b-5b8a-5678-9326-12898fa33075","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0040 2 STEP PLATFORM LADDER","Staff Sign Out"
"e3131d15-850d-4810-8eaf-def80bec8d05","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0041 TRANSPLUMB KAWASAKI BUGGY"
"61c4649b-5e74-5e04-be0a-960e8efa10cf","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0041 TRANSPLUMB KAWASAKI BUGGY","ASSET NO#"
"2ca24db2-3d2e-555b-8795-663b9ead61bb","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0041 TRANSPLUMB KAWASAKI BUGGY","Asset Description"
"c723f3c8-ee31-514b-ab9a-39b9fa23b282","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0041 TRANSPLUMB KAWASAKI BUGGY","Asset Serial Number"
"af6b93f4-df59-5932-8a9b-56f47986d4d9","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0041 TRANSPLUMB KAWASAKI BUGGY","Damage or Missing Parts"
"47fa69dd-6409-5d5d-9dd3-b8a6a7ad32a1","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0041 TRANSPLUMB KAWASAKI BUGGY","Current Location"
"dd459342-103f-5fa3-ba98-f21a41ca9ddc","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0041 TRANSPLUMB KAWASAKI BUGGY","Staff Sign Out"
"db2f5055-f368-4299-9fe3-89fd84030daf","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0042 PROJECTA BATTERY CHARGER"
"2cb3bf96-cd40-51d6-944a-b4fbbfc2cdf6","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0042 PROJECTA BATTERY CHARGER","ASSET NO#"
"76de30c6-307b-5c13-bed0-b1df5f6baa5d","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0042 PROJECTA BATTERY CHARGER","Asset Description"
"74702d9b-d01c-595c-bc06-5d0072977739","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0042 PROJECTA BATTERY CHARGER","Asset Serial Number"
"7d28ea8a-dd68-51c4-8023-4b527dba29b4","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0042 PROJECTA BATTERY CHARGER","Damage or Missing Parts"
"a07af2d1-40a7-512a-8e24-db54769c6ffe","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0042 PROJECTA BATTERY CHARGER","Current Location"
"1b9370c6-12d7-549b-96a5-c6bc7220a94c","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0042 PROJECTA BATTERY CHARGER","Staff Sign Out"
"c9134e54-cd94-4957-beb6-6c80ecdd97b4","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0043 KLAUKE PRESS TOOL"
"0af86647-2f1c-5fdc-af7d-3d3c4e3a9e16","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0043 KLAUKE PRESS TOOL","ASSET NO#"
"36b23c95-0359-5939-ac62-010cad95aed3","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0043 KLAUKE PRESS TOOL","Asset Description"
"7c13c596-2645-568f-b79f-b460cf204a7f","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0043 KLAUKE PRESS TOOL","Asset Serial Number"
"8edc0c31-90e4-5332-877b-c46578771b37","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0043 KLAUKE PRESS TOOL","Damage or Missing Parts"
"21eb8c42-8924-50bf-ac90-84c08d63d864","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0043 KLAUKE PRESS TOOL","Current Location"
"1e5f5197-c055-523e-b51d-bbd9f592aa0d","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0043 KLAUKE PRESS TOOL","Staff Sign Out"
"a9231df6-7ebe-4480-8a2b-2b5448646b8f","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0044 CORDED JIGSAW"
"39069ca0-51d1-5009-9a1e-b522d361c6d3","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0044 CORDED JIGSAW","ASSET NO#"
"0be1e8a6-ea18-567c-8a9b-4186f3a9c7a7","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0044 CORDED JIGSAW","Asset Description"
"5f25d9d2-1442-5986-a838-f4b5218c7f33","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0044 CORDED JIGSAW","Asset Serial Number"
"eeab218b-5d22-5997-b597-93d1dd33a6e2","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0044 CORDED JIGSAW","Damage or Missing Parts"
"dbe58b40-8b9d-5c57-8428-8edd0f9061c7","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0044 CORDED JIGSAW","Current Location"
"c2bf69ad-9762-5036-969b-71ed74e60646","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0044 CORDED JIGSAW","Staff Sign Out"
"0d86ec8d-1125-432b-8dbd-3422f0d0c560","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0045 SKIL CORDED JIGSAW"
"20fbd2fc-e1ff-58c1-ba45-440de61c3129","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0045 SKIL CORDED JIGSAW","ASSET NO#"
"c811a6c4-5a10-55f9-9742-d41b7c86775b","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0045 SKIL CORDED JIGSAW","Asset Description"
"7df9a28a-5be9-5233-81c6-3ff60e2b2886","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0045 SKIL CORDED JIGSAW","Asset Serial Number"
"0f626816-4a53-59db-bbdc-f16faac64fee","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0045 SKIL CORDED JIGSAW","Damage or Missing Parts"
"309f5ad0-3a5c-5468-ab5d-1243a0d41981","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0045 SKIL CORDED JIGSAW","Current Location"
"6fdc13fa-5fe9-586d-9313-4e93212baeda","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0045 SKIL CORDED JIGSAW","Staff Sign Out"
"6e78f803-bde7-4366-8d37-fca5131b938b","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0046 BLACK AND DECKER CORDED ROUTER"
"36c30900-f60e-5a29-861a-b3a69d0b8284","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0046 BLACK AND DECKER CORDED ROUTER","ASSET NO#"
"4df638cc-8d0f-53ad-a844-881e2aa02097","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0046 BLACK AND DECKER CORDED ROUTER","Asset Description"
"1361dc7d-268e-5ceb-a289-84b870521422","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0046 BLACK AND DECKER CORDED ROUTER","Asset Serial Number"
"1a5ecac1-0138-5843-8db8-0618ab140b3a","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0046 BLACK AND DECKER CORDED ROUTER","Damage or Missing Parts"
"1f89b624-8472-579f-bfc8-1a6256ffd915","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0046 BLACK AND DECKER CORDED ROUTER","Current Location"
"4c16bbea-1bd6-5457-bcdb-d3d5e5f18daa","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0046 BLACK AND DECKER CORDED ROUTER","Staff Sign Out"
"e117b123-748f-4ec3-9eb3-75003acaf7ef","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0047 SKILSHOP CORDED FINISHING SANDER"
"b97b1a87-231e-5963-87d7-c85e1de03e6b","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0047 SKILSHOP CORDED FINISHING SANDER","ASSET NO#"
"06f577de-026c-5e92-8f0a-8673ed4e3916","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0047 SKILSHOP CORDED FINISHING SANDER","Asset Description"
"ca8717ad-9dbd-5f48-a9a7-5b9c82cf0ddc","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0047 SKILSHOP CORDED FINISHING SANDER","Asset Serial Number"
"fcb36ecc-6ec8-5cc7-b0cd-6bf7ca824e4d","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0047 SKILSHOP CORDED FINISHING SANDER","Damage or Missing Parts"
"c00712b8-e983-50bd-acd6-476a9c07bd25","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0047 SKILSHOP CORDED FINISHING SANDER","Current Location"
"c7a06933-eff0-5838-ab96-9a5cb05c3601","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0047 SKILSHOP CORDED FINISHING SANDER","Staff Sign Out"
"34c871e3-6c34-4519-9079-200850580825","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0048 MAKITA CORDED FINISHING SANDER"
"d20f1eab-eae5-5df9-b1da-116486bd850a","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0048 MAKITA CORDED FINISHING SANDER","ASSET NO#"
"dc32c02b-0071-584b-a5e0-e3509cd07828","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0048 MAKITA CORDED FINISHING SANDER","Asset Description"
"a1458d4c-98eb-5298-96ad-422f27fdf575","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0048 MAKITA CORDED FINISHING SANDER","Asset Serial Number"
"365842c3-b6bd-5cb6-89ef-a9f40a19f3cf","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0048 MAKITA CORDED FINISHING SANDER","Damage or Missing Parts"
"ef7c2fda-03ee-518f-9b93-e63f6832f2fe","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0048 MAKITA CORDED FINISHING SANDER","Current Location"
"0178dcfd-83d4-518b-8ecf-97128a8de1a5","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0048 MAKITA CORDED FINISHING SANDER","Staff Sign Out"
"31a3dc32-76c2-4246-93ce-8c9605965186","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0049 MAKITA CORDED FINISHING SANDER"
"84faa25c-0da2-52ba-aaff-03b003d77f9e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0049 MAKITA CORDED FINISHING SANDER","ASSET NO#"
"ea3ef4d5-fcd8-537f-82a6-8ee29630b6ae","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0049 MAKITA CORDED FINISHING SANDER","Asset Description"
"759976de-447b-539a-a430-1d55091691c7","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0049 MAKITA CORDED FINISHING SANDER","Asset Serial Number"
"7efd8e4d-eaa7-534f-9a74-a24d07565484","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0049 MAKITA CORDED FINISHING SANDER","Damage or Missing Parts"
"5aee80e4-a443-513d-a046-ec2264b234d0","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0049 MAKITA CORDED FINISHING SANDER","Current Location"
"8cc946fc-f99b-5663-9418-b76b596db98a","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0049 MAKITA CORDED FINISHING SANDER","Staff Sign Out"
"c84c6e3a-078e-4079-b930-df11ba9ce7b0","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0050 MAKITA CORDED SCREW GUN"
"c24935ec-0360-55b9-8f49-c8ab3fb735e7","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0050 MAKITA CORDED SCREW GUN","ASSET NO#"
"89c4a416-f851-5bf4-ae56-fd0903f9f424","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0050 MAKITA CORDED SCREW GUN","Asset Description"
"af850bd2-f59c-5a0d-8e89-bf6356f39f22","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0050 MAKITA CORDED SCREW GUN","Asset Serial Number"
"83740a5c-ed61-586b-a332-00baeb09c33b","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0050 MAKITA CORDED SCREW GUN","Damage or Missing Parts"
"7efeb319-9660-5f2b-866f-db55e45e0ea0","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0050 MAKITA CORDED SCREW GUN","Current Location"
"0d1abf55-1134-58a7-82b1-0108afd70d69","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0050 MAKITA CORDED SCREW GUN","Staff Sign Out"
"f75549b6-3187-4951-be23-1ce1904dffaf","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0051 ROTHENBERGER B-PRESS TOOL"
"a8f21fb0-8726-52c8-ab45-098f51caee30","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0051 ROTHENBERGER B-PRESS TOOL","ASSET NO#"
"1130b9e8-46c3-5ad1-bf1f-8cccda2019e5","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0051 ROTHENBERGER B-PRESS TOOL","Asset Description"
"52763a74-21ed-58ba-8b0b-a87ab45b40c4","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0051 ROTHENBERGER B-PRESS TOOL","Asset Serial Number"
"cd033b87-5a75-516d-a37d-6d27d2db12cb","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0051 ROTHENBERGER B-PRESS TOOL","Damage or Missing Parts"
"da3d981d-4f04-5916-a3cf-2d2b8c20c39c","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0051 ROTHENBERGER B-PRESS TOOL","Current Location"
"ab11fdf8-270b-5011-97b4-fcab52b2443d","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0051 ROTHENBERGER B-PRESS TOOL","Staff Sign Out"
"736cda14-f5ea-41c4-af66-9213dd3a4620","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0052 AIR DRAIN TESTER KIT"
"a401d6db-f34c-59e1-a9d2-6eb5b0c4424e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0052 AIR DRAIN TESTER KIT","ASSET NO#"
"e3c2284e-210c-5b5c-a51e-d8f8f9a853d5","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0052 AIR DRAIN TESTER KIT","Asset Description"
"8823d9ff-b6e6-59da-9420-75d03c2175b8","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0052 AIR DRAIN TESTER KIT","Asset Serial Number"
"fd09d82f-14a6-56aa-9b21-e72ff582698c","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0052 AIR DRAIN TESTER KIT","Damage or Missing Parts"
"92728747-b529-5b83-9f88-4c40ee5007b6","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0052 AIR DRAIN TESTER KIT","Current Location"
"cc008609-0a1b-580e-b5a4-cc868b26a8c0","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0052 AIR DRAIN TESTER KIT","Staff Sign Out"
"f2c1e079-5d4b-486b-9750-f3f511303dfc","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0053 DUOPEX HEADS"
"9aa01122-ad86-54bc-8456-1069418c4c62","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0053 DUOPEX HEADS","ASSET NO#"
"8f2e7a5f-01f3-5f8f-983c-c24785c68aea","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0053 DUOPEX HEADS","Asset Description"
"f2b27f6a-314b-51b7-9d74-d26589f1a9e4","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0053 DUOPEX HEADS","Asset Serial Number"
"712f8872-3a2e-5147-a920-c60f111cf7aa","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0053 DUOPEX HEADS","Damage or Missing Parts"
"c31d9f9e-3f20-5af8-8b06-a127978d6b29","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0053 DUOPEX HEADS","Current Location"
"82ca1440-a990-52cd-a79e-136a4734b6c3","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0053 DUOPEX HEADS","Staff Sign Out"
"33dc46cd-b167-403f-9d4f-79beefcf068e","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0054 BRANCH PULLER KIT"
"bd209b32-6ec4-5d70-84a8-26eb7bc2c40a","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0054 BRANCH PULLER KIT","ASSET NO#"
"b6de79c8-1289-5e1d-9dfd-967ca454a2c8","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0054 BRANCH PULLER KIT","Asset Description"
"871d9320-b837-59b2-8c26-f0e19a68f152","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0054 BRANCH PULLER KIT","Asset Serial Number"
"2c71c4e8-7aa2-5d42-bcc5-25d941c495ec","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0054 BRANCH PULLER KIT","Damage or Missing Parts"
"43a49ba0-5dd1-5d68-8684-f911567ee58f","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0054 BRANCH PULLER KIT","Current Location"
