"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5f4a45ef-cd55-4fd9-8c6a-45ecc7b2cb6d","","fail","","folder","TRUE","FALSE","Site QA"
"814870b6-b7cc-4989-8267-435bbe94e0ef","","work-in-progress","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1"
"d7c2e6e4-dbf9-4bb5-99a8-4b06e4084056","","pass","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine"
"f8d6b573-5821-475c-9872-8161427a810f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","CFA Piling"
"ef138f94-23cf-457e-beed-667345ecd4c7","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Screw Piles"
"62049bc3-0062-44f3-8d4d-b6acabd0758d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Precast Panels"
"2e19cc1e-20e5-4913-8ee3-f78bc93237ff","","pass","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete"
"7a7e7d5b-7d52-4b62-b6ae-ece85e7a7718","","pass","HPP-UGL-CIV-GN-GEN-ITP-015 FRP (structures) - Rev.2","checklist","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit"
"83330a30-3dd0-52a0-be7c-73ca8c0e77ee","","pass","","section","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","1.0 Preliminaries"
"f9538901-842d-5b6a-ab63-87d2c741ac29","","pass","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
"b8af5848-a1db-5e57-8f44-3165fa4c58d8","","pass","","section","FALSE","FALSE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill"
"412e57e9-400a-57af-87e3-37b11ac6396f","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","3.1 - Foundation Preparation (Not required if foundation is in stabilised remediation pad)"
"e1434ef2-80e2-5db2-9d54-1db6d2c7d803","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","3.2 - Foundation Inspection & Unsuitable Removal"
"4986cb8e-d1d5-5d15-886d-a17296e98140","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"91688887-4e68-5727-9537-5cf6dc75f45e","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","3.3 - Unsuitable Material Floor Inspection"
"182938e6-60f5-535d-9a32-34e46da2c3bc","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"4a681469-f933-5fea-912b-45fe25db11d8","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","3.4 - Proof Roll – Subgrade (Not required if foundation is in stabilised remediation pad)"
"e77ba990-b7f8-58b7-9c33-86c159da742b","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"d0664fa9-68b1-5748-a031-41bb9a64a42b","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","3.5 - Fill Placement"
"3c907fbb-59d1-5023-b640-f7a37d0c3c20","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","3.6 - Moisture Content"
"db258661-d9a2-54b1-a1ba-10d315125899","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","3.7 - Compaction (General)"
"484b0646-07ef-585a-8d37-e87b887954b0","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","3.8 - Compaction (Selected Material Zone)"
"a45a714d-7508-5fe5-94f1-bffa14979826","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","3.9 - Compaction (Fill adjacent to structures)"
"50ed7880-22ee-5dc9-8e6d-0fa876e4a9eb","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","3.10 - Material Conformance (Fill adjacent to structures)"
"2b8b0a70-ad06-507e-9f17-541cb6fc51cc","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","3.11 - Proof Roll / Select Material Zone Inspection"
"29e032e2-a75c-5159-8f15-7d9ed73ae695","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"f6aa82f7-b647-5eb6-99d3-48472177d1dd","","not-applicable","","section","FALSE","FALSE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","4.0 Bulk earthworks - other"
"09bcad4c-4c22-58ae-875f-cdc3390b000a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","4.0 Bulk earthworks - other","4.1 - Batters"
"0b8ffa62-fb3d-52eb-8b55-101606b4ed97","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","4.0 Bulk earthworks - other","4.2 - Cut to Fill Transitions"
"86af7cab-be41-56a8-939f-810c60e01561","","work-in-progress","","section","FALSE","FALSE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","5.0 Conformance check"
"71e0cbd0-c8d6-594b-95ab-295300b0d576","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","5.0 Conformance check","5.1 - Width and alignment"
"26f0bda7-1dd8-5b04-8538-cb379342ae87","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-055 - SG ROAD Between GT's","5.0 Conformance check","5.2 - Level Conformance – Top of Embankments"
"dfdaa314-7f59-40dc-949c-152b19af97d6","","work-in-progress","INF-HSEQ CC0375-ITP-001 Bulk Earthworks & Checklist - Rev.5 1","checklist","FALSE","FALSE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A"
"0df28455-4a7a-534d-938e-1cc9bcef826d","","pass","","section","FALSE","FALSE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","1.0 Preliminaries"
"a5729340-fbba-5e11-b74d-b18722c370b7","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","1.0 Preliminaries","1.1 - Documentation"
"9dd97aa2-e152-5479-bc29-134b3aab3030","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","1.0 Preliminaries","1.2 - Lot Traceability"
"fa53607e-55f8-5f74-9af1-e83907e04196","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","1.0 Preliminaries","1.3 - Survey set-out"
"9c7a2c1f-594c-594f-b6de-6dcc30428ff2","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","1.0 Preliminaries","1.4 - Establishment of stockpile sites"
"04a42b04-9c0d-5975-aa27-2b9c2c6aebcd","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","1.0 Preliminaries","AUTHORITY HOLDPOINT"
"c03d274d-a3e6-5fa1-98b2-a7a602c9c726","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","1.0 Preliminaries","1.5 - Excavation material classification"
"08374247-eff7-5b4b-a5ad-4d720802d917","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","1.0 Preliminaries","1.6 - Fill Material Conformance"
"7433b0bf-3412-5840-bdb1-c3c96d00ac52","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","1.0 Preliminaries","1.7 - Water management"
"0ab9387f-373a-5ab5-af07-adb77d56e5de","","no-status-started","","checkpoint-no-value","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","1.0 Preliminaries","Is the area in cut / fill / both?"
"2657ad44-e6e6-5caf-b3d2-d417e3be1cb7","","pass","","section","FALSE","FALSE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","2.0 Bulk earthworks – cut"
"7ac8777a-522a-5322-a2f6-d1763771373c","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","2.0 Bulk earthworks – cut","2.1 - Subgrade preparation"
"5f9d30ac-da89-59cc-8244-7de42990da45","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","2.0 Bulk earthworks – cut","2.2 - Unsuitable material removal"
"27150cab-10d7-5eca-bf0a-836b730ae23d","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","2.0 Bulk earthworks – cut","2.3 - Unsuitable material floor inspection"
"89703b70-da43-541b-a130-5002f4485a7f","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
"b0b71a37-2794-583e-991d-c8c2ee1e4510","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","2.0 Bulk earthworks – cut","2.4 - CBR Testing"
"4fc36d4b-ce56-5ac5-9e1c-9c42c0a0486c","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","2.0 Bulk earthworks – cut","2.5 - Ripping Cut Floor (Not required if foundation is in stabilised remediation pad)"
"c886a5ad-e616-5754-9c17-c1837fe9195b","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
"00ccdc83-4f74-5271-877c-cc03dd61132b","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","2.0 Bulk earthworks – cut","2.6 - Re-Compaction"
"c6c0cd8b-0d91-508e-980d-79a902e0eb6e","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
"d03b6700-7cd4-5676-b79a-5ebb5a3d769a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","2.0 Bulk earthworks – cut","2.7 - Proof Roll – Subgrade (Not required if foundation is in stabilised remediation pad)"
"b5a37b8e-f0eb-5daa-b4e2-37c90940ec93","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
"35fca461-79b1-5ece-87c2-2313c939f315","","pass","","section","FALSE","FALSE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill"
"dc2205eb-44aa-585e-9f21-275c07120352","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","3.1 - Foundation Preparation (Not required if foundation is in stabilised remediation pad)"
"0ec1f061-d0a6-5285-af14-cd64b5d04498","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","3.2 - Foundation Inspection & Unsuitable Removal"
"cad10121-2808-5557-8c88-477374862e9b","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"b6bc70db-289d-5b0c-8cd8-c6a326bb2bf8","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","3.3 - Unsuitable Material Floor Inspection"
"3daa3916-bb76-557b-ba27-dcf3671a594e","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"97bbd7ac-d870-5bb0-8d55-ec8a24a2a521","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","3.4 - Proof Roll – Subgrade (Not required if foundation is in stabilised remediation pad)"
"ba599437-3305-5e11-92cc-b2fd8f800647","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"33569f48-6740-5725-96b9-284e1f05c821","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","3.5 - Fill Placement"
"e109a6ff-338c-5541-b2b3-69b29ef8ccf4","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","3.6 - Moisture Content"
"800e7db9-9ddc-51fb-a96e-1a042550adac","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","3.7 - Compaction (General)"
"8abc1ad1-08ee-5dc1-b85e-7e7935b2176f","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","3.8 - Compaction (Selected Material Zone)"
"874e22f6-8b9b-5a1c-97ad-6a5a5804f115","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","3.9 - Compaction (Fill adjacent to structures)"
"ac38a382-913a-5257-b7fa-852d00447d13","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","3.10 - Material Conformance (Fill adjacent to structures)"
"59fae448-d01b-5964-a866-64d6c45d4c61","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","3.11 - Proof Roll / Select Material Zone Inspection"
"d7674562-faa4-5a02-a0a0-c731daae6689","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","3.0 Bulk earthworks - fill","AUTHORITY HOLDPOINT"
"f659aa75-59b4-5405-94f6-af9089a9bfc2","","not-applicable","","section","FALSE","FALSE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","4.0 Bulk earthworks - other"
"121b7df8-de19-51d6-83a1-ad7d8b13fa8c","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","4.0 Bulk earthworks - other","4.1 - Batters"
"d37bd0dc-0561-5a48-9f8d-38c28b2bc55c","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","4.0 Bulk earthworks - other","4.2 - Cut to Fill Transitions"
"252b8c91-bb7a-5814-8372-c113bd94e1fe","","work-in-progress","","section","FALSE","FALSE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","5.0 Conformance check"
"e25c75e4-33da-5d18-965b-a1401ba9fe57","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","5.0 Conformance check","5.1 - Width and alignment"
"5c5424b2-c678-53a9-a422-806a9ead10fb","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-056 - GT1 Crane Pad A","5.0 Conformance check","5.2 - Level Conformance – Top of Embankments"
"61fa158f-e595-4762-ab87-21f4b9bcb8bd","","pass","INF-HSEQ CC0375-ITP-001 Bulk Earthworks & Checklist - Rev.5 1","checklist","FALSE","FALSE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road"
"e3dba36c-adf6-5f44-811b-ad33acbd6b31","","pass","","section","FALSE","FALSE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","1.0 Preliminaries"
"1bb6a839-e2e5-5e1e-a81d-632a2e80d46a","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","1.0 Preliminaries","1.1 - Documentation"
"3d69ed10-408a-50e6-8032-98dfc3f5e3b5","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","1.0 Preliminaries","1.2 - Lot Traceability"
"f33e6a46-698c-5267-8b13-604fdde5ff7d","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","1.0 Preliminaries","1.3 - Survey set-out"
"4fef53b9-1ddc-5d91-9e38-418f9c27396f","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","1.0 Preliminaries","1.4 - Establishment of stockpile sites"
"190639d6-cb10-5320-9396-e076ad0d393c","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","1.0 Preliminaries","AUTHORITY HOLDPOINT"
"649d2a9e-f4e1-51ef-b891-a89c939ceeb4","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","1.0 Preliminaries","1.5 - Excavation material classification"
"2b0bf04a-1751-551d-ad33-c3fc5049c676","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","1.0 Preliminaries","1.6 - Fill Material Conformance"
"5e61763e-1d98-5f3f-9176-c82b899b686d","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","1.0 Preliminaries","1.7 - Water management"
"0bb7b033-0255-5ddc-9f7b-4a8132f4483a","","no-status-started","","checkpoint-no-value","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","1.0 Preliminaries","Is the area in cut / fill / both?"
"0410035c-15e7-5b11-9e1f-7f44495d0fbe","","pass","","section","FALSE","FALSE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","2.0 Bulk earthworks – cut"
"ed7c3f23-5007-55cc-9b2f-3bf4ff37ca37","","pass","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","2.0 Bulk earthworks – cut","2.1 - Subgrade preparation"
"b6e03094-28aa-590d-9efb-0ddc9fe3726b","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","2.0 Bulk earthworks – cut","2.2 - Unsuitable material removal"
"407d86dd-ba3e-5424-a082-a8cb3d7ff254","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","2.0 Bulk earthworks – cut","2.3 - Unsuitable material floor inspection"
"78e08240-f619-5a4e-b583-023ec63762a6","","not-applicable","","signoff","TRUE","TRUE","Site QA","04-00-00 - Civil Infrastructure","04-03-00 Roads & Pavements","Earthworks","Subgrade","HPP-RW-EWK-057 - GT1 Road","2.0 Bulk earthworks – cut","AUTHORITY HOLDPOINT"
