"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b5d86007-1116-4929-94ff-1e251aacf238","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"2d33d8f4-a42e-45af-a79b-37c37e5578ee","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Overall Site Acceptance"
"3d6ab796-3f82-403f-a217-6e789cbdac6c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement 2"
"41a901de-a31d-453f-832b-5f76338fbea7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement 2","Public Areas"
"921a10d4-8eee-45a2-9788-fb43726824b4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement 2","Public Areas","Lift lobby & Lift"
"dd2d515f-91b3-4638-9287-eb6a86cdbf9b","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Public Areas","Lift lobby & Lift","Common Area ITR"
"9ad8d6fa-18c6-5002-a96c-8940cccf3dde","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Apartment ITR","Masking"
"7a07d29f-e76b-5054-9a12-59a7bebd9a6c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Apartment ITR","Sealer"
"0094f517-5cb2-5240-8409-37adabc383db","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Apartment ITR","Ceiling 1st coat "
"37f3c806-1f1a-5a3b-8c86-b62f7cf6b357","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Apartment ITR","Ceiling 2nd Coat "
"766efaee-8551-5413-be22-937770f0a4e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Apartment ITR","De-mask"
"10611208-426e-5dca-91c4-2846c15b05e1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Apartment ITR","Prep "
"59bdf926-6ce4-5c02-8308-5516b548897a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Apartment ITR","Gloss 1st coat "
"73454a03-78a0-50af-b0e3-9c9980f59b53","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Apartment ITR","Gloss 2nd coat "
"74594637-ca9b-5be4-a7f5-5b42c0328503","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Apartment ITR","Skirtings"
"9fa38791-7b6b-5674-a476-7d49eab952d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Apartment ITR","Prep Walls "
"7ca481de-ce70-57bc-8493-cebb77921cd7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Apartment ITR","Walls 1st coat "
"69cee33f-6a89-526c-b545-32efbbeee525","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Apartment ITR","Walls 2nd coat"
"75d1ffc9-df2d-5f62-932c-8638385474c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Apartment ITR","Bathrooms "
"cf2c27f8-bdf2-4180-a536-c0cd2986058a","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 7","701","Overall Acceptance Criteria"
"2a03c047-0fbc-5989-aa9f-03b4e10e042b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Overall Acceptance Criteria","Set out"
"4b7eac1e-2e47-5a66-80d9-491ec306d53d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Overall Acceptance Criteria","Samples / materials & components"
"b057e5cd-758d-5986-b7fe-7160acf3a4da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Overall Acceptance Criteria","Standards"
"b669828d-d30d-5682-961c-9937305da911","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Overall Acceptance Criteria","Painting"
"9493fc54-a89b-5302-b6c4-616a5fbd0f1d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Overall Acceptance Criteria","Final inspection"
"9167d1a5-c7ba-5399-84dc-28268474f9df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Overall Acceptance Criteria","Environmental waste"
"4f7735f3-9e0f-51cb-87ac-4f12e2ae3c55","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","701","Overall Acceptance Criteria","Extra paint"
"32a8060b-c57c-4228-8621-cb9c4fa95a53","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 7","702"
"36bc0dc5-da69-4eee-b416-a5c5f07ab936","","checklist-flat","not-started","Apartment Balconies ITR","checklist-flat","FALSE","FALSE","Site QA","Level 7","702","Apartment Balconies ITR"
"497f6cce-5bbe-52c5-9fa2-903b0539ec53","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment Balconies ITR","Check Substrate"
"7d06cba2-d792-52a2-a244-4670a981b06d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment Balconies ITR","Sealer"
"fd9617b2-ba56-5f87-9249-10d67e710760","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment Balconies ITR","Soffits 1st coat "
"319165bf-ce18-50a2-8b8b-e3f98d699ecf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment Balconies ITR","Soffits 2nd Coat "
"1767467b-d323-58a4-999d-0da1ecd292cf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment Balconies ITR","Walls 1st coat "
"e5cb74d3-73cc-51e7-899c-7b3694110e14","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment Balconies ITR","Walls 2nd coat"
"80451e87-1f13-420d-84e1-9addf126ace2","","checklist-flat","not-started","Apartment ITR","checklist-flat","FALSE","FALSE","Site QA","Level 7","702","Apartment ITR"
"f001627d-dfb8-531d-bc43-ae832379f277","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","Check Substrate"
"e137cc1d-f5cf-5fbf-955b-18d418ee654e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","Masking"
"9e56b4cf-7285-5f0f-a5b3-336473f37987","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","Sealer"
"89898e09-dc39-5840-bd02-875e92191400","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","Ceiling 1st coat "
"edf4cf46-17c9-581d-8b1f-8414e1d6b54c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","Ceiling 2nd Coat "
"8251ce09-cb5c-5950-a2ab-5d98ea1eb5dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","De-mask"
"f3e726f0-d8d8-5c62-920b-b96ab30381d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","Prep "
"ff82acfe-c3ff-54af-ac39-b811ed032373","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","Gloss 1st coat "
"b278c0ad-3fa6-55d6-8bbf-a2c09f386bd2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","Gloss 2nd coat "
"37947ccd-ef42-5383-81b1-6c89a5b59016","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","Skirtings"
"22539f6b-43c1-57d2-9cfc-80175e3eef24","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","Prep Walls "
"f14bcb53-1e52-5065-b2ff-a984293d2c76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","Walls 1st coat "
"48b65ba0-f848-577e-a06c-3cc514d0afbc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","Walls 2nd coat"
"323dc46b-6d5b-504e-b0d7-9b67ade091d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Apartment ITR","Bathrooms "
"e028fb2b-1e9c-4cc3-aca6-1ed9b0126dcf","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 7","702","Overall Acceptance Criteria"
"3902853f-4959-5bc1-b992-14e5bfa025bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Overall Acceptance Criteria","Set out"
"58d46936-c4e5-55db-a3c3-6bbcc108cb94","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Overall Acceptance Criteria","Samples / materials & components"
"62609c51-1814-596e-a9d5-5de6b8dc412c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Overall Acceptance Criteria","Standards"
"a1033acb-6667-58f6-8441-b31f1addd546","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Overall Acceptance Criteria","Painting"
"f6811a5f-97f7-5820-a414-7d3ab7f01c4a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Overall Acceptance Criteria","Final inspection"
"e1992221-c6bd-54e7-82f8-19aa0f882329","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Overall Acceptance Criteria","Environmental waste"
"50ef210e-bf91-5bc1-9f21-82aa053d1a09","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","702","Overall Acceptance Criteria","Extra paint"
"bf135f88-496d-4244-ac63-5fe663065f2f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 7","703"
"6f789153-cca6-4284-bd49-a821662d1e0c","","checklist-flat","not-started","Apartment Balconies ITR","checklist-flat","FALSE","FALSE","Site QA","Level 7","703","Apartment Balconies ITR"
"8a558691-b436-54db-8f46-7461ea8152de","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment Balconies ITR","Check Substrate"
"fdec61ff-6772-5e52-b77f-ce6cc90d495e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment Balconies ITR","Sealer"
"a3dd51a5-eaae-52bb-8b33-9e950d2a4c05","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment Balconies ITR","Soffits 1st coat "
"94e15a2b-ece1-5875-a951-2c6ee04cbec4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment Balconies ITR","Soffits 2nd Coat "
"be30acec-789d-516c-b461-c354cbe6d2b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment Balconies ITR","Walls 1st coat "
"f6ddd440-675d-5c0c-8a37-fc1d240b5d57","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment Balconies ITR","Walls 2nd coat"
"955c1704-9517-474e-b252-6545a49ec550","","checklist-flat","not-started","Apartment ITR","checklist-flat","FALSE","FALSE","Site QA","Level 7","703","Apartment ITR"
"87f0506b-6a15-5027-8d9f-49f6d43e36bb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","Check Substrate"
"408befe6-be52-5e9d-b62c-60b7e49d017f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","Masking"
"f59469b9-91d3-5682-af71-2daec84e9fe8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","Sealer"
"bfc074dd-01a5-542e-a2fd-194d16996ce3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","Ceiling 1st coat "
"0a9efe07-e0db-5aee-bb14-4ae79373cf3c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","Ceiling 2nd Coat "
"30035578-bc66-5f02-a281-1ed740114e87","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","De-mask"
"1ff6bedc-65df-5079-b065-a847ccf8c651","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","Prep "
"c6db6768-0347-5501-80b8-012a016b99a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","Gloss 1st coat "
"6783cbd6-f29a-51a7-bde3-eed225da3368","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","Gloss 2nd coat "
"22757af7-3ff4-51b9-893e-2239f5ea4fa8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","Skirtings"
"fee1e244-8887-5dd7-a7d7-755c42c7d34c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","Prep Walls "
"3180d0ff-50e1-5bcb-b160-bf8e0521aabd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","Walls 1st coat "
"0be8cbdb-9b64-55c1-96a5-1c58f44b6376","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","Walls 2nd coat"
"197ae835-e815-540c-b013-bcceacdcfc89","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Apartment ITR","Bathrooms "
"e0fcbda1-bba3-40bc-9900-ef17329b1d10","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 7","703","Overall Acceptance Criteria"
"a46f546a-19da-50f2-82df-4104040bd45f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Overall Acceptance Criteria","Set out"
"f9922ef9-9b36-54ea-a9f4-3692d36465ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Overall Acceptance Criteria","Samples / materials & components"
"7e68dfa0-4929-534b-8fe8-867358784a80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Overall Acceptance Criteria","Standards"
"e2d54d8d-74b9-5ca2-92c9-c47ce0e5f0f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Overall Acceptance Criteria","Painting"
"9927af0c-7bfc-5f2e-b066-99207e9e4d78","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Overall Acceptance Criteria","Final inspection"
"a373a30f-b0b3-52b1-a903-82269b4c000f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Overall Acceptance Criteria","Environmental waste"
"ea81d8a7-c279-5d3e-b313-b47e813dc266","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","703","Overall Acceptance Criteria","Extra paint"
"9357c440-4cd2-4bcb-b44c-153ab62497e3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 7","704"
"0d0313b3-0654-4d5a-97ca-5a1e5388ce66","","checklist-flat","not-started","Apartment Balconies ITR","checklist-flat","FALSE","FALSE","Site QA","Level 7","704","Apartment Balconies ITR"
"b7debc83-7b33-5043-871a-629505826816","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment Balconies ITR","Check Substrate"
"6455baa3-06ef-5586-8343-9d420b92aa3a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment Balconies ITR","Sealer"
"2293b3bc-10b9-5e68-b58b-7a3973a293d9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment Balconies ITR","Soffits 1st coat "
"6b68c477-d9ed-530b-b2fb-4dd495ae0f28","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment Balconies ITR","Soffits 2nd Coat "
"c04754c5-9cb2-570f-8fbb-1d3861090fd5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment Balconies ITR","Walls 1st coat "
"137062a8-26a0-50db-b02f-44a1267f5e31","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment Balconies ITR","Walls 2nd coat"
"bcfd1751-5ac6-4228-9f65-f1514e7f76ee","","checklist-flat","not-started","Apartment ITR","checklist-flat","FALSE","FALSE","Site QA","Level 7","704","Apartment ITR"
"a037517b-1cd5-588d-be74-1f220a171f95","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","Check Substrate"
"e55d1788-dff2-5be9-a313-95a71d0f0907","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","Masking"
"98926fed-cab1-59b5-a707-7f46b10754dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","Sealer"
"3abcef11-75d2-5c22-ad70-967eee86cbdc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","Ceiling 1st coat "
"9409a154-8e57-5976-8351-e236eeb42f39","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","Ceiling 2nd Coat "
"24554e58-912b-5cf9-a125-91f65ef04db1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","De-mask"
"3ab5ff73-508c-5a3d-8116-f9403d853af4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","Prep "
"863a7284-2d39-592a-b0f9-7aba552c32df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","Gloss 1st coat "
"4b55d294-04db-5652-9117-cf4bfd5c45d3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","Gloss 2nd coat "
"47672d02-6904-5181-aba6-c75313a5c747","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","Skirtings"
"e5742867-b4b2-5cad-a346-e2d83fa9cd50","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","Prep Walls "
"48962da8-65b2-564f-b4ae-a7a5a0c454d1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","Walls 1st coat "
"082e3803-8783-57ca-9689-70c30e05d3c1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","Walls 2nd coat"
"54555828-77af-5f4e-a9ec-ee75024c35b4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Apartment ITR","Bathrooms "
"0fbd5d68-b084-4f76-b1a1-68f6c7d8d03c","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 7","704","Overall Acceptance Criteria"
"c627b7af-b0d2-545d-afae-a6f45771d11a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Overall Acceptance Criteria","Set out"
"dc25da55-06c9-59d7-8fc0-ec2c1a99fbb5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Overall Acceptance Criteria","Samples / materials & components"
"383866ef-21fe-5729-b6d3-b6d076f08eaf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Overall Acceptance Criteria","Standards"
"5a606814-8e37-5ee2-a168-4a42182a5a05","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Overall Acceptance Criteria","Painting"
"d8e12a63-87cc-58c7-afa6-6497691644da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Overall Acceptance Criteria","Final inspection"
"4912e0b0-cd28-59b8-bcc9-226a4b077c70","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Overall Acceptance Criteria","Environmental waste"
"2d4c9e30-2736-598c-929b-58301010e31e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","704","Overall Acceptance Criteria","Extra paint"
"3e9a4eb0-acfc-4c68-aff3-76e6e8ff4211","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 7","705"
"5e1b560f-23df-4639-8de9-68f8f886d2c0","","checklist-flat","not-started","Apartment Balconies ITR","checklist-flat","FALSE","FALSE","Site QA","Level 7","705","Apartment Balconies ITR"
"fc68d415-161e-5ebd-809f-7e12d97fb746","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment Balconies ITR","Check Substrate"
"c1b07fc0-3538-5544-93cf-a721c3e62bb0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment Balconies ITR","Sealer"
"5a830ba9-c04f-58d6-8e43-1a7833885ee5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment Balconies ITR","Soffits 1st coat "
"408dcc8f-75eb-5ae1-a7b1-2aefe9b6cfb7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment Balconies ITR","Soffits 2nd Coat "
"e184f75e-26c5-5f88-865f-286f4e1071d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment Balconies ITR","Walls 1st coat "
"44a81a9d-5a89-57ac-a87d-c63f78c30022","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment Balconies ITR","Walls 2nd coat"
"15f0ca2e-dd78-4853-9ebb-238d4217edfd","","checklist-flat","not-started","Apartment ITR","checklist-flat","FALSE","FALSE","Site QA","Level 7","705","Apartment ITR"
"26e41360-037c-55b0-b439-9163b5953895","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","Check Substrate"
"8ae355cb-e693-5c82-b979-d47721dd98cf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","Masking"
"8f65632f-583a-5975-ba16-ea84567506bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","Sealer"
"e818da2d-a8c9-5d93-b578-4578d88aa9a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","Ceiling 1st coat "
"c908b3c6-bcdc-5fe6-b68f-a9495cf9fa8d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","Ceiling 2nd Coat "
"b9070a68-3af0-5e1b-96eb-9020f1cdd7cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","De-mask"
"b6f611b5-9fb0-5265-99e3-cc04eaff4b1c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","Prep "
"c9727fee-7e81-5121-8829-17166c70a591","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","Gloss 1st coat "
"2c26e449-1906-528c-ad04-4473e921dd9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","Gloss 2nd coat "
"d5a1217b-4d3a-56ac-a3c3-dae34792d15d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","Skirtings"
"22470dc5-d439-5e15-99fa-dd0dcb751c7c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","Prep Walls "
"d02fa91a-003c-5c63-862b-0cb85a766ab3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","Walls 1st coat "
"3322617d-c0da-55c7-8efd-e7757bc50b2c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","Walls 2nd coat"
"b0fe3027-e229-5c7f-bd95-87b98141c6ea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Apartment ITR","Bathrooms "
"127bec5f-b187-45be-bc0e-927725aa5bbc","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 7","705","Overall Acceptance Criteria"
"fb12b631-3c3d-5b4a-8a22-2ce945a728ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Overall Acceptance Criteria","Set out"
"aa69cc8a-8c59-5a1a-a60a-baffff5fdc0f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Overall Acceptance Criteria","Samples / materials & components"
"0c35008d-aef6-547d-bd50-8565c993d8d1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Overall Acceptance Criteria","Standards"
"4c8f6482-81a6-58a2-b489-b0956fb0667e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Overall Acceptance Criteria","Painting"
"27fcc681-d708-521e-961b-e370ef42c392","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Overall Acceptance Criteria","Final inspection"
"8e5cb1d4-22bf-5119-9a10-3df38c02949c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Overall Acceptance Criteria","Environmental waste"
"71504259-923d-5337-9cab-36aad960eb8a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","705","Overall Acceptance Criteria","Extra paint"
"c4a04cb6-3914-426c-9875-674ac44f2520","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 7","706"
"9390d384-aa54-40ba-9705-5159fe0237bc","","checklist-flat","not-started","Apartment Balconies ITR","checklist-flat","FALSE","FALSE","Site QA","Level 7","706","Apartment Balconies ITR"
"cdb49477-01ed-5c41-9d53-3d13df59ee34","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","706","Apartment Balconies ITR","Check Substrate"
"29579f7c-0cb8-548c-9a90-871eca3c2076","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","706","Apartment Balconies ITR","Sealer"
"3dce20ab-19a0-5614-b60e-391b3eca2c34","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","706","Apartment Balconies ITR","Soffits 1st coat "
"4d456ebc-27e0-5bb5-b2ad-9c0d2362ccde","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","706","Apartment Balconies ITR","Soffits 2nd Coat "
"54cd048a-cea4-5509-b536-dc67f8d5dff1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","706","Apartment Balconies ITR","Walls 1st coat "
"70e1be2e-dd18-5824-81fd-2120f6150a12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","706","Apartment Balconies ITR","Walls 2nd coat"
"4fe0d92a-1849-4e7e-b19a-a2047cadc05b","","checklist-flat","not-started","Apartment ITR","checklist-flat","FALSE","FALSE","Site QA","Level 7","706","Apartment ITR"
"84ccbf33-a136-5073-bba7-24f43a3d389e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","706","Apartment ITR","Check Substrate"
"f4e28e32-b3a0-504b-8745-b1fc64334a98","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","706","Apartment ITR","Masking"
"06de3b7b-a66a-5a10-988c-7ee86a8296d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","706","Apartment ITR","Sealer"
"003dfa6c-95da-5a2f-9c0c-8105c018fd7f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","706","Apartment ITR","Ceiling 1st coat "
"2ab55c97-ac6a-5463-9599-50554049a4b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","706","Apartment ITR","Ceiling 2nd Coat "
"c401607c-c186-592e-8f19-1e556a6202a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","706","Apartment ITR","De-mask"
"816be23c-96f0-5765-8ebc-5edca7b296f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","706","Apartment ITR","Prep "
