"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"81cfefd2-5a9a-4dae-95a4-c0ce4325ac42","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"cf5d8b46-9a19-4fde-a605-d82c77a74403","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Ground"
"dee1680d-c325-4799-a2d5-f056c524302f","","checklist-sectioned","pass","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Ground","D1"
"4e189879-ebe5-59b8-8384-80cc8c2e882d","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Ground","D1","Door Jamb Inspection"
"bc6df2cb-d093-5b30-966c-3068b52bea56","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D23","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"d9c66831-5b01-56c7-bc28-3a65b67938a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D23","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"1f06059b-cbea-40b4-a8ea-8ffe564cc7f5","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 4","D24"
"81e91e3d-d446-5694-848b-c1d83f7d6ef0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D24","Door Jamb Inspection"
"1c0884ae-272d-59d1-ab2d-96fa1fb836c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D24","Door Jamb Inspection","Door frame as per door schedule"
"a4805e5b-ed9c-50a3-a6df-add94258f7c5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D24","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"427e5264-5f0c-5885-9c9b-d544bc5f34e4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D24","Internal Door - Door Install"
"e744f993-ea19-57ff-aebf-455c43709d3f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D24","Internal Door - Door Install","Hang Door"
"bfd478bb-771c-5973-8a5d-76f7cdde3709","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D24","Internal Door - Door Install","Door prep"
"0eb9c65e-1e75-5404-810b-1b3376c80138","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D24","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"b5ff1c4c-34a1-5157-8a5a-e241719f2045","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D24","Internal Door - Door Install","Signed off - Contractor"
"e4049f8b-1d2a-580b-9bc2-b39325fabcac","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 4","D24","Internal Door - Door Install","Signed off - Builder"
"028423db-b6ab-5b2a-86fe-aa9a6c017335","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D24","Internal Door Handover"
"e3a0291c-7f15-5c4c-8c3a-91941f794c95","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D24","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"68118893-5ed6-566b-8cc1-95ba3f6207c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D24","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"524f285f-5ee7-4f48-b540-1452820bd720","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 4","D25"
"dd8097d7-92dd-5330-a729-8c733f637ed1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D25","Door Jamb Inspection"
"6a23e9bc-aa27-5e64-9256-6fe7d9e24ee1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D25","Door Jamb Inspection","Door frame as per door schedule"
"97446648-f77d-531e-b8c0-d6a682f0bd5e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D25","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"673714a2-cf38-56ed-8863-ec098203e5ab","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D25","Internal Door - Door Install"
"61be8aa4-6772-588b-81c0-765ebc6f8953","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D25","Internal Door - Door Install","Hang Door"
"a9577ea4-5453-5029-9feb-3a6196817446","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D25","Internal Door - Door Install","Door prep"
"2210d7ff-c3f8-521d-94c1-7a748c007fb6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D25","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"4e998a58-b02a-518e-8b16-72f6abb83662","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D25","Internal Door - Door Install","Signed off - Contractor"
"2cbfea1b-607b-5ee2-90fe-0bcd259fda2d","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 4","D25","Internal Door - Door Install","Signed off - Builder"
"a3c2a467-c9c9-5b8d-b20a-3f0bb35d4ebc","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D25","Internal Door Handover"
"dbf917a7-e27e-51c4-8b47-3a56d8e7df0e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D25","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"e01d4d81-dfc0-5cdc-92d8-1d1647d7e925","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D25","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"9160b7fa-ac2a-4f08-9506-5d61486a3583","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 5"
"ee952735-f600-41a4-8f3e-f3bec180837c","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 5","D26"
"7a178616-5ffc-5c8d-ab90-a6fe90e6a170","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D26","Door Jamb Inspection"
"2dfb6994-e5e2-5563-ac03-d128f7dea3bb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D26","Door Jamb Inspection","Door frame as per door schedule"
"ff807b44-8d71-5d1c-96da-be94d1180230","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D26","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"369b7e46-f85e-5233-9a4b-18aa889ad2e8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D26","Internal Door - Door Install"
"6688d4d9-2d9a-5da3-a74b-025dc6ad89a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D26","Internal Door - Door Install","Hang Door"
"606e7cf6-40a8-5402-aaa2-bc1378bff43d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D26","Internal Door - Door Install","Door prep"
"cc9296d3-ae57-5399-b9e0-cdda479542a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D26","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"b929426e-d680-5695-8dfd-cfa9e5193f57","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D26","Internal Door - Door Install","Signed off - Contractor"
"a3e1b62c-492b-5b1f-af29-5a67cd5ce1eb","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 5","D26","Internal Door - Door Install","Signed off - Builder"
"89aecb99-1425-5fbd-817f-fa383b9ce554","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D26","Internal Door Handover"
"4068f3ae-3034-5edb-9c10-bc7abf11809a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D26","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"635df8be-c92e-5a54-a875-ce439693fdc7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D26","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"19da817d-c45b-4d59-a930-4f2b125d723d","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 5","D27"
"c470ea05-ec3d-5142-96b5-ec71fc08bef5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D27","Door Jamb Inspection"
"cb4b630a-6041-5b8d-99f8-a9a01cd0c29e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D27","Door Jamb Inspection","Door frame as per door schedule"
"f66451af-082b-5957-9bbf-365215037f78","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D27","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"7c87cae5-30ce-5f7d-bee5-ada4cb77aa6d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D27","Internal Door - Door Install"
"27f95263-31bf-50c9-bfc9-388181ab3c05","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D27","Internal Door - Door Install","Hang Door"
"c16ba376-56b9-5fb1-bf7f-ceb6055484d9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D27","Internal Door - Door Install","Door prep"
"e4384d6c-aae0-5c56-97ce-25e2c5209a63","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D27","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"cb17c91d-8d3b-582a-a77e-cd76e5b8beee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D27","Internal Door - Door Install","Signed off - Contractor"
"ba9f7609-ea98-5912-a212-373a0854b78d","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 5","D27","Internal Door - Door Install","Signed off - Builder"
"f2c03d17-d294-5e49-9aa9-d227806a176e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D27","Internal Door Handover"
"2f263f9f-fce8-54ef-a467-561aa737d1e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D27","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"fd6ee7c7-f80e-56a7-ba73-33f5e0d2b8f3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D27","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"a6556ab7-5c96-499e-bc93-32687ede01bc","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 5","D28"
"d20014da-3820-576c-b819-2a45c7ec98a2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D28","Door Jamb Inspection"
"65bfad97-aefd-5ad4-b5c5-59b67f2d222c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D28","Door Jamb Inspection","Door frame as per door schedule"
"388c48dd-e05e-5564-b143-6c2f5c97cfdf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D28","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"56ce8e68-5974-5fc1-95f6-056a57e1bf2e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D28","Internal Door - Door Install"
"3e39af32-e918-5c8d-b7ec-56334934d132","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D28","Internal Door - Door Install","Hang Door"
"659ba448-e4ce-5d47-bd91-af4002e2f4c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D28","Internal Door - Door Install","Door prep"
"a08f48d4-8b4c-5953-9a4a-180f7fab69ca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D28","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"fa1a8df6-9c55-5011-843f-2e023185f7b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D28","Internal Door - Door Install","Signed off - Contractor"
"f8cddad4-6ac8-527e-8046-20b437a9b4c1","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 5","D28","Internal Door - Door Install","Signed off - Builder"
"491db062-bae3-5389-b13f-b48f84f56bb7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D28","Internal Door Handover"
"329b8b78-38b6-58cf-8879-76f59a91b968","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D28","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"4756bc2b-c371-5852-a5a9-89c644b5e8e1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D28","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"c444ff48-7002-4f06-b82f-a3f9d97640f3","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 5","D29"
"31774f75-fc34-5b20-aaec-5d9b1196b909","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D29","Door Jamb Inspection"
"ce0dbc3b-8a7c-5f16-8839-b10024efd767","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D29","Door Jamb Inspection","Door frame as per door schedule"
"62c95ea3-ceec-50bc-b779-6568e142c0c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D29","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"58aadf48-ea6c-5f77-bc9f-ef3e9a675647","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D29","Internal Door - Door Install"
"b218dd8c-529d-578b-8e86-cf48c563ba9c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D29","Internal Door - Door Install","Hang Door"
"56df6324-0dce-536c-bc81-d8fb691c0846","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D29","Internal Door - Door Install","Door prep"
"c24db4a3-c23b-5599-96aa-6c57cd7e374e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D29","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"3aab9ea0-87bb-537b-9862-d7c40330585f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D29","Internal Door - Door Install","Signed off - Contractor"
"198d9e02-6524-58af-900c-98ff1e0f37db","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 5","D29","Internal Door - Door Install","Signed off - Builder"
"6e31568c-42a4-582b-919c-22f53418fbf0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D29","Internal Door Handover"
"8fbcf9a6-0691-5107-bfd0-a7846b56f22c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D29","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"cb50d7a4-d716-5d3f-8d36-03900d4c5697","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D29","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"f60f364f-0189-434b-881a-6cefa9d56401","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 5","D30"
"cd2868b0-c722-5c4d-8917-c8899174e944","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D30","Door Jamb Inspection"
"4a489d85-c609-5d71-9ee9-d510bf1e948b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D30","Door Jamb Inspection","Door frame as per door schedule"
"d202759e-bc9a-5bff-b899-277e35ed3e31","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D30","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"9edfed45-c103-5654-abf3-9ec68b43c136","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D30","Internal Door - Door Install"
"76783ee8-e825-55e1-83c9-cb508749ab9f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D30","Internal Door - Door Install","Hang Door"
"de056b42-e8ec-5152-a34e-a3f502714518","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D30","Internal Door - Door Install","Door prep"
"2442ce01-65e0-5a69-aa39-1df9d90b441b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D30","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"e438773b-d301-5986-9158-3b66b1bfdf86","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D30","Internal Door - Door Install","Signed off - Contractor"
"acb0f3f6-c903-529a-88e5-d25c1608a338","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 5","D30","Internal Door - Door Install","Signed off - Builder"
"44e64153-9213-5b3b-9525-5266e36dcbc3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 5","D30","Internal Door Handover"
"3cfdf696-c63c-530f-b25d-fe790d60f565","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D30","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"03589a2e-f351-5857-9524-b267a0f24e88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 5","D30","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"bf0044c8-c7bc-44f5-a0d0-7703d6b96857","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 6"
"81bfcabb-ddfd-40cd-9eb0-ddf4a801f05d","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 6","D31"
"1478e83d-4ba9-5d59-85a2-8f2371af82d7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D31","Door Jamb Inspection"
"4e56fbfa-7fa9-5c41-ba6b-8c4dc881ee5f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D31","Door Jamb Inspection","Door frame as per door schedule"
"1d783b57-deb8-51b6-b601-5e7c16c0d218","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D31","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"0c1bf7ed-655d-50e1-8bba-2e8240d65838","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D31","Internal Door - Door Install"
"54f02a88-1154-5d3e-8720-4d20c6f8a299","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D31","Internal Door - Door Install","Hang Door"
"9146df21-ffa6-52ae-b29f-17b64a86e581","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D31","Internal Door - Door Install","Door prep"
"281e956b-7b34-5885-9c1b-ee261651dd39","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D31","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"1bc01b9a-cbaf-540f-ab6c-995b9b1e030f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D31","Internal Door - Door Install","Signed off - Contractor"
"59af880a-df57-59b5-8876-d58c638311ee","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 6","D31","Internal Door - Door Install","Signed off - Builder"
"a3767941-c7c8-56e1-8af0-81f62bd224f4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D31","Internal Door Handover"
"df2aec69-dbd5-57c6-9a56-7e7ef7d99142","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D31","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"a96d0b1e-2c1c-5cd3-9a94-cbf0e5ffc06a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D31","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"36fcb437-66fa-48f2-8bbe-e66f97b5812a","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 6","D32"
"d74fe389-cdc0-566b-8529-f7ae0e28560f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D32","Door Jamb Inspection"
"d600e34c-dab9-5b08-a435-2eaf93034c4a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D32","Door Jamb Inspection","Door frame as per door schedule"
"bc5e11a7-4f3b-52fe-9999-581660a4ba7c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D32","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"f7d0c014-af19-5cea-9f40-cfa16b0b0613","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D32","Internal Door - Door Install"
"5c52bc42-8879-5782-b8f7-eb2250011b76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D32","Internal Door - Door Install","Hang Door"
"8fee1731-00f9-56f2-a253-082f0d2f2879","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D32","Internal Door - Door Install","Door prep"
"a6977caa-40fa-5eb7-8bd5-07ac68bfa7d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D32","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"08c73c26-50bb-5b6b-b100-8707713c3463","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D32","Internal Door - Door Install","Signed off - Contractor"
"0afd9a83-878f-55b9-8d44-41338494c297","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 6","D32","Internal Door - Door Install","Signed off - Builder"
"4c2a4abe-4b94-5b5f-a400-dba88668a20f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D32","Internal Door Handover"
"6ac1050c-42fa-5dfb-81dd-b7e71c5ebdbb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D32","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"3d47843d-7e4f-50f3-a517-044b957e37c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D32","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"5438378f-36e4-40ac-a76a-e3b250923b9f","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 6","D33"
"2fbcdb61-1850-535e-ad84-e49030805e90","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D33","Door Jamb Inspection"
"a5587c5f-3290-51e6-a4fc-522cf3ca5374","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D33","Door Jamb Inspection","Door frame as per door schedule"
"9eea75d2-2705-563c-ac01-fa4620f79dcb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D33","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"5aa890d3-346a-5223-b0fb-b5d8453d267b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D33","Internal Door - Door Install"
"aeb012a7-fcba-5087-8747-2ef04a4aff85","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D33","Internal Door - Door Install","Hang Door"
"76c29569-511a-5045-a0cb-59904205424b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D33","Internal Door - Door Install","Door prep"
"67ec3741-589b-55cb-a212-1b2ef4058d05","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D33","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"95d672d2-c3f4-52a4-9d7d-16f9dd0cdb35","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D33","Internal Door - Door Install","Signed off - Contractor"
"0c7419ee-8f17-5377-a5a6-b7a970ae8254","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 6","D33","Internal Door - Door Install","Signed off - Builder"
"e3296dd5-4fa0-5d41-8ba6-261178f82cdd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D33","Internal Door Handover"
"4201eadb-0514-5aa5-9740-62370f03e5dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D33","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"c25f3c71-7272-5cf8-9af5-beff2fab642a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D33","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"07eaaf49-298f-4548-9ca7-cc8dd5c645b2","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 6","D34"
"842c6bfd-a947-557b-817e-ad981a894480","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D34","Door Jamb Inspection"
"264b6a29-2c55-5fe5-997e-0b15eccee6cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D34","Door Jamb Inspection","Door frame as per door schedule"
"be4f1734-1078-51d0-92ee-997a8ba87755","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D34","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"4b32f2bd-7f7a-5ae7-823c-0014c871544e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D34","Internal Door - Door Install"
"3309247d-a164-50d6-bc3a-4b545004814e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D34","Internal Door - Door Install","Hang Door"
"b2f3ba8a-1d64-5895-adbc-6cc4a047fc31","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D34","Internal Door - Door Install","Door prep"
"2e948627-f43c-5207-8181-0db186bd0c32","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D34","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"735433ce-e89a-5ec3-975f-4147b2db9f89","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D34","Internal Door - Door Install","Signed off - Contractor"
"cc307fbf-294d-5ce8-9abb-6693769ff25d","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 6","D34","Internal Door - Door Install","Signed off - Builder"
"d9ce8430-4496-55f7-a169-a0a1e2da5f69","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D34","Internal Door Handover"
"53468f12-268d-50c2-96f4-b9610cb4df08","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D34","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"0e5c9e34-28f0-5001-90ba-108e21e7d0f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D34","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"aaba3935-3790-4953-ad6e-b0a282755968","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 6","D35"
"3a0e04bd-c608-5f92-b1e7-ba49729672ae","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D35","Door Jamb Inspection"
