"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8108469e-f7c2-41a7-ad48-7aea2f128e19","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"d555fede-d8df-46ea-b723-49c18fa57484","","not-started","","folder","TRUE","FALSE","Site QA","Basement 2"
"eaf66f94-42f3-429b-93a1-c42773b16e94","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Bed B0428"
"8548eeb5-cc04-4254-bea1-25552d4973f9","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Bed B0429"
"a02ba22f-f376-49e7-98f4-a6282211069b","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Bed B0430"
"97f9fb47-b1d1-4253-8923-0f1ca667b38e","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Bed B0431"
"a306b6ad-ef54-42ef-95d2-e9f6c1a7a766","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Bed B0432"
"cd6bfab2-371b-4794-be78-11502b3af68d","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Bed B0433"
"52ad643a-fcbb-4202-b1ae-f0b7b4e73cd9","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Bed B0434"
"56f3e616-e75b-48d1-9d05-7d62bef1705e","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","BOH B0438"
"8c81b851-49a8-4efe-824b-d1a9654cd22e","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Chute Room B0490"
"060d4d53-7147-404a-b465-006d229c68d8","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Cleaner B0493"
"61ffef47-f133-4a56-ae37-3f0c945f9ad0","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Comms & Elec B0480"
"0ae3854a-3eea-4d3c-a1ac-425b729628b7","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Corridor - 1 B0440"
"aa4ce71a-a4c9-464d-a858-d334c4455d15","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Corridor - 2 B0441"
"e93318ab-fb51-43c4-9a63-e93ab92e160a","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Corridor - 3 B0445"
"a460effd-733e-4608-b285-d193e1592441","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Corridor - 4 B0449"
"e0e7f2ec-bd58-4115-8969-2eb8d78a6bee","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Dining B0447"
"d7809344-dab0-4824-80d2-5fbba6a65fe0","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","DU B0492"
"d795d61e-6fa7-47c1-b092-81e74ee0f022","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Equipment ST - 1 B0491"
"242bb64a-3cae-4044-b13c-c4f8643cceb8","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Equipment Store - 2 B0494"
"7e222ce3-f0bb-4080-8d3c-d3d114370c52","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Medication B0436"
"2a3cf91c-3a5b-4401-963d-05c53bdb6e50","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Nurse Station B0435"
"58fd8893-476c-4d44-8058-86d5314e96d0","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Servery B0437"
"9a6c2a8f-2125-49df-ace5-b0f10144aa6a","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","WC B0448"
"e919cb86-b3f9-40e8-820c-3ce37277f1a1","","not-started","External Façade - Walls and Ceilings","checklist","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","WCC B0444"
