"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7dd9af6d-8272-4328-b9f0-ddc2814e675c","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"0d2282ae-b0d6-4f0a-921a-45f2e4df878f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stage 11"
"7db5f57e-321c-48ee-b2f0-75da061a3df6","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101"
"8ed89402-a56a-4861-8cdd-cac844dcca72","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in"
"ee893557-596c-4034-aa7f-ed32dd9b774a","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in","Waste & Vent Installation"
"04e0270a-cdaa-5058-bdfa-8adc3b4e6cb2","","pass","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in","Waste & Vent Installation","Details:"
"343588b2-ea15-5799-8e11-a27e533d88a4","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"15d83554-60d3-5dae-ac0d-b7117f66ae8f","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)"
"8f9778dc-abac-5397-b84c-9ee020d52746","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Installation complies with current drawings & specifications"
"86923633-1492-5a2e-9fc9-019d0f237306","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"53f44fbe-943e-5ffe-8f23-c3f8711a536a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Check for damage & leaks"
"388c9aa5-6f92-55b6-8b48-ffeb9da3ed68","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Check pipework can not be holed by plaster screws"
"98266854-2faa-5f7f-8b7f-e623909fde23","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Check crimp fittings"
"ed2cf56a-72f8-5588-bb9c-4486ae703770","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Check for cross connections"
"a9dce5c5-ec74-5c37-a9d3-760ca81088c3","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Check alignment & levels"
"5def9376-5904-57e8-a6fe-2936f739d8fc","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Check materials & joining methods"
"72e9097e-85b7-5420-a6a9-760bb170d423","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Check pipe clips, hangers & fixings (correct size, spacing & separation)"
"a675dc5b-2a52-5e15-9a44-a97d970ce108","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Check lugged elbows"
"f25e98d0-56a4-5c8d-b124-1fad004a8f21","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Check noggings for future fixture"
"1b952b97-248a-5d6d-85d7-22fdf4f2829b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Check sharp edge pipe protection"
"d4030b40-60b8-5c3c-b42b-d7bd08d34ed3","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Check pipe colour coding"
"58a062af-fe91-5e0a-87d0-96e02c7d2f1e","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)","Details:","Check floor/wall penetration fire proofing"
"ff8cf3c7-c53a-4e33-b8d8-70026ada2cfe","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off"
"5f9c7b38-2ba3-4b8a-ad30-84fec1e66556","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation"
"1f232f2c-31e1-5c80-82f4-442cccf63998","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:"
"4bfba300-e6f7-5964-b92c-0dd8951c54f9","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"236aa9e4-923a-5ba8-ba2d-d6ab1ca2c50f","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"6b9b5bd6-181f-51f4-ac4d-476e592bd058","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:","Installation complies with current drawings & specifications"
"2effdf7a-b046-5946-b772-70e610f2dd98","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"1d13dd9c-10ea-572c-9b86-db1ac8f78e41","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:","Check for damage or leaks"
"93ddb7e0-2112-5227-8d6d-581d49bfda67","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:","Check fixing points are secure"
"7e0edfe2-9730-58fd-99e8-d31069872d5b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:","Check level & alignment"
"fc363b14-49e0-5bcb-a70a-164c8e5a827a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:","Check mini stops"
"73a6f68d-e410-5c6a-95e2-bc3b2c990a83","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:","Check flexible connections are not twisted or kinked"
"2256ab71-1e01-5410-b9cd-937bd222c97a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:","Check special DDA accessories (if applicable)"
"60aa0c57-b0c7-55ff-a752-f860bb9b86d5","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:","Check all functions, controls & remote sensors for correct operation"
"fa596555-8117-50d2-bbd3-0e24b5acae0a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:","Check trap is clear of debris"
"bebcb466-d182-59c0-9b25-192a47f91a04","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Toilet & Cistern Installation","Details:","Check caulking"
"2e7d8200-67c5-40e1-aecf-1b72351a8478","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"8feee02e-c5b2-52a5-bfd4-7dbd16ca3002","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:"
"04f7565a-627b-55a0-ab52-a3e23f116f3c","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"fc7dee6e-50b1-593c-876d-93aeeb09bed9","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"1270d38a-007f-59e4-a225-ca4baf290525","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"411aec41-be29-53d4-9022-c673b24f5a4c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"2cdd1954-d116-5bb1-a1e8-13c8ac5b9fc2","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","Check for damage or leaks"
"500de04d-6b4c-56a0-8176-f2da63bd884e","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","Check fixing points are secure"
"f6fffe09-bcd5-5f0d-acb7-a7216e370a66","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","Check level & alignment"
"680ae5dc-e6e3-527e-a350-c0801c3f717f","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","Check mini stops"
"f0f4bd33-3a00-59dc-a534-c26961bd71da","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"7ea080bc-c7a6-5e87-9695-832a43c08caf","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","Check special DDA accessories (if applicable)"
"ba9bb1ac-7eb3-587e-868e-6f29c6cbd15a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","Check waste & trap connections"
"b5a771ea-b76b-52c1-b8e0-4bef508a785c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","Check all functions, controls & remote sensors for correct operation"
"99792ad9-b7dd-5e34-82e6-ff2c3d739cfd","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","Check trap is clear of debris"
"d074d9db-38c8-5016-ac54-6b9187bab057","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Wash Basin & Tapware Installation","Details:","Check caulking"
"cc56810e-70e7-42b5-8ce0-1d19dc3bc973","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation"
"5db63c75-f4e6-501e-ab75-0ac2c11790a3","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:"
"44849480-09b7-59d1-9314-db249982194f","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"b5c229ba-c988-549d-962e-e6702a3aa79a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"67de25bb-3ca9-5bd6-bca4-dd1eb5969a67","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"94092e31-b680-5cad-bd5a-7cf950cb9fde","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"2fc336b1-7466-54d6-bd20-b1df003799c9","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Check for damage or leaks"
"0359aed7-bb54-53ba-b1b9-0bcba90218a2","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Check fixing points are secure"
"0472187f-b66e-5f62-b8a4-3c2985b5459d","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Check level & alignment"
"2ea82414-5e8e-5a01-9e30-bae23df6a283","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Check wall plates, mixers & diversion valves"
"00bd6523-f980-576c-8a2b-8b85c80ada78","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Check outlets, wall rails & hand showers"
"d9399607-f002-517d-a7bc-cf8536661b35","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Check special DDA accessories (if applicable)"
"95b40d21-3695-51eb-ad6e-4112ead99870","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Check waste & trap connections"
"4ca13ea8-0b3e-5a18-b09b-204d26646b1d","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Check all functions & controls for correct operation"
"b5fd02b4-fd3c-5d55-82a7-0b79d46c94a6","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Check floor grate level & alignment"
"75e98f4c-18aa-5024-9029-d2dedb8f89ca","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Check trap is clear of debris"
"501805f7-1052-5007-b1db-6ca84ab7d400","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Shower & Tapware Installation","Details:","Check caulking"
"97ef56eb-55f3-4d8a-a52d-5b758ecea14d","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation"
"d2328190-77c4-5bd4-ae64-3d2d33b7f366","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:"
"c34fa73d-70ac-5c01-88aa-0aa9ed70061d","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"029b116c-8ef0-50b2-ad37-fc68297c2dda","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"eaf58c7b-fe81-5693-8b0e-bf73b4ae01f7","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"d23d3f7a-ca9e-5dda-b552-37b628d4b497","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"df2ad089-ec9a-58d7-83fa-2acdb09ad472","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check for damage or leaks"
"6522e338-2ff3-5b96-9fd7-2d959c1e6ff8","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check fixing points are secure"
"2cbdd594-ab30-540a-92d6-b8fb04c53305","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check level & alignment"
"3fe185f0-bae2-5b3d-b403-b3e212bc7839","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check wall plates, mixers & diversion valves"
"d899a1ab-bbc8-5881-a3ef-86f7886a8825","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check outlets, wall rails & hand showers"
"fb22e6a1-77c1-5260-942a-5abdb2c51b35","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check special DDA accessories (if applicable)"
"308ee135-8f60-5c5b-9c05-8862a9ec9ebb","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check waste & trap connections"
"99ef368b-90c0-563c-bd16-5e19ecf08c91","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check all functions & controls for correct operation"
"51207dc8-fa2d-5098-a963-5ec2543db559","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check floor grate level & alignment"
"46773baa-80d3-5a2b-be6f-bbfff7e683fb","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check trap is clear of debris"
"4a924ed5-dab0-577d-8816-a2d78eb91720","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check caulking"
"788dd43a-2d77-43cb-a311-7937a383d6f5","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"5bbfbdda-c018-516b-871f-43cd3ea2414f","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:"
"5931d60b-8660-5c86-a976-93eedbf198b0","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"2cee9ada-e869-5f22-a76e-0774b988b17e","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"847944b5-1126-5ea6-bed2-408e14025bfd","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"c81793be-83c7-57a3-bf75-04f5968d820a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"f5fbe8d1-39b8-5940-a12d-aebf1a233286","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check for damage or leaks"
"6044e1a1-efee-55fc-9331-a81e63012a76","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check fixing points are secure"
"1b823075-485e-525d-bc90-05cec932080c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check level & alignment"
"c8a68b3b-6cb0-507c-9e68-f0dfed844e9a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check mini stops"
"65af1331-fb8d-5ded-902d-31941fdc927d","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"6d56b182-eaae-5953-afb3-197ef3e3c9a6","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check waste & trap connections"
"f6f9d382-439c-5ed3-85ff-059e3d458e0d","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check dishwasher waste & water connections"
"07d619b2-1e3d-5a27-baf1-d8afd6a57c50","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check stop valves for future connections are capped"
"b7c61c03-acec-56a0-b046-94db7c2b3c62","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check all functions & controls for correct operation"
"e23b0fb6-f6dd-53ce-8407-62fc68e66146","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check trap is clear of debris"
"7e063a25-9ed6-5306-890a-247574941dc2","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check caulking"
"395bc39d-d32e-4303-8e91-6683ce6ce63e","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation"
"60116b11-2f6e-5bdf-9f36-75fb9f4355fd","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:"
"92f85e57-a6e4-570e-a569-3c8c95daeb61","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"2f8c73a4-bdf5-5a9f-b9cb-ff5511decd74","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"37cef4d6-063a-573a-a1c7-7d1904692a24","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:","Installation complies with current drawings & specifications"
"e5a032dc-227a-5ba3-8883-a0db15d999b8","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"4e05d74d-15e9-53cb-89a3-c944c7af55c6","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check for damage or leaks"
"fe75c7e9-0d5a-5400-9cd7-72b0898a3b41","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check fixing points are secure"
"a991e33c-dc70-5877-b2a9-f325ea66cb28","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check level & alignment"
"4013aa6d-01f9-5292-9060-2ec9b950aa54","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check isolation valves & non-return valves"
"eff3fd4b-d7c3-5c58-a82f-436530dad055","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check pressure reduction valve (if specified)"
"1e95e5f2-992c-5e4d-958f-1c37291e5a33","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check flexible waste & water hoses are not twisted or kinked"
"9fc979e3-695a-559a-b595-c17650b41dbe","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check flexible waste hose height under cabinet"
"19463268-1e8b-53cb-a0de-562ef51162fb","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check waste connection to trap"
"3b736986-5788-526c-8a8d-05c608062e60","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check all functions & controls for correct operation"
"d36654c1-95d8-47d0-915f-4c8e98fb5b6f","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1306","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
