"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7dd9af6d-8272-4328-b9f0-ddc2814e675c","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"0d2282ae-b0d6-4f0a-921a-45f2e4df878f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stage 11"
"7db5f57e-321c-48ee-b2f0-75da061a3df6","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101"
"8ed89402-a56a-4861-8cdd-cac844dcca72","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in"
"40bd4b58-b674-4118-85f1-927fd6d59b78","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1309","Plumbing Services Testing","Testing Gas Service"
"4a10ccb8-2db0-4472-bbba-805e40652164","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1309","Plumbing Services Commissioning"
"d358ac72-4e58-4469-b289-96989d3acab0","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1309","Plumbing Services Commissioning","Commission Fixture Group"
"5c538bf6-bab3-4d2a-a271-01347f352389","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1310"
"a4621712-3d13-46f2-bf28-3d5baf15a2ed","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Rough-in"
"f8b2d511-295b-49a1-87f3-daacd2509735","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Rough-in","Waste & Vent Installation"
"36b68e87-14e3-4a6f-b6b8-e4d849bc69c7","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"9482c1e3-29f1-4aa6-aef3-0f478bd78571","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"2c62062e-321a-4851-9b0b-5a78085f00a4","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Fit-off"
"3ccb0cf6-de55-44e4-bb1a-28678c7d2677","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Fit-off","Toilet & Cistern Installation"
"6f9603ed-7178-41b9-8863-0625e8e7f0aa","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"8a37222c-cbee-446f-9d7f-c914702b71f5","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Fit-off","Shower & Tapware Installation"
"f24c2d7a-5cb3-43e6-90c9-c033af30914c","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Fit-off","Bath & Tapware Installation"
"03edff9f-1a57-403e-9bc9-1ffa2b34491d","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"4c3cfee6-4e1d-4b80-9f97-7fc7b8f896ad","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Fit-off","Dishwasher Installation"
"8f81f91b-2603-413f-974d-95fb65dba7b4","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"ec087764-fa6f-4dc6-b151-82cef241a2af","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Fit-off","Washing Machine Stops Installation"
"1f17a066-6b4a-4860-9b86-86501d1bbf95","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Fit-off","Tundish Installation"
"25c63827-79e2-4751-aa8d-8d36e0db37ed","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Fit-off","Hose Tap Installation"
"a6c679a9-04cd-45f7-a65b-3bd4be3331d3","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Fit-off","Gas Appliance Installation"
"f2e60ddd-0930-4188-8874-e12fcbfd23fd","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Fit-off","Hot Water Unit Installation"
"454b0e24-b5a6-4cb0-bb76-e750d86b1bbf","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Testing"
"40b51ad5-05a6-4db5-b9d9-57284c580ee2","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Testing","Testing Potable Water Pipework"
"75c92a0a-9edc-484b-9b92-d6daed422ec7","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Testing","Testing Gas Service"
"0efb9bc5-c491-4b6a-9a15-aa3f3e8ddebe","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Commissioning"
"c8c0a77f-57d1-487f-828b-fce6a484a3d9","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1310","Plumbing Services Commissioning","Commission Fixture Group"
"a6dd2175-6184-4efb-96fc-475da2b98b1f","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1311"
"c154702a-1645-409b-bd27-74da9c030acc","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Rough-in"
"c7a5729f-1079-41b7-be36-80a9f8f0e64b","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Rough-in","Waste & Vent Installation"
"96eb5d85-543e-4317-8fc2-922a16d1f715","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"d44a617e-581c-4644-aa65-33fb9036058a","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"b8e5cff3-5dd9-4bc8-94be-dcfa102162f6","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Fit-off"
"dec346a7-9086-4051-b4c6-bf01837fdf41","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Fit-off","Toilet & Cistern Installation"
"6228e83d-8a84-420b-9336-175086f417d2","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"b4fae2bc-76e7-4c0e-b304-ea78f0469468","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Fit-off","Shower & Tapware Installation"
"13af5143-4688-420e-84c3-3bc54f2abfd5","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Fit-off","Bath & Tapware Installation"
"463cddb4-3fe0-4d10-8bf6-c05fc517d673","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"4a147a5d-57d0-4a88-8044-2046649d499f","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Fit-off","Dishwasher Installation"
"82ecb935-afcb-454d-8a94-acdda8e21c79","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"1ab32d6b-2934-4dfb-b2ba-7dc5c7d0018c","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Fit-off","Washing Machine Stops Installation"
"c12bcccb-d8c1-4324-9ebe-597209204aa7","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Fit-off","Tundish Installation"
"5c54dffa-5c89-4795-a1d5-f4be820c7f5c","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Fit-off","Hose Tap Installation"
"048216dd-ddc7-44bb-b8f5-603476eba932","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Fit-off","Gas Appliance Installation"
"6a34be1e-4f51-4d9e-a67f-4a6ecca78b11","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Fit-off","Hot Water Unit Installation"
"03d23587-1df2-44b2-b9f2-d0dc4e6b7e64","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Testing"
"939a438b-503d-4bc1-ad1b-2b54b1576dd2","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Testing","Testing Potable Water Pipework"
"3b60e288-2766-4333-8a49-54465e6027eb","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Testing","Testing Gas Service"
"792467b8-98cb-40f3-908b-6b76e59a6a11","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Commissioning"
"09bbf9ca-71f9-46a0-97b3-ebaa5b3dfbd9","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1311","Plumbing Services Commissioning","Commission Fixture Group"
"c3927715-0cb4-432c-b19a-2446ab1bd172","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1312"
"927acf7f-0651-44c6-aa5e-4f9d07b34000","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Rough-in"
"e0973698-30af-4bb2-8e60-f041b3c72535","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Rough-in","Waste & Vent Installation"
"e60a803c-17a3-4584-ad87-fe4ff1c4d136","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"045f6b60-c8a6-47af-8676-679513cd8543","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"620668a6-10b3-42c8-bfe3-a3a6c22d1cdf","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Fit-off"
"b0a2ba59-7b94-48b0-a986-9aafc33998c0","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Fit-off","Toilet & Cistern Installation"
"157837e7-9244-4850-bf39-71946b0ea52d","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"d07469f8-ce7b-4e83-81db-4c0aba936539","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Fit-off","Shower & Tapware Installation"
"8ad298b1-552a-48a0-99f2-8f6f337c9393","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Fit-off","Bath & Tapware Installation"
"f1995857-6dc6-47a0-9d8e-1d2ad36a4617","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"c4c952f0-7861-431b-85e7-76991186cc7c","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Fit-off","Dishwasher Installation"
"378a723d-c7cb-403f-99db-0b149a83adec","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"e1c53494-4a4e-4548-a56d-e1ee0980997a","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Fit-off","Washing Machine Stops Installation"
"da1ffca2-931b-4696-a7e8-b69ccaa1c4e1","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Fit-off","Tundish Installation"
"716e2769-4b7a-427d-b68e-d3a549fdeec0","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Fit-off","Hose Tap Installation"
"2a0464c6-9771-40c3-a471-292d9b1bb576","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Fit-off","Gas Appliance Installation"
"6c114ad8-ef56-4916-9c95-48dd18154afa","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Fit-off","Hot Water Unit Installation"
"2895d117-f90f-47b7-8c4b-96cc93121c87","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Testing"
"44435ce4-effb-4279-b173-d3483c4e707d","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Testing","Testing Potable Water Pipework"
"67d3cde8-2a46-45f2-ba46-2dde379c39cb","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Testing","Testing Gas Service"
"2f36c385-726e-4051-b405-19a70b398d24","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Commissioning"
"18ad94d1-94ff-476e-af5c-006eca534a81","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1312","Plumbing Services Commissioning","Commission Fixture Group"
"f068b8dc-6757-4253-b282-1d7ef41dc711","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1313"
"7c419b5f-1bd2-49f7-85b4-4d6efb5f757f","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Rough-in"
"edcce3f9-64e9-4b0c-af8e-440c51071e48","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Rough-in","Waste & Vent Installation"
"5d1835fb-21c9-4388-9497-a31a11eb612b","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"bc6fce43-e865-4e3b-9e7b-5cebed097a15","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"3ba33855-9014-485b-91c9-e7ce46d255e6","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Fit-off"
"2e3937e2-e854-447a-914d-0bcaf28e9d44","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Fit-off","Toilet & Cistern Installation"
"48102527-42d3-47ab-8f94-8b2ef0b608da","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"07ccbc6f-ada4-4e2e-9169-8265aa2a6013","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Fit-off","Shower & Tapware Installation"
"ab37d72d-c423-4ae8-9c00-628b8e4b93f2","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Fit-off","Bath & Tapware Installation"
"99bad81e-2d9e-45a5-9557-eb008bc9a320","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"bed6ac1e-720c-4f82-b0d9-a7d83b55830a","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Fit-off","Dishwasher Installation"
"7d1079db-2a5a-42bf-bef0-f864be69dc8b","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"fa622b30-b3eb-49e2-9faf-a96a39623215","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Fit-off","Washing Machine Stops Installation"
"17cafdc4-d29f-485c-8c0e-e140ae881a58","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Fit-off","Tundish Installation"
"bbfc23f0-fdfd-45a0-9799-44b8d2d39c06","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Fit-off","Hose Tap Installation"
"a75710b8-3408-4710-b1ab-a1a37c966c89","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Fit-off","Gas Appliance Installation"
"6a7e619f-ed1d-4df7-ae9a-77dc4dd07cb7","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Fit-off","Hot Water Unit Installation"
"5be02314-2ace-4817-8d9f-958e3d06823c","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Testing"
"cba06b96-b3e6-428e-b02e-bca21e45ca47","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Testing","Testing Potable Water Pipework"
"5129be3e-c707-4be3-96f7-fc8a52097e7d","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Testing","Testing Gas Service"
"9bf6dc3c-0b1e-44a6-8892-28a7f9444831","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Commissioning"
"ace56c23-27ea-4687-9e9b-84f3e333bdd5","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1313","Plumbing Services Commissioning","Commission Fixture Group"
"178178ce-a540-4e6c-8845-b9694a927bbd","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1316"
"d8111c82-4bbe-4112-aeab-bf9d6a13f8a6","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Rough-in"
"d5856442-30d5-42a0-bda3-44ef7ec69a65","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Rough-in","Waste & Vent Installation"
"945d83a0-2af1-4646-803c-0c3f3b9758cc","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"ea7f6bf4-1cfa-45ae-aaab-aa1248f90409","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"6857cdfc-8a1c-43d5-8749-7de13dfa1dc2","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Fit-off"
"de4e1e0c-c9bc-4a65-ab64-22285c76b59a","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Fit-off","Toilet & Cistern Installation"
"1ae60d9d-482a-4ec3-a168-148e74fb79bc","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"9de986d9-f7fb-45ae-8612-b1c905ca0d54","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Fit-off","Shower & Tapware Installation"
"8bb87057-6b0d-43ee-8407-f81027689e90","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Fit-off","Bath & Tapware Installation"
"0265bac4-9962-4389-9419-092da47de7a7","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"6c46ce52-523c-4e19-ac70-796b05a2c9e2","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Fit-off","Dishwasher Installation"
"07189726-9856-48f1-8d46-f7febacc283a","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"23b8b88d-9d67-4986-bbe1-f363a679a6b8","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Fit-off","Washing Machine Stops Installation"
"3eadeb97-2aaa-475d-97ff-842a0be58171","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Fit-off","Tundish Installation"
"7cae0878-83ce-4013-8efd-29a03f3fd57a","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Fit-off","Hose Tap Installation"
"33824c7a-9437-4015-a29f-ce98fce5ee7b","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Fit-off","Gas Appliance Installation"
"dba0b262-9fdb-4734-9f83-94f41a26e26e","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Fit-off","Hot Water Unit Installation"
"f0c5bcd3-4f61-4b25-b42e-c6d143ebf7d7","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Testing"
"05b45c68-329f-4ee9-8099-c223b36f0106","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Testing","Testing Potable Water Pipework"
"7a1c3e7e-83fd-4019-bc65-fc2dc524c72f","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Testing","Testing Gas Service"
"a9b21220-daa1-4830-ba9a-981eb792412a","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Commissioning"
"767ab5af-8162-495e-9475-b5562947ea93","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1316","Plumbing Services Commissioning","Commission Fixture Group"
"74013504-523a-4424-acc4-10a0b15a32fd","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1317"
"7d0b37e4-55f2-4616-aff1-6adba65e11b7","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Rough-in"
"d9ddf196-6ea1-4ec6-88a0-c006958f79f7","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Rough-in","Waste & Vent Installation"
"16ae89ee-d994-40c2-bcad-ce715a1677d2","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"107b4cd5-4c21-470f-b17f-fe18e3450909","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"616cdbaa-aab9-4fdc-acd1-b4dcc6594a65","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Fit-off"
"31149e4d-50e9-44b8-9330-dc9b3ae021d7","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Fit-off","Toilet & Cistern Installation"
"ae26d0d4-f83e-4180-8375-0d05edaed48b","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"b88dc844-f70f-4ba0-b3b3-66348770454b","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Fit-off","Shower & Tapware Installation"
"479c3c9e-9cce-4233-bfae-bb8ed1d27ed4","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Fit-off","Bath & Tapware Installation"
"ce1cfd20-9fa3-4229-9398-21ef865e9acb","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"f9cf8768-2279-4129-a8f7-af1f6d6e852c","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Fit-off","Dishwasher Installation"
"9f94be82-1678-4c52-a9e2-944d83c3d809","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"087ab6e6-0edc-4b5e-a515-315965cd1ffb","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Fit-off","Washing Machine Stops Installation"
"966e9c21-bbbf-48e2-9a09-2131ad6003ef","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Fit-off","Tundish Installation"
"9c7cc05c-aac9-4bb7-b104-169bed36e538","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Fit-off","Hose Tap Installation"
"0343b5f7-2db1-4d3d-93d1-ce3bfc3631af","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Fit-off","Gas Appliance Installation"
"c1c6efff-a78e-42ac-9d75-c4b4cac64025","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Fit-off","Hot Water Unit Installation"
"cd176459-9baf-4e49-a43c-3721ad4609e0","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Testing"
"a5b4b6f6-61cc-4f57-9fe8-a1b188a455a8","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Testing","Testing Potable Water Pipework"
"82ba1f06-f76a-43c1-88c3-c9c0ddb3b403","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1317","Plumbing Services Testing","Testing Gas Service"
