"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b3c00575-27e4-4cec-93d0-1946f3ac9c32","","checklist-flat","pass","33e11ea08c3fa156ecb2b71326c329db44ccf0570380e5ecf555176e03d1ff69","checklist-flat","FALSE","FALSE","Anura - Project Details"
"95744827-80e3-52a6-a030-d5645a13b5f4","","checkpoint-status","pass","","","TRUE","TRUE","Anura - Project Details","Project details entered below"
"d50b6007-ca75-40b2-a0bd-6e9617b931bd","","folder-normal","fail","","step","TRUE","FALSE","Podium"
"620852fd-3a2b-48b8-a680-058a733800f5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Podium","Manufacture QA"
"4fd240fd-59b5-426e-8645-e8ab19fad1db","","folder-normal","pass","","step","TRUE","FALSE","Podium","Manufacture QA","Level 2"
"78d56342-1876-49c7-a099-34d39c56f250","","folder-normal","pass","","step","TRUE","FALSE","Podium","Manufacture QA","Level 2","Panel"
"5780880b-dafa-47a7-aef0-1f6cad079971","","checklist-sectioned","pass","227c737d3e83fef9e686b63f909d0164c376d77f0e52f2c2659a4fd07d2d56a0","checklist","FALSE","FALSE","Podium","Manufacture QA","Level 2","Panel","02-63"
"e0955c4b-d15c-5c00-82ad-1d1f8d5655ae","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 2","Panel","02-63","Manufacturing Documents"
"d5225621-3285-52e6-8a58-783a46947844","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-22","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"0137b996-699c-5dc3-8a85-651bf7bb8d72","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-22","Element Caulking"
"dc65b7d8-5f06-5fbf-aaf0-33fa7414fbed","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-22","Element Caulking","Element caulked as per project requirements"
"653a4942-960a-5a1c-b575-184b3a6acab1","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-22","HOLD POINT - Confirmation that Props can be removed"
"d2de8470-d5e3-5b41-a111-692c167689b6","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-22","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"e37c49f1-971c-51da-8d8d-922e73aa7d0d","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-22","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"dc394812-e178-513b-a176-f7e1e90bccb5","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-22","Basic Patch"
"a1cb852f-50cf-54f2-b229-a3419aae9f65","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-22","Basic Patch","Have the lifting anchors been patching as per project requirements"
"b469f05f-2d34-5bc8-9e97-834027639796","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-22","Basic Patch","Have the prop points been patching as per project requirements"
"9ae0a6e5-4a06-5e32-8aa6-739d2b246594","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-22","Basic Patch","Have the grout tubes been patching as per project requirements"
"5d67a892-65fb-5a96-a95e-c9c6ad0c6581","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-22","Final Finish"
"0230cfe4-0773-5a36-ba25-33ea73f6662e","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-22","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"2f6f531a-8287-542e-8b3e-d284d3965276","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-22","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"3c96fdea-c9cc-4330-9727-029edb771fb8","","checklist-sectioned","not-started","Installation Checklist","checklist","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-23"
"c12dfea5-a423-5b25-a697-b985e83d36db","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-23","Element Install & Grouting"
"93ead0f2-b349-5369-bac8-f81550608afd","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"fbd7f1aa-5500-5ad3-bb46-d12eb7da11c9","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"550c6e92-bd73-51d2-9bab-5ebd360dfdf9","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"7091b6a1-bde6-5bf3-bbbf-0d4538015c9d","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"22113625-4458-5aad-bd38-b978a30b1d67","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"f537160f-8d96-5e17-b5d3-3551b584ff9a","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"62e13c29-c001-5eb1-b01a-3901af453b09","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"fffdc74f-67e7-5eb7-987f-9ebe0b548540","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-23","Element Caulking"
"80d26da4-5eb8-5c4c-adec-c5306015b8a9","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","Element Caulking","Element caulked as per project requirements"
"2f7bc2cf-80d5-5460-bc83-61eda6ffdd35","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-23","HOLD POINT - Confirmation that Props can be removed"
"854e9f82-b560-5da4-96b6-3cae0fe53d95","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"6f0407a7-f1c0-5b41-98fc-6bf1b38332ac","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"835a9e06-7b4f-568c-bfec-ba013a2486c7","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-23","Basic Patch"
"d14877e5-9766-54f0-9c15-9d5cfa8decc5","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","Basic Patch","Have the lifting anchors been patching as per project requirements"
"18d66e04-7be8-5b2c-bad7-128ec4d44244","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","Basic Patch","Have the prop points been patching as per project requirements"
"d6162285-9647-5a5a-872c-3b1a54d4b36c","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","Basic Patch","Have the grout tubes been patching as per project requirements"
"b5b5297c-6ddc-51c3-954a-750612f2074b","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-23","Final Finish"
"400992c9-764c-5e5f-94cd-16e8f125560b","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"ba78f0b5-2b5a-512a-b1fa-730135200c99","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-23","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"826ddff3-9383-42a0-8dbe-34f2e37cbfb1","","checklist-sectioned","not-started","Installation Checklist","checklist","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-24"
"d03ba601-12d2-583e-b4ae-8bce12ec67df","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-24","Element Install & Grouting"
"9392f50e-6052-560e-82ac-91420772209a","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"ac86cd84-f50f-5978-9c0f-c3f6d53a0804","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"7e02acf4-ca79-51a9-b2a1-05df41a1490e","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"5e8c7ced-7fe8-51b8-87d2-c4e9cd3facbd","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"dc1865b9-552d-54c4-a13b-b18c48a3da5b","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"9fcffe38-7715-53c4-b696-fe51df91f1ec","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"c60192c6-a542-5b2f-b804-19fa46c8bd34","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"ea586731-8569-55b9-8660-5ab4202165fe","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-24","Element Caulking"
"b6078060-4c9b-5835-93ba-8f24a207b651","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","Element Caulking","Element caulked as per project requirements"
"407dd04a-21ab-52f9-a765-5a3e63aece99","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-24","HOLD POINT - Confirmation that Props can be removed"
"ff8d52ff-0db2-5f29-b1d2-8913f62bb0a1","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"cd8a37a7-0b5f-545b-9be1-6589af9dbc6f","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"2beda3ed-1810-5632-aa5b-6f748a2fa4ad","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-24","Basic Patch"
"2920c2df-430d-522b-8337-bdab610fac97","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","Basic Patch","Have the lifting anchors been patching as per project requirements"
"676c06ce-1c2b-53d3-bbed-143af9590c06","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","Basic Patch","Have the prop points been patching as per project requirements"
"2ab51984-287c-56f1-b262-8599e7f96a57","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","Basic Patch","Have the grout tubes been patching as per project requirements"
"776882b2-7c17-541d-aae0-c22673159aa7","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-24","Final Finish"
"0951d596-52b9-5607-a122-4777baef5b8f","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"89ff6cc0-52e4-5c10-9c68-82f8aea3c1d9","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-24","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"e3b798a7-e297-4151-8268-1f2d4c41c172","","checklist-sectioned","not-started","Installation Checklist","checklist","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-25"
"c6b90eae-8d26-555c-9f8a-7f1351425ce1","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-25","Element Install & Grouting"
"a96253ce-c274-579a-aa99-520ec5c97fbf","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"2cdead81-7358-509e-b79e-263f4f92fd81","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"91c1e411-da38-57f9-90b0-7f3f4cfcfc7f","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"25e5fa1e-a0b1-520a-90f7-82c324970ac1","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"49c1b11b-f462-5cbc-9e06-7d37e31927d2","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"622ffeb5-2ad2-5991-a47f-bab8d10ecf19","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"4b96d925-ab3b-569a-8ad9-b1bac172c44b","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"cf39aeff-ba49-57c5-9cca-eb26113637d2","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-25","Element Caulking"
"f249697e-1fad-5730-afe0-6f2d2e2ff014","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","Element Caulking","Element caulked as per project requirements"
"5fb46eab-00b0-5218-ae40-b6ba8d7decee","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-25","HOLD POINT - Confirmation that Props can be removed"
"3c9d0fab-fedb-54c6-a6d6-8bddf84169ee","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"6f7c7392-cd12-527a-8ed8-4efa321d783c","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"9ade751d-0504-5f65-bcb8-7cfc9d287856","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-25","Basic Patch"
"a07a6268-32e7-5698-8b69-db7e4a6e8b06","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","Basic Patch","Have the lifting anchors been patching as per project requirements"
"5943521f-8732-516c-b241-dc87925f80e1","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","Basic Patch","Have the prop points been patching as per project requirements"
"daa832ea-9508-5147-a3f6-100ea732a4b6","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","Basic Patch","Have the grout tubes been patching as per project requirements"
"a7d93a62-f13d-5ab8-a471-e8fc17703c0c","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-25","Final Finish"
"1d0274bf-7ba8-5b44-8122-475d3ef0eb16","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"4c503908-d3e2-5f57-9a9e-b5bcf861affd","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-25","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"4ce406b3-ed2d-4d52-acc4-7119eca20d4d","","checklist-sectioned","not-started","Installation Checklist","checklist","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-26"
"de113fcf-ae39-5569-a91d-81f148efa58e","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-26","Element Install & Grouting"
"1c18c3e5-9100-55ac-9ba3-db7fee44a9c1","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"f1b5c300-2bd1-506d-9d83-75658ab57678","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"06599e4d-bba9-5e1f-b04e-68fcec249cab","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"67d0769b-b4cf-50bb-b9c9-3812ed1bb074","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"64ab9f76-f558-5792-8603-0680e2c6a619","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"45199452-f442-5245-aed8-d732aaea53a6","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"86bc241c-5373-5e96-b138-dd05f458899c","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"165f1fef-cc2f-5164-8d5f-ae2c8a02451a","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-26","Element Caulking"
"cbac11da-a35a-546c-b2af-826928805919","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","Element Caulking","Element caulked as per project requirements"
"a5340239-4476-586b-91bd-2963cdd484be","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-26","HOLD POINT - Confirmation that Props can be removed"
"265c7739-b6fa-52e5-8e1c-bc572a6a8496","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"2df39abd-72fd-55f5-87a2-1d1a54074e48","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"64b51a52-1d87-50f2-a969-8e1fa9b82128","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-26","Basic Patch"
"86ad74d1-7d74-53b5-b1b1-df0ae7913609","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","Basic Patch","Have the lifting anchors been patching as per project requirements"
"9146f32f-9b91-577f-a52e-b2e4517b1327","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","Basic Patch","Have the prop points been patching as per project requirements"
"08c7f413-dab6-57b8-a32b-fe419ec1bf82","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","Basic Patch","Have the grout tubes been patching as per project requirements"
"4233cab1-5878-55b9-9be0-8c97b010682b","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-26","Final Finish"
"d47aa2c2-88ce-5a79-82f2-e1b09c3e75e3","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"d2ac03d5-723a-501d-aa14-ef6744681eb1","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-26","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"59c3f0f8-9d90-45bb-8c30-2966a119439a","","checklist-sectioned","not-started","Installation Checklist","checklist","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-27"
"a053f69f-2af5-539e-a6b3-8b4fad16d9e5","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-27","Element Install & Grouting"
"c550f63f-7b56-5172-9631-248b6e5e2afa","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"a970ee42-bafe-5056-bb17-253a3949b9a0","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"e5aced18-8ddd-59ab-ba7d-104b67a502c5","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"56e36f50-ac10-54bb-aeee-a0c7df52c2d9","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"b6afafce-7d95-5afd-b518-ff04182c80b3","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"29ddfaad-f524-5600-8f02-67f8806cadcd","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"9192cdd6-bcd9-5cc3-800a-c641ca3d7602","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"cd6c5bc4-08fe-5bbc-aef0-1e7b653ba458","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-27","Element Caulking"
"10185b77-ac51-5522-930b-3996752c6da3","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","Element Caulking","Element caulked as per project requirements"
"87c2c68e-6919-5e79-b725-e3f820d8cde1","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-27","HOLD POINT - Confirmation that Props can be removed"
"5e98d2a0-caf0-53a8-b05b-6fcdc47b8d1c","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"ec155712-2051-51e7-bddc-48c75db7cec6","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"b410117e-463c-5d8b-81ad-554a1e8b2bc9","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-27","Basic Patch"
"5bd19299-e46a-5dd6-805e-580564a33f10","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","Basic Patch","Have the lifting anchors been patching as per project requirements"
"e376c1ee-c448-51c6-a3e9-24a427940d18","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","Basic Patch","Have the prop points been patching as per project requirements"
"a00bbacd-4b07-511a-8d50-ea42c2cc05b4","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","Basic Patch","Have the grout tubes been patching as per project requirements"
"c0da8e58-f31d-5776-8f91-875a7eca60b0","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-27","Final Finish"
"f10b4076-3219-5bc8-9629-5fa3ec4597d3","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"d4603d8e-5055-52a0-8598-f18d15ec1ab7","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-27","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"97c59f13-80eb-4afb-b76a-4d734f539c83","","checklist-sectioned","not-started","Installation Checklist","checklist","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-28"
"15c1fc91-024a-5dbd-8052-72f8f3842e46","","checkpoint-group","not-started","","","FALSE","FALSE","Tower 1","Installation QA","Level 7","Panel","07-28","Element Install & Grouting"
"16a94399-06cc-5f6c-b6f0-22bafad14330","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-28","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"d2be0239-0470-53e0-8963-4ca84e205d84","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-28","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"d8e381bd-5dbb-54d9-92dc-89b3449321a3","","checkpoint-status","not-started","","","TRUE","TRUE","Tower 1","Installation QA","Level 7","Panel","07-28","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
