"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d6b4be16-3cc1-464f-8a0b-2d58d49f0d55","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"d646787a-da75-5ec3-a365-ef6f32f1005c","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"58d55353-e0af-4656-95e8-995547f30da7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"ab93e1d5-55cd-4db9-b37d-1a5f33c158ef","","checklist-sectioned","pass","b4d1633d23659b113421612c76dd31fcbb3d55235db2b92c835b5f74c883a446","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"b05b53f4-47ea-5b3d-9cbb-34eff74cf91b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail"
"d7a74365-dc60-5cb7-9c5d-bc99de4974e7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Edge Detail"
"a3697f4d-887c-58f2-830f-23898e980322","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Bar Projections"
"38ba44de-5d49-58bb-8c31-8fef9356b220","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Cast in items"
"4d85f23e-5fe9-4c9a-a238-a430f40a8e90","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 50"
"9730e462-84bc-455e-b76b-16210fdc03ec","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -1"
"9c68dc5f-a750-5aea-a2ad-aa2411d78073","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -1","Pre-Pour Check"
"5a32a9c2-3591-507c-bd5c-9712cfaa98fc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -85","Post Pour Check","Edge Detail"
"c4749675-1444-5ddc-9b5b-35ec6a97da62","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -85","Post Pour Check","Bar Projections"
"22333e41-2a44-5cc8-a04a-628d0c25dd0d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -85","Post Pour Check","Cast in items"
"db1c0feb-b375-5ef8-8a29-3ad6f33964ee","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -85","Stripping and Stacking"
"fe48545c-65d4-58f0-8c5a-488c0f6e27b6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -85","Stripping and Stacking","Stripping & Stacking"
"8e668ca6-3bfc-4c8c-8631-ed92f0c8cf0a","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 51 - 100","Panel -86"
"765d9535-c915-50e7-8fc7-6f25a2e470dc","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Pre-Pour Check"
"0cbe5b2d-a4a6-57c4-ab04-2bdf6ae9235e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Pre-Pour Check","Dimensions"
"0533fe7e-72d1-5252-983f-c610fec5b4ab","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Pre-Pour Check","Mould Clean"
"8dfd91ab-d5b6-5713-8592-97536dc0ee98","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Pre-Pour Check","Mould Oiled"
"3b69553c-0f46-51ce-b457-7f77ab16b512","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Pre-Pour Check","Mould - Workmanship"
"e990b59a-1d97-598b-8805-963b39435094","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Pre-Pour Check","Reinforcing"
"c74a8fe9-d5cc-5da0-a80e-032879bee2e3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Pre-Pour Check","Cast In Items"
"723c290f-039f-54ea-b977-77915680c40d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Pre-Pour Check","Marker Position and No."
"a6e8422f-978c-55a4-bd53-9a261c939210","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Pre-Pour Check","Make mould to Green Status"
"f6ffe9d3-092e-5720-9cca-3a9fbecd8457","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Concrete Works"
"92b2f46c-e3c8-59b9-b045-e08236d77642","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Concrete Works","Concrete Works Details"
"61e8f999-32be-5414-991b-66fffd038dbb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Concrete Works","Wilco Sample Taken"
"c0947ab2-9d7c-588c-8b20-2b1d567ab8c0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Concrete Works","Bridgeman Sample Taken"
"94a9cad3-1553-594e-9b7e-c979df421fb2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Concrete Works","Supervisor Approval"
"ee23c4e2-baff-5b6f-ae33-dbcdc878b566","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Post Pour Check"
"4c4b2733-4386-5394-a4b6-a8c7666cac74","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Post Pour Check","Edge Detail"
"23c8ce68-37bc-5697-b52b-fe6d32b8c930","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Post Pour Check","Bar Projections"
"afb8fa2e-bd3c-5a8a-be5a-fd8d34dff8b8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Post Pour Check","Cast in items"
"96bc9003-b6ec-5b0f-b71e-b47f9e4e024e","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Stripping and Stacking"
"8eaa2acf-76a1-5259-9124-ca92e4373c8c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -86","Stripping and Stacking","Stripping & Stacking"
"32f93407-2ae2-4b28-9f68-e6bd20da2975","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 51 - 100","Panel -87"
"dcb6b0f1-683b-54cb-a35a-698871b609de","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Pre-Pour Check"
"d9895dda-0d29-5683-96fe-4a13c3c7597c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Pre-Pour Check","Dimensions"
"42d94125-03d2-58fc-8899-9ea52c94944e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Pre-Pour Check","Mould Clean"
"cc280a4b-bec6-593f-9a05-d5670db625fa","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Pre-Pour Check","Mould Oiled"
"08bb89bf-026d-518a-97c9-70060bae258e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Pre-Pour Check","Mould - Workmanship"
"0c2af6a0-324e-51af-ae1d-f5a1205c828c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Pre-Pour Check","Reinforcing"
"aeda08a1-f198-5d99-a967-6beb0c852083","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Pre-Pour Check","Cast In Items"
"becec34c-5878-5bd7-a416-4a1f6c8eb739","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Pre-Pour Check","Marker Position and No."
"d6ae4abe-64e5-5130-8659-d157f60088c5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Pre-Pour Check","Make mould to Green Status"
"6426157c-7799-59d4-b092-48acc5c95377","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Concrete Works"
"97979ff2-5ee5-5e8d-9d0f-50ea50e1d1ad","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Concrete Works","Concrete Works Details"
"f92557fd-7a5c-51e4-a2d7-52d24bbdddb7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Concrete Works","Wilco Sample Taken"
"332bfdf9-7451-5604-afd1-39b70950fc72","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Concrete Works","Bridgeman Sample Taken"
"ff34b495-e302-51ea-9132-96935d86f320","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Concrete Works","Supervisor Approval"
"5cbca1b7-a6e5-5842-94b8-24c3e8e44eb1","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Post Pour Check"
"29b3879a-463b-568c-bad0-6236d3f86eb3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Post Pour Check","Edge Detail"
"43757412-4781-5cda-80f8-c8a5f367df4e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Post Pour Check","Bar Projections"
"61f244c6-4529-5498-9ec5-b2e5be291d44","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Post Pour Check","Cast in items"
"f66c3151-df2f-5468-a1a5-8500e99e0f95","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Stripping and Stacking"
"014c147f-3fe1-57fc-b2ea-36910d86d34b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -87","Stripping and Stacking","Stripping & Stacking"
"e7e5665c-6ae9-41f8-8e47-98b65b9871cb","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 51 - 100","Panel -88"
"f3177f2c-a6d5-55fb-bd66-db632768c525","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Pre-Pour Check"
"f0b6acc2-a91e-5b69-bf57-4a1491df497f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Pre-Pour Check","Dimensions"
"11b4f484-9208-59ad-a11f-37acb28ca137","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Pre-Pour Check","Mould Clean"
"e216fde6-4775-53c9-aa98-aa41a5acec96","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Pre-Pour Check","Mould Oiled"
"dbcfd993-02f7-5990-8ae3-479b905883e0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Pre-Pour Check","Mould - Workmanship"
"504c53a6-2fd5-540d-80f7-796840f1f9f8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Pre-Pour Check","Reinforcing"
"b2f76fec-ef53-517d-b592-097e4874d890","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Pre-Pour Check","Cast In Items"
"b863b012-e91a-53ee-8411-de1fe43ea0e0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Pre-Pour Check","Marker Position and No."
"89c1f5b7-0b63-5f70-b8b3-940e818eb93e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Pre-Pour Check","Make mould to Green Status"
"4af16a76-4d3c-521c-b6d9-f3bddefc9a6f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Concrete Works"
"d07eb7b0-6de0-5d97-95eb-68d7c2531122","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Concrete Works","Concrete Works Details"
"23b99317-4a3a-5b16-957b-4003d92e7688","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Concrete Works","Wilco Sample Taken"
"e8c9c6c2-0a63-57aa-bfe3-ab48dbe1ca4c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Concrete Works","Bridgeman Sample Taken"
"7c1dafc2-7d92-5993-b030-45158b404e7c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Concrete Works","Supervisor Approval"
"4d8e411a-5f86-5a7e-b045-39a2bd42019f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Post Pour Check"
"e73daca7-1e50-5fec-a5cc-92c74b029cd4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Post Pour Check","Edge Detail"
"b211b92d-1722-58ba-be41-619dd720da99","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Post Pour Check","Bar Projections"
"f84bd9b1-e872-5ed9-81bd-c304d82cade7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Post Pour Check","Cast in items"
"b421fd75-26f8-5549-b56f-b07eb77cd207","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Stripping and Stacking"
"c03c53ea-f90d-5e26-af4b-be3ca56fe47f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -88","Stripping and Stacking","Stripping & Stacking"
"bb2e83a9-5e16-40f1-9cdb-8dd7461f860f","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 51 - 100","Panel -89"
"986e2b39-3213-5d0a-9fe4-bf5557c76c1b","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Pre-Pour Check"
"3296d88a-17f3-5d53-87bc-7e26fbfb261e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Pre-Pour Check","Dimensions"
"b3ec8fa1-6f76-5569-974e-9c172c49089b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Pre-Pour Check","Mould Clean"
"d47ee229-0438-53b8-bfcf-03611ff1fda5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Pre-Pour Check","Mould Oiled"
"c2532fe6-753d-555b-b8f4-c970c95950d0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Pre-Pour Check","Mould - Workmanship"
"7840714b-b325-50a4-8366-05ac4296d392","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Pre-Pour Check","Reinforcing"
"76c94b1a-2850-524f-9def-4c49283fbc39","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Pre-Pour Check","Cast In Items"
"41c44173-280d-5160-b92b-acb4b5a9d5f5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Pre-Pour Check","Marker Position and No."
"b08a4dbe-a754-5dbb-b0a0-8f76cab9dd97","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Pre-Pour Check","Make mould to Green Status"
"e0cdcd79-4371-5e65-8e30-9d738d399bb4","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Concrete Works"
"7d858fed-2944-59bb-aa04-c88d2d46c422","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Concrete Works","Concrete Works Details"
"b31186ab-5983-5c35-9b1b-af80ec3c304e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Concrete Works","Wilco Sample Taken"
"0e931d8f-4f12-51f5-93ea-98e292c6dfec","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Concrete Works","Bridgeman Sample Taken"
"ec4b1d60-7365-5de3-a426-1b4c21b5bf78","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Concrete Works","Supervisor Approval"
"a20a4237-89f2-51c9-8ca5-4f10f5c16c8a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Post Pour Check"
"eab598ce-8ef0-5436-9da3-8b7a9c15039a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Post Pour Check","Edge Detail"
"9069d61a-35d9-5eac-b627-c64074240623","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Post Pour Check","Bar Projections"
"011cfc48-f449-5e04-9208-d94a050ae9e5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Post Pour Check","Cast in items"
"e42cdbbe-6ee8-5d61-8d48-81a8b8ca4944","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Stripping and Stacking"
"3edadffe-9e1e-5631-a7fd-79390be53c46","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -89","Stripping and Stacking","Stripping & Stacking"
"9d56157f-2850-4247-a6d7-199baadc17b7","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 51 - 100","Panel -90"
"7a2204ad-6160-5911-a952-a7f49d2a1caf","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Pre-Pour Check"
"0b6451d9-412c-5754-b295-ca0f5e301560","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Pre-Pour Check","Dimensions"
"2c46cc9f-cf26-581e-9f15-fa2598e560b1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Pre-Pour Check","Mould Clean"
"519cbd6d-4dec-5adf-bc44-08f6b354055b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Pre-Pour Check","Mould Oiled"
"692e4a70-aaed-5842-bd0e-6c6d74055e4d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Pre-Pour Check","Mould - Workmanship"
"c95368c3-a270-5697-bcc6-c9d4b1955c16","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Pre-Pour Check","Reinforcing"
"69b7e203-8055-5a30-bcb3-a87f56d89709","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Pre-Pour Check","Cast In Items"
"4edaeccc-8150-5b89-b755-ecbfe4a2082a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Pre-Pour Check","Marker Position and No."
"6b926430-c68f-5afc-9bdb-8e17c17638d8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Pre-Pour Check","Make mould to Green Status"
"871ce346-a431-5c0f-8593-f802b6a1e124","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Concrete Works"
"5c42f8c4-b05e-5473-b13c-67e133d8afcb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Concrete Works","Concrete Works Details"
"753ec240-a4b7-5bc9-bde3-991a63131d09","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Concrete Works","Wilco Sample Taken"
"bf42ed65-7f42-579c-ae5e-c4c6df9ff8cf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Concrete Works","Bridgeman Sample Taken"
"d2bcb6ec-14d8-5439-b9be-42c62bf66a91","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Concrete Works","Supervisor Approval"
"687acda5-44c1-59e0-8bb4-36e3a8c9347a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Post Pour Check"
"e1ae8258-0dc2-513e-a854-4e5cd74ae74e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Post Pour Check","Edge Detail"
"9b512ab4-1abd-56d0-b5c5-2f4c2d402484","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Post Pour Check","Bar Projections"
"60d189f7-2b97-5610-836a-63996533fe04","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Post Pour Check","Cast in items"
"49579318-5666-5adb-aa6d-51254a12909d","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Stripping and Stacking"
"a85d926f-3a8e-5981-9b33-a07b4f66ca96","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -90","Stripping and Stacking","Stripping & Stacking"
"60e0c498-5940-40f2-b858-8469bb5efeda","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 51 - 100","Panel -91"
"f01d1b60-5a8b-5f66-8fcd-663b4eafb653","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Pre-Pour Check"
"bf6605f1-ca45-5b33-a305-52a9bc5013b2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Pre-Pour Check","Dimensions"
"e8d44e62-b712-5cdf-b6d0-1cedcc5e1c6a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Pre-Pour Check","Mould Clean"
"2ca28109-de30-55cc-9450-8f3abe6eeade","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Pre-Pour Check","Mould Oiled"
"3c52bdae-72d3-5cfb-9c80-95d27e7220ef","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Pre-Pour Check","Mould - Workmanship"
"83a94259-c22f-5c92-97d1-305aa9a703de","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Pre-Pour Check","Reinforcing"
"4ebdb02e-b3de-52f8-824d-f365d99d6bc0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Pre-Pour Check","Cast In Items"
"325269c5-6f52-525e-a2b3-0acd6bd805a4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Pre-Pour Check","Marker Position and No."
"11b8263d-223f-5e89-a930-664e8c47ce28","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Pre-Pour Check","Make mould to Green Status"
"4e0e3b7f-d02a-5dec-9d74-4e4df9fc4e52","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Concrete Works"
"a4c0e321-c35c-5a78-ab99-8f4413e3e966","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Concrete Works","Concrete Works Details"
"23ffcf20-6728-586d-b35d-7e84f9b24d0f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Concrete Works","Wilco Sample Taken"
"732d2895-0779-57a3-b55c-19aecc7460ca","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Concrete Works","Bridgeman Sample Taken"
"e10673b3-9646-506c-b2a2-b0518ed66c74","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Concrete Works","Supervisor Approval"
"daf6ee8e-d329-5fdd-b613-138c6bdab6f1","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Post Pour Check"
"ab2719ca-14ac-51dc-ac99-0a78a03714df","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Post Pour Check","Edge Detail"
"a844b599-6225-5e35-9dc5-f55de2a67385","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Post Pour Check","Bar Projections"
"6d14e5a6-8d23-5fbf-8e2a-ccc118cd3cf2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Post Pour Check","Cast in items"
"86685235-9735-559d-89d2-9ea05c3c9306","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Stripping and Stacking"
"be7bbcdd-45bc-5838-bef5-6d90551e30cf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -91","Stripping and Stacking","Stripping & Stacking"
"98fa1a68-93c1-49a1-a609-3e690b4aa7ef","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 51 - 100","Panel -92"
"34a72a30-3219-5b1b-8755-b40f7d9da161","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -92","Pre-Pour Check"
"4dd43692-8d08-5068-848f-f98d0dec626f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 100","Panel -92","Pre-Pour Check","Dimensions"
