"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"23721259-6a25-50c6-b120-3ef6d0ba4306","","folder-normal","work-in-progress","","step","TRUE","FALSE","TE00829 Silo D 2023"
"1760dbfa-2c17-5e0b-b8ef-2ff60ff56ea9","","folder-normal","pass","","step","TRUE","FALSE","TE00829 Silo D 2023","OHS"
"ab8d76e4-62fc-5551-a18a-ba72c8354d71","","checklist-flat","pass","SWMS Checklist","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights"
"4149454d-6af5-54f1-bb5c-97b8963c8422","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights","Has a swms doc been uploaded"
"41bf1e26-de54-54db-8e36-df9b8c7fb63c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights","Do you agree to follow all procedures outlined within the attached swms"
"b7ce339a-c866-5793-a637-80b4c8f67a21","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights","Are there any site specific additions or omissions to add to this swms"
"8f6b2449-4681-511c-9cdc-7e1319c46321","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights","Have you signed into the attached swms"
"9b3824a8-ddba-5737-9255-afeeb153fd83","","checklist-flat","pass","SWMS Checklist","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General"
"ec7bd970-aed7-5713-a855-1175c16b0984","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General","Has a swms doc been uploaded"
"79de7f42-12fa-5235-9c0b-05c0edc2be1d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General","Do you agree to follow all procedures outlined within the attached swms"
"43ca7b28-87b8-50db-905a-02644ddcfa7e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General","Are there any site specific additions or omissions to add to this swms"
"7ddece89-f3c6-5c06-b867-836bf727624e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General","Have you signed into the attached swms"
"350a660f-0a96-5a24-8133-0ab0342dc3ec","","checklist-flat","pass","SWMS Checklist","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling"
"8b18a8d6-6fca-5e8b-8508-91067bca53c0","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling","Has a swms doc been uploaded"
"c98b6245-3d75-5c01-a4ea-d31900849d3d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling","Do you agree to follow all procedures outlined within the attached swms"
"a5063f07-018f-5472-8afc-4bcf052c4d45","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling","Are there any site specific additions or omissions to add to this swms"
"8e3c9e50-3575-5a25-a6a6-e0fdab135d41","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling","Have you signed into the attached swms"
"b8bf4590-2984-5365-946f-285b370e0471","","folder-normal","pass","","step","TRUE","FALSE","TE00829 Silo D 2023","TAKE 5"
"8d164543-781e-50c4-8a8a-441cbdc8c461","","folder-normal","pass","","step","TRUE","FALSE","TE00829 Silo D 2023","TAKE 5","Matt Feehan"
"6dd4e577-d04a-55e7-bbe1-edc796b073e7","","checklist-flat","pass","f67718ffc28742497595be01323080b19dc6b0ad862c0f01b5624a8a238559f9","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Matt Feehan","Take 5 Checklist - 16.11.22"
"81aac9a1-11c0-5e00-a846-650227ebe716","","checklist-flat","pass","acf7f1a1c5ec1f5518e052023ee32607ac1ee92f98f0882a50c9e8327b0c69de","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023"
"4f6f58b7-3e34-5269-954c-ad446b49f62f","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Task details entered below"
"3ac5f1ba-f35f-5a78-8e69-ec90ba162474","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"156c8a80-bed2-52b7-99f3-8a1ea3b481c4","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Have you completed a site induction?"
"48042f9b-7b7f-5e66-bfc7-f59b1cb249a4","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Do you know the site’s health and safety rules?"
"03c819e6-fbcb-54ac-8508-1dab8aa256a9","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"e9f3ebd2-4f6f-51c5-aded-72a221d3e673","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"8cb2bad4-57b1-5875-92f5-09b4c3938435","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Do you have access to appropriate emergency and first aid equipment?"
"bc58b3b0-22d6-5ec4-9a7d-3f01d95e82be","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Have you asked the person in charge about all relevant hazards?"
"54857e79-967f-58a3-80c3-0473a734475e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"61142f85-4840-505e-a264-d3ef553fc111","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Has a safe work method statement or job safety analysis been completed?"
"1d20a31a-10b2-5a3a-9dfe-da1c53c1778a","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Do you have the correct procedures, equipment and PPE to do the work safely?"
"393f3468-7ed5-588d-8706-52a0a6f62d0b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"a78b5d14-fb16-5b96-89fb-8e1cc7acc1bb","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Is there appropriate separation of vehicles and people during the proposed work?"
"66423185-5411-5687-9ffe-b4df65135635","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Is all required electrical/mechanical equipment in a safe condition?"
"2cd96b8b-0aa9-5761-8e8c-3bb2804d6a24","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"27e365c0-de6f-5a6d-9537-7da5bf3f6c28","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"571875eb-7809-5f2b-8360-8d0b5b6acb46","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Have you got a safe way of getting in and out of your work area?"
"fd53e46f-0ab5-546b-ab2b-7a54949e36ed","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Have any manual handling risks been identified and assessed?"
"9b9daf8d-8e65-5eea-bdd5-f047cbdd5e69","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Any additional site specific hazards or requirements commented below"
"4f955b44-a587-5cbf-987d-fecbedd1c3f4","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Will Knight","Take 5 Checklist 15/02/2023","Sign off attached below"
"d7b73db8-cc66-5d8a-9b64-c31001e3f166","","folder-normal","pass","","step","TRUE","FALSE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh"
"65e9b5b7-36a0-5af4-bb7d-1f70c3db915b","","checklist-flat","pass","acf7f1a1c5ec1f5518e052023ee32607ac1ee92f98f0882a50c9e8327b0c69de","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23"
"09082bf3-a21a-5c6c-9c9f-57b3c9045935","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Task details entered below"
"d8a46eec-bc38-5e48-8d84-12519c342d6b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"600654ff-c508-50dd-9d31-9f9c6f846b3b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Have you completed a site induction?"
"914617d8-8779-57bb-9a7b-dc4ab7def1a3","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Do you know the site’s health and safety rules?"
"d41f1f6a-9af2-50e0-a6bc-795a030b0d59","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"3b726967-fac7-5c7e-b945-0641d6c1c96e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"55dd1999-eca5-58c8-9f0d-c0d0d6124d1a","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Do you have access to appropriate emergency and first aid equipment?"
"5573561b-0fe5-5365-a6f8-407f3d557098","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Have you asked the person in charge about all relevant hazards?"
"be8c37db-ccdc-5dc6-93d0-7c989c8dab11","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"93a53db7-7575-5aa5-91a2-976f206082ba","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Has a safe work method statement or job safety analysis been completed?"
"5fb8690b-fe7b-5a1e-b592-d340f3c1702d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Do you have the correct procedures, equipment and PPE to do the work safely?"
"299350f0-0752-5ab9-ae43-31c56daae231","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"baf7f2ff-3943-59e0-b5c4-e2b37c06b1ff","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Is there appropriate separation of vehicles and people during the proposed work?"
"02f15533-5862-5b59-8784-b78f77ed05b4","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Is all required electrical/mechanical equipment in a safe condition?"
"05ffd2a1-9529-5b3b-a87c-0414f589b18a","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"8d51d2d9-7ab8-55e0-8d96-e0365a7b6b3b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"aa9d7209-c66c-5e54-b08a-41289c70751c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Have you got a safe way of getting in and out of your work area?"
"a50d18c6-88e2-5892-b6c3-7dcfaf5d6e52","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Have any manual handling risks been identified and assessed?"
"e2c39ed3-100e-5298-848b-57cb3a0fbcf7","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Any additional site specific hazards or requirements commented below"
"14d5b508-49f5-57a3-be5b-f428e7f78b37","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 20/04/23","Sign off attached below"
"b89c6a97-4702-5ac8-aa07-d47f2af59b60","","checklist-flat","pass","acf7f1a1c5ec1f5518e052023ee32607ac1ee92f98f0882a50c9e8327b0c69de","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23"
"b5fab7e1-a2d1-50e4-ad94-5810b3837a7f","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Task details entered below"
"94cd01c4-db02-54fd-85bd-78910dd63715","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"76144f12-af53-5926-bb53-268b189c5af1","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Have you completed a site induction?"
"5d270fb1-0612-53b2-8a73-591cddbc3d1e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Do you know the site’s health and safety rules?"
"7979cfd4-c992-5aa2-8f69-bb0f5d6f343b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"1d014f46-f83f-572e-8d64-7ec08b06a5f2","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"f9318b0d-eb4e-5017-8246-ec72afb55256","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Do you have access to appropriate emergency and first aid equipment?"
"c44f6173-76da-5d8d-bb3b-79374bb51b50","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Have you asked the person in charge about all relevant hazards?"
"7dece2e3-1b92-522e-9278-c4d31f13ac5d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"3a8f4980-7a61-5adf-b2da-cba02c4c61be","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Has a safe work method statement or job safety analysis been completed?"
"2e42136b-1607-5090-8b28-fb0ee17f0de1","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Do you have the correct procedures, equipment and PPE to do the work safely?"
"c05f20a6-2583-5731-93b1-946fd7a5eeaa","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"3de17900-2467-51b4-a4de-17ecdea13492","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Is there appropriate separation of vehicles and people during the proposed work?"
"5b4d51fe-5f26-576f-b2b5-5475729793a8","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Is all required electrical/mechanical equipment in a safe condition?"
"d0f7ae9f-fe55-53d5-a0aa-cca75d3222e8","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"685cd434-aca1-55a7-ac57-14b1637b5766","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"39e81c85-2b5c-5196-90f5-8ef68f2fe3dc","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Have you got a safe way of getting in and out of your work area?"
"fa9f1721-311f-5ce3-810d-a0b6b8dd835c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Have any manual handling risks been identified and assessed?"
"8e494d04-f2b1-59b5-be04-bb408cb84edc","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Any additional site specific hazards or requirements commented below"
"d6ef6480-907f-54a5-8602-6e4229e5e11d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 21/04/23","Sign off attached below"
"21e1105d-f31e-58bf-af23-24596bfc9d81","","checklist-flat","pass","acf7f1a1c5ec1f5518e052023ee32607ac1ee92f98f0882a50c9e8327b0c69de","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23"
"ea0debda-46f8-5e80-b171-59d33dafd29b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Task details entered below"
"1d0035ed-f014-5bc3-8d0f-d85e2c3bd66a","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"33ae0425-e90c-5cde-aea4-0740c0b595fb","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Have you completed a site induction?"
"f896b425-123f-556e-97d1-0e454d3cbbf1","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Do you know the site’s health and safety rules?"
"45b379f2-9dd1-51c0-87dc-3faf1f7b85e3","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"72e22a62-7bf9-54a9-9143-72e28731da43","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"933b068b-5bca-5a7b-b9c1-23a25fd7b42c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Do you have access to appropriate emergency and first aid equipment?"
"e5859ceb-4ef4-5daf-9e71-7cea4cb99c0e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Have you asked the person in charge about all relevant hazards?"
"9dfa7eed-4c6a-562b-a3f5-e111adb4053d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"766100b8-22c9-5d8d-845d-201125c776b6","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Has a safe work method statement or job safety analysis been completed?"
"9437fa64-d75d-5660-b286-50cea62bc20f","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Do you have the correct procedures, equipment and PPE to do the work safely?"
"a91e59a3-f8fb-5531-a1a6-e0bb7591331d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"dd291f54-9d66-5c25-8cae-33970c2c64b4","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Is there appropriate separation of vehicles and people during the proposed work?"
"e9088d53-8f28-53cd-82e9-748c0dba457e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Is all required electrical/mechanical equipment in a safe condition?"
"9e2e9fd1-4e19-5c34-bd3f-48a980cd9940","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"43f5b3f0-03bf-570c-a2f2-9278e70dd106","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"7aa15cc3-6c02-589b-8ffa-ee656ede9b0e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Have you got a safe way of getting in and out of your work area?"
"682fe25b-8b20-5d71-b2b3-7d317b3b06a9","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Have any manual handling risks been identified and assessed?"
"90ab9507-efe7-5073-bcff-f3dc04d5b4da","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Any additional site specific hazards or requirements commented below"
"7f3f4251-861c-55d7-9264-eed7a5ece408","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 26/04/23","Sign off attached below"
"bb1e2764-51dc-542d-8393-0d0d64257161","","checklist-flat","pass","acf7f1a1c5ec1f5518e052023ee32607ac1ee92f98f0882a50c9e8327b0c69de","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23"
"1f4ba9f3-8c78-52fa-8bdd-952f03d557c3","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","Task details entered below"
"3637f303-f5de-55aa-8c78-6882327ffe84","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"c5c4f653-deda-5e68-9c9b-da488f49154b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","Have you completed a site induction?"
"e85f4b0d-9d7e-5c68-9e26-2fcc33518fd7","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","Do you know the site’s health and safety rules?"
"c5f8f060-2bed-5b25-9ae4-1082559ccf90","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"3e0b6c2f-8955-523b-aab7-af47c60b2547","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"96131028-8e30-5e91-8877-e2015d3aa1a5","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","Do you have access to appropriate emergency and first aid equipment?"
"61834f1a-1b2c-592a-879d-c54bdf63a359","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","Have you asked the person in charge about all relevant hazards?"
"5009cab5-420e-539a-84c8-3f27849294ff","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"a117bdf9-e91a-5b3b-96b4-875b9b794365","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","Has a safe work method statement or job safety analysis been completed?"
"df8b83b2-309f-5492-b31d-400fdc591c17","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","Do you have the correct procedures, equipment and PPE to do the work safely?"
"d86c553c-eb18-5db1-b9bf-2d092d0f18dc","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"ce41fe7a-e435-5ffb-be37-e0a46f55cf1d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","Is there appropriate separation of vehicles and people during the proposed work?"
"a1d679ae-ba23-55c3-9266-19d95028953d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Rhys Hesketh","Take 5 27/04/23","Is all required electrical/mechanical equipment in a safe condition?"
