"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"224b70eb-1944-4b92-af98-bcdbb9dfa520","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"737964f0-cfb1-41a4-8702-4054d85fb71d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In"
"733ff6ab-5f26-44b6-b616-af94fb1c3c3c","","checklist-sectioned","not-started","Basement Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Basement 2"
"296da1af-0951-4248-b4b1-118a4867aa66","","checklist-sectioned","not-started","Basement Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Basement 1"
"ca3534e0-dc1c-4bf0-9afc-31ac5e5328f8","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Lower Ground"
"91554f26-cd76-46fb-99ff-7c310dd31471","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Upper Ground"
"d6f107f7-055f-4e92-86b8-53b7047a70f9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In","School"
"cc6ab264-13ea-41ce-bf9d-18f61b4a972f","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","School","Lower Ground"
"a705ea41-48d9-4168-8931-3be29c8ce2df","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","School","Level 1"
"453d3bce-5cad-4729-af3d-90c2ae5e1e86","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RAC (Residential Aged Care)","Level 4","Bed B0428"
"f249e775-d93c-4edf-9be0-cf2fad80beba","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RAC (Residential Aged Care)","Level 4","Bed B0429"
"45c1ec29-a62b-4655-bfca-28f6f69fa71a","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RAC (Residential Aged Care)","Level 4","Bed B0430"
"b7acc7ee-c5a2-478a-b53a-0e0fd213617e","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RAC (Residential Aged Care)","Level 4","Bed B0431"
"c85eee37-43b7-4e81-bab2-07ab73afe50a","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RAC (Residential Aged Care)","Level 4","Bed B0432"
"3485f12e-f74d-427b-9424-f55c94eda126","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RAC (Residential Aged Care)","Level 4","Bed B0433"
"59f2fe74-bd59-4337-ba31-35a37aca5e96","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RAC (Residential Aged Care)","Level 4","Bed B0434"
"3c8b21c2-59df-44f6-b786-96623527a8eb","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RAC (Residential Aged Care)","Level 4","BOH B0438"
"b1bfff67-a433-49ba-8dd2-a81b1e99f12b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)"
"1af31aba-188f-47b8-a4e2-7c7bc7bc530c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 6"
"067002e9-d401-4539-9a5b-e00267974306","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 6","Base Building"
"7bacafc9-e49a-4659-a4b6-1290a9dd4f2b","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 6","Unit 0601"
"ef4fcbba-8c0c-47b5-9bed-c0a6287868eb","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 6","Unit 0602"
"3bdf0c28-59f2-472a-915b-ac7d9073d7f3","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 6","Unit 0603"
"1137ef1c-c5ff-42b1-93bd-ec4aeae27e42","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 6","Unit 0604 (Communal Lounge)"
"b17ca28b-3939-4c1c-8495-2882076e6ff8","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 6","Unit 0605"
"c8c63f28-bd84-421b-8656-8c6f9ccc0017","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 6","Unit 0606"
"cccae459-7c8f-49a2-8ea2-33a62e551099","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 7"
"df3271d5-5ef3-402c-b560-f25989ee3a96","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 7","Base Building"
"5458a278-6da0-4e3d-a762-ab5e3a9fa7b5","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 7","Unit 0701"
"7602f5b3-3dcb-4f0d-b4b2-7a7aea52ddc5","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 7","Unit 0702"
"f4ed5e99-92d2-450a-b881-86203a7eaf24","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 7","Unit 0703"
"b7371bad-7a9f-4b69-9db3-6000a5fffbed","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 7","Unit 0704"
"8a08d57a-5538-4a27-9f35-b770e7e59002","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 7","Unit 0705"
"88d76e3d-fd74-4bc6-a279-af94f86138d7","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 7","Unit 0706"
"2b901c18-5b1b-4096-87ca-dce34aee00e6","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 7","Unit 0707"
"06797a83-1571-4b4f-bc09-670b06b65c96","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 7","Unit 0708"
"54adad25-d1ba-49bb-ac7f-22450e840395","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 8"
"8fd4784f-5792-4c50-bd67-540b62a74062","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 8","Base Building"
"6887d0cc-1569-4504-a5ff-454e9034625f","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 8","Unit 0801"
"4d53162d-ac37-4698-82cb-5fe50d1bd62e","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 8","Unit 0802"
"fd64d149-bb2f-4d1e-a4df-90905d14fda8","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 8","Unit 0803"
"57c97409-61ea-47f2-afc5-df9dd8bfded7","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 8","Unit 0804"
"7893dc90-4868-40c7-95b6-18da515c555a","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 8","Unit 0805"
"026a231d-2719-4859-8255-798e44e119d9","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 8","Unit 0806"
"376adc93-54dc-46a0-bb8a-7806a436e808","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 8","Unit 0807"
"39169734-d493-4f1d-9e0d-e3c0c88647ec","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 8","Unit 0808"
"c9c4934a-ad49-4d87-bd71-555784c95b2c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 9"
"e2f014cc-c816-4974-80d6-d48b1c93b2e1","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 9","Base Building"
"af949018-bc88-494f-aab6-0ac66bd39de3","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 9","Unit 0901"
"79af2dd1-bad5-473d-ac35-bb9f64b25199","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 9","Unit 0902"
"d6d1c797-e418-486e-be6a-a6360d4b44ff","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 9","Unit 0903"
"2f1374ed-26d5-4079-a917-35bbaccb7f59","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 9","Unit 0904"
"8205483b-a986-466a-91ba-8371ff873b3c","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 9","Unit 0905"
"bc44e058-e548-43d4-bd09-adb76526d9fd","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 9","Unit 0906"
"ffcfeab1-3849-435a-a51f-8c67661e99ce","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 9","Unit 0907"
"131db109-a18a-4ff6-a3cd-5cdf241f08b5","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 9","Unit 0908"
"ec621d93-0348-4b5c-a3c6-7325fe5f9da6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 10"
"1729e29d-b74f-41a7-ba3e-0d87a9f866d6","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 10","Base Building"
"f7c4cc14-c059-4616-8b55-cb919ab42d45","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 10","Unit 1001"
"f01565ec-12fe-401f-9747-e97a540c1129","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 10","Unit 1002"
"44b3c7e9-3d9f-4f06-9608-199a5c681e49","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 10","Unit 1003"
"212b5a11-4e6a-4662-97fa-d3b1e3a0e5df","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 10","Unit 1004"
"a1b7b8cd-060e-4555-8469-4ee371738e7e","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 10","Unit 1005"
"a99f007c-699f-4c1a-8d2a-36929750252c","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 10","Unit 1006"
"b9aef945-3beb-4bcc-a423-189f0c4d6c3e","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 10","Unit 1007"
"85c0e5e2-c2c6-48b5-90fe-429b2af7d405","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 10","Unit 1008"
"8baad430-229b-4dab-8f65-e96ef155a56f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 11"
"d3d25c78-981b-44b4-b2b3-8aea58bf7253","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 11","Base Building"
"09318067-a9aa-4237-9b6b-b460ac55f0b6","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 11","Unit 1101"
"152f3940-88c8-48bb-853e-c748139250f2","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 11","Unit 1102"
"37064cdc-5a3a-4506-8142-c68ba600481c","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 11","Unit 1103"
"4db89e8a-8990-4929-b1ec-a27bf29f3d2f","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 11","Unit 1104"
"9b46c835-5a1f-4526-bf1c-ea62fbebbcb2","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 11","Unit 1105"
"e355e1f4-6975-440b-99de-94ce59e7ec8a","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 11","Unit 1106"
"778a1a2b-329c-4977-ad31-579af09b4a98","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 11","Unit 1107"
"36e1d39e-c065-4c2e-8be1-3b81b5881fe3","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 11","Unit 1108"
"84d6af38-f0e4-48f9-b3c7-513d5307475d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 12"
"17175bd0-22df-43c6-88a3-809eb1b42e9d","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 12","Base Building"
"142a691c-a4c5-47b2-bdcf-94dac748b60e","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 12","Unit 1201"
"29239812-9481-459f-9c9a-f37bedb8e63d","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 12","Unit 1202"
"0483b508-a253-4e3d-9846-ad61823f05d5","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 12","Unit 1203"
"a8aff309-b7a3-464b-9f27-c848ccb6612e","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 12","Unit 1204"
"1c3095ae-99a0-4f6d-b290-1a61889c3583","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 12","Unit 1205"
"809f4cac-24c3-46ed-bd7b-b7deaf2a5392","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 12","Unit 1206"
"349e7908-d9c6-4fbf-b05b-e5f95dbc4247","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 12","Unit 1207"
"0b385d72-579a-4fa7-a45b-3d9db65b5027","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 12","Unit 1208"
"7c333848-9eb8-4eaf-a01d-dc42f90e9361","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 13"
"b9589e7f-aa09-4449-a979-9aa7b98ff8b8","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 13","Base Building"
"c3a398e6-8f13-443e-8a9b-f20fc69d0b5f","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 13","Unit 1301"
"df1e1541-d640-43bf-867e-2c7b9102c98e","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 13","Unit 1302"
"a28de70f-23b5-4004-8465-dee51c2dcef9","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 13","Unit 1303"
"c857c144-1b57-42f0-8058-2c8f395bb391","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 13","Unit 1304"
"c5e64866-4207-4aa2-bea0-f6baf31c6812","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 13","Unit 1305"
"5c2d6e5f-4ed9-4632-aa5e-9719797e5194","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 13","Unit 1306"
"69ecd60b-62c2-43d4-9e4f-fc71ff2363bc","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 13","Unit 1307"
"4047bc32-9549-4e18-8cf7-5ac1e56560d1","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 13","Unit 1308"
"4ff3435a-6c67-453f-987a-080cc733c5b4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 14"
"c933d40b-eb9b-4ba7-8900-6bb4f905807d","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 14","Base Building"
"6766466a-bb94-4eec-a0b3-d87365a608c5","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 14","Unit 1401"
"98e05c03-7a49-4c49-add5-fcb40b457bf9","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 14","Unit 1402"
"326ef01e-0aa9-4089-bf8c-ce7c66101f84","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 14","Unit 1403"
"cf5ead44-4715-486f-85e9-187b929443b8","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 14","Unit 1404"
"1343445f-77a1-4508-9da9-9af5a728de60","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 14","Unit 1405"
"a22ae411-d08d-4fe4-834b-659f3b6fef84","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 14","Unit 1406"
"b5a6f6fb-2352-401f-8f97-939d8697e42e","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 14","Unit 1407"
"75b9c7f0-af7f-4f29-8e84-d38508603168","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 14","Unit 1408"
"e5184cd8-bc85-4d2b-8cc9-cf0f62ac8889","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 15"
"00885530-b1e5-4b9c-9150-d06b7c529444","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 15","Base Building"
"ec3ab31f-765a-4cdc-8a08-54400708683e","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 15","Unit 1501"
"b2d784bd-453d-4de3-864e-14e089ac575f","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 15","Unit 1502"
"a76d1fe1-531f-461f-ba81-7e6354df12f0","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 15","Unit 1503"
"6dfd4b79-5279-4515-a9f4-6089131832e0","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 15","Unit 1504"
"0994d5e3-29cd-407f-9c3c-addd05d6d076","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 15","Unit 1505"
"71964ef0-82ee-4c34-816a-25260b4cef5c","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 15","Unit 1506"
"9da64457-f6b4-4194-b056-a2e167d7b819","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 15","Unit 1507"
"8eadc090-e32e-4a94-b17c-8f129ef73f06","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 15","Unit 1508"
"42c7d06f-33ed-4278-91fc-93c7aed0566d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 16"
"9731a947-60c0-4549-b683-09c4e7f3b997","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 16","Base Building"
"e011c4a3-0f94-4b18-b284-a4b79dbe78cc","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 16","Unit 1601"
"f3ed13ab-f440-4b35-bf96-7ecc619c1c12","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 16","Unit 1602"
"141b7a1d-cd30-4fad-8e3d-d58d90e7830f","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 16","Unit 1603"
"5210bb7a-75bd-49b0-8dae-c1435c3641f2","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 16","Unit 1604"
"4bd20db8-ed57-4d50-b152-8d7c0b9d768a","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 16","Unit 1605"
"351acab3-1bc9-4e54-9fc5-0f84852c5b64","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 16","Unit 1606"
"08ae81f7-a124-4b23-b107-b24e6f5c17c1","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 16","Unit 1607"
"b98f4292-90da-47ce-9db3-42196876133b","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 16","Unit 1608"
"78377aff-0805-447d-b538-b0631ee6d270","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 17"
"d4bc845b-1f75-4461-8dd8-4cb984151e01","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 17","Base Building"
"982b8565-8817-46d0-8a4c-c9fc32e1ca7e","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 17","Unit 1701"
"ee514cec-35db-4896-9d47-247db56dd22c","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 17","Unit 1702"
"4f500871-d3c2-4e2c-b9b9-901c59efe61c","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 17","Unit 1703"
"2967760c-207c-48bf-b550-8099f775706a","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 17","Unit 1704"
"8fce17e1-a474-4f62-8189-46ce27e32f37","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 17","Unit 1705"
"dd868e18-bd4f-424b-9aba-e243ba105e56","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 17","Unit 1706"
"dedf850e-4d7a-4a65-8a0b-0a53ddcc80bb","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 17","Unit 1707"
"4da9bb53-a179-456a-8e75-661ae3fb41ce","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 17","Unit 1708"
"c2cfeec6-5a5a-45ac-be04-896a8a2d1acd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 18"
"cc5958b6-410b-4912-86f5-71ca270ec687","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 18","Base Building"
"fc08e563-1d9d-4f03-92b6-734dbdc0bf96","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 18","Unit 1801"
"d128b9fb-146a-499a-8111-c5819e6c8483","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 18","Unit 1802"
"9b2272d9-bf0a-445d-a26e-0636e2af7117","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 18","Unit 1803"
"33360c42-32f0-4f76-a2f2-01e5b451fe30","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 18","Unit 1804"
"801c9d9d-0543-466f-abb2-8754e08201fc","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 18","Unit 1805"
"b078baa2-cc33-453e-9a50-a932f011ea80","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 18","Unit 1806"
