"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d7b9d3c2-ab87-4365-bc0c-fadb97ba2331","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)"
"ba30accb-239e-4a63-a28c-f7c24907ff2d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N17"
"54ba204c-584a-47a2-b9a1-5089c33b7781","","folder-normal","pass","","step","TRUE","FALSE","Offsite QA (Factory)","N17","Apartments"
"6e02539a-59b0-4392-9206-620c10913a44","","folder-normal","pass","","step","TRUE","FALSE","Offsite QA (Factory)","N17","Apartments","Ground Floor"
"a90d80cb-b9ce-5562-aff1-f84c47cbedb5","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","439cdd366995f17c139180edd61ff5d182a2ffbd073b3f1fd5dcb08f46092765","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K) - 400, 466","Internal Painting Checklist"
"dfe588fc-761c-5957-a63a-81ac0d5ba637","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","d6bdf055ed5afb3350d4cfa9c7c9bad0b4d04107a318bed5cb7ee12fe5999e42","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K) - 400, 466","Waterproofing System Checklist"
"f582a838-b398-55b1-96b4-0d097fa53139","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","c1cfd18f4603824288b25bea73b2f9405170f4ce81a17d3677991896282affe4","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K) - 400, 466","Tiling & Grouting Checklist"
"279fb992-0049-51be-9917-4b55862422e1","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","26f6038189523ab22c30625980d9135af38fd500817e4469f446105a03f59074","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K) - 400, 466","Sanitary Wares & Accessories Checklist"
"1bea9657-5222-5bb7-abd4-94701c8fda87","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","7e83d948900d03ff2c957764abf5395c5ce532472a5c67123271056145c02a6d","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K) - 400, 466","Internal Glazing Checklist"
"92c7afea-3d99-5c93-88a0-9cf5ed402dee","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","b8863685b1370d1019706483b0960d32a002ff9f79e038e8a3246bb7aa92edcb","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K) - 400, 466","Internal Finishes"
"b247347a-bcb5-5f9a-9be1-3911c540228a","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","7e50fa312e6fd325dcd84b4014395e8b153c92230e4b73c3d1ab15fbb09b8351","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K) - 400, 466","Doors Checklist"
"e3ac1c87-9e21-53b0-8e49-83c1851fd55c","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","159de4a0421a5f1a9b9d13015cb12b361f03a048514d474b3eb5f874b63bba4a","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K) - 400, 466","Sliding Door Checklists"
"595895fb-e20b-5071-98ed-b87836719a12","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","bbe6ca1a32f5dfc57c4ee3a38d3dcf601becd04c9011d0461ebb5d3477990cfe","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K) - 400, 466","Windows Checklist"
"331ae6bf-c06d-4fc4-a837-5d5139e0c268","","checklist-flat","not-started","External Wall Lining Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K) - 400, 466","External Wall Lining"
"7a44b431-efb0-57d3-a787-bc835e5e2f78","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","252c4c5f21af2bc0974d762dfd4ac8d053d53658d8d3c1bdfbe5a28fbb87f1e7","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K) - 400, 466","Roof Water Proofing Checklist"
"787a06aa-9f2b-5405-8f1c-c7adb1758af6","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","aafb30e62e7db4bd5784ff0cb698b82f6f0d989669724ca6a1c35e9fd2ea6709","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K) - 400, 466","Passive Fire Checklist"
"b89bb42a-6127-541d-9347-376412101d63","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","320eebb8061522e8882460a4b7852e986d8978922386981147bccb10cc46f516","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-17-A-TK-R(N18-L3-17-R-M1K, M2K) - 400, 466","Final Acceptance Checklist"
"d0a011d0-21c8-4688-a89a-8602c2ffd3b5","folder-progress has incorrect meta.stepType checklist-sectioned","folder-progress","work-in-progress","","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389"
"5da4d876-216c-55cd-aa8b-5839aae9ed1a","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","7cf96b672c39be187cfd24516e12a701287f77c17a692c47810d767ac07049c9","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Module Structural Checklist"
"4bae3490-12f1-5cf6-877d-bc44ccf356a9","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","8fb62bc6560d56dfde1a79769dab88a2ae4f6e422f5cc35e11700a9e77d759e4","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Drain, Waste & Vent System Checklist"
"5cec199a-01a2-510c-9b65-38900d9b9ca3","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","8eb3b635b170390b650ff2af68faa1d731aa67d6e442ecd6e3e1bf67a7071632","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Hot & Cold Water Systems Checklist"
"28f003d5-cb90-5e37-8a0d-a64d09d4272f","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","d976bf980c287ea57d0b38a45931448e5abfa5e92706a2d7288d1321105d3f7c","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Sprinkler System Installations Checklist"
"7fdec79a-92c5-59de-a35f-8bedece3250b","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","5566e35deb3c2bd9ea14f2bb07eb83c6ee0e0b8fccacfcc3aed701e5251f5e3d","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Mechanical System Installations Checklist"
"23c8b8c2-a526-5c50-95bd-916587180635","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","e0c40aaa22d4b33a3022f8458157e44f7677dd1e0e0f86a0b7a971f9fb948dad","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Electrical Work Installations Checklist"
"7b61fb04-ebfb-5a90-9583-7329905a17cc","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","d43eddc659fcfec216ed701a8d002cd86a8057aa4a0ae116ef9805c7f4ec1376","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Internal Wall Lining"
"d4ab4d49-32ec-50af-a38c-8f96050be3bc","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","439cdd366995f17c139180edd61ff5d182a2ffbd073b3f1fd5dcb08f46092765","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Internal Painting Checklist"
"2d1e6eaa-a4fd-5226-9a9f-3ee0028fbe1b","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","d6bdf055ed5afb3350d4cfa9c7c9bad0b4d04107a318bed5cb7ee12fe5999e42","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Waterproofing System Checklist"
"f6704495-796f-5562-8e49-49cb13bf9094","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","c1cfd18f4603824288b25bea73b2f9405170f4ce81a17d3677991896282affe4","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Tiling & Grouting Checklist"
"4c62be7f-0876-56f8-b641-578ce34a034c","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","26f6038189523ab22c30625980d9135af38fd500817e4469f446105a03f59074","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Sanitary Wares & Accessories Checklist"
"1a564004-81fe-5a6b-a3b5-f066ee0bd6fe","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","7e83d948900d03ff2c957764abf5395c5ce532472a5c67123271056145c02a6d","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Internal Glazing Checklist"
"c81894d1-3887-5078-8d2d-e4176aa768b9","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","b8863685b1370d1019706483b0960d32a002ff9f79e038e8a3246bb7aa92edcb","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Internal Finishes"
"74ab36a1-a2f3-50c1-abce-bd62e6bc49a8","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","7e50fa312e6fd325dcd84b4014395e8b153c92230e4b73c3d1ab15fbb09b8351","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Doors Checklist"
"551acdc8-7e74-582a-b745-8c89a7b89592","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","159de4a0421a5f1a9b9d13015cb12b361f03a048514d474b3eb5f874b63bba4a","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Sliding Door Checklists"
"77732484-be70-5c7a-a69b-3dbc2eb389fc","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","bbe6ca1a32f5dfc57c4ee3a38d3dcf601becd04c9011d0461ebb5d3477990cfe","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Windows Checklist"
"18a9bc5a-ca06-4378-900d-8a0547980d2c","","checklist-flat","work-in-progress","External Wall Lining Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","External Wall Lining"
"01dfaec0-16a5-5ab6-a77a-8beace885a0f","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","252c4c5f21af2bc0974d762dfd4ac8d053d53658d8d3c1bdfbe5a28fbb87f1e7","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Roof Water Proofing Checklist"
"d36a8b4d-c3f2-50d2-8771-1cc83bbd5438","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","aafb30e62e7db4bd5784ff0cb698b82f6f0d989669724ca6a1c35e9fd2ea6709","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Passive Fire Checklist"
"b11253da-8592-5720-832f-1c2def61faa7","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","320eebb8061522e8882460a4b7852e986d8978922386981147bccb10cc46f516","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-18-M-TE1-R(N18-L3-18-R-M1E1, M2E1, M3E1) - 449, 421, 389","Final Acceptance Checklist"
"660186da-ced6-45f1-b104-ae15117f174a","folder-progress has incorrect meta.stepType checklist-sectioned","folder-progress","work-in-progress","","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509"
"ff41b6b6-9dc8-5ced-8e31-4fcd0da81421","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","7cf96b672c39be187cfd24516e12a701287f77c17a692c47810d767ac07049c9","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Module Structural Checklist"
"3c7e2175-d3fd-5b32-94e1-72a2a4311df1","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","8fb62bc6560d56dfde1a79769dab88a2ae4f6e422f5cc35e11700a9e77d759e4","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Drain, Waste & Vent System Checklist"
"11dbbed6-3156-51a8-b9d7-142a2f7e91a9","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","8eb3b635b170390b650ff2af68faa1d731aa67d6e442ecd6e3e1bf67a7071632","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Hot & Cold Water Systems Checklist"
"293842d3-1a07-50c2-bf23-1a351668c3e9","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","d976bf980c287ea57d0b38a45931448e5abfa5e92706a2d7288d1321105d3f7c","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Sprinkler System Installations Checklist"
"4d09018b-e88c-5c4d-834e-dfb2c93ea45a","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","5566e35deb3c2bd9ea14f2bb07eb83c6ee0e0b8fccacfcc3aed701e5251f5e3d","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Mechanical System Installations Checklist"
"3d7cb1f1-a2de-5f48-a862-204a65b6c764","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","e0c40aaa22d4b33a3022f8458157e44f7677dd1e0e0f86a0b7a971f9fb948dad","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Electrical Work Installations Checklist"
"70204b6c-5526-5ac8-97d2-82c1413205ce","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","d43eddc659fcfec216ed701a8d002cd86a8057aa4a0ae116ef9805c7f4ec1376","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Internal Wall Lining"
"8cd6cd13-e3fe-587e-b9a0-4dadfbc0c96f","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","439cdd366995f17c139180edd61ff5d182a2ffbd073b3f1fd5dcb08f46092765","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Internal Painting Checklist"
"0e31c4d4-b668-5524-9b27-a71b6aad2484","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","d6bdf055ed5afb3350d4cfa9c7c9bad0b4d04107a318bed5cb7ee12fe5999e42","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Waterproofing System Checklist"
"fe78f705-6d99-54b8-b391-c643f61ade77","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","c1cfd18f4603824288b25bea73b2f9405170f4ce81a17d3677991896282affe4","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Tiling & Grouting Checklist"
"57afd0a8-c815-5210-91f9-60d8031e97a8","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","26f6038189523ab22c30625980d9135af38fd500817e4469f446105a03f59074","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Sanitary Wares & Accessories Checklist"
"e6e821c1-9bf3-5aa3-a869-a6f9892090e0","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","7e83d948900d03ff2c957764abf5395c5ce532472a5c67123271056145c02a6d","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Internal Glazing Checklist"
"fe61cf1f-9c9c-5850-8e60-07da6e2feb08","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","b8863685b1370d1019706483b0960d32a002ff9f79e038e8a3246bb7aa92edcb","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Internal Finishes"
"6fa4889b-6d38-5140-8311-9340352e460f","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","7e50fa312e6fd325dcd84b4014395e8b153c92230e4b73c3d1ab15fbb09b8351","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Doors Checklist"
"14015fb6-56e2-5108-a15b-8525d1464a9e","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","159de4a0421a5f1a9b9d13015cb12b361f03a048514d474b3eb5f874b63bba4a","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Sliding Door Checklists"
"5aef285e-16cf-57fa-ab43-36978689a0dd","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","bbe6ca1a32f5dfc57c4ee3a38d3dcf601becd04c9011d0461ebb5d3477990cfe","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Windows Checklist"
"e3e7e8e0-04bd-4d72-a8f0-c632232b42f4","","checklist-flat","not-started","External Wall Lining Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","External Wall Lining"
"6d7975e0-e4de-5bc2-be78-a361de6baafa","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","252c4c5f21af2bc0974d762dfd4ac8d053d53658d8d3c1bdfbe5a28fbb87f1e7","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Roof Water Proofing Checklist"
"a47d0003-b589-5cd3-8d46-11f78e01c6b0","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","aafb30e62e7db4bd5784ff0cb698b82f6f0d989669724ca6a1c35e9fd2ea6709","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Passive Fire Checklist"
"49ff2dc3-3572-5c53-9256-7e1563788fa3","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","320eebb8061522e8882460a4b7852e986d8978922386981147bccb10cc46f516","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","3rd Floor","L3-19-M-TE2-R(N18-L3-19-R-M1E2, M2E2, M3E2) - 514, 511, 509","Final Acceptance Checklist"
"a2afcb1f-47bc-49f8-bd82-4b10d3da141b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N18","Apartments","4th Floor"
"2f7d52f6-530a-4fc4-a5b7-cd5d546ff404","folder-progress has incorrect meta.stepType checklist-sectioned","folder-progress","work-in-progress","","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","4th Floor","L4-01-A-TD-L(N18-L4-01-L-M1D, M2D, M3D) - 517,436, 497"
"0f997e09-a739-5fe3-b932-d7920593ae4f","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","7cf96b672c39be187cfd24516e12a701287f77c17a692c47810d767ac07049c9","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","4th Floor","L4-01-A-TD-L(N18-L4-01-L-M1D, M2D, M3D) - 517,436, 497","Module Structural Checklist"
"dd9018f0-c23b-5091-ae0d-f4e562bf84e2","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","8fb62bc6560d56dfde1a79769dab88a2ae4f6e422f5cc35e11700a9e77d759e4","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","4th Floor","L4-01-A-TD-L(N18-L4-01-L-M1D, M2D, M3D) - 517,436, 497","Drain, Waste & Vent System Checklist"
"fa163d0f-4869-5d25-9afd-8c1c5ceec0c4","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","8eb3b635b170390b650ff2af68faa1d731aa67d6e442ecd6e3e1bf67a7071632","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","4th Floor","L4-01-A-TD-L(N18-L4-01-L-M1D, M2D, M3D) - 517,436, 497","Hot & Cold Water Systems Checklist"
"bd66793c-b2ed-5d0e-a529-5e9806df8d33","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","d976bf980c287ea57d0b38a45931448e5abfa5e92706a2d7288d1321105d3f7c","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","4th Floor","L4-01-A-TD-L(N18-L4-01-L-M1D, M2D, M3D) - 517,436, 497","Sprinkler System Installations Checklist"
"c0d2f159-7e88-5637-aac3-f4e42bfcdf5a","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","5566e35deb3c2bd9ea14f2bb07eb83c6ee0e0b8fccacfcc3aed701e5251f5e3d","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","4th Floor","L4-01-A-TD-L(N18-L4-01-L-M1D, M2D, M3D) - 517,436, 497","Mechanical System Installations Checklist"
"beed857a-5e37-5c2b-b525-4705129fbb8f","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","e0c40aaa22d4b33a3022f8458157e44f7677dd1e0e0f86a0b7a971f9fb948dad","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","4th Floor","L4-01-A-TD-L(N18-L4-01-L-M1D, M2D, M3D) - 517,436, 497","Electrical Work Installations Checklist"
"89acca03-65e5-56b6-ab30-b69de64bb6a9","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","d43eddc659fcfec216ed701a8d002cd86a8057aa4a0ae116ef9805c7f4ec1376","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","4th Floor","L4-01-A-TD-L(N18-L4-01-L-M1D, M2D, M3D) - 517,436, 497","Internal Wall Lining"
"cfa5544e-747f-543a-ab6a-a0d5d7d0872c","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","439cdd366995f17c139180edd61ff5d182a2ffbd073b3f1fd5dcb08f46092765","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","4th Floor","L4-01-A-TD-L(N18-L4-01-L-M1D, M2D, M3D) - 517,436, 497","Internal Painting Checklist"
"3404095b-4284-5f19-b1e0-72a0dfaae4b2","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","d6bdf055ed5afb3350d4cfa9c7c9bad0b4d04107a318bed5cb7ee12fe5999e42","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","4th Floor","L4-01-A-TD-L(N18-L4-01-L-M1D, M2D, M3D) - 517,436, 497","Waterproofing System Checklist"
