"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"416fecf0-9d58-450c-b59d-63a9ef5e77e4","","checklist-flat","pass","145daa2aaf83ce100e03308fa2592b119272de55359c236a0b0a3350dee5e8a6","checklist-flat","FALSE","FALSE","Job Details"
"d9d7402b-8dab-4e1b-bd41-6bba72d81581","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Site Info"
"19286452-2361-4871-b3bf-d1140e1e708d","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Latest Drawings"
"27236dc0-d9cd-473b-b425-c0f46442d0dc","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Scope of Works Attached"
"9bfb00cf-0148-4596-93a6-02192c565d20","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Additional Pre Start Docs"
"65e74bd6-3b12-4b69-9292-dd36f6703c36","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Fixing Plan Attached "
"b76bd201-f7db-40d1-8ead-081fa4319f07","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"b7c9081b-4ca0-42b0-816f-26ec1abc70dc","","folder-normal","pass","","step","TRUE","FALSE","QA","Ground Floor"
"124bb2ed-e0bd-4e7b-9963-3b761a9d7600","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Ground Floor","G01"
"91281e25-782f-4911-bc05-ad76aff15742","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G01","Prestart"
"900ad238-13a8-4376-b0b8-ffd36b256bd0","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","106","Prestart"
"ce23a00d-867f-4a3a-87eb-d26b4b9cf27f","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Prestart","Area accessible"
"e05140f3-333f-47b5-af87-ecffc905496f","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Prestart","Edge protection and safety installed"
"6733b701-aff6-48cc-99d7-994237c8bc5a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Prestart","Substrate complete and ready for SWP"
"5d9aa4ff-3b54-4350-b01f-f0261e19af71","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","106","Concrete Substrate"
"50de7d23-2364-433c-8d6e-ef1b0bde8364","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"7b173ff7-6723-49de-81a0-58638414f1fd","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"119a8c02-7819-4132-9ca0-8cca652c6134","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Concrete Substrate","Large holes filled with grout"
"dabcec2f-ab90-4467-9c63-722b132d1063","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","106","Fibertite"
"f3162c11-91e7-42a1-9da4-eafb3b05effe","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Fibertite","Adhesive installed to substrate"
"1cf39b12-f80d-4947-b401-775cb12aec17","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Fibertite","Laying of membrane into adhesive"
"eacd1c95-b5c0-4ef2-90ca-7b0d7e471e77","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Fibertite","Broom/rolling of membrane"
"e51d908b-1f3e-4b66-b172-f0eb979defd3","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Fibertite","Wipe and clean laps prior to welding"
"79cdfe5c-1c99-4446-aa5f-f092d0c314ab","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Fibertite","Test weld with the welding machines"
"7675c8ed-328f-4040-948f-3d6a13b73853","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Fibertite","Probe of seam with QA hook"
"f042242c-75e4-4ea8-953d-c24a0fd91636","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Fibertite","Pressure bars installed"
"755af4c8-0fb6-499f-8c8f-85ef6b9ce71a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Fibertite","Membrane dressed into drains/outlets"
"763f482b-4056-4bb3-b8e8-e34f2925f335","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Fibertite","Claps/rings/baskets installed"
"9f111fad-96ca-4ce3-b0f2-589732c63a43","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Level 1","106","Fibertite","Flood/ILD tested"
"4f794e9b-0642-4ee6-86f8-98a0f6a63e0d","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","106","Fiberclad Flashings"
"2719a584-ce9c-4d28-9974-9d40abc27d48","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"e9604792-c8ff-4ef7-9da0-d5d9c5b912d6","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"7a7453be-0c86-44a1-b816-078ebcd339af","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Fiberclad Flashings","Probe of weld with QA hook"
"c9e8851b-aae8-476d-a381-48cc0da02633","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","106","Review and Sign Off"
"0c8a5672-a8a2-4c10-b4fb-ccce541edbcd","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Review and Sign Off","Area left clean and tidy"
"bdca3605-3d01-4172-aa9a-eb67a1aaa486","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"0e15dabf-4393-4cf8-b14d-ca3b6f4658fb","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","106","Review and Sign Off","Client / Main Contractor sign off"
"4e20e908-1b45-419f-a156-51a7a970a4c2","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Level 1","107"
"7ef5adef-0d9b-4589-b4ef-49f54de6b88c","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","107","Prestart"
"f91272d4-85ea-421c-ab16-e2ac7d9f2af1","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Prestart","Area accessible"
"b48aa0db-5883-4930-9c7e-35fb237b6818","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Prestart","Edge protection and safety installed"
"7dc10b26-d980-49ae-8014-d24375af659d","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Prestart","Substrate complete and ready for SWP"
"99c32111-9503-44c8-914d-78acc940b86c","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","107","Concrete Substrate"
"2b48442a-b053-43d1-93db-109ac93fd108","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"463a4aae-3f37-4798-b20d-525d27b03cf0","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"b582e082-28c2-463b-9287-3a5bed4fcea4","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Concrete Substrate","Large holes filled with grout"
"4347869f-3124-40a3-aaba-d543d8edbbfb","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","107","Fibertite"
"14db8c97-828f-4b9a-bd3a-8e930f3ac7db","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Fibertite","Adhesive installed to substrate"
"ca776bfa-1591-40ab-ab75-ec90c012132e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Fibertite","Laying of membrane into adhesive"
"aa21e50a-7876-49ce-a94b-cd7423080687","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Fibertite","Broom/rolling of membrane"
"019a7d2c-8125-4f6a-bdc4-37b5bfc58071","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Fibertite","Wipe and clean laps prior to welding"
"5747b464-2334-4246-bc9f-3e38319e0af1","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Fibertite","Test weld with the welding machines"
"7edbebd6-1500-4fbf-a1e0-5c01a3eb0d08","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Fibertite","Probe of seam with QA hook"
"e2476bae-50bc-4416-aa34-afcc126e89cb","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Fibertite","Pressure bars installed"
"af868b8f-3594-475f-a3c7-e671ef943c52","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Fibertite","Membrane dressed into drains/outlets"
"ea4167a0-cbe2-4fbb-bcd6-6ad17a19fcf3","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Fibertite","Claps/rings/baskets installed"
"50d6096d-0de5-480b-bee4-7ce238ffde5e","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Level 1","107","Fibertite","Flood/ILD tested"
"d8a1b76e-56aa-4fcf-90aa-8a9f251917fc","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","107","Fiberclad Flashings"
"7ee8cc7a-bd23-440d-b6b1-544f31e13b80","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"caf290f9-65ed-4b91-b2e7-6b24b8c044b9","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"ce39dc2a-5438-4386-97bb-a8dd25d697c7","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Fiberclad Flashings","Probe of weld with QA hook"
"40b0383f-1cf0-41c6-a1d2-d1afa6c8930a","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","107","Review and Sign Off"
"2058db9a-3f29-486c-9338-eecfd065c1cf","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Review and Sign Off","Area left clean and tidy"
"64c69f55-4c0b-4bf7-aca8-b7ace8186336","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"c5cf2a8c-7d05-4467-aa97-3780bd26fafb","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","107","Review and Sign Off","Client / Main Contractor sign off"
"241a473f-0622-453b-920e-ff3ed62f2fd9","","folder-normal","pass","","step","TRUE","FALSE","QA","Level 2"
"ccbe62ef-2711-4596-94c5-b7630766d401","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Level 2","201"
"47ed5a46-7bea-4fce-acb2-d12c6fb8aa8f","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","201","Prestart"
"c0d519f8-3e3f-4a44-9393-f672dbcb6c79","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Prestart","Area accessible"
"f5b082ea-342d-498f-936d-b4d9f5945962","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Prestart","Edge protection and safety installed"
"22949c5e-1759-4950-8988-4dc20bbd5ff7","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Prestart","Substrate complete and ready for SWP"
"dab96e77-dceb-4457-b185-d9d1d9e3161d","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","201","Concrete Substrate"
"a368bf58-b592-49d0-a714-d953f564ead2","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"6ec7bf23-1bf6-4dec-8b21-29188bebb777","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"3ce16452-d133-41aa-aec0-3c9b08583b35","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Concrete Substrate","Large holes filled with grout"
"f515b72a-e4db-4477-8dcc-cc1ff9cd3656","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","201","Fibertite"
"c8020d7b-326e-4b6c-bc48-2c32c1a29e67","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Fibertite","Adhesive installed to substrate"
"4a5df9cc-ae71-449c-9ad3-08664d6a9e68","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Fibertite","Laying of membrane into adhesive"
"29dee0b6-2395-4947-8b75-99b14320c0a1","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Fibertite","Broom/rolling of membrane"
"3ae0e36d-2921-49e7-ac4d-a55e5d1c1226","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Fibertite","Wipe and clean laps prior to welding"
"c90dfa87-3261-4a62-8b1b-637d4bda84e0","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Fibertite","Test weld with the welding machines"
"5f73ea13-650c-4fc6-b5c5-107f141756c6","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Fibertite","Probe of seam with QA hook"
"c5910c3c-8481-4ea5-afe4-5b670e5db259","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Fibertite","Pressure bars installed"
"f8452a27-8b16-4e80-bd16-e17aa29bd305","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Fibertite","Membrane dressed into drains/outlets"
"31449190-c74a-4e9f-9383-a8fcab2a8155","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Fibertite","Claps/rings/baskets installed"
"a2829f60-26a4-4361-9647-4c588e2b9bb5","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Level 2","201","Fibertite","Flood/ILD tested"
"ae4bd9a7-5b5c-4acc-8da8-60f850f74a1b","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","201","Fiberclad Flashings"
"9f14b8ab-fa6c-48d8-a40b-331b63b1a547","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"a47c739c-89de-467a-a39a-fa69bfa92e14","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"8317bb26-7414-4dc1-b129-548d13ca288b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Fiberclad Flashings","Probe of weld with QA hook"
"869540e1-1854-4bf0-880c-f37509241919","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","201","Review and Sign Off"
"afb8bd8b-1945-44b9-8258-b7e585684d6e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Review and Sign Off","Area left clean and tidy"
"57ccc984-6e30-4c5c-b485-caabaf72dcd4","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"985071ef-3304-4dd3-a9dd-ffc3f370dbcd","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","201","Review and Sign Off","Client / Main Contractor sign off"
"da3cd410-1901-459a-b250-a8f33734c8db","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Level 2","202"
"c3f7d15e-1667-4452-b26a-e05c29b02fdb","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","202","Prestart"
"b54730b3-522a-4d1e-9fe4-c08177b75ab6","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Prestart","Area accessible"
"472cf659-89ad-43b0-a84d-406e1cbcf9f9","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Prestart","Edge protection and safety installed"
"7f3248ad-3bf9-4d5c-983f-813517148647","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Prestart","Substrate complete and ready for SWP"
"984259dd-1683-478a-a25f-5eafd075a4f3","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","202","Concrete Substrate"
"622ae147-debe-4e04-8e7a-3cad89361298","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"64552a7d-4246-4dbf-9ecc-e3c15139e6a0","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"a32c907a-8ed6-4cf4-bffa-2ffb9be90112","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Concrete Substrate","Large holes filled with grout"
"9ea1dcbc-92a1-4d20-a479-96a2f3aa7a7d","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","202","Fibertite"
"147a900d-9bac-43b5-9e64-2b2cb6457242","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Fibertite","Adhesive installed to substrate"
"bfaa68a3-7aa8-4251-9a8e-7301d2b2d6d0","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Fibertite","Laying of membrane into adhesive"
"ca0719cf-b5f8-4d17-bc5b-817ba3648e94","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Fibertite","Broom/rolling of membrane"
"a03bcf1d-3120-4669-b72b-3bc53ec3be4b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Fibertite","Wipe and clean laps prior to welding"
"1776c841-7baa-4fcc-807d-016d6b83cf11","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Fibertite","Test weld with the welding machines"
"f359988f-9de2-472f-9080-10fc8b90854b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Fibertite","Probe of seam with QA hook"
"970bbd6d-37e2-46bc-8034-fe87a680881e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Fibertite","Pressure bars installed"
"4e3fda5a-ff6d-4876-9a68-d4a1fcf4a704","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Fibertite","Membrane dressed into drains/outlets"
"32ac3b32-9174-41ed-abb8-6d58153c2ddb","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Fibertite","Claps/rings/baskets installed"
"94fd488d-6202-4db9-910a-45d19fe47bab","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Level 2","202","Fibertite","Flood/ILD tested"
"23291385-36f7-47a7-9d1a-160159286b0e","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","202","Fiberclad Flashings"
"eaa0b923-974d-49db-a07f-4e8719482677","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"e5e440b0-3b68-4aea-9761-5ade56848c0d","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"ecb8c30d-8b3e-4150-bd3d-1c055729074c","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Fiberclad Flashings","Probe of weld with QA hook"
"90b8837a-7e28-43cc-81eb-4c90f843f8f6","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","202","Review and Sign Off"
"fd0f77f5-93fe-4279-856d-f92b0adee080","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Review and Sign Off","Area left clean and tidy"
"d8436e91-8479-48de-8931-c1c939ff7f43","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"c0effaae-0193-495b-a931-bde25e768615","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","202","Review and Sign Off","Client / Main Contractor sign off"
"c01fdfb3-5e63-4c59-ab7f-4b08f37c2112","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Level 2","203"
"b96c5120-53bc-44d0-806f-3d08269a2649","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","203","Prestart"
"63337d7f-70f8-44dc-976e-84b45cf17d9e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Prestart","Area accessible"
"cd27e674-19ea-4775-9158-7c9a0451999e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Prestart","Edge protection and safety installed"
"b17658ac-6f48-4cd1-ba53-3494046cfe0d","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Prestart","Substrate complete and ready for SWP"
"ee6ec592-4ffd-455a-8d6e-0f84822e72a5","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","203","Concrete Substrate"
"66f6bfbd-06d8-4fde-b36c-61dbf23dcd8a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"62622e3d-fd41-4583-9a9d-257d9221cd18","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"69f99e74-2296-4c10-a2b7-e7c418d109e6","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Concrete Substrate","Large holes filled with grout"
"798206a8-866e-41eb-bc9e-4188f3c954f4","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","203","Fibertite"
"32cd3139-1b58-4968-a925-428edfb12a3f","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Fibertite","Adhesive installed to substrate"
"772f1a98-31e5-4d31-94e9-0ed57a83f444","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Fibertite","Laying of membrane into adhesive"
"32fe7562-a550-4374-b797-0ed4762f8beb","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Fibertite","Broom/rolling of membrane"
"2acbf17c-b434-4ece-b708-efab30b33683","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Fibertite","Wipe and clean laps prior to welding"
"7c1fcd89-4fd3-4708-86fb-c6fdfdb49b9e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Fibertite","Test weld with the welding machines"
"9d410cc8-db6f-441d-9d6c-ae2fce4dd271","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Fibertite","Probe of seam with QA hook"
"2310ce41-eb50-4c8c-a0af-9b430505982a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Fibertite","Pressure bars installed"
"d3c3bbc3-04b1-49a9-a12b-e32447971c0a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Fibertite","Membrane dressed into drains/outlets"
"8ac0158b-5f76-4804-9e76-aa1204aabfbe","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Fibertite","Claps/rings/baskets installed"
"2a1beb60-3d8a-419d-bb65-bf3da9d126eb","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Level 2","203","Fibertite","Flood/ILD tested"
"0d9732f6-62b8-41ed-82c9-2d8c22d680b0","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","203","Fiberclad Flashings"
"0ab04555-1b02-4b70-8d6e-63f873d2f569","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"80fdf503-ac75-4220-882c-41a2a5fb4b5b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"a50444bd-648d-4cb1-90ed-fd11dba479b5","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Fiberclad Flashings","Probe of weld with QA hook"
"8ef19497-620a-4d46-a6fa-7513d5ac543a","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","203","Review and Sign Off"
"cfd5f758-2542-4e71-adaf-451b59ec39a9","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Review and Sign Off","Area left clean and tidy"
"e007ee3a-eddd-47cd-8e19-dd3cc302c5d1","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"aeba9aae-0f95-48e8-8bd9-a6412213a511","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","203","Review and Sign Off","Client / Main Contractor sign off"
"8691dfa9-dd03-4426-8937-ff2fbc2431b1","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Level 2","204"
"3726ce78-c927-4e16-b71b-02d2103bb2c4","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","204","Prestart"
"bb8a3308-2b96-49cc-8b39-6b1ba79b0073","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Prestart","Area accessible"
"644fdd63-0be9-4dd6-a274-d95f78bb1b61","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Prestart","Edge protection and safety installed"
"35578899-62f1-40b1-8bc1-26ee0ec86faf","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Prestart","Substrate complete and ready for SWP"
"e31546a4-7cff-4857-bce1-c8631aba6b8a","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","204","Concrete Substrate"
"11088d6e-ecf7-4fae-b729-45876dd4c9ba","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"65351fed-bd74-4bad-9a7f-af2bac3ce94a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"e6d47ed6-2750-4087-b057-c88de59a5215","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Concrete Substrate","Large holes filled with grout"
"db975122-d052-4589-81d5-b53273035fad","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","204","Fibertite"
"d8fa0ba5-bcb7-4a96-94e2-1f65102a13c4","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Fibertite","Adhesive installed to substrate"
"3d109c6b-5824-467e-9b18-070b0cedf2d7","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Fibertite","Laying of membrane into adhesive"
"b0e10925-2581-4b6e-9568-9b9aa11cf2c0","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Fibertite","Broom/rolling of membrane"
"887eed24-95f3-40d9-8c4b-77b05cd6794c","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Fibertite","Wipe and clean laps prior to welding"
"33b628d3-1ec9-49b1-9230-bdeaace6878d","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Fibertite","Test weld with the welding machines"
"c99293d5-3007-488a-b80a-7cc6dd2ef12b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Fibertite","Probe of seam with QA hook"
"4805bebc-a1e0-4122-96c3-f8c2f365c878","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Fibertite","Pressure bars installed"
"1c4f9b85-75c4-4d17-b501-911408ee1117","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Fibertite","Membrane dressed into drains/outlets"
"84b1f942-3f41-40c2-94e2-792377f6b2fb","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 2","204","Fibertite","Claps/rings/baskets installed"
"57cf07ff-2de3-4deb-9b09-562f204832bc","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Level 2","204","Fibertite","Flood/ILD tested"
"2f0296aa-b6d0-48cc-9496-43c1ea7fe734","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 2","204","Fiberclad Flashings"
