"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e11f1a67-64cc-4a65-b8fb-4b2d9a468816","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard"
"7395dde4-86c7-4809-87a8-d7fd1d60f00f","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Ground Floor"
"11890ad3-eaf0-4753-a401-f35574837c2f","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Ground Floor","Common Areas"
"b9bac451-1926-4b9a-a426-659e6c5d0c2e","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Ground Floor","Common Areas","Treatment Room (G-S-11)"
"d1acb516-2bc6-4206-9e06-6d2049e79293","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X1-01)","Terminated & Tested"
"7d98dd3a-53fe-47a8-b391-4361126489f0","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X1-01)","Fit off"
"062b8ee2-e68e-419f-b53d-3ba5baf94f55","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X1-02)"
"741979c8-7e04-47bc-a7bc-abdc9a851add","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X1-02)","Pre Wire"
"54289a32-e241-4901-b9d8-ba83ff942ed9","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X1-02)","Terminated & Tested"
"05bd96d5-0ff9-4311-b84b-7de7f419d73d","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X1-02)","Fit off"
"23979564-5ecd-4122-83f9-9293ec717998","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X1-02)"
"d33fb233-856a-4e9c-96b6-3c1353c06888","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X1-02)","Pre Wire"
"be5ef6b7-7213-46f0-ae15-45de87d64a4f","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X1-02)","Terminated & Tested"
"355c5606-9875-4bf4-a93a-996569e02b3e","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X1-02)","Fit off"
"66ab8c94-0e9c-4b10-ab2e-36a86e327a22","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X2-01)"
"37fef097-3e93-4caa-b5cc-eace9cbb378f","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X2-01)","Pre Wire"
"161719ce-8417-4041-aab1-7416914d169d","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X2-01)","Terminated & Tested"
"7d442d79-3d8c-4929-aa74-5e5c89664dee","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X2-01)","Fit off"
"6288e9b5-e2f6-4c28-98a3-e999f7e92ba3","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X2-02)"
"26dfb4f6-7164-473e-9d10-efb2097b5ded","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X2-02)","Pre Wire"
"f6927fb3-6e18-45cf-843b-6c7c38a19a3d","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X2-02)","Terminated & Tested"
"b65a9c66-79b9-4f12-b169-d2bfc475deac","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X2-02)","Fit off"
"e5be8e89-6a13-4e2c-845e-4d2e4f15efc9","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X2-02)"
"4092666d-a85d-4fe4-af9f-60251df1faeb","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X2-02)","Pre Wire"
"17011625-57c5-4f9f-abe4-aef43beeee31","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X2-02)","Terminated & Tested"
"a4fb20b2-55f7-404e-972f-154a6f5e334d","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X2-02)","Fit off"
"0fde498f-7e16-4773-bdd5-09b3578be1b8","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X3-01)"
"68790765-9617-4299-a91d-8ca607efe79d","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X3-01)","Pre Wire"
"b1931163-92d5-4e49-9257-38ef421fb348","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X3-01)","Terminated & Tested"
"bd6a8ef2-9f5d-4855-a47a-495cf4a7745a","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X3-01)","Fit off"
"a686b7c4-aaff-4e44-a324-32a64772a604","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X3-02)"
"fcf8c6ea-2c1e-400a-9ecc-95a3307a4c23","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X3-02)","Pre Wire"
"1089f8b8-4559-4c54-8ce7-33e520fc5f13","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X3-02)","Terminated & Tested"
"d6c09eec-15e1-4cf6-96ea-d4c75351d8d1","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X3-02)","Fit off"
"2180095b-e100-4023-a374-2922e15d8fc5","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X3-02)"
"35f34ea8-3642-4e88-b908-6004c4e0492a","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X3-02)","Pre Wire"
"81b3b388-eb03-47ed-ab5e-d61d7ab42f2a","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X3-02)","Terminated & Tested"
"012a22c1-bdbd-4951-8cca-3357ed423020","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X3-02)","Fit off"
"4268df0c-86d4-4ff5-ba31-ccc5c64deb5a","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X4-01)"
"afef7ad7-8652-4a7b-b245-6e51475d1ccc","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X4-01)","Pre Wire"
"48d0c6ed-a69a-4bd5-ba61-8ee952d1a9c7","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X4-01)","Terminated & Tested"
"22175985-5c5c-4d0d-81ad-358d7b3ac4ab","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X4-01)","Fit off"
"9e05889a-2936-4e87-9bdc-758eaea87be1","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X4-02)"
"07d795d8-a536-457b-b3f7-6b606cc6f54a","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X4-02)","Pre Wire"
"c7c893cb-5a71-4938-bb2d-30b10ef5dd55","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X4-02)","Terminated & Tested"
"2dacd4d7-4bc4-41cb-b4ef-995167aa37b1","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X4-02)","Fit off"
"97fea368-b3c0-4db3-a8ce-00d22c543d4e","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X4-02)"
"26ec4b49-7283-460d-b977-27ddbb2d480f","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X4-02)","Pre Wire"
"fe12d10a-bf05-4a34-b8fe-5d0288b3680a","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X4-02)","Terminated & Tested"
"2c792c10-708d-484e-91ec-d30dddaa21cc","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X4-02)","Fit off"
"e8b434da-636d-419f-840c-fbf248b87c42","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X5-01)"
"c18808cc-7a2b-464e-bb9f-2593ef9db33f","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X5-01)","Pre Wire"
"c1daf2ce-e98d-4b2d-b872-9150cf5e385f","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X5-01)","Terminated & Tested"
"e830a4cb-d8a0-486c-a10c-5518b1b5d922","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Bedroom (1-X5-01)","Fit off"
"d5398799-a29f-4b52-b146-09367892ae46","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X5-02)"
"6ef44a73-bc13-4b47-be63-6a4a4d964007","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X5-02)","Pre Wire"
"61ccb010-eea4-41d8-8b00-1c03ef52a913","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X5-02)","Terminated & Tested"
"f1987535-ddf1-4768-bea9-e9f23790c1a9","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Toilet Ensuite (1-X5-02)","Fit off"
"4d3c2787-99f2-4f43-83fc-ab5fdf28640b","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X5-02)"
"14b2f2d7-e536-4c72-86ec-6a250697aa47","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X5-02)","Pre Wire"
"55bc3e96-36ec-4a54-b380-de9594dd65ae","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X5-02)","Terminated & Tested"
"ec6c5164-bc4a-4817-a12a-261b735e7463","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Shower Ensuite (1-X5-02)","Fit off"
"72a88606-22f6-4345-adda-d20699057e27","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Dining (1-X6-02)"
"70754e8e-9c4d-4926-9250-b3a4c1b7d997","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Dining (1-X6-02)","Pre Wire"
"79725d4d-b90e-4e08-b982-c653da41db90","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Dining (1-X6-02)","Terminated & Tested"
"e647011f-034c-44bf-9133-41b572ff9056","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Dining (1-X6-02)","Fit off"
"abb2339e-3526-490a-85a8-cb9526aac851","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Bedroom (1-X6-04)"
"bccea675-ab43-4094-9182-e9eb1217638d","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Bedroom (1-X6-04)","Pre Wire"
"ef1f455f-fea7-4e8b-9c95-0a7283b62e54","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Bedroom (1-X6-04)","Pre-Wire Only"
"1e40154a-1435-437b-b578-a6c34a74b446","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Toilet Ensuite (1-X6-05)"
"1e589f5a-a815-4960-9225-41f66e18f394","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Toilet Ensuite (1-X6-05)","Pre Wire"
"e84bb7f3-370e-4595-849d-49d38c2134ad","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Toilet Ensuite (1-X6-05)","Pre-Wire Only"
"1da8efa4-178d-458f-ad50-ca5aa1650f15","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Shower Ensuite (1-X6-05)"
"187c6a54-6fac-484c-869a-16435a7dac1c","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Shower Ensuite (1-X6-05)","Pre Wire"
"dcd01cee-8703-4981-90b1-90f7150f5592","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Shower Ensuite (1-X6-05)","Pre-Wire Only"
"aa72c803-61a0-4882-8290-c528e0727c14","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Dining (1-X7-02)"
"2315452e-cc17-4c04-b6bb-92102ead68a5","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Dining (1-X7-02)","Pre Wire"
"660ae614-9dd0-4f5f-96bc-17c313f3cba4","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Dining (1-X7-02)","Terminated & Tested"
"ee69ffb8-365a-4473-a854-3643accab4a9","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Dining (1-X7-02)","Fit off"
"8cfbfc62-651f-4e32-8191-f3299c514b99","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Bedroom (1-X7-04)"
"ea38e1af-d1d6-4c40-93e1-2c1b96223976","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Bedroom (1-X7-04)","Pre Wire"
"e94736fb-f11e-4fee-8f4c-f0c0d1f84668","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Bedroom (1-X7-04)","Pre-Wire Only"
"fca98a2c-91cb-42b5-a609-8bc8e3f07c82","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Toilet Ensuite (1-X7-05)"
"886641cf-b5e0-4bcf-978a-5815f879820c","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Toilet Ensuite (1-X7-05)","Pre Wire"
"7e1cab2d-6874-47f0-863a-e927c3e271d9","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Toilet Ensuite (1-X7-05)","Pre-Wire Only"
"fbd43d23-c82b-4d4e-a8d9-3c7ffa1dd881","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Shower Ensuite (1-X7-05)"
"6363bb77-8e2a-4621-9aac-6b9033a07f18","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Shower Ensuite (1-X7-05)","Pre Wire"
"c705e8aa-71fb-4f6c-b9da-3392782c30e5","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Shower Ensuite (1-X7-05)","Pre-Wire Only"
"f7ed1774-8655-4ad8-aab2-6bd18ab3c87c","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Dining (1-X8-02)"
"f83f1b02-960d-449f-807d-f5eaeae795f2","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Dining (1-X8-02)","Pre Wire"
"def6747c-c100-4ff6-910a-4f0090abafca","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Dining (1-X8-02)","Terminated & Tested"
"acdcd77f-a5b6-4190-8f6c-03c3b907a2b6","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","Dining (1-X8-02)","Fit off"
"ff6a30af-016d-45f1-b93c-b16f6aba5a63","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Bedroom (1-X8-04)"
"48deba26-37c4-4ff1-a308-5adbaca3c4f1","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Bedroom (1-X8-04)","Pre Wire"
"dd2c72d5-80fd-46ee-b369-5d4e06205c1a","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Bedroom (1-X8-04)","Pre-Wire Only"
"82f32dcb-e591-4573-91b5-c0063877da55","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Toilet Ensuite (1-X8-05)"
"31eb6b51-d1d7-431a-8f99-896035e3833a","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Toilet Ensuite (1-X8-05)","Pre Wire"
"56bb76a6-9050-40fc-b905-9dbcbcdd534c","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Toilet Ensuite (1-X8-05)","Pre-Wire Only"
"a0c8608a-7d6e-4977-8ca7-42ce4fb80099","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Shower Ensuite (1-X8-05)"
"cfccee82-c54f-49b7-a1c3-1f92a5c7b504","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Shower Ensuite (1-X8-05)","Pre Wire"
"d0e34b35-c0eb-4546-88d5-bdf4f23d6a2c","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Courtyard Wing - Residential Apartments","PREWIRE - Shower Ensuite (1-X8-05)","Pre-Wire Only"
"418551a4-9e94-4699-a857-8b70ee73a107","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Repeaters"
"afdc96f5-216b-4437-bfbb-efb380e33a9f","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 1","Repeaters","Corridor outside Stairs (1-ST-01)"
"7092ace7-aa55-42a0-9ee5-c3aabb9f2935","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Repeaters","Corridor outside Stairs (1-ST-01)","Pre Wire"
"c8aadb4d-204c-45a7-9402-8137f41443db","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Repeaters","Corridor outside Stairs (1-ST-01)","Terminated & Tested"
"89ae8668-f034-4a6c-8c76-9231c2692372","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 1","Repeaters","Corridor outside Stairs (1-ST-01)","Fit off"
"d029a5b1-4bfc-4773-aa15-092d62eecb91","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras"
"ba63a97e-89f8-4325-9281-8307528f73fa","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras","Level 1"
"540c2cc8-d20b-43f8-b8c0-93e7c63a3410","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras","Level 1","Corridor (1-C-01)"
"1d139a0d-514a-4413-a459-4bf354a6c376","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 1","Corridor (1-C-01)","Pre Wire"
"ebd588ba-8ecc-4b08-80ab-de459b98db96","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 1","Corridor (1-C-01)","Terminated & Tested"
"b0c8da63-bbc6-4ce9-860f-c75930065bb9","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 1","Corridor (1-C-01)","Fit off"
"4f8b80e4-7afa-41ca-bea7-30231dcddf1d","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras","Level 1","Stairs (1-ST-02)"
"e96daee3-d036-4627-86ce-11fa4cb8a2e2","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 1","Stairs (1-ST-02)","Pre Wire"
"758d1b61-1211-4c2b-beff-4cea2ee939bc","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 1","Stairs (1-ST-02)","Terminated & Tested"
"af145647-20b2-4a0f-a717-90b0ff254fe8","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 1","Stairs (1-ST-02)","Fit off"
"9b3ee4a1-7fb8-404d-a298-dc6c3ebc10b5","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras","Level 1","Outside Stairwell for Courtyard Wing"
"4a27c342-4089-4a0b-bcce-2cc51b6fec07","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 1","Outside Stairwell for Courtyard Wing","Pre Wire"
"8194faf3-4249-4d09-981d-60b9fa3940b9","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 1","Outside Stairwell for Courtyard Wing","Terminated & Tested"
"2d1444d1-07ce-4787-8d71-0bd0b4836ea5","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 1","Outside Stairwell for Courtyard Wing","Fit off"
"ebe192ea-ddde-48fa-95de-9cf2e722c428","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2"
