"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"db9f18d4-e166-4b96-9c21-31ecaa9f3346","","folder-normal","not-started","","step","TRUE","FALSE","Basement"
"ace0b55a-601b-4272-905f-a9d3af3355a3","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Common Areas"
"6e1e830e-d65c-445f-af8b-fac36db09b36","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Common Areas","Stair 5 - Lobby"
"e7431c09-0293-4a31-a81a-44bc624f3d62","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Basement","Common Areas","Stair 5 - Lobby","Apartment Rough In Checklist"
"c3e0f34c-d775-5d8c-ae3e-8db630defdbf","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Installation","Skirting installed"
"55350e2d-d30b-5eea-ad28-9f59f784c853","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Installation","Cavity doors installed"
"347c952e-74a5-5250-9fd4-c81b73855828","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Installation","Window architraves installed"
"967dc510-00c3-59db-8c99-f4d38fd04105","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Installation","Wardrobe jamb installed"
"38398ebe-3a14-583c-9879-c0f2da8f16ea","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Installation","Entry door hung"
"a89c144b-1452-5995-bbac-2943571b8cb6","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Installation","All install work 100% completed to required specifications"
"a82821fd-7d6d-59b5-987a-ab1100f2690c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Installation","Area left clean and tidy (attach photo)"
"ab61688d-e538-41c2-8d41-bdaa5541e7fb","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 1","Common Area B","Scooter Storage","Fit Off"
"052e57b0-cbfe-5eb9-80ff-ff19067a90d4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Fit Off","Installation of door hardware and door closes sufficiently"
"bba134d0-1b30-5ecd-acce-86d57f271fc4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Fit Off","Bathroom and toilet vanity installed"
"abc985bf-90ed-5fd5-b689-5e68718cd2e9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Fit Off","Handrails, toilet rolls and towel rails installed"
"12637717-4306-57c1-8e4c-474cae6a8c62","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Fit Off","Entry door hardware installed and closes sufficiently"
"c6e9f302-2f80-58df-b8e1-5055d93b261b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Fit Off","Fire tags installed on the door and door jamb"
"6b4f4c2b-332a-537f-809a-2e0d78257db0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Fit Off","Shower trays installed"
"c1654ab2-fe80-51d2-9b42-9c4cce2ba6db","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Fit Off","Area left clean and tidy (attach photo)"
"1e8aef9d-c908-5839-82a6-d7393356ce4d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Scooter Storage","Fit Off","All work 100% completed to required specifications"
"8adda4dd-67f2-4fcb-bcaa-098d1b1f20e3","","folder-normal","not-started","","step","TRUE","FALSE","Level 1","Common Area B","Corridor"
"51b5cdb0-3e28-45d6-922c-81491931b17d","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Level 1","Common Area B","Corridor","Apartment Rough In Checklist"
"1c4d5f6b-ab54-5600-86db-f33e9c1ccedc","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"66362220-24e4-588c-879a-397bf860a646","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"5477fc24-3b3c-57e4-ac4f-f88fee472052","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Apartment Rough In Checklist","Cavity pockets installed"
"edb8ec33-d4e8-4533-8a7b-aceace77d7ce","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Level 1","Common Area B","Corridor","Installation"
"88eb4efd-b230-56b8-a1c6-dc1b08701768","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Installation","Internal doors hung"
"12f5ed33-b9ff-5377-9d5d-5064bdf52c56","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Installation","Skirting installed"
"9b15796d-667d-580d-932e-bb10a6581e66","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Installation","Cavity doors installed"
"edbf1258-1823-5baf-9206-190914999425","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Installation","Window architraves installed"
"b14ce010-1b3a-56c1-866f-37890d12871e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Installation","Wardrobe jamb installed"
"8dfe21f3-e47f-5745-95e9-e6a32e8524f4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Installation","Entry door hung"
"fab40bd3-9e22-5acb-848c-d278b74cd1a7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Installation","All install work 100% completed to required specifications"
"96bde432-dac5-544a-ad2a-b77b34722ac3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Installation","Area left clean and tidy (attach photo)"
"d9f8c5ca-317c-4da4-a9d3-f4c28c097f27","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 1","Common Area B","Corridor","Fit Off"
"7af21e52-0f50-5518-bc2b-25056a28188a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Fit Off","Installation of door hardware and door closes sufficiently"
"42698c2a-ccc2-53f9-a0fc-e4ba5dadfc22","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Fit Off","Bathroom and toilet vanity installed"
"21e03a28-b467-58e4-ac38-5f9a20d2d3d4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Fit Off","Handrails, toilet rolls and towel rails installed"
"3dcfc5e3-e54c-558f-925b-a57c4af730c9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Fit Off","Entry door hardware installed and closes sufficiently"
"9fbd7f62-f19e-56d2-a13c-75483576ab00","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Fit Off","Fire tags installed on the door and door jamb"
"c09e5bb7-f497-59fe-88f5-f7b59765825f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Fit Off","Shower trays installed"
"05fe19be-0ceb-595c-99f4-a743b7a1a2c9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Fit Off","Area left clean and tidy (attach photo)"
"c610b97a-a548-5d3c-9aa3-cb3c2bf00aa3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area B","Corridor","Fit Off","All work 100% completed to required specifications"
"0d883db1-4d4e-4962-8f08-0a2158f41012","","folder-normal","not-started","","step","TRUE","FALSE","Level 1","Common Area C"
"c0ef4e7c-0dba-4ff3-963d-aa1a3cafa760","","folder-normal","not-started","","step","TRUE","FALSE","Level 1","Common Area C","Stair 4 Lobby"
"9209e83f-114b-4ffe-b63d-5b992d34c0a5","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Stair 4 Lobby","Apartment Rough In Checklist"
"ac2307c2-1a5d-5dba-94c9-eae4731bb020","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"e5dd3466-39d6-5471-a690-25c1ab86a836","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"5c4ec11e-0151-58a8-ae10-a74f2c088727","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Apartment Rough In Checklist","Cavity pockets installed"
"0fe9e421-e7ec-48df-95c4-993dff1bc854","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Stair 4 Lobby","Installation"
"737bc437-6c1c-5358-8c7d-87921dee228f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Installation","Internal doors hung"
"34aeb5b0-1316-5058-9181-fd699c07c38e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Installation","Skirting installed"
"8c14293f-4734-5c2c-8b0f-bf45e415e5f8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Installation","Cavity doors installed"
"0ab980de-fc17-503e-9197-e805e64450a9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Installation","Window architraves installed"
"6e2bb293-c7eb-522f-89b7-ef1b63c0f5ae","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Installation","Wardrobe jamb installed"
"8f93d066-45ca-5ac1-adcf-9cf3908ebbab","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Installation","Entry door hung"
"eb6151c2-2eb7-51b8-ba80-fbf06212f8c5","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Installation","All install work 100% completed to required specifications"
"d29e9b0e-84e3-5675-ac53-a946018ce4ea","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Installation","Area left clean and tidy (attach photo)"
"e39f59bf-4293-46c4-9842-bcfdddd17878","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Stair 4 Lobby","Fit Off"
"d0e193c0-38ce-5cc9-a4cf-148c94f38178","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Fit Off","Installation of door hardware and door closes sufficiently"
"ff43d686-bc11-5e90-b01c-6324d4e2227d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Fit Off","Bathroom and toilet vanity installed"
"7756bbbb-d10f-5487-a722-38a31eefcd7d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Fit Off","Handrails, toilet rolls and towel rails installed"
"94b5e666-63cb-5b32-a895-8112616d5544","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Fit Off","Entry door hardware installed and closes sufficiently"
"db23e76a-39e1-5c9e-bce4-f734148d675b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Fit Off","Fire tags installed on the door and door jamb"
"1e0c32e2-b905-52e2-bbc7-04385c7d3fc5","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Fit Off","Shower trays installed"
"be9235a1-334d-5733-8ba4-f30a6f5218b0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Fit Off","Area left clean and tidy (attach photo)"
"49e21aa8-efea-5443-a574-70f36010153f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Stair 4 Lobby","Fit Off","All work 100% completed to required specifications"
"07869e4c-0762-4d62-ad1a-77ee93fefbbc","","folder-normal","not-started","","step","TRUE","FALSE","Level 1","Common Area C","Store"
"68527ae6-154d-429a-8d43-9293bb2ba3e5","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Store","Apartment Rough In Checklist"
"56276767-32d6-54ac-8161-ed9a77bc3479","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"65eabeca-e3ef-57ec-bb68-d720ad6db182","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"d401b9db-92d5-517e-9c71-f8105c1566e4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Apartment Rough In Checklist","Cavity pockets installed"
"4a24ef55-8063-4aad-b31a-c309152f885e","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Store","Installation"
"ef7cb955-e810-5c55-869c-d4afb2e2f279","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Installation","Internal doors hung"
"c79e7588-6093-5924-8c5b-6f1533117b84","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Installation","Skirting installed"
"1819d71e-41b0-58d0-8d5e-2a02e13a8d17","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Installation","Cavity doors installed"
"597f6e0f-3665-575a-ab46-186f65178ed1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Installation","Window architraves installed"
"1b9daa95-2510-5d80-b154-36274fc1542e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Installation","Wardrobe jamb installed"
"54ff4e4a-fb65-59bd-8e5b-8e38b9c2ddf5","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Installation","Entry door hung"
"29124112-80a0-5703-bcf1-9f56ae6e7484","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Installation","All install work 100% completed to required specifications"
"e905aa50-5f77-5b4f-bebc-3d3dc94152df","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Installation","Area left clean and tidy (attach photo)"
"71151ddc-e562-42b1-b086-a442b12b4e5b","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Store","Fit Off"
"579a08ad-8db9-5f3f-96f9-9886540877d2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Fit Off","Installation of door hardware and door closes sufficiently"
"c9832ea3-e5d7-537b-9089-6fb7223f48ec","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Fit Off","Bathroom and toilet vanity installed"
"5a0c21af-8011-5a3d-851c-bb3368c786ff","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Fit Off","Handrails, toilet rolls and towel rails installed"
"f963f3e4-3983-52e1-8467-762a35757ee4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Fit Off","Entry door hardware installed and closes sufficiently"
"c05c571a-326c-56ae-8f01-b787c69371bf","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Fit Off","Fire tags installed on the door and door jamb"
"c82e9d55-f82e-5675-80ca-272e3781e634","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Fit Off","Shower trays installed"
"52d2138d-0a34-5397-9496-34f1ac1d4552","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Fit Off","Area left clean and tidy (attach photo)"
"4dadfcb0-03eb-516d-a3f1-0cd82a338db3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Store","Fit Off","All work 100% completed to required specifications"
"b0242c4a-c80b-4e5a-876e-9096a182aa1d","","folder-normal","not-started","","step","TRUE","FALSE","Level 1","Common Area C","Linen Store"
"3e62f524-1aa3-4f47-9851-5b2752ea51a3","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Linen Store","Apartment Rough In Checklist"
"3e043948-23e2-546c-a1f7-dfa8040c2630","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"94dbef47-cd87-5cad-830a-697a03a7f455","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"9e67a8cc-5f22-5ecc-816d-d5e84493b486","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Apartment Rough In Checklist","Cavity pockets installed"
"d5516a49-e4dd-4b52-b425-585dde49b7ed","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Linen Store","Installation"
"562a4378-53d9-5d15-8285-12afd5efce9f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Installation","Internal doors hung"
"33803b3e-7bb0-5691-8eab-09a76fd8b33f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Installation","Skirting installed"
"c902d6a5-8059-5627-9813-baf335628697","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Installation","Cavity doors installed"
"10a4eb70-2925-57bd-81da-592805ab3d07","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Installation","Window architraves installed"
"06b7c784-56d6-59fe-ac4e-eb14842b7394","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Installation","Wardrobe jamb installed"
"99871827-ba9b-59aa-ab6d-22c4c655278f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Installation","Entry door hung"
"2b461b63-271b-5ca3-9086-897176aa2746","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Installation","All install work 100% completed to required specifications"
"20e873cc-aa29-5f6d-993d-8a1da9312e3e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Installation","Area left clean and tidy (attach photo)"
"8e525771-2f27-415b-a04f-6b4ce98009ce","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Linen Store","Fit Off"
"7f9da775-3eeb-54cb-9bec-c57e248cbc8a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Fit Off","Installation of door hardware and door closes sufficiently"
"a000a885-8b88-55cb-8b72-54160a776761","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Fit Off","Bathroom and toilet vanity installed"
"964701c7-5ef9-5490-85bc-743b22bf1fa8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Fit Off","Handrails, toilet rolls and towel rails installed"
"8178d475-a362-55cf-8723-ec172157a2a5","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Fit Off","Entry door hardware installed and closes sufficiently"
"7ec9bce3-dbac-5023-874b-a8140bbb7eea","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Fit Off","Fire tags installed on the door and door jamb"
"4b76f74a-1132-55e3-90df-a94f0b59f98f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Fit Off","Shower trays installed"
"12f51902-852f-5efb-a53e-d0b5cec54625","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Fit Off","Area left clean and tidy (attach photo)"
"2c686e8e-0f1f-5902-9ebe-1f92a525b700","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Linen Store","Fit Off","All work 100% completed to required specifications"
"f3c23f13-e2d9-4a6a-90db-88cc62ebc8da","","folder-normal","not-started","","step","TRUE","FALSE","Level 1","Common Area C","Sluice Room"
"d0ecb965-324b-48f0-8501-3ca0f13fd00f","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Sluice Room","Apartment Rough In Checklist"
"50099b61-7f27-5854-9e42-4e4fc72d53a3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"f4d7e82c-5c1a-54b8-aa7c-d2dc5c168fbc","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"442c5eda-6eed-5c4e-84e5-7f5b1b63ef07","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Apartment Rough In Checklist","Cavity pockets installed"
"d85d9272-27b9-40d5-bed7-936c64408fb1","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Sluice Room","Installation"
"2e3ce26a-8ee3-59bb-a5c0-a8102b406761","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Installation","Internal doors hung"
"e7600142-7459-5af0-a3c9-60d46fb0349d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Installation","Skirting installed"
"c7561052-72e5-53ee-8f1b-a540f516ac3b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Installation","Cavity doors installed"
"a482e778-e43a-5ff2-a5db-5f9150f9a92a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Installation","Window architraves installed"
"82aa102a-6d65-5b40-9c8c-a39ae7741504","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Installation","Wardrobe jamb installed"
"3dee10bb-ca61-597e-941e-aaab9a761596","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Installation","Entry door hung"
"623c48eb-329b-5831-bb75-d307b949aab0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Installation","All install work 100% completed to required specifications"
"340e810e-d44e-527f-b7f8-8e85abfcd740","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Installation","Area left clean and tidy (attach photo)"
"b26c4745-7e8f-4e21-a08f-a7cf8e585e29","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Sluice Room","Fit Off"
"1288cbbe-005e-54d6-a41c-3f06d0a1cc1f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Fit Off","Installation of door hardware and door closes sufficiently"
"a537f21b-b79c-5d72-9240-e2171829ae5e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Fit Off","Bathroom and toilet vanity installed"
"e0ab9808-0eb6-5066-80f2-969a7cecc957","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Fit Off","Handrails, toilet rolls and towel rails installed"
"6eda19d8-40e3-5995-b291-28a065bf2f0f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Fit Off","Entry door hardware installed and closes sufficiently"
"46346339-026b-5e63-bf95-3617e742d2b6","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Fit Off","Fire tags installed on the door and door jamb"
"7bedc2d2-47b0-5fc6-b648-0b9396f8fbcb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Fit Off","Shower trays installed"
"82cd5cec-9cab-57a0-ad08-138757ae2b31","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Fit Off","Area left clean and tidy (attach photo)"
"3cc64ae8-feb0-5122-82c4-a302cba52b06","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Sluice Room","Fit Off","All work 100% completed to required specifications"
"11d049d4-8084-4c98-a335-82b6ca371d49","","folder-normal","not-started","","step","TRUE","FALSE","Level 1","Common Area C","Hoist Room"
"28dd2d6f-52d5-4e7f-b3af-02bc683d683d","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Hoist Room","Apartment Rough In Checklist"
"bb0411ad-2e67-5531-8114-9b979bf9a186","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"0d57622e-1a39-51db-9810-a193b9ead71e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"4e2c1903-d3b9-595e-b86e-af69494ca2b6","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Apartment Rough In Checklist","Cavity pockets installed"
"4b787237-037a-4e4e-bc7a-61ad9de86dbc","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Hoist Room","Installation"
"67e2ea91-469a-5009-a4f6-609bbf67d908","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Installation","Internal doors hung"
"a76236e8-6bd5-511e-98a5-a078aedbf286","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Installation","Skirting installed"
"37d4392e-6928-5c00-a656-8b8e8f1aa479","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Installation","Cavity doors installed"
"697f1231-221c-593a-bba9-3d5534ffb370","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Installation","Window architraves installed"
"d1345222-8f1b-5736-94d2-d4c844bd902d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Installation","Wardrobe jamb installed"
"400a0e08-4651-5de4-91bf-65ccc8f38109","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Installation","Entry door hung"
"dfc38892-e3a5-5ce4-ad76-6f9942aeeb07","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Installation","All install work 100% completed to required specifications"
"24689f24-8e97-532c-aa69-fa7029616a1f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Installation","Area left clean and tidy (attach photo)"
"3009adc8-5a0f-409d-8bb5-0c72a9fc9e1c","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 1","Common Area C","Hoist Room","Fit Off"
"ef35aa4c-795a-5296-bceb-01c00f62a992","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Fit Off","Installation of door hardware and door closes sufficiently"
"0a200074-335c-5f95-af6e-d033594ee995","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Fit Off","Bathroom and toilet vanity installed"
"879d88f0-5f1a-5f47-9662-60fd909b3c5d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Fit Off","Handrails, toilet rolls and towel rails installed"
"42dd3a3a-00b0-56c6-89b2-89ea7b6c4079","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","Common Area C","Hoist Room","Fit Off","Entry door hardware installed and closes sufficiently"
