"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4f9ba366-ad64-4213-a85c-9de4e162e345","","folder-normal","work-in-progress","","step","TRUE","FALSE","BASEMENT"
"2c786fa7-8b5a-4e6e-bad7-eb60e7d42036","","folder-normal","work-in-progress","","step","TRUE","FALSE","BASEMENT","COLUMNS"
"b370301b-31f1-45b1-acef-53dd3559b132","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC02"
"804f54a8-0b6e-5003-9cf8-a69eea668ab8","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02","Drawing"
"73da04aa-9e05-57c4-8b32-33b130647e02","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-02","Post Pour","Panels QA sticker completed"
"0f09ad24-2b3f-545f-9250-076b9a2cee1b","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-02","Post Pour","Panel ready for delivery, damage free"
"adce927c-19aa-422d-89e0-7a180b0496b1","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC02A-03"
"2cc81b96-1dcf-58ad-8906-4910455b26b9","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02A-03","Drawing"
"603f40de-9a54-52f2-a3cc-b630a31fbb3b","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"46661641-43e9-5e0f-8948-85e86f956ad8","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02A-03","Panel Properties"
"443e5776-86ac-5835-a93e-22856f40757c","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Panel Properties","Properties - Pass once entered"
"97bd6507-8c30-50ad-94dc-19fcbd3c37f1","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02A-03","Formwork"
"05978a61-3571-5abe-8f7f-f3488e75f652","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Formwork","Correct Dimensions & Square"
"d38cc300-cfec-567e-82bb-499d8fc59bd6","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Formwork","Grout tube set out"
"cc53aaa8-7754-5774-9f02-b590b2278d09","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Formwork","Magnets Locked Down"
"ad88bbd0-f9ec-5fbc-ad57-196e1b3f27e0","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Formwork","Fillet Installed"
"8d81502c-93cb-5cef-afd3-eb10b2215129","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Formwork","ID TAG Installed (photo required)"
"08c9907f-8a3f-5f3d-a56b-b7be2fe1113a","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Formwork","Starter bars & couplers (photo required)"
"cbb405e5-9ca9-5da2-9b8e-b1c767974bf8","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02A-03","Reinforcement"
"18b75b56-8ffc-54da-9233-f75d1ef5f739","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Reinforcement","Correct Mesh/Cage (photo required)"
"c5892da4-8e32-50d8-a907-5dddd79b5bec","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Reinforcement","Correct Lig Spacing/Mesh Centers"
"c7b66600-9cf4-5caa-8099-bf4b2e751759","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Reinforcement","Correct Cover"
"52e4bddf-33b6-5147-aa28-b37b94a0915e","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Reinforcement","Lifter location & Type Correct (photo required)"
"22cc5c65-43ea-5528-9252-c00ad381732a","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Reinforcement","Starter bars & couplers (photo required)"
"f8eda85a-2ee3-5b5c-a7de-ec5356813975","","checkpoint-status","not-applicable","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Reinforcement","Strongbacks installed - If required"
"0efc3701-836e-51bc-b3d8-cf77e56c6681","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"cf3cad5b-53db-5b69-a809-e1d6ab67a071","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Reinforcement","Ferrues Installed - (photo required)"
"6a742fdc-d4a5-5625-8ef8-851071e59ba8","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02A-03","Concrete"
"02e88f2c-3968-56cd-a72b-c3e813995eb9","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"709c4de7-9737-566c-9d82-c8bf7a2c0d70","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Concrete","Concrete Test"
"a652efe0-1034-5651-b58a-47ee5d997a4a","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Concrete","Concrete Test Report - (photo required)"
"24d2482e-b603-501e-8eb6-8d37cccb4a0b","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02A-03","Post Pour"
"f1b7af17-4615-5daf-a27e-3001072cd96c","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Post Pour","Ferrules exposed"
"e46b6a7b-5c34-58e6-954e-b0aaf39af616","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Post Pour","Grout Tubes Open"
"c5e5e166-e8ae-5fb5-825f-20b03b560057","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Post Pour","Lifters installed central to panel"
"cf47ab91-fcb1-5bd2-85cc-d67abaa367d3","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Post Pour","Lifters Cleaned"
"003d7a4e-38ba-55ea-bdc3-1cb3579a11b8","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Post Pour","Patching required - Pass=No / Fail=Yes"
"54f8ce87-6c81-53eb-a4e8-664356758ca5","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Post Pour","ID TAG filled out and correct"
"b0ae5870-d20c-5c27-9921-fd1becfa2bd2","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Post Pour","Strongbacks installed - (photo required)"
"ce075167-5c80-55da-8311-e4944556d2ee","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Post Pour","Chamfers Installed"
"4bedf16d-6710-5f43-bd56-e2dac8daaec0","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Post Pour","Panels QA sticker completed"
"e03a3a52-670f-56f9-8bf6-60e50dcfc930","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02A-03","Post Pour","Panel ready for delivery, damage free"
"d2cbfb3c-fa9f-41ec-90a6-83d441508471","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-5"
"6898de47-0306-5b72-abd8-f87aa2cf94f8","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-5","Drawing"
"aed15ac5-8733-5f1e-a789-8818b76ad055","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"1d611a1b-531c-52e6-b3a9-eaa17715aeb8","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-5","Panel Properties"
"ecbe9bdb-bae1-59d2-9ff0-616912390b5e","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Panel Properties","Properties - Pass once entered"
"ba5a8923-bcdf-5c45-8749-ec3b449ea5b2","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-5","Formwork"
"40e03fae-4de8-5fe1-94cb-3c8045e86448","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Formwork","Correct Dimensions & Square"
"3ecfd9ad-c2b4-50b0-8b49-292a20a5a4a0","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Formwork","Grout tube set out"
"34722680-148c-587e-8d59-9ba0c7ed0f05","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Formwork","Magnets Locked Down"
"d0f18454-52a6-5729-b4ce-1a4588f300c9","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Formwork","Fillet Installed"
"f2a645e5-c463-565c-b8d1-4ac8f2635f48","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Formwork","ID TAG Installed (photo required)"
"f03f3174-5b71-501c-8142-28e02532628c","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Formwork","Starter bars & couplers (photo required)"
"d475fb5a-ecde-5796-a311-601c03124870","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-5","Reinforcement"
"a9b57785-9279-568e-90dd-d0ef3cb19323","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Reinforcement","Correct Mesh/Cage (photo required)"
"622be2db-1123-51e2-a0d1-5e38e5341f70","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Reinforcement","Correct Lig Spacing/Mesh Centers"
"91da4e53-c6bf-5005-9757-d5e3f59a59bc","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Reinforcement","Correct Cover"
"b3ec2df3-c8a4-55d8-9573-a205fe55271a","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Reinforcement","Lifter location & Type Correct (photo required)"
"329c50e6-9de5-5111-9bf9-262dd36061cf","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Reinforcement","Starter bars & couplers (photo required)"
"172a2460-6e63-5b58-afe0-cec30b57d9c3","","checkpoint-status","not-applicable","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Reinforcement","Strongbacks installed - If required"
"4a60c71f-845b-517e-a407-022f1ae9d274","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"19e83f51-898d-5fb9-874c-3bd882a8cc78","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Reinforcement","Ferrues Installed - (photo required)"
"f2c7da4d-e38d-5656-ba3b-af0a869cb3fa","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-5","Concrete"
"4e2015e8-458b-54f4-9e74-f58b3a8e75e2","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"cbb64146-ec82-51e4-80ef-06eec3c8ea8f","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Concrete","Concrete Test"
"630661c4-a6dd-52f7-870f-fa522b5d504e","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Concrete","Concrete Test Report - (photo required)"
"54dc5b42-7e60-5484-b38b-4f222d8e2298","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-5","Post Pour"
"d785a96b-84cb-595b-a967-c8819a81c4fd","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Post Pour","Ferrules exposed"
"cb702348-4589-524d-9684-1b35b1c39004","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Post Pour","Grout Tubes Open"
"640436f9-753d-5900-8ff9-6f89bc51d72a","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Post Pour","Lifters installed central to panel"
"3cf653a5-c33c-525f-8b16-19b06de3dd9d","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Post Pour","Lifters Cleaned"
"219c735e-be5e-5eab-8752-1d577cc82700","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Post Pour","Patching required - Pass=No / Fail=Yes"
"bba1a763-98f3-5281-b2d7-8f34d5db11d5","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Post Pour","ID TAG filled out and correct"
"f67d6e6c-f6a7-533c-afc4-67054560b381","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Post Pour","Strongbacks installed - (photo required)"
"34054db3-a233-50d6-9c9c-0ce79b577959","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Post Pour","Chamfers Installed"
"d89593be-e09e-573f-a99b-54ccd883179b","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Post Pour","Panels QA sticker completed"
"0b1eee08-9155-5b9a-b2a6-f4cb63ddb619","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-5","Post Pour","Panel ready for delivery, damage free"
"14b0e989-ad6e-4319-98f5-2d7d7ee69891","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-04"
"859e44bd-0eb3-5142-965b-914c0befdd06","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-04","Drawing"
"112bbd47-de01-5608-8ffc-10d4d1482942","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"b9d7aae8-bce8-53bf-9c20-c32571bf0f74","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-04","Panel Properties"
"a05d17b0-d55e-5c3f-9571-8ad57826ceff","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Panel Properties","Properties - Pass once entered"
"3c1f7f20-e5fa-510e-bae6-0d0a10374eee","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-04","Formwork"
"ca67ed99-4bfe-5faf-9fe5-2551d34349a5","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Formwork","Correct Dimensions & Square"
"6a84f35f-9169-580b-8486-a450ed8d45f5","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Formwork","Grout tube set out"
"9ede2ea2-2a55-5921-a668-85dd8129d26e","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Formwork","Magnets Locked Down"
"86c98bca-ecd0-5118-845f-9da7949807bd","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Formwork","Fillet Installed"
"86909198-e9bf-52b3-b3fe-720e12a97564","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Formwork","ID TAG Installed (photo required)"
"0779482c-4d19-5ec7-a768-0c7946dd7d18","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Formwork","Starter bars & couplers (photo required)"
"53a20d05-917e-5b1a-8883-487288258bff","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-04","Reinforcement"
"88225ac5-2a53-5bc9-875b-b3d058bb72cc","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Reinforcement","Correct Mesh/Cage (photo required)"
"15366f13-82dc-5329-b9eb-a01773b44dca","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Reinforcement","Correct Lig Spacing/Mesh Centers"
"88b38892-7018-5275-9b78-2032f64357b7","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Reinforcement","Correct Cover"
"e9611870-8191-5c2e-a8d9-fdb6058f9635","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Reinforcement","Lifter location & Type Correct (photo required)"
"5868827d-4a4a-5c94-a8a3-2fff0093eaea","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Reinforcement","Starter bars & couplers (photo required)"
"dfe0e5ed-6fd9-5124-a09d-7dcbf79a8620","","checkpoint-status","not-applicable","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Reinforcement","Strongbacks installed - If required"
"6b010cf4-b7f2-5076-9f57-c3545af63f00","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"07c68cce-ac0a-58b5-9fec-05dcddd2daff","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Reinforcement","Ferrues Installed - (photo required)"
"adab6478-3477-5854-b11f-0bfd0368c1e4","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-04","Concrete"
"eef8fd47-6237-5e9e-ab60-170bdd1ab5cc","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"8e5c3572-0347-5438-a043-634fa34b1a88","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Concrete","Concrete Test"
"75235ce6-bf52-5ccf-b2fa-c56c78f7db07","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Concrete","Concrete Test Report - (photo required)"
"7c72dbf7-edcd-52d8-987c-c0ff598dc0d7","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC01-04","Post Pour"
"858bfe1f-c593-50d6-9915-655b2e3c91f8","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Post Pour","Ferrules exposed"
"6e86df52-e0f3-5b6a-8bdf-ac288aa64923","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Post Pour","Grout Tubes Open"
"5927f60c-0d7a-5b5b-a2a9-744ff9e2a6b1","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Post Pour","Lifters installed central to panel"
"d44b8a95-6548-5755-bceb-e595f233dd99","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Post Pour","Lifters Cleaned"
"10b533a0-e4b5-5d2e-931c-7f521fe39056","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Post Pour","Patching required - Pass=No / Fail=Yes"
"ef21238e-168e-5403-8ca4-6e99347e27fd","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Post Pour","ID TAG filled out and correct"
"222f53cb-884d-5bc6-93f5-53221cdffd06","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Post Pour","Strongbacks installed - (photo required)"
"b7597d7e-db42-5a54-bfab-2700dbad7477","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Post Pour","Chamfers Installed"
"b97e948b-d13d-5fb0-ae52-ebbf39efe880","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Post Pour","Panels QA sticker completed"
"35ce83d9-3072-579d-8a42-334ba31b4f8f","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC01-04","Post Pour","Panel ready for delivery, damage free"
"df8a79f3-48fe-41b2-b469-5d8584f6232d","","folder-normal","work-in-progress","","step","TRUE","FALSE","BASEMENT","PANELS"
"d5fa3340-65dc-4aa3-9aac-150abc07f97f","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","PANELS","1B003"
"44595530-57d0-519b-9ae8-9fb6f632566d","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","PANELS","1B003","Drawing"
"bd34eaf1-c453-55eb-9a69-b37fe16b5b44","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"301f60e2-c74b-5210-9fe2-bb2aeb911701","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","PANELS","1B003","Panel Properties"
"27888d73-4155-5569-90a8-9ec0626bac99","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Panel Properties","Properties - Pass once entered"
"06309297-df9f-5e76-afd8-dda8188168b3","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","PANELS","1B003","Formwork"
"2e58ce31-5640-507c-9f48-61002493b064","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Formwork","Correct Dimensions & Square"
"6566d85d-720f-5cf1-9582-bac379bb3c7c","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Formwork","Grout tube set out"
"1b17a51e-08bf-5dd4-bf2d-7035597b7827","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Formwork","Magnets Locked Down"
"d5e29aed-9ba3-51c2-a522-10a3c93b1590","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Formwork","Fillet Installed"
"5ea0788b-4e51-51f7-aa16-42094ec2c3a1","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Formwork","ID TAG Installed (photo required)"
"c5c21e6e-518a-573d-a74a-dee30279f065","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Formwork","Starter bars & couplers (photo required)"
"5f1ef200-95db-5fd5-b626-30659f273294","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","PANELS","1B003","Reinforcement"
"9081af81-e7c4-548f-9ca8-ae9a4ac0b068","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Reinforcement","Correct Mesh/Cage (photo required)"
"e7356474-4635-5cbf-8144-306d543e21b8","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Reinforcement","Correct Lig Spacing/Mesh Centers"
"cabf118e-99f7-5d6c-a271-7e4ceadfb13f","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Reinforcement","Correct Cover"
"673c9369-2ce8-54f3-8b4f-7499a71c3d47","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Reinforcement","Lifter location & Type Correct (photo required)"
"295738ff-be0a-5acf-a980-f5ba1c6b61db","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Reinforcement","Starter bars & couplers (photo required)"
"c34bf19a-b18b-5148-af84-347f5bfed5ff","","checkpoint-status","not-applicable","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Reinforcement","Strongbacks installed - If required"
"59bb6da2-bdd2-55ce-998f-9d1b59322fc1","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"86a13bf0-3db9-5dbc-9157-d2f13329f31e","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Reinforcement","Ferrues Installed - (photo required)"
"604103e0-54db-58b4-8b30-e8de754cee1f","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","PANELS","1B003","Concrete"
"95f1e9dc-ba7c-5ea3-8683-a8e3166d4432","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"d4a09608-07c5-5bb7-b84a-8978e6b8ec4a","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Concrete","Concrete Test"
"46e76b41-273e-5d22-88e5-ee15f154c901","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Concrete","Concrete Test Report - (photo required)"
"677759b7-59e0-51dc-b3f0-aa7c1b2f91ef","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","PANELS","1B003","Post Pour"
"7515ebf8-504c-511e-894e-ab2651554e0a","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Post Pour","Ferrules exposed"
"16fd801f-16e5-55a0-8181-13df61238e53","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Post Pour","Grout Tubes Open"
"ff5c48c9-bbc0-5c5b-b605-480f35f168e4","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Post Pour","Lifters installed central to panel"
"1c5a75cb-e6e8-5605-a2a2-27a05396e797","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Post Pour","Lifters Cleaned"
"4de9ec15-19f6-5027-82ed-e3deac5be020","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Post Pour","Patching required - Pass=No / Fail=Yes"
"913e5684-f393-5659-a178-0c1db2335950","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Post Pour","ID TAG filled out and correct"
"9d4b258a-4b68-595f-b227-1800d78ae308","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Post Pour","Strongbacks installed - (photo required)"
"567a13a9-9968-5eb2-9258-878128532dbf","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Post Pour","Chamfers Installed"
"5c3641cc-ac9f-5fdc-a214-fc01ce7b3683","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Post Pour","Panels QA sticker completed"
"caaa46dc-bcca-55b5-9f01-60995f3b5a99","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","PANELS","1B003","Post Pour","Panel ready for delivery, damage free"
"1a0dde68-259e-484e-8a16-38b90fac4e7b","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","PANELS","1B007"
"ce5b16c6-2c3b-5b1e-a5d6-3af6935d6c7f","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","PANELS","1B007","Drawing"
