"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0263d9c4-7e44-47e1-b13b-4311d12fc2f5","","checklist-flat","no-status-started","Project Details","checklist-flat","FALSE","FALSE","Job Details"
"53773ad8-29ca-418d-9c53-61b97c62b58c","folder-normal has incorrect meta.stepType folder-progress","folder-normal","fail","","step","TRUE","FALSE","RSB Electrical QA"
"c12de540-eb4b-41e6-b63b-7e5bf0f16be9","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01"
"e0670424-0a13-42a2-bead-ed2d30d07478","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Main Switchboard"
"128fc72e-3e02-41c5-b5de-ced0789a56c8","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Main Switchboard","MSB 1.05"
"1ed9c17c-6f10-4ab8-8f14-8daa3b9f08fd","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Main Switchboard","MSB 1.08"
"9d87af69-804f-4b84-a002-60324d2b070a","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Distribution Boards"
"bea4ed03-7bbc-49ba-bac6-f87228e2817c","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"03df39c8-129f-4a57-b25f-7450f9d32fd3","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"3ee71edd-ab74-47e7-a24e-caf4ba85f2f1","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"7e69ef90-a110-4e3f-bfe5-d344d67f7d7a","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"27763ade-e993-4f54-b0cd-5cfd086d8ef6","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"9a8e4f02-ca84-4a3c-ae4f-79643c6fb4cd","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"46cd89cd-e19d-460d-8d69-3e08e9ebbcd0","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"10190676-911b-453c-9be5-829ae666024f","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays"
"c4af46ee-d38a-473f-9e45-75fed7f9e3c6","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"4c933185-955c-48f0-8f6a-a67f7ca26ba6","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"760df78b-947e-4bed-9b5e-ad0ffa1f3720","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"1e0961e1-9277-46f1-9622-4bbee350afa7","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"a02df0a4-4396-4c69-a16a-0f82df93c228","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A"
"a5dd00d8-cb8c-4520-a493-01233bf1d6e7","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power"
"c4ca7bb0-3df9-455f-9d48-0c498bc6db6a","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","First Fix"
"4918d3eb-8e5c-4349-9e71-c1482135b9f1","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","First Fix","Basement"
"e9d6b83d-16e0-4338-924d-f6f73641ac3c","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 3"
"d7044ea7-61b9-4b54-b961-1f4317422f90","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 3","Corridor"
"296668be-900a-4812-b439-b2f8aefe3ea0","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 3","Store Room"
"b45ca8d4-dcf4-4b6c-b905-252218b3aa1e","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 3","ALS 358"
"cc320c39-f397-4d56-8b85-765905b2c89d","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 3","ALS 359"
"6328003c-235f-42b9-b730-dcfb8ab2c1ff","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 3","ALS 360"
"be1d9f51-8766-4849-a267-921cbca3a6ec","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 3","ALS 361"
"3f5f00b7-aaaa-4119-8587-59b8f7c52b33","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 3","ALS 362"
"5ed177ba-3b2f-40eb-9be2-a8f93287f019","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 3","ALS 363"
"dfbe0713-aa08-4057-b4c0-f0a4990022da","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 3","ALS 364"
"35bf9a6a-7b15-4930-b46c-9710bd5ba781","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 3","ALS 365"
"fcd036e0-aec8-41c2-a2c8-3102cabb73c4","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 3","ALS 366"
"c211ac27-d92a-465e-bbf1-16ea0b197a52","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 3","ALS 367"
"8e5c3aef-1461-4fe7-ac80-cb0b4cb87069","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 4"
"487e9463-5191-4444-a976-faa039d6641a","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 4","Corridor"
"ce680225-0300-40a2-9fb4-0c33a87f911f","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 4","Rubbish"
"42b1caf9-bc21-40e8-bd96-66b984077f40","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 4","APT 464"
"405f30ad-90f3-42af-b01c-ae0f744e5e87","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 4","APT 465"
"72aae6f0-4abf-465e-a503-965e4888d57c","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 4","APT 466"
"d149b2c4-d753-412b-ae48-51fc4319823b","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 4","APT 467"
"1db0031d-0e69-4bc3-85d8-c1ebfd293e5c","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Level 4","APT 468"
"2975bd40-f11f-41fc-8e93-33ea35612169","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Lift 4"
"edbbd581-2db6-4c44-9937-00b928782312","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","First Fix","Stairs 4"
"bfae8320-0a28-43a6-a9c6-81eca26afabb","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix"
"2db0886f-a940-46d5-9cd5-bc8805844a7c","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Basement"
"38f9cfd1-6f22-4873-b55d-8e23946942f5","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Basement","Carpark"
"df544e8f-c4af-4c72-a520-3c627adaca84","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Ground Level"
"51d13cf2-09f5-4133-8376-e746511fd3ad","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Ground Level","Corridor"
"8c75cf16-8c9b-4391-8750-76c81a6b88f1","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Ground Level","Store Room"
"7dec8b45-46d4-4255-8a1a-a5c14162f803","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Ground Level","ALS G51"
"421be916-6208-4dc0-b4cc-d9212e7f28b0","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Ground Level","ALS G52"
"a1e215d2-260b-4b9b-90f0-feaaedd8b505","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Ground Level","ALS G53"
"8aed91b4-4f97-46e3-8e0d-930f66058efd","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Ground Level","ALS G54"
"eb1802f3-d51b-4f30-a3c2-8353b6714a24","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Ground Level","ALS G55"
"2c2734b8-2631-4080-81c6-d3203eab57b9","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Ground Level","ALS G56"
"f8fe0a35-c0dc-45df-b240-2805cfd1e579","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Ground Level","ALS G57"
"d80c4de0-5003-4222-9f4d-bed02c51e2ed","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Ground Level","ALS G58"
"921d85d7-1788-446a-83d9-b0d4b42f210a","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Ground Level","ALS G59"
"5d8a55c6-b23d-4517-81d8-05671ed2197d","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Ground Level","ALS G60"
"4d63212e-c4e9-49c0-9abd-bb4e0adc6b4f","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 1"
"2f0af89f-2747-4a45-bac9-4bd201bc6769","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 1","Corridor"
"1630297e-760c-4278-82b7-f0f781327694","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 1","Store Room"
"f9929e23-ac74-42f7-903a-fcb4c6626015","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 1","ALS 151"
"47313dfc-02d0-4946-ae5a-367bda65ef5e","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 1","ALS 152"
"8701e3be-f515-4507-b77a-9b9bb078cd3a","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 1","ALS 153"
"1e2b4874-aa6d-4685-be95-811483c3449e","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 1","ALS 154"
"989f7374-254b-4b64-9599-99b8c736ed4c","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 1","ALS 155"
"3940306b-d5ab-472e-9f8e-74f735bb08b3","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 1","ALS 156"
"c0317e9c-9c2b-4858-b5b3-81bf339d10c9","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 1","ALS 157"
"9d3f9d25-f1f2-467a-b5b3-fc5a95999b36","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 1","ALS 158"
"3252297f-8555-4779-bce6-5a55b1568100","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 1","ALS 159"
"c14c7709-49f3-4018-901a-b0cb5a6a2d78","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 1","ALS 160"
"a953827d-cbd4-4f96-a695-19899c317586","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 2"
"c3be9bfb-16e4-48a3-aaa9-d42dbb356114","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 2","Corridor"
"1b3fe060-c7ef-4e62-94eb-7c9f10ed0860","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 2","Store Room"
"3d8eb69b-8d1c-49ee-a0b8-e39b9d5edcb6","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 2","ALS 258"
"c03bd875-fe46-4704-8cb6-c4fb63e68746","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 2","ALS 259"
"8bbf97ba-ccd1-484c-83e3-5516c6656624","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 2","ALS 260"
"21a35b3d-7ed0-4951-a2e5-87b11aa81a28","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 2","ALS 261"
"47a102d1-af5d-416e-a3e9-becf852952ff","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 2","ALS 262"
"a2014463-00bd-4be8-ae16-8d753e077c07","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 2","ALS 263"
"f8dadcfa-48dd-4c72-862c-73912e821dc9","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 2","ALS 264"
"9a664f47-94ac-46b3-8c06-4a2c9a8d82dc","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 2","ALS 265"
"ac6c4994-9221-43b2-92db-92cf3742eef3","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 2","ALS 266"
"c29cda89-6ad8-447e-ab83-13db0a5965de","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 2","ALS 267"
"f9947712-79a7-488f-b236-ed9f0824c85a","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 3"
"d118e674-7507-40ab-a848-d56d2cfc2a12","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 3","Corridor"
"18c589c5-6548-4909-840f-0947bf1120da","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 3","Store Room"
"b84c9c55-468d-4035-bc70-cd1339d29a6b","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 3","ALS 358"
"2eb9cc2d-265c-493f-bb04-c03fa9cc4332","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 3","ALS 359"
"d4607349-f79e-4965-a0bf-51647ff92d64","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 3","ALS 360"
"f1136264-6977-4bef-8974-f7d6a10de1ac","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 3","ALS 361"
"5e3b8c2a-347b-420b-95d6-04905fa26a86","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 3","ALS 362"
"a23c0524-f6d5-4469-8e3b-0ae69822501e","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 3","ALS 363"
"568a5496-aa31-4626-b895-e4881da3a04a","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 3","ALS 364"
"93a119f9-e440-42bf-87ab-3c18f207015d","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 3","ALS 365"
"6b9517ee-03c1-4a24-b153-7adcf8bde049","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 3","ALS 366"
"97f2ed7c-fede-4a07-9939-66ef9adb59f6","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 3","ALS 367"
"dc15fa5e-b293-4e94-86a5-480e10e99424","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 4"
"e85b1777-edf6-4f8f-aae9-a49abea26edd","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 4","Corridor"
"a098d1c9-3c62-46f3-8aed-8b54771e74c8","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 4","Rubbish"
"d1baf395-a1c2-4415-851c-2b1c16439e28","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 4","APT 464"
"83284956-5ac0-4d1e-99c5-f072c4ac126b","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 4","APT 465"
"d3d2841c-89a8-4dec-bc60-4d280187313c","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 4","APT 466"
"a5753e48-ce0e-4b94-a8f0-3feba86d1b42","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 4","APT 467"
"70008f5b-7e05-44c5-9bd8-319463d448ba","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Level 4","APT 468"
"83304d20-5edd-42b8-9a87-15dbb9d3e26a","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Lift 4"
"c5b578b6-3613-4cfe-bab9-9f6b6f624d8f","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Power","Second Fix","Stairs 4"
"0675cda4-1e1e-4fed-b7f3-b2752398c15d","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Lighting"
"379a74bb-e025-49f5-95cf-f65c30391194","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix"
"26690511-48eb-4eec-b912-9eab69ce4e69","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Basement"
"5c530de5-fc72-488f-a9f9-b20b081885c7","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Basement","Carpark"
"d7466dab-801d-4077-9b2d-64f7a5cd3069","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Ground Level"
"59ec3f7a-4d5b-4e6c-b1d6-8f09645ba32b","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Ground Level","Corridor"
"fb846541-30c4-4d17-a20c-97ffcb34bb6c","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Ground Level","Store Room"
"64bd323b-5a39-43f0-88ec-c7b054a90a30","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Ground Level","ALS G51"
"3ba3811a-1be5-4142-846e-1f992acd7763","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Ground Level","ALS G52"
"500d76fe-e628-41df-af66-33d5d7afab94","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Ground Level","ALS G53"
"ff422633-77b6-41e6-95e7-2bdaee0d1be3","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Ground Level","ALS G54"
"c61d20d1-b539-4c7d-bd32-34fd3d14f907","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Ground Level","ALS G55"
"7a730fc8-6ce8-4cfc-986b-77eb681efdd9","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Ground Level","ALS G56"
"d48d8621-f15a-42ce-8c55-0bc02ac47cf0","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Ground Level","ALS G57"
"d664a804-2f59-475b-869a-20cb5fae4781","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Ground Level","ALS G58"
"690b8991-185b-4822-88c9-424dfcdbe443","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Ground Level","ALS G59"
"40919cf3-6404-4587-85b7-210bdb3bc4ca","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Ground Level","ALS G60"
"821e2cc0-eba2-453f-99f4-1219fa5c89be","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Level 1"
"4b7a18fa-61d7-4038-b04f-c9269b9ebc9e","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Level 1","Corridor"
"b55c7ea4-12c8-4e16-9d9b-f84f54392fb4","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Level 1","Store Room"
"6bb8edf3-8c63-47a9-82aa-d763361ebc92","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Level 1","ALS 151"
"362dab72-20f3-48ee-aebd-43af2acbc57b","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Level 1","ALS 152"
"548730dc-9d1b-4540-ab51-5667d5933301","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Level 1","ALS 153"
"fdc79819-943c-4abe-a123-d12b6c3aa4a0","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Level 1","ALS 154"
"77ba182c-05a9-4ed1-b788-cf3ae93dff36","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Level 1","ALS 155"
"b8ee9a72-a0b4-450b-8330-5b04acbdd4c0","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Level 1","ALS 156"
"a9f157c3-7491-4981-ae06-5d50721098ff","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Level 1","ALS 157"
"8b15d76a-b20e-4efc-9218-6b92d27a5779","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Level 1","ALS 158"
"94fd9d75-80bf-4ae0-a451-b4819caf2f68","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area D","Lighting","First Fix","Level 1","ALS 159"
