"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"38c7fe6a-c79b-4c66-830f-91fc7b7c17d7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"dd37bff1-2a7d-45fd-8ee6-5dd137925c42","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Drains"
"39136060-8093-4d55-aca7-65eeab624fa9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Drains","Ground Floor"
"4c5d9b9f-ec14-4191-a0c9-f6765d903bba","","checklist-flat","not-started","Drains","checklist-flat","FALSE","FALSE","Site QA","Drains","Ground Floor","H100-1"
"73842e9e-ef16-5904-b74f-4028c9fbf613","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Kitchen","COOKTOP","CONNECTION"
"de936b78-3812-4cfc-bcb6-5fe53d392d66","","checklist-sectioned","not-started","BATHROOM 1 Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom"
"c3d9ffa5-9b1a-5efa-b062-de539c905916","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom","BASIN"
"2633b61b-f965-5c02-ae95-3a73ac6f0f8e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom","BASIN","JOINERY"
"8d7b4aaf-e20f-523c-b97f-760194e13880","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom","BASIN","STONE"
"8dc2bbd1-84b7-53ff-991a-44c36768736f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom","BASIN","BASIN"
"6f4a169b-51be-58d3-9f3b-77bf25011e54","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom","BASIN","MIXER"
"f7e449eb-0139-511e-ae50-95ada88222e0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom","WC"
"6b7daabd-2b14-5a92-a1fa-0f53efb734cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom","WC","TILE"
"66b96247-a484-5495-ac57-0ae7bddc89a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom","WC","GROUT"
"0c095e85-0438-564d-82c2-7ed2e36053c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom","WC","WC"
"c3ce0c32-b515-538d-885b-8ab3471679f6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom","SHOWER"
"44b9eb6e-c462-5282-a857-13605ba45f2f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom","SHOWER","TILE"
"b5151769-5b63-5965-bfd6-def91de572a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom","SHOWER","GROUT"
"221d0c06-7630-5937-9ccc-3f55d19c0607","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Bathroom","SHOWER","RAIL"
"77b4230f-74a8-42a9-b70e-65bea0bb22de","","checklist-flat","not-started","LAUNDRY Fit Off","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.6","Laundry"
"11bf4a37-c087-5662-b0f9-aec671044d71","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Laundry","TILE"
"21d596c5-9053-5675-af78-223d1466abc2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Laundry","TROUGH"
"36612f7b-7661-5b22-8275-22baf347e3b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.6","Laundry","MINI STOP"
"772a6f7d-e49c-4b5f-a97b-7f93b4103ca1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Level 4","C3-4.7"
"ad4097e2-b5a1-42ee-aad9-cb12674a3ec4","","checklist-sectioned","not-started","Kitchen Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.7","Kitchen"
"7067e765-58bc-5b4d-8ec9-cd7e5e085753","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.7","Kitchen","SINK"
"99959551-19a4-5879-9bfa-43bb4e8c88f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Kitchen","SINK","JOINERY"
"af61f0de-b67c-507c-9c98-93edfe815603","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Kitchen","SINK","STONE"
"c05a4dc6-3995-54b7-837d-939658c24a1b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Kitchen","SINK","MIXER"
"f471d060-5d9a-5985-99a1-3e1569e9f874","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Kitchen","SINK","WASTE"
"a2a16baa-58bb-5e6f-84e6-268bd5bbba69","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Kitchen","SINK","DW CONNECT"
"282dd72a-15ce-56e8-9b0b-08dfc3f22d46","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.7","Kitchen","COOKTOP"
"b7c55966-2e3a-5207-9d4a-d55ddd9814ca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Kitchen","COOKTOP","STONE/ SPLASH"
"78148bc0-46bc-5110-a82b-fa7753be07eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Kitchen","COOKTOP","COOKTOP"
"8917ff56-cdc3-5e15-be16-6f5b14d2ac6f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Kitchen","COOKTOP","CONNECTION"
"a6dc1d90-7d38-4a6e-bd1b-647581b17bb7","","checklist-sectioned","not-started","BATHROOM 1 Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom"
"8ef41798-2ad0-5a46-b0bd-ea7a083977a9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom","BASIN"
"a8ef091f-ef14-5922-b061-901740003884","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom","BASIN","JOINERY"
"fe9f188f-0972-5a81-9bbd-7b651b24c32a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom","BASIN","STONE"
"5c64d024-2634-5667-ace8-685a1203946c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom","BASIN","BASIN"
"57b065b1-2a33-53b1-a404-aeb4c5a02502","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom","BASIN","MIXER"
"1de2dfe9-a63b-5638-8898-f8dc9aff65db","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom","WC"
"c003e12f-4bf8-509b-8041-2a4cbbae75cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom","WC","TILE"
"88888560-e581-59b8-b0cd-06a5382890f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom","WC","GROUT"
"e4842749-a1d6-5ade-8a9c-f0319f1b2063","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom","WC","WC"
"8fc0a003-cdb8-5f9f-ac40-8a94e37a5a57","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom","SHOWER"
"a2ba2eef-224a-58b0-8583-ed0abf85c74d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom","SHOWER","TILE"
"9113e2f1-8016-51ae-9c43-3ba6f9f60481","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom","SHOWER","GROUT"
"f88bf0ed-3313-55ac-8468-2be34afd9072","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Bathroom","SHOWER","RAIL"
"9375a4db-7f34-483b-91d4-e32ec227f9d1","","checklist-flat","not-started","LAUNDRY Fit Off","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.7","Laundry"
"8ffaa04f-ad65-5d73-8ab9-40f0e7f5016a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Laundry","TILE"
"7ab2d1ae-219a-5063-91e8-3eed5931c738","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Laundry","TROUGH"
"63fd009a-10ba-5fa1-b0a3-d2c60284967c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.7","Laundry","MINI STOP"
"36a92fca-540e-4136-8140-f2a946cdb573","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Level 4","C3-4.8"
"686d6202-3e34-4b27-a714-8fd72595c77d","","checklist-sectioned","not-started","Kitchen Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.8","Kitchen"
"f5bda98d-d2ad-5e1c-8578-7db83517a028","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.8","Kitchen","SINK"
"16d18aa9-ffa5-55de-a42f-852f31ea4dff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Kitchen","SINK","JOINERY"
"096f80b0-daa4-5e12-aab7-2003a62766e3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Kitchen","SINK","STONE"
"dea76449-2280-546f-b3fb-a82156442c1d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Kitchen","SINK","MIXER"
"771d7714-d8a5-5638-9649-7cfd64c0544d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Kitchen","SINK","WASTE"
"e0884a83-29bd-573e-92e1-77b0c4efd2ac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Kitchen","SINK","DW CONNECT"
"ee4e52db-fad3-51c7-9539-4fe4fd3c5f25","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.8","Kitchen","COOKTOP"
"3e7cf28d-9349-5d17-bfba-0160d1abe9f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Kitchen","COOKTOP","STONE/ SPLASH"
"f60fb25d-4110-51b3-b602-b7d7f5c96c12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Kitchen","COOKTOP","COOKTOP"
"5cb4e94b-b8cc-57d0-b5cd-7e991a801ed3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Kitchen","COOKTOP","CONNECTION"
"9999d61d-0245-4ef8-a126-61c66e19a8c9","","checklist-sectioned","not-started","BATHROOM 1 Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom"
"3188d85e-0826-59ca-acb4-99cb3dd571de","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom","BASIN"
"83760f48-4f30-5548-9883-6d0946a3e7b6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom","BASIN","JOINERY"
"75c22bdd-bbb7-5fb1-879e-29706cec5acb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom","BASIN","STONE"
"1d6e3942-06dc-5b93-9017-e69098c3b7f2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom","BASIN","BASIN"
"462a29f2-0c73-56ae-8e9c-2c7c1ed6fdc2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom","BASIN","MIXER"
"12c7f253-bff6-5014-b3bf-3286384e4a92","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom","WC"
"fa019f3e-0470-5eff-b957-3db4dfcfe824","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom","WC","TILE"
"d65c526d-77aa-58fd-a94d-8383f573a665","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom","WC","GROUT"
"ac8e1c1d-8a1e-5f2a-883d-3997e57b7763","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom","WC","WC"
"dcb5d651-afd1-5bd3-ac05-48aae4d36a77","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom","SHOWER"
"1701ad42-cf65-55e7-8e7e-e4dc4047cfc2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom","SHOWER","TILE"
"e5b96f7b-944c-53c4-9457-f0c7e2861367","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom","SHOWER","GROUT"
"6f5eb985-b453-502a-b449-c70568b61178","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Bathroom","SHOWER","RAIL"
"9d0ab0b6-aee9-4e2a-bdb2-6f6684687c48","","checklist-flat","not-started","LAUNDRY Fit Off","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Level 4","C3-4.8","Laundry"
"d6c39b38-0329-5afc-b834-7b1460cd7636","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Laundry","TILE"
"7283afc9-6ad8-51a6-88fb-0076abea89fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Laundry","TROUGH"
"69510341-ec68-55d0-a171-7811c60904af","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","C3-4.8","Laundry","MINI STOP"
"e4fea892-af06-4f93-9cdd-23887b4ef6c5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Level 4","D1-4.2"
"b18b5e21-59cc-48c4-b9df-6499e83a0b6e","","checklist-sectioned","not-started","Kitchen Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.2","Kitchen"
"9905cd92-7c39-598f-9def-c99b03049980","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.2","Kitchen","SINK"
"a80d8aeb-6f4e-5074-bbb5-e2dfd49b0f58","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Kitchen","SINK","JOINERY"
"ec47786b-7647-5938-a6d0-0e2d1e4b1a56","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Kitchen","SINK","STONE"
"04efb5af-3dda-5f79-8ec2-e7f0fe87d3d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Kitchen","SINK","MIXER"
"3cb996c8-1651-5f64-9d0f-3754ac3e6fa6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Kitchen","SINK","WASTE"
"6adcb67b-7c57-5ee5-99d0-c7ca631b6b51","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Kitchen","SINK","DW CONNECT"
"8a4b3b18-982e-5666-8e49-573351ba17c8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.2","Kitchen","COOKTOP"
"dc5b9a78-a21c-5f05-b034-feefe93f67fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Kitchen","COOKTOP","STONE/ SPLASH"
"fc5c1a3a-97f2-5e4f-92b9-3c880056f041","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Kitchen","COOKTOP","COOKTOP"
"f276b930-8d7a-5452-b1be-840c29602710","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Kitchen","COOKTOP","CONNECTION"
"aa9f8a53-412b-49c0-ad52-cb0693ee3ea4","","checklist-sectioned","not-started","BATHROOM 1 Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom"
"698027aa-77d8-5153-a125-5c69b4498030","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom","BASIN"
"66b8cec4-4041-5d1b-833e-e4d89319576a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom","BASIN","JOINERY"
"f072b068-064d-57a5-94d5-cd722c4f57f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom","BASIN","STONE"
"57e77306-f155-5cdd-8af6-728e55fd23e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom","BASIN","BASIN"
"c1d858c9-e0a3-5786-bdea-b81994c833f2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom","BASIN","MIXER"
"c2db0239-c4a4-5793-80c8-49e64cfe4cc0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom","WC"
"d70bb942-8017-5184-8db5-403301eb42f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom","WC","TILE"
"615d0c54-fa51-520b-b095-cee128a7dd9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom","WC","GROUT"
"8265d06e-3aff-5256-bf0b-edf4abb6b896","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom","WC","WC"
"f067a90a-0ab1-5096-b3f9-a623a41172db","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom","SHOWER"
"786c8fb6-4175-5198-bc89-d56e5f297e21","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom","SHOWER","TILE"
"df572b79-026f-56da-bb7b-817f89c2c833","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom","SHOWER","GROUT"
"fe5e4cb6-426f-53dc-ae25-0ab4a5087815","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Bathroom","SHOWER","RAIL"
"1caa500f-f468-48f7-87db-ddfcaec94287","","checklist-flat","not-started","LAUNDRY Fit Off","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.2","Laundry"
"d46fca26-f19d-58d9-adfe-17c236663523","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Laundry","TILE"
"3860a947-e5d7-51a7-a01d-da265f423439","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Laundry","TROUGH"
"02261480-6ba8-5a00-a56a-b53376b41925","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.2","Laundry","MINI STOP"
"edf21648-ab46-473e-8759-4c097d9840e6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Level 4","D1-4.3"
"f65b99b2-72a9-4780-9c97-dd43ec7d34cd","","checklist-sectioned","not-started","Kitchen Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.3","Kitchen"
"dceebcc4-bf0f-5023-81dc-05987c1fdbf7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.3","Kitchen","SINK"
"d43bfd73-557e-53e5-bde1-eb9a38279c26","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Kitchen","SINK","JOINERY"
"63f836cf-fab4-59b4-939f-386279d776b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Kitchen","SINK","STONE"
"8797b46f-d23b-50d9-8265-5cca35e9bc1c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Kitchen","SINK","MIXER"
"4b54433c-db42-5e69-8ec7-dc97e44f7fc4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Kitchen","SINK","WASTE"
"b0221984-4a1c-5fc6-8b0e-f2088673b5e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Kitchen","SINK","DW CONNECT"
"8351af36-1584-580b-ac4b-80f2f9b8999c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.3","Kitchen","COOKTOP"
"6dfc95a1-38e9-5603-b1cc-070a29428d28","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Kitchen","COOKTOP","STONE/ SPLASH"
"57f70d0d-6c06-54ea-b3b3-f3bc1a41d2d9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Kitchen","COOKTOP","COOKTOP"
"f0ca3620-1921-53e7-ba93-4b1224ebb27c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Kitchen","COOKTOP","CONNECTION"
"76797c77-ff7f-41f1-8b39-d14730db74a0","","checklist-sectioned","not-started","BATHROOM 1 Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom"
"e106ba7b-5caa-5b9e-989e-1de5d5aef05e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom","BASIN"
"65a51639-2107-5258-b4eb-9c4906e0515a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom","BASIN","JOINERY"
"dc9a8ae8-fa85-5076-b088-bedd090c71d1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom","BASIN","STONE"
"3fc8b500-d132-53a0-b56c-fd94783d38b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom","BASIN","BASIN"
"308ed7a5-48b7-5e10-9e28-d35aff79b635","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom","BASIN","MIXER"
"6be24b42-bc44-5016-9fb5-c27d17f6d2be","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom","WC"
"65bd6451-3687-570f-af3d-dbe91f040913","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom","WC","TILE"
"2fbabeef-3b37-58b6-ac1c-e22c36d19813","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom","WC","GROUT"
"8a72a892-4a97-50a5-8b5f-4da0f7ccd226","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom","WC","WC"
"03593410-eb47-5430-bd0a-932086946d53","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom","SHOWER"
"4193570d-fb6c-5a57-94a0-6a91f04992f0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom","SHOWER","TILE"
"4770533e-f145-5937-89d0-64cec0288cea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom","SHOWER","GROUT"
"f69cd319-f679-548a-9973-dac4e00268e7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Bathroom","SHOWER","RAIL"
"bb35b57c-439a-4e1c-8e77-eaae8d2b29c1","","checklist-flat","not-started","LAUNDRY Fit Off","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.3","Laundry"
"8ff5b9db-0e14-5491-9e23-e75ac7cccc17","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Laundry","TILE"
"10dfc486-7907-56e9-896a-a62e120c9ce2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Laundry","TROUGH"
"9b4bcc1d-d97c-540e-ab86-f7a41e5b9178","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.3","Laundry","MINI STOP"
"4b1a9240-289e-4f90-9b3f-135d9a81b5df","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Level 4","D1-4.4"
"a42260b5-74dc-4e5e-8645-7851123ab164","","checklist-sectioned","not-started","Kitchen Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.4","Kitchen"
"d89e1565-ea9d-5326-bfdf-1961a5e38807","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.4","Kitchen","SINK"
"2ca87d1c-54c8-537f-8cd5-32e6da8ad18d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.4","Kitchen","SINK","JOINERY"
"045c3f45-e231-5876-b9d5-0d268fcef1b1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.4","Kitchen","SINK","STONE"
"470c3259-4b07-5409-8170-649b2500407f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.4","Kitchen","SINK","MIXER"
"a5a5d532-2da9-549e-8ddb-174079cc3207","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.4","Kitchen","SINK","WASTE"
"5580ef89-91f8-588a-bfd1-2692f970e807","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Level 4","D1-4.4","Kitchen","SINK","DW CONNECT"
"f30600eb-d15c-532a-9187-1d02823068a9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Level 4","D1-4.4","Kitchen","COOKTOP"
