"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"26fcea79-2069-4951-a014-3e775d3b359c","","folder-normal","fail","","step","TRUE","FALSE","Station Box"
"1f862615-ee8b-4b14-bbac-634d0b039ef4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 01"
"b4f821a7-c8ad-4d7d-9080-515af3bfa2d8","","folder-normal","pass","","step","TRUE","FALSE","Station Box","Lift 01","Zone C (Western end)"
"db48e4bb-d793-4eed-ac43-6adb9ae759d6","","checklist-sectioned","pass","5e2aca4a77bdc90475ab6c3dcfe1b551cd16e8bd070cc04f94212ccd78dfde8f","checklist","FALSE","FALSE","Station Box","Lift 01","Zone C (Western end)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation - Zone C 20230223 - Rev.00"
"547de478-8cc6-5968-ab05-c20cc100d9cc","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","Zone C (Western end)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation - Zone C 20230223 - Rev.00","Pre-Excavation"
"9dcff538-e170-5ce0-8c78-069a4f21dfb1","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation"
"ed9af566-4a29-52fc-b266-afd0ec3fc75f","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"a343db24-0c2c-59f4-b84f-ce634e238dd1","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Signed off by Delta Group & CPB"
"ada02d98-8755-5135-8f4c-252decbabc85","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"3f90e745-c499-5955-ae1a-b7c8ddbf1eaf","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"f1994e5b-9b2d-5046-b903-efa51bfad7bb","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Signed off by Delta Group & CPB"
"15b543c7-83ae-5d15-b938-eb22b53f96e0","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Bulk Earthworks"
"3395654d-8626-533f-b9a0-ea8fb2bb4d45","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"8385c324-41a8-511b-8bc3-f88f1c1b09b5","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation"
"a9fa857b-fa30-575b-a53a-fa4884caf606","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"1a357c0e-7c7e-58fe-9e10-b163f96598b9","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"6c37e6db-7416-53b8-b27e-24d4c47c6326","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"9895141e-c141-507d-9f17-3c9a591d0f9c","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"39bf3ab8-af70-5f7e-9dd9-9913072c4403","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation"
"6a024bd3-cde0-5cf5-956b-8090ec4df82a","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Pile issues"
"ae6cae2b-84d6-5a82-9dd5-225cf85c16a7","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Rock slippage and failures"
"bca1afd4-2d94-5311-a32c-9adc00d7c032","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Wet wedges"
"b75565e3-6fb0-574f-ba54-8cda230ce5d8","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Concrete failures"
"030949f3-2899-552c-8bc4-0c4ca808e14d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"de0aecf7-46d6-5b97-8045-1b602d816cb8","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Signed off by Delta Group & CPB"
"7f9f166a-669e-5e54-8699-fa0dd38b65e5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"97109b6c-5547-55e0-ad08-3d12ac9735dc","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Signed off by Delta Group & CPB"
"5604af98-ab78-54fd-8091-68cf49ed5c9e","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents"
"577948cc-4378-526d-8047-0adf2627195a","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"bc0ae465-1a82-55a8-8463-0d4ec753641b","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P219 to P228 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"06960fda-d28a-46f4-a6ad-9ddf08720b41","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 04","P2 to P34"
"21edc6d2-97a0-439e-bd96-6ab98894e96b","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box"
"05878426-17cf-5a87-b397-63ec160a90a7","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation"
"6e811d39-7014-5ea7-aaae-fc1fb29d1aef","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"92d42989-073e-5633-a09c-e8c49f77447e","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"2adef02c-aa5e-56d9-bf25-c49b8eefb92a","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"c1752ea7-bccb-59fb-a965-c0d8f796f152","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"ac431288-4470-5674-b020-d46fe3c8e961","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"4015dcb6-f275-5722-adfe-abb799b187c3","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks"
"9e0e22ee-8085-57bc-bb39-ff6ac2e296c5","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"1f7bfbaf-ea5f-5fcc-ac0b-98d526ee4722","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation"
"65032798-53a5-59bb-af89-9a6e08c2bb01","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"5fb6620a-40e6-5a60-8ed8-6118246a91b5","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"f359d244-9971-5f27-9467-d27174be10ef","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"fd7128e1-df05-5662-a834-8cee357cc9af","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"537e19fa-b97c-575f-91df-4d0310bf97b6","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation"
"7b1fb5e0-09ce-5a03-a0e3-0eafc39414d2","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Pile issues"
"7320f94e-d919-5c65-b822-a2bf8770c6e3","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Rock slippage and failures"
"ad8780bd-5786-557f-b7fa-a8017ed228f7","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Wet wedges"
"af2e7ccc-f1b8-543e-a70a-9119fae6c496","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Concrete failures"
"2740c7e9-e979-5c41-9789-95728f363cef","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"b25ea6d9-4741-5276-832b-2b7a9dee1a19","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"97b21dc0-18af-555e-94f4-7e1ecbbca5cf","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"f9b5b4e1-7293-5d77-850d-7b1e1428c251","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"a94dc97a-818a-5016-8b16-268bc0f42e9a","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents"
"90cf3e9e-718f-54a1-8767-85c905b1e659","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"6059870b-5ccd-5ebc-b67a-8a89c276741c","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P2 to P34","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"65340f5b-345e-45ca-873d-eae18c30fad2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 04","P87 to P96"
"991720b4-c92b-492e-97a0-6e402bd85d35","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box"
"fb046436-f5f6-5f12-903a-1b10cda6087b","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation"
"a8fc97a1-3551-5d6f-bc02-7b5e0fdefdec","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"b7c73259-f82e-5d0a-b488-432e40c5f2b6","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"94cb6ffc-ddec-5fb3-bc65-a734eb31fa6d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"4bbfacee-18ae-550b-8468-c574d203876c","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"5a24eb7b-f52a-59a5-9c2b-e2ac34ee0667","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"bbce6187-9135-5564-9a82-9087870c618a","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks"
"a6c32349-d925-5b73-9f7d-7a3e285631f7","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"04d4e534-4b0d-5fe8-ba07-52998932726a","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation"
"003cd7bc-4b0c-5d53-a0e0-964a0dbc853c","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"2e78efb2-d53e-5cb8-b036-97814b37ad01","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"3d0b3a7e-db21-5f4e-b254-a2f61260dc31","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"a2b579a0-5dfb-559f-ba48-8dc737b202f6","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"d1a93e91-0050-5fb3-8836-39d503048a4c","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation"
"9a563ce8-f069-5892-b1b1-e79c76a66945","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Pile issues"
"d9f2f3fd-121f-5fff-9252-84789b1e8356","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Rock slippage and failures"
"d502d7d6-8ba9-5d32-b38a-9e4460daa7ca","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Wet wedges"
"a022e4d0-c261-5b2f-a8c8-07a4b3b797e9","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Concrete failures"
"da5e8edc-5ce0-515f-9055-43503cfdaa84","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"fbada4ac-17e6-5eeb-983d-2fb827836eb0","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"cfbb9085-7bf8-525f-92e1-4df1da99b2ab","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"54c29566-e1e7-57da-8f22-91daa9812f80","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"3775f7d5-657a-5b18-b38d-1245fce177c4","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents"
"a69fda92-8488-5546-bc83-8517455697df","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"a42d4b0d-cc5d-5122-8f37-2d088ed400a6","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P87 to P96","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"05a86397-3e6a-436a-bd12-48f20ed4ca94","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 04","P97 to P122"
"28229c15-7b7b-43a7-a524-328fac1e0b8f","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box"
"47da986c-ef2d-5109-99e7-50bf4154de49","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation"
"f61df84f-4232-5d2b-b202-7cb28dd4a780","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"2447cb90-9b4f-555b-9184-501d4964eca2","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"db1588a8-f1d8-5f30-987f-aea3330a1017","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"728681ab-8064-56f4-b509-563cc82950f2","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"c20421bc-3457-5efe-b066-2578908de8fb","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"ef275982-ed05-5f23-8d25-191d81128bb4","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks"
"9eaf6138-cbd0-5da4-a314-d3f4a5f90b89","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"31feea3e-98b7-507c-82cf-565419d2208b","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation"
"1623483f-683a-536a-b623-8bbfcf42da24","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"b7130fc0-69c0-5081-b75c-e6a82baf9470","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"233155f9-e44e-5c98-a4da-47addff480cc","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"8171568d-cba8-594e-a7e7-fec86a154396","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"1cb1bc9f-c1e1-5ce7-8c6b-d621b865763a","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation"
"c7ea45b2-447e-5616-8da4-27a0a979a49f","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Pile issues"
"bf16f221-47a7-5c16-bf09-fd2c256ee44d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Rock slippage and failures"
"04e285de-5569-5b30-9a1f-53f214f1c366","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Wet wedges"
"6cc9b35e-ffe0-5d4b-9dbb-ff39b21122c7","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Concrete failures"
"e63e539b-cef8-5f90-952f-65ec204edce1","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"a77ff35a-53e4-5e4c-af16-e937d44e1d76","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"103f21dc-2acc-5f8b-a75c-4d2d448a4ce3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"80d99955-e36f-52a8-9025-2c76a752ea2b","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"bb5d78e5-675b-5b29-8258-e2aa885c931d","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents"
"45dd2445-5286-55e1-855d-40f177446b44","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"da339679-d611-5965-a886-d08e8acd4107","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P97 to P122","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"d4f8a656-33bc-4af8-bb37-e7b66d24ca0d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 04","P186 to P200"
"f665d5a9-1c97-4d71-bdcb-9439e9f3a0fd","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box"
"212c6a72-fbd8-53c2-95d6-66ac0aff6af0","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation"
"4042f304-f963-5573-8389-69f3a7a0c62a","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P186 to P200","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Structural & Architectural Drawings - Please attach"
