"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b8d2f43f-c338-499e-a4f3-a470deeee484","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"32803bc0-e1a6-4dac-a383-768f55281eab","","pass","","folder","TRUE","FALSE","Site QA","Stage 1"
"723508cf-5247-416f-a7fd-236c675935c1","","pass","","folder","TRUE","FALSE","Site QA","Stage 1","02.01 - Traffic Management"
"3f1bb331-e3a0-4577-9fae-f752002b8695","","pass","02.01 - Traffic Management","checklist","FALSE","FALSE","Site QA","Stage 1","02.01 - Traffic Management","TTM-02.01-LOT-001 - Traffic Management"
"2d6c6295-5e09-5e99-8120-3efc3d844d18","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 1","02.01 - Traffic Management","TTM-02.01-LOT-001 - Traffic Management","Details"
"78b8d81d-db72-50ee-9f6e-ef7397c67077","","pass","16.01 - Landscape and Revegetation Works:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 2","16.01 - Landscape and Revegetation Works","LSC-16.01-LOT-001 - Landscape and Revegetation - Sampling and Testing","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"0db83c7d-b6fd-41ca-9f21-2199376a3031","","pass","","folder","TRUE","FALSE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities"
"53994505-fd6d-458b-8fe1-c7543f2b3517","","pass","28.01 - Contractor's Camp and Site Facilities","checklist","FALSE","FALSE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities"
"38953be0-09e2-5731-a36b-0133dda40fde","","pass","28.01 - Contractor's Camp and Site Facilities:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities","Details"
"cf5ceb43-43b4-51c1-b3d8-bc44f6e2bbdd","","pass","28.01 - Contractor's Camp and Site Facilities:8111ace1-1386-5c1f-8290-3df28e3c8d3f:0a509883-c192-5bd4-8dd4-dd99a00b44fc","checkpoint","TRUE","TRUE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities","Details","Location of facilities within areas given in MRTS 28.1 Cl. 1 or through private arrangements."
"e868f85d-d4ca-562a-bc4b-748cbed85c60","","pass","28.01 - Contractor's Camp and Site Facilities:8111ace1-1386-5c1f-8290-3df28e3c8d3f:3432291a-6c92-5041-b5e8-2a532b9dc889","checkpoint","TRUE","TRUE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities","Details","Properly constructed toilets, rubbish receptacles and wash facilities provided."
"1bdd4b77-c474-5a80-9cdc-d633e1073fac","","pass","28.01 - Contractor's Camp and Site Facilities:8111ace1-1386-5c1f-8290-3df28e3c8d3f:2a442f6a-503b-5b35-96e2-c6e357e4117b","checkpoint","TRUE","TRUE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities","Details","Camp and facilities provide safe egress and ingress and do not impact on existing through traffic."
"21e6a49b-7f94-5de9-9d81-9bca86979e41","","pass","28.01 - Contractor's Camp and Site Facilities:8111ace1-1386-5c1f-8290-3df28e3c8d3f:222fec6e-e4d1-54fa-b57e-52be9657ce8d","checkpoint","TRUE","TRUE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities","Details","Contractors camp complies with all requirements of MRTS52 and included in the E&SC plan."
"40f111fb-c66a-5908-9214-9c2edb7386fa","","pass","28.01 - Contractor's Camp and Site Facilities:8111ace1-1386-5c1f-8290-3df28e3c8d3f:e953ca97-8139-56b7-9f2c-24d223a54b5f","checkpoint","TRUE","TRUE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities","Details","Contractors camp complies with all requirements of MRTS28 annexure with a proposed site facility layout submitted to the administrator."
"4f620888-c0f5-56b1-b904-3f70e08635c4","","pass","28.01 - Contractor's Camp and Site Facilities:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities","Details","Final Verification"
"4773b10c-3c61-5f82-b45c-360980e3c37e","","pass","28.01 - Contractor's Camp and Site Facilities:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities","Details","Sign ITP"
"0294de05-6b9a-5d86-9189-50803da1ec19","","pass","28.01 - Contractor's Camp and Site Facilities:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities","Final Sign Offs (to be completed at closure of Lot)"
"427dd2fd-446b-5bc2-b958-673036f238cc","","pass","28.01 - Contractor's Camp and Site Facilities:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"9b484712-b03f-5202-b865-2324bac30e1f","","pass","28.01 - Contractor's Camp and Site Facilities:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"f7a24df7-290d-526c-b053-696a1b983547","","pass","28.01 - Contractor's Camp and Site Facilities:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"1bf03c44-80b3-5cd8-9ea9-b3f453b75201","","pass","28.01 - Contractor's Camp and Site Facilities:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 2","28.01 - Contractor's Camp and Site Facilities","CSF-28.01-LOT-002 - Contractor's Camp and Site Facilities","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"7093a57f-6fe1-4034-97a5-fe0c5122eefa","","pass","","folder","TRUE","FALSE","Site QA","Stage 2","30.01 - Asphalt"
"35d30428-aeed-4a11-8d2f-96879610666a","","pass","30.01 - Asphalt Pavements","checklist","FALSE","FALSE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt"
"78623438-f11a-536c-8cd8-58b8addcb59e","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc","section","FALSE","FALSE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details"
"cf165861-e8e4-5939-babe-631e5b65302a","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:9b4b82b8-5e86-4ba0-912c-0366b65883b3","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Document Submission - As per Doval Safety Plan, Doval Environmental Management Plan and Traffic Management Plan"
"cbe8b42a-69a3-5665-bd0d-293e4452beca","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:1138ff5e-759d-4088-bfba-f4504bde98b2","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Traffic and Safety Controls - Traffic and safety controls are in place (eg. PPE, daily plant check)"
"323a8ac2-3d24-531e-b7b9-b1ca0a56b00a","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:07d3b824-e43b-4d58-a449-fb70b32e0883","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Asphalt Quality Plan - The Contractor must develop an Asphalt Quality Plan (AQP). The AQP must be submitted to the Administrator for consideration at least seven days prior to work commencing and must be implemented."
"bb9804af-d2e9-5f7b-aaae-4b8f40af33dc","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:8ac17a3f-134e-476d-9e39-22e67ec71864","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Compliance Testing - Compliance Testing shall be carried out for each lot. The Testing Frequencies shall not be less than those listed in Tables 5.4.1-A, 5.4.1-B and 5.4.1-D"
"74dd4490-abd3-5ba3-a7a3-34bff7126804","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:d305e37a-4aa6-4c2c-a644-4a0f9d95ae0e","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Binder Class - Contractor shall provide evidence of the binder conformance and compliance with MRTS17 Bitumen or MRTS18 Polymer Modified Binder. The Binder Class are specified in Clause 1 of Annexure MRTS30.1 and are:"
"dd9309ee-dc76-5e13-9328-4be29ec97665","","not-applicable","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:328c3475-c138-4edc-8086-d124e428fa2f","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Moisture Sensitivity - For dense graded asphalt, the tensile strength ratio (TSR) must be ≥ 80% and the average tensile strength of the freeze/thaw group must be 500 kPa for polymer modified binders and 600kPa for mixes containing all other binders. Table 7.2.5 is a list of accepted non-conformance strength ratio for 70% ≥. Where a Hold Point is required to be observed, the Contractor shall investigate the causes of the nonconformance and propose corrective action to prevent recurrence of the nonconformance. The Contractor shall submit:"
"24ba10a0-a10f-5b29-9047-f78df86d786a","","not-applicable","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:328c3475-c138-4edc-8086-d124e428fa2f:0b447f2b-80d4-4dea-a653-ba5557c9dcbd","signoff","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","HOLD POINT"
"9a275caf-c647-596d-bf75-f36ee4c28d2a","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:f491e6e8-62ae-4f54-b96e-8986833d0a99","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Asphalt Contractor Prequalification & Operation Procedures - At least 7days before asphalt is incorporated the Contractor shall notify the Administrator in writing of the identify and address of the PAC (Prequalified Asphalt Contractor) and their operation procedures."
"acff913d-f515-510f-8010-4de1598be5c3","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:02c48d8e-5d25-4ca4-b962-1c284e365a1f","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Mix Design Submission - At least seven days before asphalt is to be incorporated into the Works, the Contractor shall submit to the Administrator a copy of the mix design certificate(s) for each nominal size and type of asphalt mix to be incorporated into the Works."
"6ffa222d-e938-52e9-8134-3bbb044aed58","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:c8e3ac9a-d4c4-459d-b231-bbf406c93629","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Asphalt Mix Design Registrar - The process is written in Technical note 148 Asphalt Mix Design Registration. The certificate shall be signed, the Contractor mix designer certifying the mix complies with MRTS30 and shall be submitted 28days prior to asphalt being incorporated."
"c44b0964-0cc9-524b-bd3b-d35b065fb5e6","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:a62d1e4f-8b59-43c6-9ebf-8bc7813f33d1","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Asphalt Mix Design Acceptance - Asphalt shall be produced by a registered asphalt manufacturer from the nominated asphalt plant in accordance with the nominated mix design for the Works. Asphalt shall not be incorporated into the Works until the Contractor has demonstrated to the Administrator that the underlying lots conform to the specified requirements or have been accepted by the Administrator for utilisation at a reduced level of service, and the following documents have been received and reviewed by the Administrator:"
"195e4131-ac84-583c-ad28-b200590f6cb6","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:a62d1e4f-8b59-43c6-9ebf-8bc7813f33d1:afbdb6b4-9a9c-4666-b717-5eadb589bb6d","signoff","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","HOLD POINT"
"ef32ad37-fe0c-5683-b88d-660aa2c7e12b","","not-applicable","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:2e9f3aa4-f4e0-4e9a-ba5e-3f8e13d8c4f9","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Nonconforming Mix Design - Nonconforming mix designs, that hold current registration with TMR, shall not be incorporated into the Works unless otherwise accepted in writing by the Administrator prior to the commencement of asphalt production."
"fb05666e-dc15-5283-8668-16b502e14426","","not-applicable","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:2e9f3aa4-f4e0-4e9a-ba5e-3f8e13d8c4f9:4021deab-a227-40bb-80d2-22128b3eba99","signoff","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","HOLD POINT"
"4534e01e-d829-5069-83d3-d2e1686349ea","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:b82163f8-ab9c-47a3-b412-f205de66b909","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Preparation of Pavement - The surface of the pavement base/bridge deck or existing substrate shall not be wet, and shall be thoroughly swept using a rotary broom to remove any loose material or other deleterious material which may be present. Any deleterious material, which still adheres to the surface after sweeping, shall be removed by other means."
"8c34904b-4ad5-551a-9fbd-7574e20e5233","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:c62d660b-1f60-4c49-a251-3f5923642722","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Crack Filling - In areas shown in the Drawings or stated in Clause 2 of Annexure MRTS30.1, cracks greater than 2 mm wide shall be filled prior to placement of any asphalt. The Contractor shall mark out in the presence of the Administrator, the extent of crack filling to be carried out. Cracks shall be filled level with the surrounding surface with a polymer modified sealant approved by the Administrator."
"1583f085-41a4-554d-92dc-ae6b678361f7","","not-applicable","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:612464a2-74f9-4fd7-9edd-1b21109321a7","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Strain Alleviating Fabric Strips - In the areas shown on the Drawings or stated in Clause 3 of Annexure MRTS30.1, strain alleviating fabric strips shall be applied to existing cracks prior to placement of asphalt or sprayed sealing. The Contractor shall mark out, in the presence of the Administrator, the extent of the strain alleviating fabric strips to be applied."
"9de0cf26-61d8-5691-acec-04c4f0345962","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:c5032adc-10fd-4ccb-9ecc-d52eab1b5da4","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Method of Placement - A self-propelled paving machine equipped with the ability to be operated with automatic thickness control and automatic joint matching facility must place the asphalt. Hand placement of asphalt is only permitted for minor corrections of the existing surface and in areas where placement with a paving machine is impractical."
"8743fb2d-e243-5147-b356-6928d2b35cef","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:c28069fe-1003-463a-93ec-34ac5cbc93fb","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Nominated Layer Thickness - The binder details are specified in Clause 1 of Annexure MRTS30. The nominated thickness of a layer of Asphalt shall be within the limits specified in Table 8.6.1"
"3e456fde-77e1-5147-80ad-3a21bb2f1c8e","","not-applicable","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:60556850-e446-4973-876f-12cd968376ce","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Tie-ins to Existing Pavement - For Tie-ins, the Contractor may be required to a implement a layer thickness that does not conform with Clause 8.6.1. The Contractor shall detail the work methods to be adopted in the AQP. Placement of asphalt in a nonconforming layer thickness shall not occur until Administrator approval."
"1cf86bcc-6d80-5901-90b5-4f240f6c7194","","not-applicable","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:60556850-e446-4973-876f-12cd968376ce:78e52ab7-c36e-4aea-bb3f-acfaead9b2c5","signoff","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","HOLD POINT"
"5c88847b-c9a6-5542-9b47-cdd73d1e0999","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:b6a75dce-e9b5-4aea-8e99-844df19bf7ce","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Pavement Temperature - The pavement surface temperature shall be measured and recorded at the point of asphalt placement on a regular basis during paving operations. The Contractor shall document the method of measuring and recording pavement temperatures in the AQP. Unless otherwise accepted by the Administrator, asphalt placement shall not commence or continue, unless the pavement surface temperature complies with the requirements of MRTS30 Table 8.7."
"16713d7b-973e-5010-8a87-9e309f58cd30","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:b6a75dce-e9b5-4aea-8e99-844df19bf7ce:fb5a234f-6bb5-4ac4-bb1c-a2476864d59f","signoff","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","HOLD POINT"
"f4221c8f-15ce-5233-a0d0-276db14e90ff","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:9f927be6-ed56-4c00-8163-0c57cbdd1689","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Paving and Compaction Temperatures - Contractor AQP must document the temperatures at which the asphalt is placed and compacted to achieve the insitu air voids requirements specified in Clause 9.2.1. The contractor shall nominate in the AQP the listed of requirements described in Clause 8.8."
"877f44f4-32fb-50b8-9c46-d43807286dc7","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:0ebac254-12a6-475c-a9df-b2142e8299bd","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Tack Coat - Tack coat is to be applied to a clean, dry surface immediately prior to the placement of asphalt. The AQP shall state the bituminous emulsion grade and proposed tack coat."
"6aae8639-441a-58ed-9033-c010c2e6a875","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:ea4fbc19-db46-4e50-956c-2096f4d3486b","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Joints - Construction of asphalt joints shall be described in the AQP and shall follow the procedures described in Clause 8.10"
"da691ea1-d7bc-5042-b141-3705d86323ce","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:3a1892fd-7a11-40c9-857d-589a27d94932","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Placement Trial - If specified in Clause 6 of Annexure MRTS30.1 and prior to commencing work, the plant and personnel proposed for use for the Works must be subjected to a placement trial. The Contractor shall submit a copy of the completed inspection and test plan and all relevant test results and records from the placement trial. Prior to further placement of the Contractor’s nominated mix(s) in the works, the Administrator shall review the outcomes of the placement trial. No further work shall be undertaken until the Administrator has given approval to proceed."
"0c3765dd-2f59-56a0-ad2c-d8fb0e54887b","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:3a1892fd-7a11-40c9-857d-589a27d94932:544a5089-17af-4081-a04e-6528b5fbd1f5","signoff","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","HOLD POINT"
"24b0c047-688c-5683-82d8-a9b59ee85856","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:41abcd91-a805-4af9-a186-d168117709e9","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Final Verification"
"832adad4-3524-5411-9dae-2280e0351dea","","pass","30.01 - Asphalt Pavements:f86bd4a2-c626-4be5-93c3-0f04fbd50abc:41abcd91-a805-4af9-a186-d168117709e9:9fcdc453-948f-4b03-b4c8-bd39b1532ece","signoff","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Details","Sign ITP"
"247688df-3d44-5783-b1ce-3a00e9b697ba","","pass","30.01 - Asphalt Pavements:544709f1-b366-4e60-861d-fd624223c888","section","FALSE","FALSE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Final Sign Offs (to be completed at closure of Lot)"
"0e57fa3f-aca4-51be-b3f6-c814b986bd16","","pass","30.01 - Asphalt Pavements:544709f1-b366-4e60-861d-fd624223c888:d37f0dc6-0362-42b9-967c-58f315de8211","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"665258ab-358a-5301-a97a-3ea7abf10593","","pass","30.01 - Asphalt Pavements:544709f1-b366-4e60-861d-fd624223c888:d37f0dc6-0362-42b9-967c-58f315de8211:44e363bc-52b9-4658-95dd-3f42b865c0d8","signoff","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"21022f49-e02e-550e-9313-2c9542c93979","","pass","30.01 - Asphalt Pavements:544709f1-b366-4e60-861d-fd624223c888:d2ec8c15-c969-4ec1-9235-7e2c5e049357","checkpoint","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"4c3ab5d3-bdbb-54bc-885e-886ddd989603","","pass","30.01 - Asphalt Pavements:544709f1-b366-4e60-861d-fd624223c888:d2ec8c15-c969-4ec1-9235-7e2c5e049357:38a0fda0-28fe-4de2-aa74-2cae3f2019e5","signoff","TRUE","TRUE","Site QA","Stage 2","30.01 - Asphalt","ACP-30.01-LOT-002 - Asphalt","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"b52dac5f-b4d3-4823-9785-9ec65baa8d49","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Stage 2","45.01 - Road Surface Delineation"
"b30ab37c-79b6-4a2d-96d7-f20615aad7af","","pass","","folder","TRUE","FALSE","Site QA","Stage 2","51.01 - Environmental Management Systems"
"3ec3bbbc-0134-4271-964c-e4c62dfffaab","","pass","51.01 - Environmental Management Systems","checklist","FALSE","FALSE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management"
"e7fa1549-b95c-53d7-a5b6-84c8eac3d53f","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details"
"415bdc19-d357-54e9-a048-8100bcc0a5dd","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:e2d98c6c-888f-5a38-a14b-8459a6dfd26e","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","Environmental Management Plan (Construction) EMP (C) submitted in accordance with General Conditions of Contract."
"bcf52753-9dbd-5750-8d0b-51ce50ba39e0","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:6360f1b8-2706-5c84-b9d3-68aa827efb83","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","Works under the Contract shall not start until the EMP (C) is assessed for suitability by the Administrator."
"781a3207-3bb3-5478-a134-b145fdddafd5","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:6360f1b8-2706-5c84-b9d3-68aa827efb83:2bc0754b-1f9f-5a2d-b653-d4b48e3eb959","signoff","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","HOLD POINT"
"bf2559d0-fa01-5b0d-b90d-274dde8f7d86","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:c560177a-09b7-5176-8b7e-680e44b8ca28","checkpoint","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","Any amendments to the EMP (C) shall be submitted on a monthly basis and be assessed for suitability by the Administrator."
"938e6387-4392-587a-b714-2aabd355276b","","pass","51.01 - Environmental Management Systems:8111ace1-1386-5c1f-8290-3df28e3c8d3f:c560177a-09b7-5176-8b7e-680e44b8ca28:cc53ac5a-852d-536e-984f-183e5f5c7e11","signoff","TRUE","TRUE","Site QA","Stage 2","51.01 - Environmental Management Systems","ENV-51.01-LOT-002 - Environmental Management","Details","HOLD POINT"
