"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"790dc55a-a5ce-4033-893e-c41736572850","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"5d73705e-6fca-4d58-a4bb-89f39eea2d7d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Byrrill Creek Road"
"dd6eefe0-8b36-4fbb-975a-f5d2ba1d2e49","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02095"
"955b53a3-02db-5449-a7cf-50317498facb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02095","Preliminaries - Project Management Responsibility"
"53533d10-4959-5a21-a403-693bfbd18fa6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Costellos Road","DM02211","Formwork & Reinforcement"
"e404aede-c3fb-5c4b-a01c-f15dbb51fd3c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Formwork & Reinforcement","Dimensions and positions of forms shall be carefully checked after the forms are erected. Forms shall be aligned accurately and the location of all fittings, hold formers etc. checked prior to placing of concrete."
"2174192b-64ea-55a5-b310-52994ab5fe45","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Formwork & Reinforcement","Placing of reinforcement as per agreed scope, with reference to Typical Construction Details. Reinforcement to maintain a 50mm vertical and horizontal cover unless directed otherwise."
"658d1a0d-462e-5f37-baef-fa3d89c3548c","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Formwork & Reinforcement","HOLD POINT – PRE-POUR INSPECTION The formwork shall be inspected by the Superintendent, and the placing of reinforcement in the spaces formed, where specified, shall not commence until the formwork is approved by the Superintendent."
"b9e81ebf-ae63-516a-b494-4006ae3a84e0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Costellos Road","DM02211","Ready Mix Concrete"
"4d22d49a-f801-53c4-b7bf-73f2fe2289be","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Ready Mix Concrete","The concrete shall be mixed and delivered in accordance with the requirements of AS 1379 relating to: -"
"bc8ecd96-665a-512e-83bf-b1de32799ac6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Costellos Road","DM02211","Concrete Placement"
"757f3677-470d-50ab-8da4-a2b65b769aad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Concrete Placement","The freshly placed concrete compacted by continuous spading, slicing or by vibrator units. Exposed surfaces of the concrete shall be struck off and finished with a wooden float. Corners and edges should be as per the drawings."
"2656a73d-7aac-5de6-aa6f-666ef686924f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Concrete Placement","Surfaces are floated, finished and cured as required to a quality finish. Broom finish as required."
"2396199b-0645-5bba-ab56-aaeecdf3d15b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Costellos Road","DM02211","Testing - Where Required"
"050b233d-c1dd-5ed8-a06c-df4027135128","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Testing - Where Required","Two pairs of test specimens shall be moulded for each 15 cubic metres of concrete, or part thereof, one pair being intended for the 7-day test if required and the other pair for a 28-day test."
"743f5066-c27d-555e-bb88-e3c7da2bb6a9","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Testing - Where Required","WITNESS POINT: Concrete test specimens to be taken in presence of Superintendent or Superintendent’s representative"
"7e0751ae-2c55-5859-bd87-c662aba37333","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Costellos Road","DM02211","Stormwater Drainage"
"3a76d9db-cf9a-51eb-9db6-0572ed718b9a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Stormwater Drainage","Stormwater components installed as per scope of works"
"dfa1a0c4-76c8-5728-b4b8-33f656ec4002","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Stormwater Drainage","HOLD POINT: Inspection prior to backfill"
"2bcd37c5-fcce-5f03-828c-5f3912e33178","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Stormwater Drainage","Density testing of pipeline required if within roadway:- 100% compaction to be achieved"
"8190cd72-d9c7-5456-a033-d3d2956b47eb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Costellos Road","DM02211","Close Out"
"abe43328-ec5c-5cb9-8395-ec7258570933","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Close Out","Site Handover: All works complete, demobilised and site handed back to TSC"
"76595585-3f47-53d3-bb78-08cd86a07cd6","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Close Out","TSC Signature"
"e93f4932-9e9b-5ad9-a9a8-5049970e7438","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Close Out","Verify conformance including close out of NCR’s"
"62d2fe28-6285-5152-a7d8-a6a1c3ec3f54","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Close Out","Damage No. (DM) signed off and closed by PM or representative"
"dba3c399-92cd-5f0f-9af4-d2c82501ec70","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Costellos Road","DM02211","Close Out","Signatures"
"111ea6e9-2224-417b-a042-d56639c557b9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioners Creek Road"
"d27c84f8-1dee-4e75-b551-e5511fdf61c9","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01599"
"bd2431a0-fd5e-51f6-8a81-6dea630f805e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01599","Preliminaries - Project Management Responsibility"
"2d212cf8-d99c-5c6c-90e6-fd2b236003fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Preliminaries - Project Management Responsibility","Possession of Site"
"16ece2ce-0e82-5b38-bf31-479b8cde8d52","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Preliminaries - Project Management Responsibility","Dial Before You Dig (DBYD) and Permit to Excavate completed and signed onto by personnel"
"d49292eb-9bf7-5132-aa5b-6231f430b0f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Preliminaries - Project Management Responsibility","Confirmation of Scope and Extent of Works with Project Team, including RCC and TSC"
"dd20c81b-d9e1-51b2-8a3e-5054f7e20a38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Preliminaries - Project Management Responsibility","Testing required for the scope:"
"6334f3fc-4bab-5098-8706-41bf4facf1a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Preliminaries - Project Management Responsibility","Concrete testing Density Testing"
"cdd63107-0477-59b4-87e9-9da2d88dbba8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Preliminaries - Project Management Responsibility","Traffic Control – TGS approved and appropriately selected for the works"
"cc253bea-e809-594e-8778-7b1a7a526d8f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Preliminaries - Project Management Responsibility","Erosion and Sediment Control:"
"b73e2c6a-2835-5121-9584-23bed0ca26e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Preliminaries - Project Management Responsibility","Silt Boom Earth Bund /Sediment Fence"
"347a2c78-0ae1-51a9-95b5-05f6ad0f2e20","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01599","C213 Earthworks"
"2a2e1397-05f4-562d-ba8c-f860b0fe14fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","C213 Earthworks","Minor clearing of vegetation undertaken – where applicable."
"e3d4e837-c57c-5d57-bc37-6394c09b9977","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","C213 Earthworks","Demolition works / Spoil Removal undertaken and spoil removed from site to Quirks Quarry."
"74e546c7-b867-57c2-b1a9-1978aa158aa6","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","C213 Earthworks","HOLD POINT: If unsuitable is encountered TSC to be notified prior to works continuing"
"943b190e-1367-562c-b776-e0e65eba556a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","C213 Earthworks","Table drains shaped to allow water to flow freely and best marry into existing surfaces."
"31bbb075-a792-5033-a7e4-cacba798e697","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01599","C242 Flexible Pavements"
"69dce556-dbb0-5966-918f-540518a25e75","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","C242 Flexible Pavements","Proof roll subgrade: If foundation fails TSC to be notified and to provided direction"
"5d02c40e-07a9-5cc2-9db7-9290771218f5","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","C242 Flexible Pavements","HOLD POINT"
"79c389c3-e7d2-5775-b888-742d4e539a97","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","C242 Flexible Pavements","Road base Material: Material source along with conforming material NATA test certificates have been submitted and approved by the Principal (Material Stockpile Lot)"
"bf0f64a7-7103-5036-ae37-c598a56fbed5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","C242 Flexible Pavements","If testing required - Layers compacted to 100% Standard compaction for full formation width. Compaction testing to be done 1 test per 500m2, minimum of 3 test taken at a time (per lot) or as directed otherwise."
"a01a4ce2-8e2b-5c3d-bfa9-dc05997236dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","C242 Flexible Pavements","Levels of gravel marry into existing and deviation does not exceed 12mm over the length of a 3m straight edge."
"90ccc0fe-ae89-5060-954d-ed0ee3fcf7ba","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","C242 Flexible Pavements","HOLD POINT – Carry out a proof roll of finished pavement where applicable"
"7439d871-cf87-5d8e-bdb7-8287dc8de363","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01599","Rock Revetment"
"8cad8b31-824c-568b-85ec-e8cab3697113","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Rock Revetment","Geotextile – A34 Geotextile separator placed prior to rock placement IF DIRECTED or WITHIN SCOPE"
"f23a1fc8-02c6-58f5-bd3b-6feeda2cfe73","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Rock Revetment","Rock Placement - Rock to be placed in completed drain profile as per agreed scope. Correct Rock Size Placed:"
"319014e8-aa3b-5a06-aaba-9dfb2dbc05ba","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01599","Grouted Rock Pitching"
"c4236fc9-831d-51bc-b20f-37e650f9623c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Grouted Rock Pitching","Existing rock to be grouted as per agreed scope."
"9372468a-1bc1-5e80-ae6e-2af28ae70222","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Grouted Rock Pitching","Rocks to be cleaned down at end of grouting for neat finish"
"80765206-91a8-5167-bb5f-dd4a536e55e2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01599","Excavation & Preparation"
"48d08795-e9f9-5e73-8aa5-7f3eb6131c25","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Excavation & Preparation","Suitable subgrade material and prepared to suitable surface"
"728a4456-e2b3-5562-aa09-ba79cf5e33d3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01599","Formwork & Reinforcement"
"aa1cb7e0-6fd1-5722-9a07-ad1731cb1283","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Formwork & Reinforcement","Dimensions and positions of forms shall be carefully checked after the forms are erected. Forms shall be aligned accurately and the location of all fittings, hold formers etc. checked prior to placing of concrete."
"8fddf59b-dbb4-554a-8e04-3854c4e002a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Formwork & Reinforcement","Placing of reinforcement as per agreed scope, with reference to Typical Construction Details. Reinforcement to maintain a 50mm vertical and horizontal cover unless directed otherwise."
"ae6dc1a0-1950-57da-a35d-3f38c15b40f5","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Formwork & Reinforcement","HOLD POINT – PRE-POUR INSPECTION The formwork shall be inspected by the Superintendent, and the placing of reinforcement in the spaces formed, where specified, shall not commence until the formwork is approved by the Superintendent."
"dadef692-9e7e-5a44-b5db-ed61dd7624eb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01599","Ready Mix Concrete"
"03810b29-4f48-5560-ac97-8fbadb64a807","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Ready Mix Concrete","The concrete shall be mixed and delivered in accordance with the requirements of AS 1379 relating to: -"
"fde78279-3578-5074-b4f3-ecb2b86b56f7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01599","Concrete Placement"
"5ce146aa-8016-50d7-bad1-438bae8fcc42","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Concrete Placement","The freshly placed concrete compacted by continuous spading, slicing or by vibrator units. Exposed surfaces of the concrete shall be struck off and finished with a wooden float. Corners and edges should be as per the drawings."
"267a99de-1022-556f-9dfb-fbe7c73d5429","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Concrete Placement","Surfaces are floated, finished and cured as required to a quality finish. Broom finish as required."
"0205395e-9e09-56e3-9b5a-f43a63d1f575","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01599","Testing - Where Required"
"b8268937-6187-5b19-bb9b-28b18a2ea470","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Testing - Where Required","Two pairs of test specimens shall be moulded for each 15 cubic metres of concrete, or part thereof, one pair being intended for the 7-day test if required and the other pair for a 28-day test."
"1110bf4b-5bdd-5cd3-bbc0-74a2082f8587","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Testing - Where Required","WITNESS POINT: Concrete test specimens to be taken in presence of Superintendent or Superintendent’s representative"
"0c41f0c3-a1cb-5deb-b039-aef11ef1cd73","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01599","Stormwater Drainage"
"e27eabc0-814d-5352-bbc0-3d694c047bf5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Stormwater Drainage","Stormwater components installed as per scope of works"
"6b1b9eb4-7601-509b-8ab4-63eb523935aa","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Stormwater Drainage","HOLD POINT: Inspection prior to backfill"
"be8b95a6-051a-5b4a-be27-1f6e0c38bd99","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Stormwater Drainage","Density testing of pipeline required if within roadway:- 100% compaction to be achieved"
"f0ddfcae-1302-53fe-b29b-bb5d2b34eb74","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01599","Close Out"
"ee8dc9f8-80de-5268-8ce5-bd30654e47aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Close Out","Site Handover: All works complete, demobilised and site handed back to TSC"
"5e2b6062-3784-509e-a8db-3d3e911d7b63","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Close Out","TSC Signature"
"f68dfb34-4a4a-5f58-876a-2e047dc848c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Close Out","Verify conformance including close out of NCR’s"
"014c02fb-5594-5d27-84f4-24932f0aef40","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Close Out","Damage No. (DM) signed off and closed by PM or representative"
"3235b486-39c2-5a37-8d00-4a970e5036c0","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01599","Close Out","Signatures"
"eac006f7-5365-4cb2-a29c-00c92fe6b279","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01594"
"ac693004-a34f-57b2-8625-45ee584943ff","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01594","Preliminaries - Project Management Responsibility"
"9dc4819b-07e4-5ce9-a6c3-23f77df1cde6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Preliminaries - Project Management Responsibility","Possession of Site"
"5b4952a5-c07e-52e3-b9af-3a2922a0fc40","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Preliminaries - Project Management Responsibility","Dial Before You Dig (DBYD) and Permit to Excavate completed and signed onto by personnel"
"0df45009-3702-5247-be44-3178383db30f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Preliminaries - Project Management Responsibility","Confirmation of Scope and Extent of Works with Project Team, including RCC and TSC"
"06a437b4-7a5e-55ca-9868-08fedb0ac677","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Preliminaries - Project Management Responsibility","Testing required for the scope:"
"146d4fa0-8c1e-56fd-82a4-19373d7a77cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Preliminaries - Project Management Responsibility","Concrete testing Density Testing"
"ba4a5112-2b57-59e7-aeef-054eacc5792d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Preliminaries - Project Management Responsibility","Traffic Control – TGS approved and appropriately selected for the works"
"3ee6cc98-31d6-5c01-92ee-673d8dbc3a4b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Preliminaries - Project Management Responsibility","Erosion and Sediment Control:"
"b893352a-83f0-59f3-8f23-54b0ad32e664","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Preliminaries - Project Management Responsibility","Silt Boom Earth Bund /Sediment Fence"
"0f4a43e2-dd3c-5d0c-8c2b-c8b847934128","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01594","C213 Earthworks"
"f95ffb50-13bb-56ca-a32c-8a92bcdd9388","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","C213 Earthworks","Minor clearing of vegetation undertaken – where applicable."
"5734f313-a154-5600-bf40-a6fef57539d7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","C213 Earthworks","Demolition works / Spoil Removal undertaken and spoil removed from site to Quirks Quarry."
"ff22edea-9388-5a7c-829b-fc04f6028135","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","C213 Earthworks","HOLD POINT: If unsuitable is encountered TSC to be notified prior to works continuing"
"d3848c16-4e69-5853-a603-1e482674e250","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","C213 Earthworks","Table drains shaped to allow water to flow freely and best marry into existing surfaces."
"a0ee1f78-db8c-54e2-98c9-2c7d66a9c2d5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01594","C242 Flexible Pavements"
"b01160e1-9d5b-59b5-b324-6c2bc598bb2c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","C242 Flexible Pavements","Proof roll subgrade: If foundation fails TSC to be notified and to provided direction"
"4b34d538-b156-5ad2-a35b-98f421ec7937","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","C242 Flexible Pavements","HOLD POINT"
"e65e77d0-ab8c-54e1-a663-b42cf54843a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","C242 Flexible Pavements","Road base Material: Material source along with conforming material NATA test certificates have been submitted and approved by the Principal (Material Stockpile Lot)"
"82ecd9fa-d5a6-5ffa-a1dd-fe8eccf8cd18","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","C242 Flexible Pavements","If testing required - Layers compacted to 100% Standard compaction for full formation width. Compaction testing to be done 1 test per 500m2, minimum of 3 test taken at a time (per lot) or as directed otherwise."
"65da47fb-edf4-509f-8403-b345fea3766e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","C242 Flexible Pavements","Levels of gravel marry into existing and deviation does not exceed 12mm over the length of a 3m straight edge."
"64671351-3a11-50d9-9166-7a7f74b9bd3a","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","C242 Flexible Pavements","HOLD POINT – Carry out a proof roll of finished pavement where applicable"
"c370c2eb-7abd-54ba-b184-3e85ddc677e2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01594","Rock Revetment"
"c4fad30f-6a95-5929-a686-48ff8e98d0a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Rock Revetment","Geotextile – A34 Geotextile separator placed prior to rock placement IF DIRECTED or WITHIN SCOPE"
"8b4dafc6-820f-5f53-bc82-0bfbe9dda544","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Rock Revetment","Rock Placement - Rock to be placed in completed drain profile as per agreed scope. Correct Rock Size Placed:"
"979f90c1-7bea-5d1c-9cd6-caa792a6c768","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01594","Grouted Rock Pitching"
"38f8f533-d864-556c-ab9c-9a3c799233c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Grouted Rock Pitching","Existing rock to be grouted as per agreed scope."
"dee004b6-9d10-566d-a419-c070cc9bc9e0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Grouted Rock Pitching","Rocks to be cleaned down at end of grouting for neat finish"
"12c66b19-36ef-5d72-ac0c-ae515941319e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01594","Excavation & Preparation"
"c1c929cb-d578-5211-a460-8c0ff068a7ec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Excavation & Preparation","Suitable subgrade material and prepared to suitable surface"
"ef7f8064-10cb-5422-9bdf-f2269a752482","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01594","Formwork & Reinforcement"
"897b4a0f-98e1-523b-bfa9-77a09a5e41f3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Formwork & Reinforcement","Dimensions and positions of forms shall be carefully checked after the forms are erected. Forms shall be aligned accurately and the location of all fittings, hold formers etc. checked prior to placing of concrete."
"496d2208-4b28-544f-ac80-a2ebf5bea5ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Formwork & Reinforcement","Placing of reinforcement as per agreed scope, with reference to Typical Construction Details. Reinforcement to maintain a 50mm vertical and horizontal cover unless directed otherwise."
"f5383be4-e01d-5c7b-b99a-9d26b40ea65a","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Formwork & Reinforcement","HOLD POINT – PRE-POUR INSPECTION The formwork shall be inspected by the Superintendent, and the placing of reinforcement in the spaces formed, where specified, shall not commence until the formwork is approved by the Superintendent."
"956d8aae-5c2a-5ef3-aea0-0fc3afea68e1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01594","Ready Mix Concrete"
"f23bf49b-c53c-508d-8533-163de4c612ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Ready Mix Concrete","The concrete shall be mixed and delivered in accordance with the requirements of AS 1379 relating to: -"
"f653b9e2-4d08-581e-8080-1e7a62717d03","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01594","Concrete Placement"
"90619ae1-89a1-5250-a63e-1f3be7238a00","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Concrete Placement","The freshly placed concrete compacted by continuous spading, slicing or by vibrator units. Exposed surfaces of the concrete shall be struck off and finished with a wooden float. Corners and edges should be as per the drawings."
"d2128588-94c4-5f43-9579-1f296c7962e3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Concrete Placement","Surfaces are floated, finished and cured as required to a quality finish. Broom finish as required."
"e5d9b7b7-d420-55ab-9714-123b2f037ccd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01594","Testing - Where Required"
"0ec19d12-3928-5c92-a61e-3b4e114bed19","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Testing - Where Required","Two pairs of test specimens shall be moulded for each 15 cubic metres of concrete, or part thereof, one pair being intended for the 7-day test if required and the other pair for a 28-day test."
"df37215b-a90f-5260-8fb3-84d84e8c6273","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Testing - Where Required","WITNESS POINT: Concrete test specimens to be taken in presence of Superintendent or Superintendent’s representative"
"9275c36e-f34f-5420-b012-900744a735ea","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01594","Stormwater Drainage"
"089c6f3a-ca86-5903-934e-f53a19bc46e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Stormwater Drainage","Stormwater components installed as per scope of works"
"8a30099c-3925-5a9c-afc7-1a9f3454fa3d","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Stormwater Drainage","HOLD POINT: Inspection prior to backfill"
"4ce8eaa3-196a-5b5d-8950-9703c64175b0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Stormwater Drainage","Density testing of pipeline required if within roadway:- 100% compaction to be achieved"
"6e1dd1fb-07d0-5d15-944f-0a28db9e9966","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Commissioners Creek Road","DM01594","Close Out"
"aeab5e9f-28b2-5dcb-aca9-8eec194a7e3d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Close Out","Site Handover: All works complete, demobilised and site handed back to TSC"
"dc4a2024-5b3a-5fbd-8be0-f24064d69cb1","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Commissioners Creek Road","DM01594","Close Out","TSC Signature"
