"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"93f40497-1e70-4e31-8799-6978ee7fc0d5","","folder-normal","pass","","step","TRUE","FALSE","Retaining Wall"
"1cd7b478-7177-4e78-b3d8-15b9e0a4ca6e","","folder-normal","pass","","step","TRUE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)"
"4e56e8be-f5e0-4950-a098-6536789054a9","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11"
"a27adafe-df2d-55ce-8f63-75e96fe7ad67","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11","Info"
"e3ef4825-fb0e-5c74-a0ed-1fcadb677760","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-61,62, 63, 64, 65, 66 - 06/12","Post Pour","Near Face Finish"
"14789010-ad42-5043-9a0c-c0bc9d65052a","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-61,62, 63, 64, 65, 66 - 06/12","Post Pour","Cast -In/Inserts/Penetrations"
"1df80f6c-d645-59f6-ac98-94cc502872ce","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-61,62, 63, 64, 65, 66 - 06/12","Post Pour","Starter lengths/Positions"
"a0f399df-8df3-5db8-87d3-8a96499d8420","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-61,62, 63, 64, 65, 66 - 06/12","Post Pour","Approved"
"a5225944-7dd2-5828-b09a-2c9a5982d8d6","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-61,62, 63, 64, 65, 66 - 06/12","Post Pour","Mill certificate attached"
"df78af53-a636-4e58-858b-bbf0f9c09b75","","folder-normal","pass","","step","TRUE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)"
"2b73b84d-6987-4eed-8aa1-b6b864e58409","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11"
"aed957ae-1091-569e-a9ce-bad62f15e6ae","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Info"
"4cd38f68-9563-574e-8922-33e4ce9b4878","","checkpoint-no-status","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Info","Information Complete"
"e2fbdf5c-f69e-5e2d-b7d4-4bb54959746c","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Prepour"
"cd8ceb16-e4d9-5a12-8f53-c866e4b0bc45","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Prepour","Length/Width/Thickness/Cutouts"
"6f9b0c7f-0a0e-56d7-acc5-f930aa6179cf","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Prepour","Square"
"7d22dc38-e6c1-53a6-9ce6-60e4b285211d","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Prepour","Edge Details & Rebates"
"2470e154-77a5-5bf5-a63d-99879521f6db","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Prepour","Cast in items (Inserts, Weldplates)"
"37dd255f-5522-5d14-81be-215ccc076283","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Prepour","Main Reinforcing"
"43a8c3e8-1f2a-5d25-acfb-44a6f551fd7a","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Prepour","Starters"
"5c940c50-3976-5631-a8fc-40e7e997c712","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Prepour","Stirrups"
"281c4546-8e74-572b-8a71-1c2155ed9508","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Prepour","Lifters"
"2346a9d5-a5e8-5c06-9d32-56875ab59bcb","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Prepour","Mould Cleaned & Oiled"
"50d48940-efe4-52ff-8304-2ca37a7e6fe2","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Prepour","Tie wire Trimmed"
"cd103d10-0e47-5209-ad2e-a0bd44113701","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Prepour","Rugasol"
"59126f87-f7dc-539f-ba15-e65702dfbb9c","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Prepour","Drawings & General Photos"
"1ec6322c-de7c-5787-9ea8-5439a7529131","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Concrete"
"fafdc78b-9177-5e0b-9de6-16f384ff8bb8","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Concrete","Concrete results obtained"
"13537605-328d-5aa2-b746-94ec9c384172","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Concrete","Concrete Docket Attached (photo)"
"1cd7959f-f483-5270-992c-2dd7dcb5240d","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Post Pour"
"c3d86b42-b72f-5a62-8dcf-5935a683d92d","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Post Pour","Post pour Complete"
"aa6768c8-cd12-5fc5-8cb6-96779eb23078","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Post Pour","Remedial Required"
"a9e864e9-a0b5-5f43-95ad-25e56087cae0","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Post Pour","Mould Face Finish"
"db0422ee-64b5-5b51-b5a5-44b089d23ccc","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Post Pour","Near Face Finish"
"c2ca1a21-ecd7-52c9-8c51-fb072f475cf3","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Post Pour","Cast -In/Inserts/Penetrations"
"ec9a9f57-8032-5935-bbdf-bf469d291318","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Post Pour","Starter lengths/Positions"
"76e5e91c-6abd-521c-b69b-4d747a8b89ab","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Post Pour","Approved"
"1c752d99-8416-5201-be80-63aad25fb2f1","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-41 21/11","Post Pour","Mill certificate attached"
"d50d1ee6-1b5e-48a1-8c00-b8989b64660e","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11"
"07cd67d4-64fa-5541-8260-53a13142c3ee","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Info"
"9da6400c-4b49-564c-8517-d1a1a180d135","","checkpoint-no-status","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Info","Information Complete"
"3f672e74-a9b4-5091-b5a7-9ea2b1403b4a","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Prepour"
"9bdf0d84-c4bc-5f08-adb3-646e6cadcd13","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Prepour","Length/Width/Thickness/Cutouts"
"aedcf0e6-84c0-50fc-b6c9-f96f037cacbb","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Prepour","Square"
"738d6df9-0f62-56c3-9f33-ba12e9a35adf","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Prepour","Edge Details & Rebates"
"643a3f95-8d8a-53e9-ad11-ccfefbc713a9","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Prepour","Cast in items (Inserts, Weldplates)"
"486c22e6-210e-5abf-a015-92c7ba14ed01","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Prepour","Main Reinforcing"
"6851edcc-1e17-53bb-aca2-039a977620d5","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Prepour","Starters"
"2a4c9622-a41f-51f5-8298-de06f42d78f7","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Prepour","Stirrups"
"daec2013-4af8-5ccb-a5f5-fa0bf1b0061f","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Prepour","Lifters"
"482da1eb-f45d-5b8a-8477-1470984533d4","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Prepour","Mould Cleaned & Oiled"
"c46e4690-adda-5876-898c-4d69de4c01e8","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Prepour","Tie wire Trimmed"
"8a89d16b-6835-50b6-b325-c5f75814ea6b","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Prepour","Rugasol"
"6d3c7dc4-cf1d-538e-a267-8dc71f8bba4c","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Prepour","Drawings & General Photos"
"22ab5d57-f498-5e6c-a0cf-2607230b9fd8","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Concrete"
"fd7a1607-6f21-5726-b4ae-a29f71c04502","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Concrete","Concrete results obtained"
"514f6242-da69-5704-a5f8-5d3a7ed64efa","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Concrete","Concrete Docket Attached (photo)"
"fee10216-71d3-54ba-b795-3d7fc88d2190","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Post Pour"
"17253c97-9f69-5160-b297-af087178f462","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Post Pour","Post pour Complete"
"61aaf277-96f0-57b9-8dd8-2ed640ccc753","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Post Pour","Remedial Required"
"3acb8b9e-7135-59cf-b207-bbf45e283694","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Post Pour","Mould Face Finish"
"c2195c6e-892a-54f2-b88e-6acdee71b5a5","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Post Pour","Near Face Finish"
"2fbd131a-a489-5f0e-8073-d593c06a6090","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Post Pour","Cast -In/Inserts/Penetrations"
"82b9a985-c877-526c-8a99-b62394124285","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Post Pour","Starter lengths/Positions"
"014e2597-dc38-5def-ad2e-67c9df4b8b03","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Post Pour","Approved"
"22f327dd-e714-536c-821c-6ac1044954e6","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-42, 43  22/11","Post Pour","Mill certificate attached"
"5e948738-4f16-4d62-89b4-7f1068046a2e","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11"
"4837bd02-ece9-5a7d-bab5-04825e95a5c0","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Info"
"cff252bf-f4b3-5b1a-ab57-d0f78dd5039f","","checkpoint-no-status","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Info","Information Complete"
"bfbac9cb-9364-57d5-976a-63616361f658","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Prepour"
"360e313f-d727-5f00-8f5e-a3618238bc89","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Prepour","Length/Width/Thickness/Cutouts"
"20ae3ad0-541c-5dc5-802b-75fc7556dcf7","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Prepour","Square"
"4417fa1b-53af-5ec3-9709-14d74e70d24a","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Prepour","Edge Details & Rebates"
"f56c0844-59ee-5cdd-aa25-84ed8db7faa7","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Prepour","Cast in items (Inserts, Weldplates)"
"2c2339ac-da68-53e6-bc25-cf69cb28bce7","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Prepour","Main Reinforcing"
"7d0af0dd-888f-52a2-9c07-9cee37b5a10e","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Prepour","Starters"
"4654ef57-5abd-57aa-b31a-6047807e6a00","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Prepour","Stirrups"
"71721d6d-7d52-5125-b280-1512a085cc57","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Prepour","Lifters"
"7e2b3d40-efe8-5f2f-807c-d10ff61717db","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Prepour","Mould Cleaned & Oiled"
"50f89c2a-8f1f-5ea0-b91e-e753f0d96a2c","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Prepour","Tie wire Trimmed"
"a0c617cf-68af-5410-9ab2-5e0c95fb05bd","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Prepour","Rugasol"
"0e66a756-9078-56af-a214-97552264a6e8","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Prepour","Drawings & General Photos"
"5719d7cd-e83c-56ff-a9cb-81786cb12109","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Concrete"
"cd7c60bb-0d3a-59d5-b4b2-4c07b24f7930","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Concrete","Concrete results obtained"
"58626d82-d19a-5def-9646-2005d7d9acc8","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Concrete","Concrete Docket Attached (photo)"
"f617bb99-53a6-556d-83a0-2678904a385a","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Post Pour"
"6616a3c2-7ce6-5238-b234-f3bfd9e4ef93","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-44, 45, 46 - 23/11","Post Pour","Post pour Complete"
