"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ddc89e61-ea01-4c6d-bcd9-f000e2cbd8e2","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"574ae920-213b-40c7-95ae-dd71c3dacd6e","","pass","","folder","TRUE","FALSE","Site QA","School"
"331ef815-4814-424c-bb39-c86b7eae5d84","","pass","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","School","Upper Ground"
"cb867f00-d239-5df8-acb4-9c647fef1a17","","pass","","section","FALSE","FALSE","Site QA","School","Upper Ground","Pre Pour / Post Pour"
"033a6939-118e-56c5-b740-9c3428985311","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"d164c97e-dace-558a-8335-23f05236d4c5","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Initial Stressing","Anchorage and strands condition"
"190bb8b8-2a62-5a63-9eba-55ac02b9218f","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Initial Stressing","Jack Calibration, current"
"cf7c87db-1fb9-5a72-b740-d696316f90e2","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Initial Stressing","Initial stressing completed"
"107f4293-cc62-543a-807d-747b58bd7203","","work-in-progress","","section","FALSE","FALSE","Site QA","Tower","Level 10","Pour 1","Final Stressing"
"d5e6f5a0-03e2-509f-a465-12cba9aac3f0","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Final Stressing","Safe access for final stressing"
"b267c9e7-7099-593d-85a2-70a4b1cd3e64","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Final Stressing","Concrete strength (should be more than 22 MPa)"
"d6cb1766-9f64-5d70-87b6-97ce125f594c","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Final Stressing","Anchorage and strands condition"
"9c00b477-a749-5452-9506-f0d1f5770b23","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Final Stressing","Jack Calibration, current"
"667811e3-45cd-5ec5-97cd-27c7a22a3a93","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Final Stressing","Final stressing completed"
"d76f66be-f16f-516b-82eb-c4817daf4ad9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"4129730a-de94-5ece-86dd-802de0732784","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 10","Pour 1","Grouting"
"f16fbbaa-c903-5b9c-a1bd-deeaf61a10ea","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Grouting","Safe access for grouting"
"6ffb5bfb-78e1-5deb-8da4-23f2a27e1985","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Grouting","Anchor pockets cut and sealed"
"bc7d9615-4414-5250-970e-1b79b78aa907","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Grouting","Grout hoses condition"
"4109292a-e883-5c7a-91c9-34e248611c6a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Grouting","Grouting completed"
"12dac510-b5d3-5fc5-98c4-affb3a60fece","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 1","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"2ac97da1-b381-4093-86cd-1fa4611032f7","","work-in-progress","8892d8d3b279e014565290082ee7690f127a4de21ea2318746a0ee3a4c87a687","checklist","FALSE","FALSE","Site QA","Tower","Level 10","Pour 2"
"8956dcf4-9f90-5c7f-ac8e-85a7ad826897","","pass","","section","FALSE","FALSE","Site QA","Tower","Level 10","Pour 2","Pre Pour / Post Pour"
"31e79eb4-aa5d-5986-8f8b-bf23f02dcb38","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"cca45bc5-3160-5cb7-9db6-9b7eed3d8b7e","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Pre Pour / Post Pour","Anchor and dead-end setup"
"0edb04c8-07e1-5cd5-9a9c-5cadeeb73a1e","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Pre Pour / Post Pour","Tendon chairing"
"8720f0a6-a03e-5694-846d-40a1b1679cb7","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Pre Pour / Post Pour","Grout hose installation"
"74523f3c-e8d1-5dcf-8ad6-10fa88d1559e","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"d7c74752-b7da-5e66-bf95-9709ef017ad8","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Pre Pour / Post Pour","Pour completed"
"19ce04d4-9acf-5050-8446-a56467045ee1","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"6b26f69a-588c-5e46-8e3f-5a88b2dcf838","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"7eaf815a-b7a0-5b93-9887-5ff57cb5213e","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"d34f0262-1f02-514d-a243-c02d0110d68f","","pass","","section","FALSE","FALSE","Site QA","Tower","Level 10","Pour 2","Initial Stressing"
"dde66db8-ec53-59a8-b195-09d705b4c30d","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Initial Stressing","Safe access for initial stressing"
"1d6ac197-0194-5ca3-838e-fcc0a5a40b96","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"37e2d7de-59ca-540f-a8ff-d8b243a11259","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Initial Stressing","Anchorage and strands condition"
"b9d6bd56-3029-581e-8353-1ce28ec4ca0f","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Initial Stressing","Jack Calibration, current"
"4ebb5c51-f15b-5155-8b8d-c38f844236d4","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Initial Stressing","Initial stressing completed"
"0d25254a-435d-50ea-a293-88fcd7903c2e","","work-in-progress","","section","FALSE","FALSE","Site QA","Tower","Level 10","Pour 2","Final Stressing"
"4ab7ce6b-fa82-5c26-a0ca-5f61ed0dee26","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Final Stressing","Safe access for final stressing"
"3dd31cc3-1d58-5cda-b324-e76a6787cc6e","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Final Stressing","Concrete strength (should be more than 22 MPa)"
"c5520bb7-6326-5bd0-a58a-7319aa830768","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Final Stressing","Anchorage and strands condition"
"c19a51cc-d669-5c2b-b98b-8c1137d445d7","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Final Stressing","Jack Calibration, current"
"44e911bf-a0c9-5b4b-b7be-8b49b364aaa3","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Final Stressing","Final stressing completed"
"593e5cf6-8a96-5b37-aaed-6299a5edc8b3","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Final Stressing","Concrete test results (RCC)"
"c4890bea-2752-51ce-bc04-924ea23726f3","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"6ca579e7-1fb3-54f9-94eb-3cbe5e07ea4f","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 10","Pour 2","Grouting"
"a01b94bb-49d1-58fc-a0ae-003c368e2b1f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Grouting","Safe access for grouting"
"b6c1229d-1c5a-5939-abf5-7bcab9b18c3a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Grouting","Anchor pockets cut and sealed"
"94acc808-8ce0-54a5-bfa4-b6395fae2e2d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Grouting","Grout hoses condition"
"f2faa0a8-ca8b-53c6-820f-516e98852e4a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Grouting","Grouting completed"
"d39e8a90-675c-546d-b08f-f06fa33e1ea6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 10","Pour 2","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"e02160e3-09a5-4527-8170-89f0e6869125","","work-in-progress","","folder","TRUE","FALSE","Site QA","Tower","Level 11"
"8fc11685-f82e-40fa-a15b-b0d82ae9f5f7","","work-in-progress","ITP TC01 Pre-Pour Inspection","checklist","FALSE","FALSE","Site QA","Tower","Level 11","Pour 1"
"80d35a31-db92-56f6-a21f-e7afc5c4b4e9","","work-in-progress","","section","FALSE","FALSE","Site QA","Tower","Level 11","Pour 1","Pre Pour / Post Pour"
"3323554d-fb93-55b5-8cd6-f100187729b3","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"1ea0b81d-e430-5c9d-ac8d-f5f565d6a61e","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Pre Pour / Post Pour","Anchor and dead-end setup"
"c9f072cc-00c6-5fe5-802d-7e6f978054d9","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Pre Pour / Post Pour","Tendon chairing"
"fe6b8bab-afdf-5d72-85c4-2185fbab3f88","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Pre Pour / Post Pour","Grout hose installation"
"75210808-49af-5e9b-8462-6c4f98c31ae1","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"ddd78d6f-c1da-5e40-94b2-b01da81f62dd","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Pre Pour / Post Pour","Pour completed"
"f46d04f0-5802-5935-8669-8eebf6754f3c","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"d5106e9c-d1f6-5541-b96d-ef973e32324a","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"4b3b3de0-47b9-5a14-8e95-6813b76d7931","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"7ec1efa1-95ab-5076-a035-b8a45e9ad269","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 11","Pour 1","Initial Stressing"
"76bfabae-9639-53e8-a3b4-8ea4c2514040","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Initial Stressing","Safe access for initial stressing"
"bfda4143-e273-53fb-9d4c-be155a4f528f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"994961aa-990c-5090-b5b6-91ef42aa68cb","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Initial Stressing","Anchorage and strands condition"
"34599fc4-ec67-51dd-b591-f5a0d5eb7796","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Initial Stressing","Jack Calibration, current"
"4ebaf374-2f41-5d77-b647-8fb5b53e569b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Initial Stressing","Initial stressing completed"
"2d3d45ef-86be-5fc2-947a-94b186ec90d7","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 11","Pour 1","Final Stressing"
"db77a958-a140-5aee-838d-063483d97e55","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Final Stressing","Safe access for final stressing"
"96947a78-47bb-5202-9b31-976eac505b2c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Final Stressing","Concrete strength (should be more than 22 MPa)"
"edafc215-4a24-5f48-a89b-56eadf290d79","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Final Stressing","Anchorage and strands condition"
"4b4f90ad-9204-56ad-8c59-837a0aa6df57","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Final Stressing","Jack Calibration, current"
"41dd2a21-64d4-5625-a2f1-a1ee724d38f8","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Final Stressing","Final stressing completed"
"d4f3056d-b334-5dbd-9ad6-d1b23838c029","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"9be8feda-4e5f-51e7-b59e-92fb3cb541d6","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 11","Pour 1","Grouting"
"00293e55-2f6a-5d92-a286-c9e949b31a92","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Grouting","Safe access for grouting"
"d7f33054-8cfa-5aa7-ac25-53f72d7c7774","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Grouting","Anchor pockets cut and sealed"
"15b69bde-ad73-5082-ac73-138654636e41","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Grouting","Grout hoses condition"
"d9324f54-beab-588d-a1f6-9c36ac4a84a3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Grouting","Grouting completed"
"f15549b5-f3da-56f4-96e7-384970b14c9a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 1","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"08c5065e-c7fe-4f3e-9fc2-248cd75ce778","","work-in-progress","ITP TC01 Pre-Pour Inspection","checklist","FALSE","FALSE","Site QA","Tower","Level 11","Pour 2"
"b2601051-000f-54dd-8986-8da974fac041","","pass","","section","FALSE","FALSE","Site QA","Tower","Level 11","Pour 2","Pre Pour / Post Pour"
"d84c7984-3759-5bc7-b51d-158580874def","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"c5b0103a-a858-5096-9e06-265f10c93ee7","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Pre Pour / Post Pour","Anchor and dead-end setup"
"45d16990-b264-520c-bcf5-11a068609b0e","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Pre Pour / Post Pour","Tendon chairing"
"9a3cdfbb-eb18-5ea6-b4ad-e06d35a9701d","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Pre Pour / Post Pour","Grout hose installation"
"c3f471f4-54fc-5135-b395-ad8950a8bfb9","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"c5ebc8fb-720f-5328-9a10-d9ebed4e12e2","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Pre Pour / Post Pour","Pour completed"
"534d2bb0-7895-5d24-8bed-2de5aad054b8","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"07e3197f-591c-597a-a425-74896c7ca423","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"aca5e5c6-87b7-5623-8231-1c511ba3ba30","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"11951dfd-d9b8-5a41-81bf-7c23b88983b4","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 11","Pour 2","Initial Stressing"
"7b3726a6-91b1-5390-a7dc-365fed4f9581","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Initial Stressing","Safe access for initial stressing"
"0c99c3ea-df1d-56ef-a0a9-2687ef1b7c88","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"765115a5-cc6a-5260-b08f-15e6b0128cdf","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Initial Stressing","Anchorage and strands condition"
"2c2a2545-32e6-56fc-a91f-3b2dc609e7fa","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Initial Stressing","Jack Calibration, current"
"f2347c6a-04bc-52ee-9036-59754bf0b1ed","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Initial Stressing","Initial stressing completed"
"55d0f873-5a03-5ee3-b3ec-7b8afe3cb2b0","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 11","Pour 2","Final Stressing"
"923ae656-092b-55e0-bbf4-59810e9f506c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Final Stressing","Safe access for final stressing"
"f69b8b82-d4ad-590d-bae0-be07654ce58b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Final Stressing","Concrete strength (should be more than 22 MPa)"
"1e04fc94-132a-5ccb-ae13-b8ab4f06098a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Final Stressing","Anchorage and strands condition"
"8bbe1f10-adb6-5f65-b15a-99140203ecc8","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Final Stressing","Jack Calibration, current"
"e3bcdcf5-0f34-5b31-adfd-22c571441886","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Final Stressing","Final stressing completed"
"e37ebf13-6ca9-5c3b-84e8-841c1b6db138","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"22efcec5-09c2-596e-90ea-f22ae223abc0","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 11","Pour 2","Grouting"
"5874c0af-e86c-52bb-8de6-4913318953bd","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Grouting","Safe access for grouting"
"090eff40-3402-58b8-a684-29a6a329655a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Grouting","Anchor pockets cut and sealed"
"ac6f877a-f76e-545c-b20c-906c834d7452","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Grouting","Grout hoses condition"
"b21e4c78-86b0-5c23-8976-fd6dd917523f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Grouting","Grouting completed"
"3c158270-852d-5b74-ba3c-ef4f1231aa9b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 11","Pour 2","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"bdd84572-847a-4df2-9f02-f0136131c404","","not-started","","folder","TRUE","FALSE","Site QA","Tower","Level 12"
"6690bdd7-5d72-4fd0-bffd-109f7f308f0a","","not-started","ITP TC01 Pre-Pour Inspection","checklist","FALSE","FALSE","Site QA","Tower","Level 12","Pour 1"
"6d1edfb5-6f66-5643-9140-662f824604b8","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 12","Pour 1","Pre Pour / Post Pour"
"57456490-fc9a-53bf-a7f6-c637fee7e4c7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"24d68f3f-72c1-5dc0-85f5-ee6c2c8a5497","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Pre Pour / Post Pour","Anchor and dead-end setup"
"7ef269c9-15fd-5915-a2d5-f409a869e078","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Pre Pour / Post Pour","Tendon chairing"
"a9a6d677-38a1-5e6c-b5f2-43827918f5e4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Pre Pour / Post Pour","Grout hose installation"
"af1f47da-1eb8-5ccf-bedd-5282c023242a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"c0e07dbe-32df-5496-96db-534b803af450","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Pre Pour / Post Pour","Pour completed"
"68b31c1f-a8fe-5b4e-baaa-7998dcc1924d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"e5d1a51a-3a7e-5acf-b0d1-589d2e7478a2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"b07649e6-c413-58db-9bbf-e2aa95732a92","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"d15fc267-d325-5758-be98-88a52c375e6d","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 12","Pour 1","Initial Stressing"
"3f673c60-00df-5ad6-ac53-8bd1dece961c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Initial Stressing","Safe access for initial stressing"
"b92b3ee8-1778-597b-9bde-adc09e97a992","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"99806fcb-5900-5226-aed2-12a4740a5f72","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Initial Stressing","Anchorage and strands condition"
"2ab5f260-4816-5b16-bd4a-aa6c0bf52459","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Initial Stressing","Jack Calibration, current"
"185d150d-8bde-5bd8-a04a-97fae2e07b0e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Initial Stressing","Initial stressing completed"
"378280f8-2400-582a-9869-ed45775907f0","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 12","Pour 1","Final Stressing"
"836c4474-a416-58a7-bc01-5f5244bce2f6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Final Stressing","Safe access for final stressing"
"1c4af596-bac2-5eb5-9276-18c96f91d37b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Final Stressing","Concrete strength (should be more than 22 MPa)"
"60429430-581b-54ff-a278-6a50a15ac440","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Final Stressing","Anchorage and strands condition"
"a416567e-a9b3-5362-ba29-41a1ac333969","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Final Stressing","Jack Calibration, current"
"a7a371d6-3116-5c16-b29c-f3997c1ca810","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Final Stressing","Final stressing completed"
"d6fe5ef3-1210-5186-97bf-3126c3a74517","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"95f35c1d-8a2f-5d8b-8873-323411ef8069","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 12","Pour 1","Grouting"
"d957b73a-e3c0-5930-b155-96c7ece1546e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Grouting","Safe access for grouting"
"3871d0cb-c16b-53b8-9a7d-77eebe9f044a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Grouting","Anchor pockets cut and sealed"
"eb2f3e1f-5d09-588e-ba33-2211e598fdba","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Grouting","Grout hoses condition"
"adee62e4-5a3b-5d82-ae09-c27e492b94ae","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Grouting","Grouting completed"
"156fc0de-d519-5b14-a682-f60e52f7055e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 1","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"5c20c2dc-94ed-4259-9f7b-5c4f6440155d","","not-started","ITP TC01 Pre-Pour Inspection","checklist","FALSE","FALSE","Site QA","Tower","Level 12","Pour 2"
"4cf3b0f1-96ac-5a03-afe7-618bd049c9b7","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 12","Pour 2","Pre Pour / Post Pour"
"88082be8-344e-50fa-95ae-8fc8e85712a1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 2","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"f86abed9-28a8-5dd1-a9e6-c9ff7984e330","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 2","Pre Pour / Post Pour","Anchor and dead-end setup"
"f97873ed-0651-5ca6-8a07-065c258898a9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 2","Pre Pour / Post Pour","Tendon chairing"
"441864f5-5155-518e-adec-0c9bc6227da1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 2","Pre Pour / Post Pour","Grout hose installation"
"799f3fb5-c6a7-5b12-ad9e-2784b005f57e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 2","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"9a71491d-2b51-5e5f-a125-b3befd8ae4e9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 2","Pre Pour / Post Pour","Pour completed"
"c4101e14-f7e0-5259-9d7d-fde2162fde61","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 12","Pour 2","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
